Gene = NANS
index = 910
Annotated 5SS: [  202  4259 20279 21609 24344]
Annotated 3SS: [ 4042 20178 21453 24076 26106]
SMsplice 5SS: [  202  4210 20279 21609 24265]
SMsplice 3SS: [ 4042 20178 21322 24110 26106]
top_k =  1000
Partition function (log Z): -5.2338652965118975

Sorted 5' Splice Sites (High to Low Probability):
Position 202: 0.9990499154071315
Position 20279: 0.9775632364407294
Position 21609: 0.9494430357116442
Position 4210: 0.761808135211474
Position 24265: 0.4128051810557309
Position 7354: 0.153291273262172
Position 24344: 0.14419390740189314
Position 24702: 0.14278413186046598
Position 24260: 0.11925751755442378
Position 23977: 0.10238659676427214
Position 24269: 0.09786960807369592
Position 524: 0.07116594509805935
Position 20749: 0.07053602144489814
Position 26004: 0.06100577718481821
Position 25540: 0.04010753012747989
Position 3717: 0.03520000849866374
Position 20883: 0.0302859186005512
Position 25407: 0.029424287718914244
Position 4259: 0.02471448716233894
Position 22995: 0.02185118639716436
Position 21148: 0.014625268272576231
Position 439: 0.013880408615299553
Position 24321: 0.009463418304806103
Position 25545: 0.007552492166563014
Position 25193: 0.007384627236054769
Position 909: 0.006665704461560696
Position 24741: 0.006524336049031152
Position 2111: 0.005524744503010536
Position 26182: 0.005390665619714658
Position 1911: 0.0050529676888095435
Position 25564: 0.004572010756401677
Position 24797: 0.004541836001991217
Position 1456: 0.00373101085434007
Position 3798: 0.002887650841890444
Position 24813: 0.0026330581200374437
Position 6325: 0.0026049134999764417
Position 462: 0.002141498276439927
Position 4150: 0.002119757994308898
Position 21826: 0.00203611541861861
Position 4223: 0.0019545554518427526
Position 367: 0.001780688520745275
Position 22554: 0.001707229414478852
Position 26186: 0.001632885499974871
Position 380: 0.0013746961163034665
Position 3608: 0.0008615071001407459
Position 2562: 0.0008061465828508228
Position 422: 0.0007960440506372959
Position 21884: 0.0007482801491663312
Position 1725: 0.0007428136035541767
Position 25693: 0.000734322681908944
Position 2634: 0.0007028979025955116
Position 24368: 0.0005412933924309538
Position 21866: 0.0005254441072839387
Position 2428: 0.0004948867908645386
Position 1584: 0.0004177809644114638
Position 1699: 0.0003819131944711398
Position 3262: 0.0003773229256901811
Position 106: 0.0003438274471438393
Position 2821: 0.00031322876178336325
Position 365: 0.0002914182896631267
Position 3956: 0.00018713446723345038
Position 683: 0.00016210210239756183
Position 3640: 0.00014379285860995628
Position 39: 2.1566482500455327e-05
Position 8219: 5.402631978552251e-06
Position 24817: 2.0905990865867908e-06
Position 24379: 1.9975653445333697e-06
Position 15591: 1.9202478340787405e-06
Position 90: 1.2957095739389716e-06
Position 11844: 8.759847319457836e-07
Position 42: 8.353264885822208e-07
Position 295: 5.874992519962953e-07
Position 172: 4.4333340788514404e-07
Position 303: 9.885447367656932e-08
Position 5660: 7.264994519872263e-08
Position 4407: 5.057537067477865e-08
Position 6453: 4.3503285889504156e-08
Position 4605: 3.899812072436747e-08
Position 92: 3.8663017708557826e-08
Position 5653: 2.844160610582434e-08
Position 6781: 1.8627471128385042e-08
Position 1458: 1.780545665676746e-08
Position 6293: 1.551431925849186e-08
Position 7382: 1.031167995812634e-08
Position 3: 8.970678618581279e-09
Position 326: 2.3759091270504236e-09
Position 660: 2.1268679451467257e-09
Position 6129: 9.006888396939286e-10
Position 503: 3.716504406763575e-10
Position 529: 2.9459405755529826e-10
Position 4077: 1.9882464943696489e-10
Position 722: 1.6203835086896583e-10
Position 2650: 1.2809206197196197e-10
Position 702: 1.1578862985595458e-10
Position 123: 8.977644277569759e-11
Position 5864: 4.924839930993251e-11
Position 699: 2.4064060179417003e-11
Position 782: 9.329607293096218e-12
Position 1685: 7.999420985018399e-12
Position 651: 5.774489568749717e-12
Position 1711: 5.436257771672834e-12
Position 905: 4.195358159809553e-12
Position 754: 2.689481729307821e-12
Position 2045: 1.7525833770941565e-12
Position 1900: 1.6452543505788517e-12
Position 752: 9.540102357798743e-13
Position 1079: 8.898764433056678e-13
Position 622: 4.478402097153558e-13
Position 1063: 4.2070526674446585e-13
Position 1003: 3.021094235550261e-13
Position 1370: 2.5486919190808753e-13
Position 1499: 2.479350714127027e-13
Position 433: 5.639591407266346e-14
Position 657: 2.895396306665138e-14
Position 331: 1.3718379552138208e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 20178: 0.9775632364407293
Position 26106: 0.8745759339648004
Position 4042: 0.7280511524576213
Position 24110: 0.5963740202657729
Position 21322: 0.5498368229764167
Position 21453: 0.2156239066308572
Position 21554: 0.15574739162755963
Position 24076: 0.15325805858575164
Position 7254: 0.14161975373273689
Position 24581: 0.11457330249960673
Position 326: 0.08914789611095539
Position 23894: 0.08683325410531398
Position 20655: 0.06890483131871467
Position 24131: 0.04738957251525698
Position 25483: 0.04712371399103685
Position 25237: 0.039487851208164004
Position 25774: 0.036607146227324014
Position 24155: 0.03463225717256008
Position 20681: 0.03233998038048144
Position 3564: 0.0293103882714152
Position 3999: 0.02723671689235605
Position 21223: 0.026985263806664845
Position 25835: 0.0254462723958492
Position 22917: 0.02161625152180134
Position 24482: 0.01835282898298978
Position 23926: 0.0181537968210018
Position 25076: 0.017532940826787795
Position 21026: 0.014729445337284486
Position 4106: 0.01227666093440304
Position 24850: 0.011207624324042972
Position 22823: 0.009251632323073808
Position 4147: 0.009039345414548277
Position 24701: 0.008935550740444635
Position 7295: 0.008630560684822475
Position 25805: 0.008209581459235943
Position 3636: 0.006809196236736689
Position 1823: 0.006372556114801535
Position 25368: 0.006281719799596981
Position 24637: 0.00581516334726956
Position 4072: 0.00555509572303783
Position 21728: 0.005326300761792221
Position 612: 0.0051183117333412995
Position 24528: 0.004619104605603308
Position 26257: 0.003714921828317107
Position 4132: 0.0036130203358382506
Position 24441: 0.0035379421106187872
Position 22972: 0.003098197107799933
Position 23833: 0.0030874649861816227
Position 1796: 0.003086858938775413
Position 22372: 0.00294770831952396
Position 24615: 0.0029115617395439296
Position 24561: 0.0028306701409049977
Position 3598: 0.0028281425085406706
Position 21194: 0.002456557789653126
Position 1210: 0.002026647066315312
Position 7268: 0.0016333867790131987
Position 24172: 0.0016174492422370104
Position 26287: 0.0015727278970471311
Position 6218: 0.0015293767548846037
Position 22994: 0.0014742728885612918
Position 7171: 0.0014110921332924613
Position 4066: 0.0014028667590515877
Position 1583: 0.0012613841869061446
Position 26324: 0.0012577607496601316
Position 399: 0.001201657063333318
Position 22383: 0.0010805820634606853
Position 4182: 0.0007943847949455572
Position 445: 0.0007791605831408695
Position 1362: 0.0007715652990132911
Position 3979: 0.0006182579642423584
Position 4011: 0.0006074382086534643
Position 25009: 0.0006041463418185401
Position 6122: 0.0005981035021034893
Position 1278: 0.0005142701137208058
Position 26227: 0.0005119519072677172
Position 3903: 0.0005024219456325153
Position 23973: 0.0004972899836962853
Position 24860: 0.00048701639973283256
Position 22131: 0.00048024892391818075
Position 26259: 0.0004781406446651533
Position 2467: 0.00047762131253096195
Position 3681: 0.0004462630108158643
Position 581: 0.0004402527048370592
Position 22667: 0.00041724573733119963
Position 1910: 0.0003954315391259901
Position 23033: 0.0003926462937310751
Position 2305: 0.00039079795144521815
Position 6065: 0.00036842092250038034
Position 4075: 0.00035053775313725747
Position 1388: 0.0003420429932070788
Position 2470: 0.0003185961413523072
Position 2545: 0.0002892620367207781
Position 24864: 0.00028462451618496384
Position 2200: 0.0002831583116211558
Position 402: 0.0002748879957145776
Position 21820: 0.0002412778212603319
Position 825: 0.00023091686459789708
Position 776: 0.00022960163734628739
Position 2720: 0.00019826210691994931
Position 3116: 0.00017924988400584368
Position 1206: 0.00015481041716794775
Position 1829: 0.0001522881058949363
Position 3404: 0.0001333431873539695
Position 23104: 0.00013133136331882912
Position 1455: 0.00011091658279107951
Position 22511: 0.00010616492683814815
Position 3008: 0.00010568015740980855
Position 6242: 0.0001000315803600617
Position 22936: 9.74359710600003e-05
Position 749: 8.642876376649558e-05
Position 22229: 8.604841898529973e-05
Position 3659: 8.39749068218919e-05
Position 1142: 7.441241961407988e-05
Position 2006: 7.372248927772574e-05
Position 3510: 7.052020937904144e-05
Position 1856: 6.827372565160039e-05
Position 23601: 6.576877240527716e-05
Position 24307: 6.005368439192158e-05
Position 2701: 5.729172099435687e-05
Position 632: 5.368354388689177e-05
Position 2033: 5.114746781213636e-05
Position 3607: 5.0760116349690416e-05
Position 22725: 5.06981518149598e-05
Position 2329: 4.959358658503249e-05
Position 20408: 4.8571766406729834e-05
Position 1302: 4.796388057900839e-05
Position 2680: 4.519949454381194e-05
Position 3618: 4.5147485047866963e-05
Position 2561: 4.311340210621072e-05
Position 22474: 4.153347514327069e-05
Position 3182: 3.9660733235900175e-05
Position 734: 3.818139872753773e-05
Position 1441: 3.7257908443865806e-05
Position 1761: 3.705310301330635e-05
Position 2044: 3.434611748828597e-05
Position 2492: 3.276900947237599e-05
Position 3135: 3.137376450711025e-05
Position 4021: 2.8419104277063902e-05
Position 2447: 2.7003329211471827e-05
Position 1826: 2.6774029769348138e-05
Position 2244: 2.6655732997057922e-05
Position 13313: 2.6004652968840622e-05
Position 6061: 2.480282616166899e-05
Position 2239: 2.4673562076705894e-05
Position 3967: 2.4361974559585307e-05
Position 1755: 2.3539966969925385e-05
Position 1669: 2.3537992661617495e-05
Position 1568: 2.0926111909870706e-05
Position 462: 2.014141735673879e-05
Position 1978: 1.829688815103686e-05
Position 1916: 1.8208709729851884e-05
Position 1862: 1.7999034757913587e-05
Position 841: 1.7904249454660694e-05
Position 13405: 1.7476733577411323e-05
Position 548: 1.7331578504912374e-05
Position 1949: 1.4298052949444475e-05
Position 1228: 1.341862586093686e-05
Position 3049: 1.2090837348654073e-05
Position 2625: 1.205956933774284e-05
Position 2281: 1.2013993816601679e-05
Position 1122: 1.153446592071627e-05
Position 1078: 1.0104040215063965e-05
Position 620: 1.004823944183991e-05
Position 11420: 9.37356832832782e-06
Position 3240: 9.309783105203429e-06
Position 2403: 8.936718679433963e-06
Position 1955: 8.81536217669459e-06
Position 1364: 8.707886790118593e-06
Position 1116: 8.517203548986158e-06
Position 527: 8.387778835658089e-06
Position 466: 7.333043633491882e-06
Position 2311: 7.162872453227832e-06
Position 9436: 6.9829579600919055e-06
Position 2472: 6.940164816304432e-06
Position 14090: 6.761671489440759e-06
Position 1327: 6.717020195028958e-06
Position 2746: 6.3382051433936936e-06
Position 1798: 4.5459181845334985e-06
Position 271: 4.536287131991565e-06
Position 15693: 4.0471447152066475e-06
Position 7907: 3.905030259774248e-06
Position 11731: 3.432928429105572e-06
Position 17092: 3.318734955201535e-06
Position 8597: 3.2458688707742072e-06
Position 7892: 3.061495151085043e-06
Position 15301: 1.972512594107395e-06
Position 6529: 1.661439305218515e-06
Position 15439: 1.5657110896373379e-06
Position 8017: 1.5217428325958194e-06
Position 8046: 1.2946758685261046e-06
Position 8618: 1.1685426871682244e-06
Position 11025: 9.659259042683306e-07
Position 4294: 9.44708755414869e-07
Position 4374: 6.297238078265763e-07
Position 12719: 5.635287858717148e-07
Position 9936: 5.509532518415675e-07
Position 6823: 5.350818587337768e-07
Position 5751: 4.4786193012970854e-07
Position 5803: 4.4647050000667956e-07
