Gene = EQTN
index = 503
Annotated 5SS: [  160   527  2824  4739  6121  7468 10931]
Annotated 3SS: [  400  2736  4651  6075  7407 10776 12166]
SMsplice 5SS: [  280   527  2824  4917  6121  7468 10931]
SMsplice 3SS: [  400  2736  4651  6075  7407 10776 12166]
top_k =  1000
Partition function (log Z): -0.814262970801638

Sorted 5' Splice Sites (High to Low Probability):
Position 10931: 0.925880547548248
Position 7468: 0.868828465402901
Position 2824: 0.7281422961972772
Position 527: 0.713705017688144
Position 6121: 0.6921554307447517
Position 280: 0.4477989019256529
Position 4917: 0.4347201804540326
Position 5360: 0.3280076457742126
Position 4739: 0.293946285778743
Position 5884: 0.18703333300219535
Position 160: 0.18540637317383082
Position 196: 0.09897184317986057
Position 229: 0.08189743859668025
Position 6274: 0.07845236904596453
Position 7932: 0.06445353052598099
Position 8652: 0.05165328703093351
Position 6139: 0.045378248187871686
Position 11537: 0.03177934307246381
Position 10380: 0.026958654988437428
Position 1919: 0.021602632494803875
Position 5661: 0.014138954600208375
Position 6598: 0.013410862034332338
Position 3672: 0.01328950754557929
Position 4891: 0.012664783762633105
Position 8799: 0.012106167010399084
Position 2377: 0.008664922363873437
Position 1099: 0.008636020038838744
Position 8855: 0.008303810830888282
Position 192: 0.008078398023047785
Position 2681: 0.006491761298206486
Position 4905: 0.006321627350427821
Position 3269: 0.0060813338793084025
Position 7628: 0.005828930346931958
Position 1568: 0.0054938382324559625
Position 1999: 0.005164385963318808
Position 4758: 0.00514122804124553
Position 2026: 0.00510458564023727
Position 5373: 0.004884289869466232
Position 10003: 0.00474936444184897
Position 751: 0.004347979163639945
Position 5946: 0.00429040662122561
Position 8658: 0.004142089991185308
Position 9773: 0.0034541997864059757
Position 380: 0.0033788054034583994
Position 8371: 0.003218924318937714
Position 12241: 0.0028128815617595357
Position 12292: 0.0023133239889602244
Position 42: 0.0021758334229896844
Position 10582: 0.002151091476130623
Position 11962: 0.0019910097349375394
Position 11318: 0.0019862387451387354
Position 1932: 0.0018854080967808577
Position 2068: 0.0018617225524703166
Position 6507: 0.0014499453780516221
Position 8715: 0.0012223516911751154
Position 3943: 0.0011774588486473693
Position 11797: 0.0009078293118028166
Position 2784: 0.0008802259972396134
Position 7320: 0.0008570625256052015
Position 6242: 0.0007376755262016458
Position 814: 0.0006720173204302124
Position 540: 0.0006397444355956183
Position 2852: 0.0006371521314343103
Position 3077: 0.0006032210136748876
Position 1645: 0.0005837805426608776
Position 4785: 0.0005743399842260126
Position 3390: 0.0005348171741172128
Position 8617: 0.0004964636771443001
Position 7156: 0.00039749101908231134
Position 11920: 0.0003436502624812127
Position 5929: 0.00031416417182067257
Position 6490: 0.00030942257883872425
Position 5274: 0.0002852971356305106
Position 9858: 0.00027883513189104454
Position 5121: 0.00027649049939237403
Position 3361: 0.0002705482763987115
Position 5586: 0.00025208318987852084
Position 5710: 0.00023206780529289885
Position 5899: 0.00022659171559536785
Position 2095: 0.00021540141977012818
Position 3892: 0.00014611219854946092
Position 8078: 0.00014450060705193546
Position 1977: 0.00014221791940459237
Position 3604: 0.00014167255257692234
Position 1133: 0.0001328525533564575
Position 1983: 0.00012419116738788632
Position 1385: 0.00011600684427981381
Position 8673: 0.0001153648043118724
Position 2293: 0.00011271082662318144
Position 4093: 0.00010227237800426291
Position 2951: 9.835304194577159e-05
Position 11154: 9.161336127319486e-05
Position 5160: 8.239708021785065e-05
Position 1962: 8.114410978335677e-05
Position 2896: 7.899272664209378e-05
Position 4079: 7.571302476217282e-05
Position 631: 6.851755369860535e-05
Position 3750: 6.805504499561452e-05
Position 1633: 5.256690657299394e-05
Position 757: 3.940283964932789e-05
Position 11753: 3.700989191867261e-05
Position 2277: 3.3007458993794216e-05
Position 332: 1.9162760075008955e-05
Position 349: 1.4690250637228096e-05
Position 552: 1.2506165146152013e-05
Position 133: 1.1488271781304158e-05
Position 268: 8.354644140478253e-06
Position 564: 2.2720760846962144e-06
Position 914: 2.2240374466750136e-06
Position 1551: 2.113189106272306e-06
Position 946: 1.961366997243188e-06
Position 690: 1.120385924840633e-06
Position 98: 1.0933239136385642e-06
Position 819: 9.161743779247869e-07
Position 318: 7.759906157886697e-07
Position 1175: 5.692543419276528e-07
Position 412: 5.150044849434246e-07
Position 1011: 4.376522114736512e-07
Position 10881: 3.9928871971070457e-07
Position 10910: 3.930917709250102e-07
Position 1783: 3.345164279920701e-07
Position 1711: 2.9653712313266667e-07
Position 531: 2.2080426690747402e-07
