Gene = BRD8
index = 140
Annotated 5SS: [  391  1416  6922  7626  7949  8155  8642  9765 11053 12469 13159 14273
 14667 14900 15857 16933 17191 18096 18918 19432 26505 28242 29347 33198
 33810 38282]
Annotated 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 12258 12877 13819 14572
 14852 15641 16839 17121 17917 18812 19386 26225 27977 29188 33107 33740
 38103 38819]
SMsplice 5SS: [  391  1416  6922  7642  7949  8155  8642  9765 11053 13159 14667 14900
 16933 17191 18096 18918 21883 28242 33198 33835 38282]
SMsplice 3SS: [ 1318  6851  7575  7825  8073  8576  9627 10907 13102 14572 14852 16839
 17121 17917 18812 21718 27977 33107 33740 38103 38819]
top_k =  1000
Partition function (log Z): 35.9044801399738

Sorted 5' Splice Sites (High to Low Probability):
Position 18918: 0.984109437626805
Position 33198: 0.9822920343206921
Position 7949: 0.9772518100344514
Position 14667: 0.9596740125207626
Position 18096: 0.9573943386635422
Position 8642: 0.9506808373157218
Position 16933: 0.9349915429715792
Position 8155: 0.9211298761834642
Position 13159: 0.8875587545179613
Position 391: 0.8081796753117776
Position 9765: 0.7540118089707237
Position 38282: 0.6982558163720012
Position 12469: 0.6843042876134323
Position 17191: 0.662467704167542
Position 21883: 0.660377894638795
Position 11053: 0.6539629096434345
Position 28242: 0.6430796941589866
Position 1416: 0.626884826248343
Position 7642: 0.6083638792341629
Position 6922: 0.5548144061290371
Position 14900: 0.5348750830872738
Position 33835: 0.49779327171037197
Position 10517: 0.4452504937270794
Position 26505: 0.39935341836606575
Position 34939: 0.37960552668949654
Position 22258: 0.37496074547674635
Position 1421: 0.3638810302990973
Position 33810: 0.3271113685244191
Position 29347: 0.28258405424507843
Position 25489: 0.2801177351305114
Position 8326: 0.23791102132636077
Position 4310: 0.23636899049676324
Position 34836: 0.23115755496815354
Position 19432: 0.22035804019391508
Position 15899: 0.2111761036891236
Position 34683: 0.20574142561385436
Position 12877: 0.17950507577190436
Position 17284: 0.16083497767273608
Position 6267: 0.1486550049404827
Position 17215: 0.14617979128635544
Position 10661: 0.11811984234856458
Position 10971: 0.11768561965565194
Position 7626: 0.11188696771808933
Position 21820: 0.10626174191356925
Position 6970: 0.10531860129682925
Position 27282: 0.10372882307444053
Position 8312: 0.10101760973397972
Position 9709: 0.09945068883063254
Position 14273: 0.0919429849192225
Position 28723: 0.08100701315681248
Position 594: 0.06495990102059278
Position 41: 0.06202521118065895
Position 218: 0.05491996870469461
Position 9326: 0.04847493522432912
Position 1128: 0.048011419057139806
Position 36185: 0.04785642281536524
Position 13820: 0.04604754126248644
Position 5851: 0.045378929457694984
Position 1163: 0.0430222649823892
Position 11425: 0.04024241667823623
Position 38345: 0.03939897444960202
Position 14139: 0.03626772115434141
Position 16954: 0.034046138317503874
Position 22357: 0.0340349729555205
Position 15759: 0.031531312123394134
Position 407: 0.030570454685815616
Position 19493: 0.02999013709366963
Position 21345: 0.026252045725556943
Position 2962: 0.02511453178935791
Position 26300: 0.024405876299872575
Position 25604: 0.023264854148341826
Position 4748: 0.021368175783384562
Position 38356: 0.02075118827828215
Position 14069: 0.020656499322326657
Position 15072: 0.020521825294202538
Position 3237: 0.02051834823401133
Position 8656: 0.020430154150118247
Position 38447: 0.019599508041876792
Position 26511: 0.017877036398913602
Position 15010: 0.01715930866356337
Position 15400: 0.01623794366684639
Position 6589: 0.016194566989984848
Position 19557: 0.015483498532766357
Position 897: 0.0152985373291903
Position 1143: 0.015261953188546269
Position 25965: 0.01493486339159663
Position 2149: 0.01477754221757426
Position 14757: 0.01446342264372433
Position 13103: 0.01420553360188146
Position 13558: 0.014077535388664932
Position 7753: 0.013876070262726109
Position 29716: 0.01354161555154851
Position 17422: 0.013468227691148426
