Gene = ACAA1
index = 22
Annotated 5SS: [  344   617  3257  5283  5613  7919  9423 10699 11047 11383 11644]
Annotated 3SS: [  522  3198  5202  5569  7819  9341 10507 10866 11326 11497 14085]
SMsplice 5SS: [  344   617  5283  7919  9423 11047 11383 11644]
SMsplice 3SS: [  522  5202  7819  9341 10855 11326 11497 14085]
top_k =  1000
Partition function (log Z): 12.814979607002982

Sorted 5' Splice Sites (High to Low Probability):
Position 617: 0.9976095980353064
Position 7919: 0.9873286831967791
Position 5283: 0.9852574390920307
Position 11383: 0.9327069779765815
Position 9423: 0.8838933205284396
Position 11644: 0.876352135888624
Position 11047: 0.8000068571726623
Position 344: 0.7767076468503166
Position 5613: 0.5443291829513296
Position 3257: 0.44489858959681644
Position 6523: 0.3120999428521036
Position 3074: 0.2964449397005957
Position 6211: 0.29451031201944006
Position 3718: 0.2852657875822824
Position 4287: 0.27095365988956166
Position 128: 0.14551507578433673
Position 2700: 0.13387452734317706
Position 2025: 0.13012308246796425
Position 5875: 0.1137811511069592
Position 1194: 0.11361605977589828
Position 2009: 0.11057849797360765
Position 837: 0.09719148734703019
Position 10699: 0.09487209791528643
Position 403: 0.09455903633637569
Position 6223: 0.09335355171858253
Position 2066: 0.06629547635587424
Position 9525: 0.05658760330471768
Position 188: 0.04883631278118073
Position 1246: 0.04653107666951511
Position 2819: 0.04619069704857762
Position 2333: 0.04035269406848488
Position 2972: 0.036429876258496786
Position 8267: 0.035772338537559775
Position 407: 0.0340537354808909
Position 10881: 0.026007239126816507
Position 12251: 0.021007318782489726
Position 9903: 0.02065312230449058
Position 10721: 0.017260292266521243
Position 10715: 0.014700107101585607
Position 1257: 0.014118123856116244
Position 5756: 0.013634434431556014
Position 1399: 0.012910373073002746
Position 2315: 0.012477193936082202
Position 4333: 0.012267890879035745
Position 2256: 0.011901774800846107
Position 10351: 0.011175332252723538
Position 1563: 0.010786419085725123
Position 8166: 0.01048826469083702
Position 4274: 0.008929640090180928
Position 8305: 0.007710566962807348
Position 13466: 0.007560378437393854
Position 3550: 0.007373775749603165
Position 1090: 0.006633253658460729
Position 10621: 0.006366024917291107
Position 2204: 0.006139340734474901
Position 9556: 0.0057071527080974575
Position 12353: 0.005601579505303804
Position 1341: 0.005527201307677228
Position 11461: 0.004699602219542461
Position 11052: 0.004305126481575331
Position 5298: 0.004188119296082877
Position 9591: 0.00413359263660535
Position 3562: 0.004077860165723041
Position 11156: 0.003944809876051938
Position 12278: 0.0038770603030727755
Position 5609: 0.0035164248698189137
Position 6530: 0.0033656326961679327
Position 9463: 0.0033159954297862023
Position 11433: 0.003143050230186533
Position 11428: 0.003099248540473986
Position 6600: 0.0029430058883939676
Position 4291: 0.0028350099953489347
Position 6237: 0.002731008610288137
Position 2338: 0.0027054574053031843
Position 14037: 0.002675616716077591
Position 4295: 0.002463336373874185
Position 1998: 0.0024186368815547394
Position 8191: 0.0023680262748667514
Position 5085: 0.0023368150508946933
Position 10964: 0.0022897806864093043
Position 8385: 0.002019200033796568
Position 8291: 0.002000019601689183
Position 8858: 0.001999948371795338
Position 8466: 0.0018224290040195418
Position 398: 0.001722262572031906
Position 1403: 0.001652102950549046
Position 12916: 0.001644703008602642
Position 1948: 0.0015126147394181242
Position 867: 0.0015116192417038601
Position 151: 0.0014176815451549761
Position 613: 0.0013931625366984356
Position 5495: 0.0013539911989478588
Position 11250: 0.001335592407788636
Position 12591: 0.001251507956957175
Position 6613: 0.00123062970164358
Position 907: 0.001229485752831983
Position 6293: 0.0011615250704136426
Position 14330: 0.001076508426921012
Position 8324: 0.0010651150948264672
Position 8108: 0.001003478626382323
Position 11335: 0.0009868420676263088
Position 100: 0.0009003242506924504
Position 6433: 0.0008438183096900606
Position 850: 0.0007487309370238736
Position 7395: 0.0006799203745339611
Position 2848: 0.0006768682152127553
Position 3026: 0.0006654848244776223
Position 10323: 0.0006505600724468419
Position 5736: 0.0005787133321026611
Position 7103: 0.0005667204181508508
Position 357: 0.0005586026387467794
Position 9: 0.0005563512225032715
Position 1830: 0.0005542032420910965
Position 9468: 0.0005309097330452222
Position 8225: 0.0004740773711133315
Position 663: 0.0003030387340107256
Position 5570: 0.0002903643898588574
Position 8764: 0.000269428395893866
Position 827: 0.00025871713942996285
Position 210: 0.0002476101276624374
Position 8618: 0.00023722738924782127
Position 63: 0.00023387506989020875
Position 1747: 0.00023172958917303416
Position 1156: 0.0002143647259955937
Position 917: 0.00021112682713004172
Position 284: 0.0002105319114210291
Position 1992: 0.0002040532279428992
Position 5321: 0.00017621730725784959
Position 2584: 0.00014869663058263865
Position 86: 0.00012562782824930089
Position 1443: 0.00012510429102423294
Position 2029: 0.00010971933965437827
Position 1834: 0.00010460896292149467
Position 144: 0.0001022336763777044
Position 5331: 9.342192387693326e-05
Position 38: 9.01306609112934e-05
Position 258: 7.99145672120767e-05
Position 822: 7.959109897458263e-05
Position 10919: 6.85509607587907e-05
Position 416: 6.453343916306693e-05
Position 995: 6.415988516814192e-05
Position 98: 6.0762590024082915e-05
Position 11830: 6.057632389960131e-05
Position 1613: 6.000979764422636e-05
Position 293: 5.1964559223982286e-05
Position 6267: 5.13631029091253e-05
Position 1361: 4.512723161573894e-05
Position 11827: 4.1805362340133304e-05
Position 1419: 4.0720321027565916e-05
Position 456: 4.013396745234546e-05
Position 1036: 4.0069849319392876e-05
Position 290: 3.874708335019495e-05
Position 11664: 3.817546160926123e-05
Position 11540: 3.7257638496569356e-05
Position 112: 3.661164877505893e-05
Position 160: 3.571162093189772e-05
Position 1147: 3.5596240249890934e-05
Position 29: 3.505110479085983e-05
Position 475: 3.32777024901644e-05
Position 952: 3.069452547237175e-05
Position 1983: 2.729797029375937e-05
Position 372: 2.487907250410106e-05
Position 54: 2.4547488815557178e-05
Position 5527: 2.2581922530669873e-05
Position 759: 2.049654059945029e-05
Position 287: 1.9696747222983967e-05
Position 763: 1.751586328935289e-05
Position 42: 1.692301053885549e-05
Position 370: 1.4978575615576842e-05
Position 11718: 1.374569138548216e-05
Position 1028: 1.1669102863267278e-05
Position 411: 1.0452629858209943e-05
Position 1072: 1.0008850365221162e-05
Position 116: 8.74841957398607e-06
Position 958: 8.460315341537745e-06
Position 89: 8.075630291324022e-06
Position 915: 7.946404877079015e-06
Position 1077: 6.811795743764216e-06
Position 9890: 5.44049146323577e-06
Position 577: 4.741422330790991e-06
Position 950: 4.330536389389932e-06
Position 820: 2.9340993441809433e-06
Position 858: 2.5423877181364343e-06
Position 132: 1.7981514972362385e-06
Position 944: 1.7653949235656577e-06
Position 464: 1.2867674885405814e-06
Position 667: 1.036140369747903e-06
Position 453: 1.0162808855229153e-06
Position 740: 9.946271838455917e-07
Position 611: 9.813564064642663e-07
Position 565: 7.900933987398984e-07
Position 1056: 2.654485940950367e-07
Position 191: 2.1614909541309226e-07
Position 956: 3.651266291680673e-08
Position 1392: 3.084705807346936e-08
Position 489: 1.4073607522967488e-08
Position 9771: 8.870733516431805e-09
Position 1293: 8.390575383879261e-10
Position 1334: 7.729302574751075e-10
Position 553: 1.8058362394072102e-10
Position 495: 1.7307667209651277e-10
Position 772: 6.206292789417634e-11
Position 655: 7.06958702669746e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 522: 0.9887614019781671
Position 7819: 0.9762934461941242
Position 5202: 0.9751755583039756
Position 9341: 0.9151241120527809
Position 11497: 0.8216029077064717
Position 11326: 0.8077948950307167
Position 10855: 0.6856244264801873
Position 14085: 0.5057659527745062
Position 3138: 0.30874867222968305
Position 1913: 0.29895320952395227
Position 2918: 0.29134398682516977
Position 5569: 0.2779042540782235
Position 3549: 0.27738873619603505
Position 6346: 0.23174994404078048
Position 4042: 0.1958865137219308
Position 5526: 0.1644279224741081
Position 1143: 0.14535988018878393
Position 5721: 0.138006403999699
Position 6023: 0.13422028889165816
Position 10866: 0.12990176485691937
Position 2655: 0.12464768743326894
Position 11203: 0.12385943949624247
Position 10507: 0.11339518970389022
Position 6140: 0.11263098786146208
Position 3198: 0.10327069453148548
Position 776: 0.1004618477180122
Position 5521: 0.08897463472279536
Position 13971: 0.08444537445089424
Position 13582: 0.08171120435442362
Position 6386: 0.07279223254381695
Position 4191: 0.0723467506116393
Position 268: 0.06756936924024377
Position 2117: 0.06460070071939944
Position 13748: 0.06315783468017827
Position 13881: 0.04491878648584182
Position 8050: 0.04424492651519421
Position 6074: 0.03939024852803222
Position 12017: 0.03857001029950184
Position 238: 0.03837888409129911
Position 6059: 0.03457962180024539
Position 1065: 0.030545306379628177
Position 12050: 0.02788500297181345
Position 6104: 0.027631979061513802
Position 11561: 0.02666412382074806
Position 2955: 0.026426969018999828
Position 2736: 0.025558075344010483
Position 4239: 0.022704189797030684
Position 11277: 0.022045569885928217
Position 13563: 0.0208150543228512
Position 2442: 0.01752539872080887
Position 9298: 0.015573252054521864
Position 6430: 0.01545050634258761
Position 5241: 0.015281811302648923
Position 11148: 0.014095848196514238
Position 8100: 0.013788617691303448
Position 2593: 0.013509201874579208
Position 12129: 0.013347804687268323
Position 9244: 0.013068633368694786
Position 13380: 0.012903011153406179
Position 3065: 0.01274945177857276
Position 5864: 0.01250709555273801
Position 9781: 0.011879383601721931
