Gene = YRDC
index = 1586
Annotated 5SS: [ 394 1085 1329 3884]
Annotated 3SS: [ 969 1208 3740 4187]
SMsplice 5SS: [ 394 1085 1329 3884]
SMsplice 3SS: [ 969 1208 3740 4187]
top_k =  1000
Partition function (log Z): 3.768575179246438

Sorted 5' Splice Sites (High to Low Probability):
Position 1085: 0.9950148700303406
Position 394: 0.9903509414945911
Position 3884: 0.9876122565622507
Position 1329: 0.920697077886046
Position 2869: 0.023837754670221003
Position 3035: 0.021001489965870868
Position 1753: 0.020037283070157556
Position 4224: 0.010677490259632185
Position 4292: 0.006010071445646202
Position 1748: 0.005537747749267837
Position 840: 0.005143621623980127
Position 1739: 0.005039435100249731
Position 274: 0.004493770645312996
Position 1270: 0.004096305996487968
Position 797: 0.003609830865658117
Position 2612: 0.0023833103338511373
Position 4001: 0.0022743484234388394
Position 4164: 0.0019645367738510625
Position 362: 0.0019596324500728477
Position 1453: 0.0014291498026062198
Position 2388: 0.0013533912568626427
Position 1473: 0.0013129939087520035
Position 2813: 0.0011899240650704677
Position 2605: 0.0009674685897949805
Position 2565: 0.0009415874760464614
Position 4133: 0.0007932549024804249
Position 4502: 0.0007802790265462155
Position 4061: 0.00047895192111245874
Position 3422: 0.000438904503537899
Position 4308: 0.000416995545151938
Position 449: 0.0003244927483147855
Position 1476: 0.0002954741964922201
Position 4014: 0.00027920556976556744
Position 1909: 0.00025595233075270164
Position 2500: 0.0002470429488426362
Position 1034: 0.00023191424928975396
Position 18: 0.00023111703180896204
Position 22: 0.0002033965093435178
Position 3926: 0.000196778971622565
Position 4104: 0.00018928701120800388
Position 1104: 0.00018011111765620178
Position 4385: 0.00017062631394156868
Position 2462: 0.00012127469753088131
Position 2269: 0.00011895092095763308
Position 3183: 0.00010573022082312075
Position 1384: 0.00010205823903997689
Position 2727: 9.991222376963958e-05
Position 1094: 9.814744087045831e-05
Position 869: 9.652006076523779e-05
Position 1666: 9.644620723816172e-05
Position 3449: 9.171010122365317e-05
Position 4519: 8.82332155789535e-05
Position 3902: 6.98198173221265e-05
Position 3477: 6.919583287474003e-05
Position 1445: 6.259301136532634e-05
Position 4456: 6.028506781808374e-05
Position 1404: 5.976926812483764e-05
Position 1323: 5.8194429086761e-05
Position 1637: 5.4536284261027844e-05
Position 3860: 5.385221860131367e-05
Position 620: 5.0640730669193596e-05
Position 1089: 4.709933036857588e-05
Position 322: 4.5276334544278115e-05
Position 745: 4.3953409486686507e-05
Position 4199: 4.1698340492753295e-05
Position 4825: 4.156151475134074e-05
Position 2676: 4.110627571518785e-05
Position 4306: 3.478620903314519e-05
Position 3527: 3.193078431331683e-05
Position 2576: 2.796755969640764e-05
Position 4855: 2.5593141783714208e-05
Position 4571: 2.4428682146431698e-05
Position 1333: 2.3345352754504824e-05
Position 2885: 2.332404833811767e-05
Position 2212: 2.0829854856196234e-05
Position 3888: 2.0309256137443224e-05
Position 2378: 1.6279451124008142e-05
Position 2334: 1.6275718471115097e-05
Position 1708: 1.6043759157217014e-05
Position 251: 1.5521206735174758e-05
Position 1903: 1.492733166493993e-05
Position 336: 1.481903991542858e-05
Position 4616: 1.3710789956705493e-05
Position 529: 9.634030088845418e-06
Position 4073: 9.552209154014067e-06
Position 4257: 9.547671014042057e-06
Position 669: 9.058973609486642e-06
Position 3965: 8.067199174605903e-06
Position 4679: 7.921283249429643e-06
Position 626: 7.353722764371633e-06
Position 4429: 6.3381964688829345e-06
Position 980: 5.332241676946202e-06
Position 61: 5.19376100734431e-06
Position 442: 4.9037411077282886e-06
Position 3845: 4.564769605953244e-06
Position 4387: 4.025198025752479e-06
Position 145: 3.924212875942021e-06
Position 609: 3.377904430503985e-06
Position 3834: 3.1586771754082862e-06
Position 3837: 3.1021738740674836e-06
Position 710: 2.844084886692393e-06
Position 44: 2.7368795632395253e-06
Position 1106: 2.4723700177732735e-06
Position 56: 2.4170750026938202e-06
Position 7: 2.295681887150689e-06
Position 545: 2.0416006328882625e-06
Position 248: 1.8715150981070208e-06
Position 895: 1.5941597797717716e-06
Position 114: 1.382544558131121e-06
Position 386: 8.549923223598744e-07
Position 1212: 8.410323276303913e-07
Position 1025: 7.28271541824522e-07
Position 756: 6.191345712851519e-07
Position 93: 3.807425163178649e-07
Position 906: 3.283773614786551e-07
Position 759: 2.749546349728125e-07
Position 753: 1.763324279828364e-07
Position 1262: 1.5180475401416619e-07
