Gene = BEND5
index = 132
Annotated 5SS: [  313 15582 18019 34296 40680]
Annotated 3SS: [15447 17633 34146 40465 48874]
SMsplice 5SS: [  313   954  2536  3324  3859 10153 18019 23777 24789 30892 34296 40680]
SMsplice 3SS: [  756  2412  3118  3781 10083 17849 23647 24668 30804 34146 40465 48874]
top_k =  1000
Partition function (log Z): -12.800367900622303

Sorted 5' Splice Sites (High to Low Probability):
Position 24789: 0.991887219120538
Position 313: 0.9854000961092351
Position 3859: 0.8258726141632114
Position 34296: 0.8000155322955884
Position 954: 0.7875860995066128
Position 30892: 0.6870038288083676
Position 18019: 0.6739057318149373
Position 10153: 0.6085174363780768
Position 2536: 0.5985937179008433
Position 23718: 0.5744435998248181
Position 5281: 0.26570513725556477
Position 15582: 0.2600714268538939
Position 15609: 0.13165280111385674
Position 27214: 0.12817991563489392
Position 12589: 0.1196141911661933
Position 38509: 0.1122232489410966
Position 23733: 0.10368276191455303
Position 1366: 0.09928119988262012
Position 25908: 0.0597526067268397
Position 1432: 0.05244286360557302
Position 29596: 0.04668616553635685
Position 18999: 0.04191723596385938
Position 4132: 0.031721489097653134
Position 15852: 0.031462221912961975
Position 19861: 0.023315393182988264
Position 962: 0.021477402313229463
Position 19083: 0.02065295703416415
Position 11790: 0.019075730189467868
Position 2349: 0.016948059735350435
Position 17748: 0.01648411493728204
Position 22789: 0.016393011379227166
Position 20084: 0.01364998576777696
Position 4871: 0.013490795680266747
Position 2690: 0.011908817951464336
Position 13192: 0.011821387356353671
Position 3194: 0.009194642639492963
Position 2284: 0.009193454276548385
Position 945: 0.007730191322530953
Position 4004: 0.006443722011127002
Position 17907: 0.005838267739537907
Position 338: 0.0053667368442275355
Position 12255: 0.004684824399642259
Position 812: 0.003481127451097727
Position 143: 0.003063158669591463
Position 1725: 0.002910597491843525
Position 195: 0.0024545118827544597
Position 2234: 0.0023670027672494476
Position 2238: 0.0022077458595424464
Position 2834: 0.0021331022761051665
Position 3578: 0.0017909237808242354
Position 2955: 0.0016791469812809346
Position 197: 0.001618114043245901
Position 4067: 0.0015444231772583853
Position 2304: 0.0014885042394065457
Position 2228: 0.0012004401211732959
Position 1323: 0.001155576766016403
Position 2827: 0.0010666738289264136
Position 3083: 0.0009788198596413493
Position 4514: 0.0008861636362726205
Position 4523: 0.000881088706174101
Position 89: 0.000868327211248517
Position 3569: 0.0008254332761423056
Position 2725: 0.0007978248789317641
Position 2798: 0.0007646502224666657
Position 1154: 0.0007247508651827334
Position 2495: 0.0006792619152815489
Position 550: 0.0005125526728560653
Position 1387: 0.0004882638656039078
Position 3237: 0.0004683083584177994
Position 546: 0.0003562241833832363
Position 2271: 0.00032127148121255275
