Gene = CARNMT1
index = 279
Annotated 5SS: [  383 11142 12127 28665 29797 31948 43488]
Annotated 3SS: [10945 11962 28523 29617 31833 43383 44525]
SMsplice 5SS: [  383  1342 11142 11842 12127 28665 29797 31948 43174 43488]
SMsplice 3SS: [ 1242 10945 11588 11962 28523 29617 31833 43067 43383 44525]
top_k =  1000
Partition function (log Z): -20.815085338134896

Sorted 5' Splice Sites (High to Low Probability):
Position 383: 0.9276696013530736
Position 1342: 0.7160199075671654
Position 12127: 0.6496566106388889
Position 11842: 0.5223481136802397
Position 11142: 0.5163904988198589
Position 7294: 0.25018210396935003
Position 15148: 0.1881786232645962
Position 1360: 0.16214728992706337
Position 15197: 0.15524687505486987
Position 4313: 0.14830717547242822
Position 7735: 0.13983080193967612
Position 2019: 0.1315228862121674
Position 2077: 0.11695830180989744
Position 2635: 0.10639467154991387
Position 2595: 0.08790298792187588
Position 7460: 0.07862709075290895
Position 4509: 0.06987687168907801
Position 13318: 0.05876498381414324
Position 4020: 0.04785337637315258
Position 1944: 0.04783422767537927
Position 4370: 0.0390581212551436
Position 340: 0.03751257202046578
Position 13154: 0.033334737876241124
Position 12249: 0.032581264277429106
Position 1888: 0.031796818505852656
Position 7663: 0.03139928847527554
Position 9132: 0.019322178046590602
Position 960: 0.017556014795596882
Position 858: 0.016282934782779243
Position 3510: 0.013905510799923356
Position 11094: 0.013900301179975727
Position 6566: 0.013772553563825226
Position 11403: 0.01305313676017909
Position 3994: 0.009237244059832598
Position 6570: 0.009197477616108625
Position 11152: 0.00798683706059506
Position 11615: 0.007826481236456524
Position 11719: 0.007802790068155822
Position 6774: 0.007706737014136973
Position 3621: 0.007428065716628768
Position 3282: 0.007309533704577546
Position 11680: 0.007057713304119476
Position 8745: 0.006937449613870864
Position 658: 0.006029353288030226
Position 1266: 0.005912146404293152
Position 755: 0.005651178688111798
Position 12869: 0.00547334078308934
Position 9062: 0.004833806574138245
Position 14899: 0.004753421384447331
Position 4350: 0.004345650821156307
Position 8755: 0.003861965483012112
Position 2676: 0.0037442397263890512
Position 3209: 0.0035843197184561486
Position 11685: 0.003530583601892927
Position 4147: 0.0024648214210902684
Position 3798: 0.0021161306830160486
Position 922: 0.002097611103983044
Position 1804: 0.002052715587434441
Position 4333: 0.001995420747046881
Position 12234: 0.0018595587096795494
Position 823: 0.00154102412910753
Position 4675: 0.0015291942704425462
Position 1107: 0.001360989473296049
Position 11199: 0.0012656297519361228
Position 3952: 0.0011528765033116425
Position 830: 0.001020609321507855
Position 813: 0.0008974439857294122
Position 2014: 0.000838906575572675
Position 1243: 0.0008093272948790134
Position 1287: 0.0006668280608021532
Position 727: 0.0005874523055218315
Position 2617: 0.0005268522675319643
Position 2104: 0.0005219811279041705
Position 2351: 0.0004953836005853344
Position 964: 0.00028852722508081343
Position 3103: 0.00028063208534572783
Position 3498: 0.0002677456600074489
Position 757: 0.0002566548452039706
Position 234: 0.00025483759852592137
Position 4327: 0.00023968475026062093
Position 2599: 0.0002283433526131702
Position 1090: 0.0002155277641201933
Position 2001: 0.0002142148344283829
Position 2640: 0.0002061054776937506
Position 3197: 0.00020556307680154328
Position 4142: 0.00020259262697091347
Position 724: 0.00018851454556425404
Position 4126: 0.00017984893114053341
Position 801: 0.0001768074168451354
Position 1922: 0.0001648666131576883
Position 2208: 0.00012625076442794443
Position 3697: 8.862544570208418e-05
Position 108: 8.577573282979652e-05
Position 1939: 8.323645855558624e-05
Position 279: 7.382405002127392e-05
Position 3448: 5.9879734983344545e-05
Position 576: 5.983479430514457e-05
Position 3614: 5.9033334565133304e-05
Position 104: 5.490039488802095e-05
Position 2081: 5.0067356483675634e-05
Position 764: 4.544527445278442e-05
Position 432: 4.4867806639381554e-05
Position 681: 4.4540065934073404e-05
Position 1073: 3.599290544161142e-05
Position 1812: 3.0500721669213994e-05
Position 2425: 2.9260116030339824e-05
Position 2023: 2.6595834161386045e-05
Position 983: 2.6413811371928035e-05
Position 1781: 2.056750664850075e-05
Position 759: 1.5146503970051025e-05
Position 2029: 1.3827192418639156e-05
Position 698: 1.2313894061267051e-05
Position 574: 1.1445026540622818e-05
Position 1809: 1.1193719796574305e-05
Position 1179: 9.007130400481727e-06
Position 845: 8.60874098202407e-06
Position 1831: 7.96388281891673e-06
Position 491: 7.539233603768765e-06
Position 852: 6.956749489541851e-06
Position 1364: 6.853823242428581e-06
Position 240: 6.648812943007033e-06
Position 416: 6.418303948575716e-06
Position 1868: 6.239569221422639e-06
Position 2213: 4.949364040668791e-06
Position 1599: 4.852975285857055e-06
Position 2155: 4.447746690263773e-06
Position 1373: 3.8078416006143194e-06
Position 220: 3.3044147288477154e-06
Position 1387: 3.288744738546823e-06
Position 1411: 2.353636195809204e-06
Position 54: 2.163982676238053e-06
Position 980: 1.7640768825603851e-06
Position 1400: 1.5787562769740407e-06
Position 166: 1.3345849782965846e-06
Position 1350: 1.0678528888644248e-06
Position 1279: 1.011125986663566e-06
Position 1652: 8.551393736573705e-07
Position 1576: 6.748957966369494e-07
Position 18: 5.620501125495452e-07
Position 1670: 1.1770732152114967e-07
Position 588: 8.192121201110349e-08
Position 530: 7.619396444127774e-08
Position 605: 6.594091794179048e-08
Position 770: 7.629506994634044e-09
Position 607: 4.280719475584555e-09
Position 467: 3.857331971347841e-09
Position 245: 3.26117708614547e-09
Position 761: 2.354982289548821e-09
Position 652: 1.5448938374667825e-09
Position 259: 1.3968347382973701e-09
Position 867: 3.890580398809685e-10
Position 920: 3.077269098088329e-11
Position 394: 1.8524657939289462e-11
Position 70: 7.03564091110897e-12
Position 900: 5.021002977921147e-13
Position 735: 2.2098012392495546e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 11962: 0.7454448861389013
Position 11588: 0.5914459976340545
Position 10945: 0.5377109643203728
Position 1242: 0.5140552405303748
Position 15085: 0.4570094314348343
Position 1803: 0.3202764000562337
Position 1166: 0.30247993802866324
Position 7227: 0.2945542684437308
Position 4230: 0.21552866515184613
Position 2522: 0.19616278049046584
Position 20553: 0.1567073343014166
Position 7609: 0.10288447892732078
Position 15127: 0.09400356650621491
Position 13249: 0.08665052589251927
Position 16647: 0.08564729007013971
Position 16590: 0.07589386676111189
Position 16413: 0.0744534683474889
Position 7555: 0.07031005532165327
Position 15274: 0.06193471652870657
Position 4427: 0.04930876295310139
Position 15345: 0.04606677864545295
Position 20227: 0.043799958839388246
Position 13034: 0.036863363244892276
Position 11672: 0.026661015227545007
Position 7388: 0.0265664567304217
Position 6462: 0.024504326516226627
Position 3769: 0.023759497987094556
Position 1170: 0.021288208828279382
Position 3429: 0.01949346462719972
Position 11001: 0.015439267384354713
Position 3993: 0.015399537570348808
Position 8918: 0.015354392926551908
Position 11177: 0.015220157867233634
Position 1270: 0.014991687705298396
Position 710: 0.014758689527461274
Position 17407: 0.011277133595761518
Position 8623: 0.010799415096882968
Position 3941: 0.01058745154966432
Position 14762: 0.010288339811644079
Position 13580: 0.009665423980897009
Position 1140: 0.009163571048306764
Position 3831: 0.00900576364964175
Position 657: 0.008930872526777689
Position 8985: 0.008856570422847949
Position 7283: 0.008067009369522817
Position 3045: 0.007032518127494464
Position 15479: 0.0059186763961298055
Position 1682: 0.005795836162565691
Position 12617: 0.005735413050127342
Position 12220: 0.005542603146459386
Position 15048: 0.0040985623947415875
Position 2494: 0.003977158106597923
Position 6629: 0.003909560009399021
Position 3208: 0.003907873153449337
Position 12775: 0.003601924022975385
Position 1098: 0.0032252048347482312
Position 2050: 0.003190982498690167
Position 1014: 0.002837062668087944
Position 1208: 0.002795206310826902
Position 14797: 0.002640895118370927
Position 3318: 0.0024091495521250785
Position 16557: 0.0021058890167030397
Position 6458: 0.0020569245872964497
Position 621: 0.002053482706678606
Position 4146: 0.001975369129380612
Position 3797: 0.0019181788272424173
Position 852: 0.001905685540296358
Position 3856: 0.0018416156058052246
Position 13317: 0.0016491678399847979
Position 1248: 0.0015007592578307357
Position 1969: 0.0014637907747850132
Position 12635: 0.0013341676379095043
Position 826: 0.001212006844577933
Position 1862: 0.001091079798305729
Position 14258: 0.0010655915165170872
Position 12613: 0.0010607529791180777
Position 600: 0.0010325052789891987
Position 13988: 0.0009510988370984019
Position 14002: 0.0007529107057610993
Position 14082: 0.0007071658235275793
Position 13515: 0.0006463900088498825
Position 1272: 0.0006354682884368067
Position 549: 0.0006299917114109235
Position 13729: 0.0006245910212803313
Position 6483: 0.0006142296617071435
Position 1302: 0.0005426009291395073
Position 12454: 0.0005248889699710553
Position 12558: 0.0005227083003635681
Position 1701: 0.0005113375607036681
Position 3103: 0.0005088718632759938
Position 11478: 0.0004699697577699446
Position 1809: 0.0003868304251359324
Position 1309: 0.0003754337002661671
Position 12201: 0.00037358941355103333
Position 3579: 0.00037135244447830684
Position 2014: 0.00032898538958462406
Position 867: 0.0003210931438203625
Position 11810: 0.0002991781306578021
Position 3873: 0.00029211336695762286
Position 3023: 0.0002917816973432458
Position 11401: 0.000255432911941377
Position 1734: 0.00025393066969756566
Position 714: 0.0002506335257348702
Position 2167: 0.00024121197084578478
Position 2206: 0.00022703522475017268
Position 9393: 0.00019921311563831967
Position 7862: 0.0001904064495079032
Position 511: 0.0001845814684660504
