Gene = APOBEC4
index = 91
Annotated 5SS: [242]
Annotated 3SS: [4501]
SMsplice 5SS: [242]
SMsplice 3SS: [4501]
top_k =  1000
Partition function (log Z): -9.253441522467323

Sorted 5' Splice Sites (High to Low Probability):
Position 242: 0.6985752790499635
Position 670: 0.34982319010523283
Position 4291: 0.31551040501948896
Position 4644: 0.25316145971372406
Position 110: 0.13986346871276514
Position 1897: 0.03477336969283925
Position 4110: 0.034506753242340316
Position 5551: 0.030284004521210807
Position 1005: 0.02038609471279593
Position 4424: 0.01844750105733637
Position 1276: 0.018010408213329134
Position 6268: 0.017264740391394643
Position 909: 0.012674912517758215
Position 13: 0.009450143118322932
Position 692: 0.009235875846579531
Position 1013: 0.007993353663900119
Position 5999: 0.007879920609523723
Position 1468: 0.00786604430173104
Position 1143: 0.006073368121335734
Position 647: 0.005311667721007501
Position 930: 0.0029252889267183937
Position 927: 0.002712000942388475
Position 2011: 0.0025139846087700833
Position 2256: 0.002336818327352524
Position 3032: 0.002056884908068944
Position 600: 0.0020544302345701674
Position 214: 0.001902786905056344
Position 661: 0.0015521742210703041
Position 3252: 0.0015238343346834495
Position 881: 0.001238666432641057
Position 1050: 0.0010859231714987338
Position 398: 0.0008712868457972804
Position 3113: 0.0008561488341914483
Position 1685: 0.0008277684036652801
Position 1489: 0.0007835319448238008
Position 1553: 0.0007753300116486057
Position 552: 0.000748570090212235
Position 3310: 0.0006799826374880941
Position 366: 0.0005805778096749333
Position 4758: 0.0005050514431931053
Position 2349: 0.00045243356086504654
Position 845: 0.0003513235856880675
Position 2880: 0.000260001234285283
Position 2501: 0.0002549337904422093
Position 1947: 0.00023218509351880572
Position 674: 0.00023100433523715955
Position 5103: 0.000163241042810608
Position 1681: 0.0001586409061507766
Position 4228: 0.00013331087627860646
Position 349: 9.022696461061438e-05
Position 543: 7.72641298834577e-05
Position 707: 4.9593320952147384e-05
Position 5480: 4.404954363344744e-05
Position 1086: 3.987758053560711e-05
Position 1442: 3.0320724943943313e-05
Position 1971: 2.6118564026409816e-05
Position 4296: 2.504299788003239e-05
Position 1516: 2.4936460344725325e-05
Position 338: 2.3668393765596577e-05
Position 738: 2.1032238169436204e-05
Position 3765: 1.9982708143028597e-05
Position 442: 1.7855593110440696e-05
Position 296: 9.588347346253612e-06
Position 56: 8.356303961527783e-06
Position 371: 4.539873078561466e-06
Position 91: 2.6473842384992006e-06
Position 83: 2.271080196566577e-06
Position 913: 1.6849480179964557e-06
Position 403: 1.3342712553147141e-06
Position 285: 1.0373293522186308e-06
Position 757: 6.497308303263388e-07
Position 2523: 6.417664090594659e-07
Position 400: 3.5074029047713966e-07
Position 4577: 3.002654240929473e-07
Position 329: 2.136495165657234e-07
Position 628: 1.883479240579978e-07
Position 3: 1.0516070538835181e-07
Position 4911: 5.436319111035717e-08
Position 512: 4.873814258357465e-08
Position 389: 3.36771776154053e-08
Position 448: 2.2868385464911877e-08
Position 413: 2.042265477804733e-08
Position 754: 8.049744626222906e-09
Position 264: 5.5811362201145005e-09
Position 799: 4.81522123434297e-11
Position 969: 3.296410993661103e-11
Position 431: 1.4329725803312408e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 4501: 0.5922212448795185
Position 4139: 0.3442669793438853
Position 838: 0.21661269290229127
Position 448: 0.15667451998187526
Position 5515: 0.06653305676037215
Position 4999: 0.05213261295002693
Position 6258: 0.0504262385192778
Position 6436: 0.04872772882962208
Position 5862: 0.03615681633154092
Position 1797: 0.03351079613943395
Position 525: 0.030909674407514673
Position 6234: 0.02680666633794617
Position 2777: 0.026193667132644236
Position 3971: 0.026181908021149027
Position 6548: 0.022350323431287993
Position 5717: 0.022214689350950535
Position 4338: 0.02171257939916217
Position 6448: 0.01701023621597705
Position 5266: 0.013965423049474452
Position 4761: 0.013535881768737736
Position 5341: 0.012656887244210544
Position 6622: 0.012117605427640754
Position 3652: 0.012019081313852464
Position 5417: 0.010487600502030885
Position 541: 0.009924492992321256
Position 5033: 0.00895197336319319
Position 5912: 0.007956919870641942
Position 6598: 0.007719413851606697
Position 453: 0.00749742983689185
Position 6187: 0.007178748890102132
Position 5130: 0.006622491505725051
Position 6349: 0.006202123002561191
Position 568: 0.004806471729527348
Position 4509: 0.004725092691827684
