Gene = SSR3
index = 1342
Annotated 5SS: [  228  1530  6280 10877]
Annotated 3SS: [ 1402  6180 10744 11914]
SMsplice 5SS: [  228  1530  6280 10877]
SMsplice 3SS: [ 1402  6180 10744 14585]
top_k =  1000
Partition function (log Z): -4.012231240871019

Sorted 5' Splice Sites (High to Low Probability):
Position 228: 0.9241139487597394
Position 1530: 0.7473044434835521
Position 6280: 0.6874625867969014
Position 10877: 0.6762228468807556
Position 1814: 0.23229714498540743
Position 6380: 0.19138343360068155
Position 1553: 0.17185700219488442
Position 3787: 0.14693000738494497
Position 6107: 0.09774448901402472
Position 5549: 0.09498113177628682
Position 8923: 0.09023295084236878
Position 6298: 0.08731510814277803
Position 12029: 0.08045483590570594
Position 10419: 0.07194129378829749
Position 8205: 0.06366217663715795
Position 10891: 0.05708648453356071
Position 2773: 0.04651004581181612
Position 250: 0.0353161998876778
Position 4311: 0.030736492332027167
Position 8884: 0.028256311384340715
Position 1534: 0.025966149230173565
Position 4735: 0.022917388425031958
Position 6319: 0.021215563618729675
Position 1301: 0.019347569072822896
Position 448: 0.016581627282780387
Position 7496: 0.015935206953645396
Position 6102: 0.01551136040196524
Position 9214: 0.014077910043578513
Position 10368: 0.01243720160501606
Position 1471: 0.010902655044842606
Position 6555: 0.010846896821031892
Position 3975: 0.010799078796221386
Position 5162: 0.010463455384040624
Position 627: 0.009784766043205113
Position 8802: 0.009684497991967455
Position 482: 0.009616982290480901
Position 4739: 0.008418848553903922
Position 3776: 0.008035485550273388
Position 7909: 0.007766195547025294
Position 7986: 0.006683993545831154
Position 5561: 0.006358452953762057
Position 3737: 0.005001716991190021
Position 10284: 0.004868886835074567
Position 7665: 0.004785831479111683
Position 8667: 0.004638069120119261
Position 7651: 0.004381499833668885
Position 13113: 0.00430022569566813
Position 3756: 0.0041254859887605334
Position 8352: 0.0038928404971249166
Position 2475: 0.00381073844253251
Position 13695: 0.003693367828120575
Position 1192: 0.0036883749187683816
Position 11639: 0.0035436617674616186
Position 6089: 0.0034407743995821423
Position 12058: 0.0032511549847995913
Position 4033: 0.0031203638165087323
Position 9168: 0.003043662102432707
Position 7971: 0.0030387957915082972
Position 12771: 0.002928145223791399
Position 10830: 0.002503814868090258
Position 8927: 0.002498412552356564
Position 4144: 0.0024795803013782387
Position 4484: 0.002382661366047666
Position 7602: 0.002144533428885643
Position 3600: 0.002137964248368007
Position 202: 0.0021311550283585833
Position 2801: 0.002072446880451117
Position 8409: 0.001997271784606596
Position 1040: 0.001978621744104571
Position 10824: 0.001880172571901598
Position 8620: 0.0016479834098659936
Position 10522: 0.001605480648591011
Position 4917: 0.0015449252504403188
Position 4148: 0.0014030126163030463
Position 4832: 0.0013737745053179048
Position 434: 0.001310067482682851
Position 2053: 0.0011818233686251615
Position 835: 0.0011223115118149777
Position 2767: 0.001121389173637505
