Gene = XRCC2
index = 1578
Annotated 5SS: [  125 15465]
Annotated 3SS: [15382 26801]
SMsplice 5SS: [  125  4870  7945 15465]
SMsplice 3SS: [ 4761  7740 15382 26801]
top_k =  1000
Partition function (log Z): -14.126514242348922

Sorted 5' Splice Sites (High to Low Probability):
Position 15465: 0.8833886277889688
Position 4870: 0.85000048130064
Position 7945: 0.6775396595334107
Position 125: 0.5980581641393419
Position 19447: 0.4825714079645496
Position 14820: 0.34106944315596455
Position 6457: 0.25213527888667264
Position 14783: 0.24609234965371593
Position 747: 0.13163455405899716
Position 23676: 0.12611740834627863
Position 17765: 0.11001921520145531
Position 7876: 0.10341958774504552
Position 342: 0.09365949306606426
Position 11633: 0.0727484179256717
Position 173: 0.07130788100950121
Position 12936: 0.06598955122562525
Position 6027: 0.046251612168938874
Position 26358: 0.04007289002401196
Position 23444: 0.034110155246262944
Position 420: 0.03408789427463928
Position 13831: 0.03268010057562164
Position 17450: 0.03243827740140961
Position 5237: 0.02899217130143987
Position 310: 0.028619126885875396
Position 4864: 0.020506011830334275
Position 787: 0.019259225562562272
Position 3652: 0.016758203686901597
Position 1153: 0.016484433671310188
Position 553: 0.013129430764738135
Position 651: 0.012569534975485299
Position 146: 0.011769035226277655
Position 53: 0.011627192281905787
Position 17515: 0.011435723761701279
Position 139: 0.011235036321093914
Position 802: 0.010321787661766595
Position 4648: 0.010107092447809624
Position 1051: 0.00921359262821468
Position 29: 0.00877003118001281
Position 1810: 0.00799506298252647
Position 7047: 0.007969014993270703
Position 361: 0.007847132523665874
Position 15257: 0.007118812782225634
Position 1074: 0.006514707448702537
Position 17080: 0.006258428969220084
Position 19191: 0.006172055603817132
Position 4630: 0.004682673723539782
Position 23541: 0.004633675954270789
Position 19902: 0.0045487530850311575
Position 4548: 0.004439049458989493
Position 6959: 0.004338888242971239
Position 5080: 0.0033350616568175234
Position 7669: 0.0031636364529535545
Position 3698: 0.0030498073267641855
Position 16823: 0.0029134253872525515
Position 6841: 0.0027873435792858917
Position 14214: 0.002707412619497216
Position 1001: 0.002601612105428186
Position 8670: 0.0025729107439394186
Position 950: 0.0024098667653864366
Position 718: 0.0023747469703025562
Position 4909: 0.0021337881832947767
Position 906: 0.002085192762229369
Position 6881: 0.0020338280215526005
Position 733: 0.0013847909364107292
Position 4019: 0.0013099259660965493
Position 1873: 0.0012939856003035355
Position 3602: 0.001095947804795366
Position 3015: 0.0008317740222329195
Position 3655: 0.0007773996590956042
Position 6871: 0.0007747925081012265
Position 1772: 0.0007574471556313644
Position 90: 0.0007408637080062515
Position 1905: 0.000540634929191934
Position 7561: 0.0005028306922916844
Position 3730: 0.0005003751441543745
Position 3633: 0.00048429953240519024
Position 3736: 0.0004714847466617281
Position 4208: 0.00046830502980364184
Position 6508: 0.00044788799204168025
Position 3567: 0.0004174624870171075
Position 442: 9.084514558933552e-05
Position 436: 7.650779115492406e-05
Position 568: 7.271736561222547e-05
Position 25: 6.361028424895453e-05
Position 8402: 3.222860102873201e-05
Position 4883: 2.7461116768687876e-05
Position 38: 2.3710074488681765e-05
Position 58: 2.361326750388193e-05
