Gene = LCE1E
index = 767
Annotated 5SS: [150]
Annotated 3SS: [1063]
SMsplice 5SS: [150]
SMsplice 3SS: [1063]
top_k =  1000
Partition function (log Z): -9.082401604745941

Sorted 5' Splice Sites (High to Low Probability):
Position 150: 0.549812735814344
Position 94: 0.17345782114565467
Position 633: 0.16697197751333115
Position 715: 0.1116558107884797
Position 531: 0.0717510632863696
Position 194: 0.02146496892105953
Position 608: 0.005671749787284932
Position 163: 0.004108456823181555
Position 61: 0.003003730842084985
Position 528: 0.0018638837156591016
Position 903: 0.0016648438140448745
Position 975: 0.0013605505796145242
Position 946: 0.0010385499633211684
Position 443: 0.0009304691282878397
Position 471: 0.0008537789722246538
Position 991: 0.0007230874393763712
Position 577: 0.0005437435427628173
Position 1130: 0.0005299452765248342
Position 1154: 0.0004302856230969821
Position 1142: 0.0004031920763506581
Position 688: 0.0003354528607543484
Position 1020: 0.00032536341595281837
Position 257: 0.0003212087700161912
Position 672: 0.0002406803764641156
Position 222: 0.00019147913549047468
Position 1303: 0.00015748237043950377
Position 1035: 0.00015014121109595163
Position 955: 0.00013839267954266185
Position 783: 0.0001242097567090618
Position 836: 7.3829850995112e-05
Position 98: 6.868239978937324e-05
Position 650: 5.0771579117503625e-05
Position 850: 4.6828973502312054e-05
Position 1337: 4.667421257086691e-05
Position 1005: 4.021617632096474e-05
Position 262: 3.295273666925445e-05
Position 705: 3.106803087834883e-05
Position 1221: 2.2901375275336888e-05
Position 85: 2.1596484338479928e-05
Position 718: 1.1465684748650635e-05
Position 863: 1.1409143515365147e-05
Position 858: 8.179947266724237e-06
Position 1181: 7.582504317118134e-06
Position 612: 5.255990743427743e-06
Position 669: 4.14293345277263e-06
Position 869: 3.953553202352762e-06
Position 883: 3.832243193141611e-06
Position 229: 7.07715662146615e-07
Position 160: 6.653920783214386e-07
Position 76: 6.628084780011747e-07
Position 367: 2.868137293591406e-07
Position 100: 8.899467557446131e-08
Position 270: 3.136048887861299e-08
Position 637: 2.6353405382278593e-08
Position 361: 1.811685266787928e-08
Position 454: 6.532979139551933e-09
Position 785: 3.3580176979710075e-09
Position 616: 5.5252053846891343e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1063: 0.7229801107872705
Position 781: 0.07748446498156486
Position 889: 0.06973845820074892
Position 470: 0.05636185765758463
Position 1219: 0.04097111616330892
Position 375: 0.03499673493235528
Position 260: 0.018331028445531448
Position 322: 0.016427860458202274
Position 518: 0.013855599364030973
Position 869: 0.00987853905413035
Position 739: 0.008043544177798442
Position 1375: 0.006317753903318301
Position 886: 0.00514890156711775
Position 1034: 0.005042082211774148
Position 633: 0.003340269507181316
Position 379: 0.0030979783390737703
Position 1291: 0.0030237717616569074
Position 329: 0.0023619777207125273
Position 1351: 0.002246033854606955
Position 840: 0.0021853089700020426
Position 1100: 0.0021447117858337072
Position 1336: 0.001746248234975516
Position 589: 0.001637211187969926
Position 1485: 0.0014975330705575465
Position 1327: 0.0014768080199351163
Position 1249: 0.0012022347607466202
Position 479: 0.0010477685051988462
Position 1203: 0.0009058856126543448
Position 1181: 0.0009048344660009467
Position 1097: 0.0008966943574650716
Position 527: 0.0006484261697546164
Position 597: 0.0006304638822768131
Position 1193: 0.0004630543165646737
Position 1225: 0.0003401171265313629
Position 1071: 0.0002944229014498905
Position 637: 0.0002747293125776641
Position 1358: 0.00024107816884991472
Position 279: 0.0002383794532537816
Position 686: 0.00022504042473057946
Position 1396: 0.00019240288731331244
Position 1261: 0.00018968805321544022
Position 672: 0.00018139094171388916
Position 1379: 0.00017688310640620662
Position 296: 0.00017218759069726651
Position 1130: 0.00016974150258159358
Position 301: 0.0001504591149261876
Position 1273: 0.00013810315423056036
Position 270: 9.700309099855978e-05
Position 1386: 9.501186186070507e-05
Position 209: 6.147210354547085e-05
Position 381: 4.9863523396429984e-05
Position 1154: 4.924445825415973e-05
Position 1414: 4.5153032809746625e-05
Position 946: 4.230478182473161e-05
Position 333: 3.314147924444453e-05
Position 556: 3.062791205990913e-05
Position 991: 2.945195255575181e-05
Position 661: 2.7058225250601633e-05
Position 524: 1.7868022739702488e-05
Position 496: 1.5726899748250865e-05
Position 901: 1.4350547883448004e-05
Position 189: 1.1118146575139947e-05
Position 650: 1.0079526208809564e-05
Position 397: 7.587078145778972e-06
Position 213: 7.4943031855099295e-06
Position 1142: 6.453968280958815e-06
Position 921: 6.170823419971219e-06
Position 267: 5.038959600879181e-06
Position 170: 4.7835648536365865e-06
Position 1085: 4.554316984286266e-06
Position 405: 4.041725182397607e-06
Position 562: 3.7654818324233623e-06
Position 1102: 3.3824318213117324e-06
Position 1431: 3.071269690351659e-06
Position 337: 2.774050778203426e-06
Position 535: 2.074802937126489e-06
Position 1444: 1.8076246222434866e-06
Position 705: 1.6719056230876618e-06
Position 570: 8.935998510472923e-07
Position 407: 8.519901628623521e-07
Position 387: 8.145471457552903e-07
Position 567: 7.795641541689625e-07
Position 646: 6.593982568269428e-07
Position 303: 5.506969727147095e-07
Position 575: 2.859071728913305e-07
Position 688: 1.3963321205446422e-08
Position 132: 4.924435126694527e-09
Position 144: 2.0729919344654866e-09
Position 540: 7.731717550290369e-10
Position 149: 5.257082817653604e-10
Position 550: 4.530389682432857e-10
Position 186: 4.484679099967527e-10
Position 134: 4.041262927051913e-11
Position 160: 4.923100771146665e-12
Position 157: 1.8851718886650116e-12
Position 154: 6.657342508296463e-13
