Gene = DRAXIN
index = 471
Annotated 5SS: [  125 14981 17737 20237 20701 23480]
Annotated 3SS: [14519 17545 20121 20610 23389 27854]
SMsplice 5SS: [  125 17737 20237 20701 21861 23480]
SMsplice 3SS: [17545 20121 20610 21707 23389 26759]
top_k =  1000
Partition function (log Z): -4.130744545715281

Sorted 5' Splice Sites (High to Low Probability):
Position 17737: 0.9981931044267426
Position 20237: 0.9748665190135525
Position 23480: 0.9321005721008446
Position 20701: 0.9268923230099266
Position 125: 0.8353474211723939
Position 21861: 0.6268962834233843
Position 6083: 0.21054223056705668
Position 195: 0.16379310976896405
Position 9501: 0.13059438569572204
Position 17398: 0.08915500427850123
Position 16331: 0.08595055396130961
Position 8949: 0.08170040963257634
Position 20524: 0.06627525451952757
Position 26882: 0.0662389397423571
Position 28001: 0.06592801956574637
Position 20738: 0.06161986965333922
Position 25569: 0.041103115085337025
Position 22614: 0.02640325538906332
Position 20484: 0.02478370530474121
Position 9488: 0.02379659139271613
Position 20346: 0.02371822328240824
Position 22515: 0.019573728609342315
Position 23469: 0.016526131674198336
Position 24268: 0.01560789816895979
Position 26884: 0.010892511401497442
Position 22453: 0.010786324523009136
Position 22995: 0.010531567649697435
Position 23648: 0.007687064735382117
Position 6782: 0.006490148137537076
Position 21828: 0.006363655078889946
Position 24621: 0.006217399029639357
Position 32853: 0.005569196340626144
Position 23902: 0.004720693199507457
Position 20479: 0.004463698864229941
Position 1057: 0.004411538521967886
Position 20641: 0.0030686093540432525
Position 27541: 0.0027395933601737253
Position 20957: 0.0026891983853969616
Position 3030: 0.002629552525519829
Position 5926: 0.0023945205799442474
Position 21793: 0.002265511700612328
Position 24321: 0.0021767322710705248
Position 31774: 0.002147589154410953
Position 733: 0.0021291700918285674
Position 2044: 0.0020880706715465207
Position 23616: 0.0017778736373031453
Position 23620: 0.0015989182274798066
Position 4132: 0.0014324102752899363
Position 22719: 0.0012666527886324745
Position 27693: 0.00124145571228183
Position 21411: 0.001159012884451429
Position 25245: 0.0009521347285276856
Position 22553: 0.0008213580374212549
Position 6893: 0.0008066774113392337
Position 22175: 0.0007791596098220235
Position 1964: 0.0007597977218424515
Position 22621: 0.0007547225354303212
Position 22606: 0.0007219839769965943
Position 22526: 0.0006390456077914491
Position 654: 0.0006382697506942163
Position 2599: 0.0006293158973081915
Position 28517: 0.000629070716701544
Position 21517: 0.0006201337490391701
Position 4676: 0.0006179972578304382
Position 23484: 0.0005625335395464268
Position 868: 0.000545656113283826
Position 27017: 0.0005357490954542401
Position 22808: 0.000526930474690538
Position 6087: 0.0005040435306476009
Position 2838: 0.0004964028023850315
Position 21942: 0.0004807055301704357
Position 26070: 0.00045007333865135473
Position 26849: 0.0004080804851030224
Position 3118: 0.0004059224155482211
Position 22439: 0.0003623199328120898
Position 22097: 0.00035952890489731877
Position 5705: 0.00034651747715102156
Position 20623: 0.0003454889332743481
Position 20757: 0.0003354884922101411
Position 24146: 0.00033124217361651985
Position 21116: 0.0002923620857645051
Position 24127: 0.000258428822703965
Position 27019: 0.00024153224822904748
Position 22002: 0.00020964773199391745
Position 21742: 0.0001718036367564142
Position 22757: 0.00016466977002986766
Position 24242: 0.00015745570708677206
Position 25539: 0.0001450211143917494
Position 21874: 0.00013434910325168094
Position 23317: 0.00010338715529348391
Position 25343: 8.377859698630028e-05
Position 224: 4.882062041586788e-05
Position 248: 1.5992095150156656e-05
Position 23896: 1.0343605289750868e-05
Position 23471: 1.0291911441816008e-05
Position 22036: 5.90451415715267e-06
Position 24167: 4.9502789490447255e-06
Position 1554: 8.512194976078494e-07
Position 24064: 6.400803050378026e-07
Position 441: 5.887126147521277e-07
Position 1163: 5.316005249228084e-07
Position 675: 3.211193043211769e-07
Position 1031: 2.7876146815369097e-07
Position 763: 2.1527902996890013e-07
Position 1808: 1.4984187513134895e-07
Position 844: 1.1813622793107149e-07
Position 1139: 7.89997493576567e-08
Position 829: 6.360649057907293e-08
Position 324: 4.497730036045851e-08
Position 528: 3.723470448407603e-08
Position 1191: 3.695205826208994e-08
Position 233: 3.642059342363613e-08
Position 777: 3.1273684275986725e-08
Position 520: 2.686494755657598e-08
Position 699: 2.5658584630868255e-08
Position 531: 2.455828049141777e-08
Position 656: 1.0005987417547981e-08
Position 667: 8.936154780220304e-09
Position 366: 8.64229744094652e-09
Position 494: 8.132339506137343e-09
Position 1036: 7.66764227904861e-09
Position 721: 5.358983772835581e-09
Position 573: 4.197250711149197e-09
Position 504: 3.791916256332004e-09
Position 658: 2.993568025888369e-09
Position 927: 1.7574183041901494e-09
Position 295: 1.5911715193822726e-09
Position 891: 1.4180483122202599e-09
Position 553: 1.0480090806254846e-09
Position 903: 9.240019465583567e-10
Position 614: 4.3143594475904383e-10
Position 774: 4.1137265292384013e-10
Position 512: 3.817323941155676e-10
Position 283: 1.9040283119271704e-11
Position 40: 1.3592054674255535e-11
Position 563: 7.788803295052001e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 17545: 0.9981931044267425
Position 23389: 0.9489006776752719
Position 20610: 0.8069798573427683
Position 26759: 0.6113955430565725
Position 21707: 0.44964914981820997
Position 20089: 0.3494822319141457
Position 20121: 0.32659013826264893
Position 20124: 0.29879414883675803
Position 31887: 0.1695284381500699
Position 20581: 0.1633564735381355
Position 20335: 0.12554115207066346
Position 9401: 0.11265022051754635
Position 5959: 0.11164717680406694
Position 17307: 0.08915500427850123
Position 16190: 0.08595055396130961
