Gene = TBC1D23
index = 1378
Annotated 5SS: [   71 18760 20847 22811 29701 34211 34348 35275 37045 38331 41237 43888
 45543 49542 55187 58204 59971]
Annotated 3SS: [18647 20740 22605 29576 34085 34300 35170 36921 38237 41065 43844 45435
 49401 55097 58067 59775 62585]
SMsplice 5SS: [   71  6248 18760 20847 22811 29701 33962 34211 34348 35275 37045 38331
 41237 43737 43888 45543 49542 58204]
SMsplice 3SS: [ 6098 18647 20740 22605 29576 33843 34085 34300 35170 36921 38237 41065
 43651 43844 45435 49401 58067 62585]
top_k =  1000
Partition function (log Z): 22.319685268042257

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.9989830540786407
Position 18760: 0.9959901072829622
Position 38331: 0.9927979264912308
Position 37045: 0.9875278401417409
Position 34211: 0.9659946286174785
Position 58204: 0.9631793432273943
Position 45543: 0.945392516812565
Position 22811: 0.9387448506857934
Position 49542: 0.9372362036011597
Position 20847: 0.914355088213131
Position 6248: 0.8853042710929983
Position 43888: 0.8527046681921211
Position 29701: 0.7596928627566691
Position 33962: 0.7564947026782819
Position 35275: 0.745835695893347
Position 43737: 0.7224411769786916
Position 41237: 0.6022821790768813
Position 34348: 0.48515742848145127
Position 9194: 0.40702973105394413
Position 59971: 0.4047040843395631
Position 50877: 0.2957747308911354
Position 11781: 0.2783684613607587
Position 24759: 0.2594881096853196
Position 5573: 0.24991209165651704
Position 34493: 0.24619942930860872
Position 36625: 0.23884905287608532
Position 29470: 0.23389849184447925
Position 44089: 0.2256305416421874
Position 34396: 0.22256549097732298
Position 3777: 0.20169692336317888
Position 15834: 0.19087323094319
Position 6690: 0.1804322384130191
Position 17284: 0.1775586493459843
Position 52303: 0.17415148420691057
Position 1220: 0.17302113474710637
Position 16672: 0.15693076790320964
Position 22003: 0.15455440351487346
Position 3894: 0.15240077164053523
Position 39779: 0.14883315683107007
Position 55187: 0.1456159733003576
Position 51756: 0.1311218322063683
Position 39644: 0.13030400360659558
Position 35676: 0.1284926313787969
Position 29715: 0.12414763761330372
Position 4387: 0.11126060709122058
Position 29761: 0.0966793797352786
Position 31500: 0.08822363977398619
Position 41442: 0.0873811492465246
Position 46633: 0.08650146224103371
Position 44285: 0.08070899110203343
Position 24313: 0.07952379537526423
Position 11500: 0.07907680995678842
Position 40430: 0.07422877675110343
Position 45257: 0.07249456548082958
Position 21922: 0.0661461158480108
Position 35628: 0.0661133440879474
Position 770: 0.06497627499325115
Position 62248: 0.061582980915433606
Position 33980: 0.060876682077784676
Position 43678: 0.05985174249780587
Position 28907: 0.057533252624112685
Position 49606: 0.05612473558143598
Position 21803: 0.052816552491189654
Position 51183: 0.04994555716801963
Position 42223: 0.049590815121148775
Position 62887: 0.04911352975850569
Position 16106: 0.04880106008602604
Position 35801: 0.04866288199908249
Position 21170: 0.04746888598755673
Position 25145: 0.0450311881876425
Position 56505: 0.044041715079049276
Position 52883: 0.037078882937715094
Position 4843: 0.03706381164972458
Position 36286: 0.035341884792518846
Position 54994: 0.031121597774293238
Position 2752: 0.028871178119436763
Position 2800: 0.027420537374600394
Position 2268: 0.027200053212894742
Position 16019: 0.02503268820995159
Position 59442: 0.02390758140125223
Position 5584: 0.021810834435731414
Position 25103: 0.02167523381242779
Position 4038: 0.0201247371960988
Position 50385: 0.01923893259065455
Position 40214: 0.01830679463141123
Position 10704: 0.018145027968491843
Position 60764: 0.017905572502341614
Position 3250: 0.01765974351345663
Position 40584: 0.01683959373239957
Position 19561: 0.01571334441856474
Position 1156: 0.01554310318444109
Position 38122: 0.015484018686712902
Position 43757: 0.014147998110061724
Position 43860: 0.013557977722080826
Position 4042: 0.013015859945757395
Position 10718: 0.012249551766208575
Position 46173: 0.012158159095080891
Position 27482: 0.011992685901960358
Position 4658: 0.011885732085925338
Position 45595: 0.01139028230567288
Position 3451: 0.01126496478473434
Position 26565: 0.010950795401241109
Position 24039: 0.010947557480486009
Position 44618: 0.010739849850954082
Position 2980: 0.010464672944533989
Position 59291: 0.010297275148775908
Position 3560: 0.010074721179692192
Position 22159: 0.009904939019179333
Position 26255: 0.009893998246466537
Position 35644: 0.009698904791519877
Position 41435: 0.009671877181129702
Position 21807: 0.009234838291253263
Position 23614: 0.009008291114504035
Position 24266: 0.008876706059552077
