Gene = UIMC1
index = 1530
Annotated 5SS: [   125  23940  31013  35667  36808  37854  48316  50450  54935  63074
  95098  97886  99295 100398]
Annotated 3SS: [ 23784  30927  35541  36701  37116  48253  50372  54830  62919  95018
  97713  99230 100360 100915]
SMsplice 5SS: [   125   4992  23940  31013  37854  50450  53319  63074  95098  97886
  99295 100398]
SMsplice 3SS: [  4906  23784  30927  37652  50372  53219  62919  95018  97789  99230
 100225 100915]
top_k =  1000
Partition function (log Z): -18.723256115560165

Sorted 5' Splice Sites (High to Low Probability):
Position 47545: 0.9999849869333115
Position 50450: 0.9999849869333115
Position 63074: 0.995985186011962
Position 31013: 0.9916974905075455
Position 37854: 0.9553253762342971
Position 23940: 0.9544023532112003
Position 53319: 0.9396810598023927
Position 125: 0.8497566924868679
Position 4992: 0.7958648857519866
Position 26288: 0.5216327968572074
Position 4055: 0.3655493360514393
Position 9573: 0.3461554804674024
Position 41575: 0.33873394691106484
Position 32970: 0.3046347615024932
Position 27244: 0.2853011755944833
Position 41605: 0.24228451913698973
Position 7342: 0.22926013827379382
Position 41649: 0.21400475727938786
Position 28299: 0.2025270813701275
Position 13728: 0.19627558966612693
Position 35667: 0.19179307826006098
Position 41310: 0.18849786407850302
Position 16104: 0.1820022647080697
Position 53089: 0.1623551115033969
Position 54935: 0.1534161057643188
Position 66052: 0.15096991068160664
Position 37043: 0.13414741116860548
Position 61372: 0.11615836261470835
Position 1260: 0.11231374532584247
Position 61349: 0.10628052737738966
Position 35604: 0.09284712772429134
Position 30658: 0.07803559695012821
Position 53080: 0.05623831474683629
Position 119: 0.05439003126797578
Position 58121: 0.051404387138620125
Position 25032: 0.048297567713748345
Position 35689: 0.04563428827824799
Position 36030: 0.04367121864599105
Position 60330: 0.040808509502335985
Position 27091: 0.04027370581294577
Position 67924: 0.03940233817317696
Position 23874: 0.037905357232992695
Position 25105: 0.03581057563130766
Position 31513: 0.02986671277999788
Position 2901: 0.029621251368682915
Position 61362: 0.026784694674597206
Position 8983: 0.026122576804955864
Position 66479: 0.025883774453252618
Position 3998: 0.02318318616930946
Position 16121: 0.022526598333642196
Position 79: 0.02094095754994766
Position 8491: 0.020815292608509273
Position 56795: 0.020688076443634587
Position 965: 0.018393750944946257
Position 1875: 0.0173787634635166
Position 40346: 0.01730419107124007
Position 3869: 0.01710124374698273
Position 54885: 0.01707307810558957
Position 1507: 0.016928165097301696
Position 66038: 0.015476798905389917
Position 40718: 0.014757838515059312
Position 3107: 0.014602572408195931
Position 470: 0.013344352787942106
Position 37860: 0.012499608702752723
Position 72: 0.011021560088686462
Position 65409: 0.008483483509777064
Position 26121: 0.008406578067957844
Position 61524: 0.00795967254127905
Position 186: 0.007462327795811711
Position 6631: 0.00732030295148271
Position 53271: 0.007135688509452422
Position 7600: 0.0067136232532391165
Position 28909: 0.006281331041473617
Position 66800: 0.005791842069739499
Position 129: 0.005444725416703197
Position 23893: 0.004638377540613681
Position 3983: 0.004318295189879871
Position 4411: 0.004230577566376911
Position 9742: 0.0038087152787346723
Position 8412: 0.0035637498359822523
Position 24108: 0.003462484334283816
Position 67416: 0.003267120285435393
Position 67918: 0.0032276300252772547
Position 35299: 0.0030712478737398652
Position 67992: 0.0027918808408481897
