Gene = VPRBP
index = 1550
Annotated 5SS: [  122 16276 29066 33192 36881 56229 58610 59025 66526 67298 69188 74253
 76823 77879 78441 79770 81933 82607 83275 83564 84178 93434 97845]
Annotated 3SS: [16157 28988 33117 36766 56090 58096 58922 66345 67087 69017 74127 75558
 77679 78357 79684 81698 82512 83169 83489 84075 93180 97751 99454]
SMsplice 5SS: [  122  3261 10687 16276 29066 33192 36881 56229 58610 59025 74253 77879
 78441 79770 80263 81912 82607 83275 83564 84178 93434]
SMsplice 3SS: [ 3213 10566 16157 28988 33117 36766 56090 58460 58922 74127 77679 78357
 79684 80178 81698 82512 83169 83489 84075 93180 97751]
top_k =  1000
Partition function (log Z): 24.653594746761204

Sorted 5' Splice Sites (High to Low Probability):
Position 56229: 0.9992620806808388
Position 59025: 0.9973536696397874
Position 79770: 0.9929395767004917
Position 36881: 0.9915815023156576
Position 16276: 0.9832383364752884
Position 29066: 0.9792606947197516
Position 84178: 0.968212331322661
Position 93434: 0.9647334675092173
Position 83564: 0.9576313319744286
Position 83275: 0.9248789038954313
Position 77879: 0.870422240777077
Position 122: 0.8634753430822535
Position 74253: 0.8627067256031414
Position 58610: 0.83906688640089
Position 3261: 0.8043667957107692
Position 78441: 0.7457181068597355
Position 10687: 0.7440307085388199
Position 66526: 0.6248838970865176
Position 76007: 0.6158859656453152
Position 81912: 0.610672304100101
Position 82607: 0.6051374294378715
Position 67298: 0.6024514860758476
Position 69188: 0.47329919725495817
Position 33192: 0.4431625532500675
Position 80263: 0.4411129485849641
Position 75685: 0.3603485446984541
Position 40571: 0.2504401565142191
Position 80323: 0.25007330780244397
Position 63208: 0.24206063465460556
Position 80097: 0.23066739918493057
Position 81933: 0.2242009267614271
Position 85225: 0.21941661431996037
Position 42957: 0.21575534123751022
Position 63998: 0.20242187879734683
Position 43727: 0.1807242905386538
Position 33196: 0.17347339875591647
Position 27892: 0.17119232316244057
Position 7606: 0.1644506995983023
Position 27978: 0.1598999955458166
Position 75795: 0.13913034691750778
Position 49531: 0.1275014635299204
Position 76823: 0.11966674081235537
Position 84911: 0.11470166328415729
Position 46167: 0.11354316108909203
Position 66113: 0.10638588480921315
Position 88389: 0.10484506730093159
Position 74249: 0.10111692375632488
Position 33351: 0.10095986098550065
Position 9840: 0.09908635700629372
Position 3395: 0.09690714523457189
Position 35239: 0.0964392119366813
Position 33384: 0.09635667310596766
Position 28253: 0.09386569811572115
Position 82920: 0.09295305029387842
Position 4229: 0.08997649538605129
Position 58239: 0.0881522433891719
Position 80306: 0.08620131828442246
Position 92519: 0.08294146982935899
Position 67489: 0.07732657023338631
Position 70650: 0.07716638367557957
Position 99526: 0.06967621138545967
Position 82151: 0.0688706624151681
Position 20324: 0.06483967471901798
Position 97673: 0.06477352259065208
Position 97807: 0.05873630921211738
Position 12649: 0.05561619441613302
Position 28045: 0.05133396059189416
Position 78632: 0.05054682362752629
Position 78423: 0.04912330948474668
Position 3366: 0.042573984094922815
Position 36: 0.04256634101943072
Position 29343: 0.04019661973826953
Position 25: 0.038308379006279876
Position 61969: 0.038003506115051176
Position 29205: 0.03781959185754988
Position 14674: 0.03761920144574409
Position 87634: 0.03721957358190031
Position 33369: 0.036435489062609766
Position 86561: 0.035859846835875106
Position 43812: 0.034679572999620524
Position 64182: 0.03448648886784487
Position 28462: 0.03430789634995596
Position 84930: 0.033802144080730886
Position 174: 0.03332540693899245
Position 710: 0.031778308231736295
Position 80084: 0.03091820435741324
Position 86189: 0.030363921463848104
Position 60127: 0.030068571886567783
Position 85959: 0.02803896760927812
Position 9706: 0.027951126072046778
Position 12054: 0.02756644301141192
Position 66531: 0.026357822312630484
Position 80126: 0.02593245648552946
Position 17675: 0.02539072888466855
Position 41107: 0.023263655629680278
Position 61712: 0.020768574038361565
Position 75589: 0.020710956992026835
Position 27171: 0.01916668472370654
Position 61741: 0.01858979738145462
Position 99060: 0.01774408431049294
Position 33918: 0.017404633989548623
Position 64028: 0.01721270928060653
Position 12546: 0.01657125488975373
Position 9689: 0.01609745541262726
Position 89957: 0.015910860238824626
Position 16259: 0.015298896556121676
Position 9647: 0.014737652401534648
Position 74480: 0.014546613856962763
Position 409: 0.014492627083240913
Position 3559: 0.014338832188464485
Position 5230: 0.014311635341311031
Position 27987: 0.014220900825773874
Position 83853: 0.014127311130604635
Position 91037: 0.013469619697958348
Position 97643: 0.013273187637736954
Position 82599: 0.013158415293570244
Position 33240: 0.013123173286324733
Position 97669: 0.013021404663708377
Position 67457: 0.01286054347720821
Position 39348: 0.012771992767498016
Position 31031: 0.012440280356055215
Position 79580: 0.012348315353227996
Position 10821: 0.012186282107034823
Position 15987: 0.012083739571389156
Position 86401: 0.011751169825723702
Position 81522: 0.011339781464736473
Position 76399: 0.011162798220075296
Position 22800: 0.010502881305582495
Position 83678: 0.010029819889373093
Position 33876: 0.009841899625172366
Position 22789: 0.00960337253596431
Position 32253: 0.009546763860518575
Position 100068: 0.009532453006188874
Position 80495: 0.009274817785979375
Position 3404: 0.008767502066794509
Position 36895: 0.008413304329862384
Position 9700: 0.008330587947090453
Position 77761: 0.008313201115058799
Position 18859: 0.008146915263073326
Position 94616: 0.007563657010325183
Position 84692: 0.007313152616664716
Position 94986: 0.007146757477855812
Position 29087: 0.007058860364357157
Position 80008: 0.006649689732329614
Position 15970: 0.006185367691464224
Position 8500: 0.006090185098185744
Position 42772: 0.006019195917379349
Position 32577: 0.0059430420719024015
Position 75739: 0.005677592342978031
Position 83924: 0.005618607854837284
Position 4362: 0.005238816088347635
Position 66517: 0.0050745296445089206
Position 9209: 0.005046586118477675
Position 98110: 0.0049665374472901945
Position 42549: 0.004893649636547986
Position 43307: 0.004849801344626846
Position 82038: 0.004829261909350532
Position 29913: 0.004655940400772098
Position 81574: 0.004630085081945527
Position 68894: 0.00435694963576897
Position 33505: 0.004234557213950154
Position 40659: 0.004212591527479699
Position 83741: 0.004071069742640873
Position 78445: 0.004062668793897482
Position 83991: 0.004017725461833479
Position 90359: 0.00398247143835277
Position 96894: 0.003941970426973739
Position 93676: 0.003928441834685852
Position 39644: 0.0038711792933390048
Position 57634: 0.003819712147381093
Position 30688: 0.0036753563097492513
Position 31039: 0.0036440774463700116
Position 14791: 0.0036040639848216637
Position 32508: 0.0035693225964131816
Position 80412: 0.003476436670449503
Position 21257: 0.003459098606951397
Position 640: 0.003413071275570699
Position 81974: 0.0033560279720059667
Position 85830: 0.0032420245695175217
Position 83959: 0.0032046165118011206
Position 32454: 0.0031406953866460557
Position 10333: 0.0031316319374019522
Position 67825: 0.003000099020307481
Position 43556: 0.0029985233335052793
Position 38676: 0.0029662717832567667
Position 43312: 0.0028787242609590253
Position 11107: 0.0027202115019365177
Position 32387: 0.002578488024458318
Position 35256: 0.002571483370129706
Position 69438: 0.002562416124136354
Position 31302: 0.0025101945018366372
Position 82104: 0.002483128584053851
Position 35603: 0.0024727084874911066
Position 78548: 0.0024573976583487467
Position 33950: 0.0024572698071844276
Position 8772: 0.0024106402236829445
Position 2825: 0.0024058927166710933
Position 75700: 0.002380402683865615
Position 58825: 0.002167382250858806
Position 1895: 0.002157391342345534
Position 82945: 0.0021081322164392055
Position 80133: 0.002082771023302768
Position 9842: 0.00200455727442531
Position 34979: 0.0019791138258854284
Position 5238: 0.0019337501768877077
Position 39014: 0.0019036277425014104
Position 83054: 0.0018743583576006787
Position 38282: 0.0018667259715606697
Position 93772: 0.0018193062590480653
Position 20075: 0.00177731024298889
Position 76341: 0.0017230252180400467
Position 264: 0.0016871925454215076
Position 76772: 0.0016616246426816351
Position 66849: 0.0016568600573285642
Position 6257: 0.0015131513542423114
Position 697: 0.0015102626672974103
Position 78049: 0.0014654987555391065
Position 12642: 0.0014298538667481325
Position 80327: 0.001391859734930156
Position 81510: 0.001316754687279035
Position 34200: 0.001298929192581157
Position 3526: 0.0012499302728030874
Position 90966: 0.0012377504522128834
Position 11899: 0.0012081275607465337
Position 1105: 0.001207710019297725
Position 96608: 0.0011971153877707282
Position 32567: 0.001187996860116199
Position 90927: 0.0011742773340146153
Position 7383: 0.0010909456199520958
Position 67235: 0.0010726176577201666
Position 9349: 0.0010655985703661892
Position 33136: 0.0010585686887794113
Position 12824: 0.001056237247575732
Position 78465: 0.0010455213164920134
Position 75651: 0.0010271237084391223
Position 67643: 0.0010090357015251565
Position 5648: 0.0010029307384236703
Position 93412: 0.0009861346395340883
Position 492: 0.0009375932645180463
Position 57877: 0.0009315368717831842
Position 78298: 0.0009073083845135247
Position 86921: 0.0008954897897614961
Position 70119: 0.0008760388185567845
Position 33294: 0.0008495352424942443
Position 76297: 0.0008384262050822503
Position 30295: 0.0007557975158129515
Position 56173: 0.0007379193191663345
Position 378: 0.0007056338873256585
Position 77939: 0.0006881329968370747
Position 30236: 0.0006119321714212465
Position 31624: 0.0005827533288780956
Position 2667: 0.0005795688521159751
Position 79843: 0.0005625928623515564
Position 80355: 0.0005514993541463717
Position 84225: 0.0005363108626075083
Position 19: 0.0005183223364927655
Position 83866: 0.0005159695667960613
Position 31592: 0.0005105115727644568
Position 21: 0.0005055212689926069
Position 199: 0.0005054214543362584
Position 33640: 0.0004988355140648376
Position 17: 0.0004916376574112056
Position 31186: 0.0004867210399936807
Position 6409: 0.00048038745920913695
Position 30364: 0.0004739409982545314
Position 4609: 0.00047132941318330846
Position 59: 0.00045088558279793165
Position 33231: 0.0004273977889164185
Position 81407: 0.0004265572681117582
Position 84112: 0.00042578488074428985
