Gene = NCMAP
index = 919
Annotated 5SS: [   59 39402 44914]
Annotated 3SS: [39312 44828 49494]
SMsplice 5SS: [  123 11745 16222 28252 28850 39402 44914]
SMsplice 3SS: [11639 16126 28037 28741 39312 44828 50591]
top_k =  1000
Partition function (log Z): -5.877148916176749

Sorted 5' Splice Sites (High to Low Probability):
Position 44914: 0.995389557295471
Position 28850: 0.9245661789709679
Position 16222: 0.8468506094798325
Position 123: 0.7608942998232215
Position 28252: 0.6892251682454789
Position 11745: 0.6779047860508877
Position 31303: 0.5524755872167839
Position 39402: 0.4882251696541589
Position 34957: 0.3731558455260203
Position 28133: 0.28605441685424843
Position 10550: 0.23281622738038799
Position 59: 0.22722857280071349
Position 51027: 0.22594224857295134
Position 45420: 0.18946842985353388
Position 11729: 0.18264080464810176
Position 2811: 0.17520373853035354
Position 9319: 0.16987111029372812
Position 12592: 0.145457942589266
Position 14665: 0.12103981315860837
Position 49367: 0.09940112752990085
Position 39843: 0.09106083964246318
Position 31393: 0.07623751810485845
Position 7649: 0.07614155015951873
Position 6744: 0.07527831516958795
Position 49622: 0.06987130626304144
Position 28866: 0.056311443028476064
Position 47469: 0.052166433444858586
Position 3329: 0.05070511422440883
Position 6356: 0.04681011450593827
Position 6998: 0.04665285332230993
Position 11733: 0.03841285344741659
Position 6281: 0.03673196689409756
Position 1172: 0.03630671958925877
Position 14676: 0.03194225224399228
Position 33514: 0.030892106110434765
Position 51798: 0.027773914550661062
Position 11722: 0.02760708602055251
Position 39610: 0.024091928814650637
Position 10732: 0.021718201521422505
Position 12047: 0.021509592652444832
Position 1902: 0.02137505237283215
Position 47510: 0.02006574124934522
Position 39407: 0.020047060523951873
Position 11230: 0.01961390090020415
Position 16233: 0.018675210104001142
Position 29779: 0.017635163082898954
Position 47441: 0.017078605154157496
Position 33018: 0.0162390666663958
Position 22326: 0.01556810978501891
Position 29965: 0.015043037223379083
Position 3012: 0.014986471268353143
Position 9959: 0.01474109443307011
Position 9839: 0.014380268318258664
Position 3077: 0.013413470539316762
Position 30437: 0.012786754588246678
Position 29734: 0.011042395282105015
Position 1176: 0.010847897146796785
Position 39819: 0.010728995052276251
Position 14115: 0.010533270818755337
Position 28870: 0.010499622098744322
Position 15026: 0.010366456717818159
Position 1730: 0.009513276529768109
Position 36058: 0.009098629827748561
Position 48451: 0.008458195751466295
Position 50707: 0.008268096239357849
Position 6322: 0.008221055923797774
Position 2705: 0.007776465274771595
Position 1074: 0.006937798497438317
Position 11209: 0.00693565551039412
Position 9273: 0.006463269906196281
Position 49883: 0.0063408727195757115
Position 947: 0.005970403114528129
Position 45506: 0.005881860503550587
Position 6018: 0.005873224764619544
Position 32698: 0.005703268755082154
Position 178: 0.005628374444707566
Position 10353: 0.0055320380889369225
Position 639: 0.005244986725863452
Position 50306: 0.004770757274217506
Position 11135: 0.00456850901194932
Position 9340: 0.004372759996687047
Position 45292: 0.004248151229195764
Position 44980: 0.004068057224144476
Position 9159: 0.0036589653769285857
Position 49741: 0.0032741558165119452
Position 29772: 0.0029745519650687543
Position 30943: 0.0026334088123083064
Position 30051: 0.0020280787456167784
Position 51374: 0.0020184986709040603
Position 112: 0.0018351339357637816
Position 9630: 0.0016913388048056
Position 45168: 0.0011669676896727383
Position 5009: 0.001018437783837107
Position 49736: 0.0008954727850695112
Position 46277: 0.0006378413696130938
