Gene = PIGV
index = 1028
Annotated 5SS: [ 274 2899 7240]
Annotated 3SS: [2763 6117 9567]
SMsplice 5SS: [ 681 2899]
SMsplice 3SS: [2763 6117]
top_k =  1000
Partition function (log Z): -9.306257155425756

Sorted 5' Splice Sites (High to Low Probability):
Position 6212: 0.6603742217110129
Position 2899: 0.6537128999728883
Position 681: 0.43214465387525536
Position 6661: 0.30934711260912356
Position 4099: 0.27557572510738537
Position 825: 0.2127259018207002
Position 4885: 0.17223509624807842
Position 6643: 0.13721175406815944
Position 1332: 0.13202472879312024
Position 274: 0.12825488949343825
Position 7240: 0.08701781572709681
Position 4005: 0.08183197297795693
Position 1036: 0.08021892065705047
Position 7012: 0.06522884302862947
Position 3114: 0.057368996836020744
Position 2876: 0.05364007455630749
Position 2859: 0.035584356400639595
Position 3068: 0.03140589851877787
Position 1523: 0.02651628695508527
Position 100: 0.026462972689751008
Position 220: 0.02586964513843321
Position 6279: 0.025573161309458234
Position 1964: 0.02407065742817874
Position 735: 0.023987032400983686
Position 9870: 0.02248096679466685
Position 627: 0.01834800763295205
Position 15: 0.015667023464147625
Position 883: 0.014710845130354816
Position 6328: 0.012727409645517595
Position 9712: 0.011583457843375925
Position 699: 0.010332650444853977
Position 400: 0.009091630619187508
Position 632: 0.009008949382904696
Position 5066: 0.0071585721034538585
Position 2656: 0.006365321098178438
Position 2097: 0.005830614070838533
Position 2648: 0.005824463032224919
Position 9101: 0.004940263950557524
Position 2955: 0.004586963858552296
Position 2851: 0.004176969691882843
Position 1503: 0.004049220390515164
Position 1284: 0.003954601175187407
Position 2057: 0.0038978314990304372
Position 2990: 0.0033934034509425165
Position 433: 0.0030916355536275914
Position 3223: 0.003010911641894728
Position 1562: 0.0030055877311493144
Position 6394: 0.0027322264789093258
Position 1144: 0.0025110103694264882
Position 840: 0.0022975869720976184
Position 878: 0.002247234855308833
Position 1272: 0.00220600273044865
Position 637: 0.0017075383342809415
Position 3244: 0.0015656996714333712
Position 1367: 0.0013625376088275065
Position 3956: 0.0013260159136616841
Position 7220: 0.001178414241822257
Position 2653: 0.001164616274559366
Position 3538: 0.001032401845164788
Position 2111: 0.0010194770875545612
Position 3570: 0.0009606820039895756
Position 6342: 0.0006750363025527277
Position 2448: 0.0005873667635944532
Position 1154: 0.0005487134330018283
Position 1045: 0.0002906442853090417
Position 1040: 0.0002803180439809938
Position 1149: 0.00018519871411957285
Position 939: 0.00012300458262747474
Position 4002: 0.00011265679760698076
Position 335: 0.00011170684340746155
Position 4020: 9.141543067593444e-05
Position 544: 8.888566906435084e-05
Position 7182: 8.177618034313207e-05
Position 671: 8.054330396156323e-05
Position 1741: 7.375372768420102e-05
Position 1732: 3.408067078921558e-05
Position 847: 3.146821313309988e-05
Position 451: 2.8129681671745056e-05
Position 8869: 2.7940267685238274e-05
Position 249: 2.3746320235048717e-05
Position 431: 1.4992720259143899e-05
Position 307: 1.411329616223988e-05
Position 709: 1.3182183172099408e-05
Position 65: 1.1770253266831178e-05
Position 564: 1.0936094966027577e-05
Position 196: 1.0765348177189492e-05
Position 291: 9.91733475104713e-06
Position 1081: 9.590693754992874e-06
Position 817: 8.582370611892463e-06
Position 1022: 8.30991863075524e-06
Position 851: 7.923410295927034e-06
Position 1109: 6.232900821048336e-06
Position 600: 6.162814724434579e-06
Position 1136: 5.8473972924071595e-06
Position 2903: 4.5465484965051494e-06
Position 867: 4.275865873856505e-06
Position 808: 4.030052538319385e-06
Position 280: 4.014956812171535e-06
Position 829: 3.7782555630137128e-06
Position 1609: 3.0692111168980826e-06
Position 1670: 2.874262210398444e-06
Position 1696: 2.256454956698231e-06
Position 1723: 1.745703272146304e-06
Position 1430: 1.1428830515876038e-06
Position 1507: 1.1374806908762162e-06
Position 212: 1.0853367171897933e-06
Position 309: 1.0259770223597883e-06
Position 757: 1.4023679007527946e-07
Position 1206: 1.2055448371395366e-07
Position 685: 9.61561898532745e-08
Position 1232: 5.266727995196272e-08
Position 246: 7.171571442615598e-09
Position 85: 9.905004046746888e-10
Position 573: 8.418588624804673e-10
Position 437: 1.6253925973729917e-11
Position 464: 7.303969352221077e-12
