Gene = RP5-864K19.6
index = 1188
Annotated 5SS: [  171  8585 14041 14723]
Annotated 3SS: [ 8511 13991 14592 16887]
SMsplice 5SS: [  171  8585 14723]
SMsplice 3SS: [ 8511 14592 16887]
top_k =  1000
Partition function (log Z): -9.114843439093443

Sorted 5' Splice Sites (High to Low Probability):
Position 171: 0.9813093548657821
Position 8585: 0.7807958319417133
Position 14723: 0.513512281589135
Position 6825: 0.2324976387104546
Position 7451: 0.11183429446267831
Position 8008: 0.07211106535751634
Position 3220: 0.06698248325555475
Position 8069: 0.06621843969612108
Position 3182: 0.06373932094331855
Position 10329: 0.04520105773565679
Position 9012: 0.03923775294433339
Position 7842: 0.03772146845546303
Position 12957: 0.03733362103921571
Position 8544: 0.031155849543042093
Position 9030: 0.026897396379981967
Position 14041: 0.02149766363389052
Position 8992: 0.020242111896874835
Position 7655: 0.01467377475309209
Position 14282: 0.014516805412748962
Position 5693: 0.01384818940554345
Position 5747: 0.012923088217849195
Position 5864: 0.012606018367153995
Position 138: 0.01084562567251022
Position 10360: 0.009181025002843048
Position 7939: 0.00885051538327189
Position 8606: 0.00856546297329475
Position 2135: 0.007631697988053155
Position 1485: 0.00747170479976707
Position 8312: 0.007312012873019218
Position 122: 0.006708198873330431
Position 8711: 0.006621777460678513
Position 16686: 0.006537506965310102
Position 4487: 0.005667867356689689
Position 14680: 0.005404142302049824
Position 14053: 0.00495804764955808
Position 4930: 0.004801167388733263
Position 3003: 0.0043537575854724385
Position 4870: 0.0037752967453784083
Position 2793: 0.0037392182296548675
Position 7753: 0.0030773009157437224
Position 14444: 0.0025783011281353594
Position 5842: 0.00223324524644355
Position 623: 0.0020194986022051904
Position 396: 0.0019553934049527056
Position 1081: 0.001954972559509571
Position 3184: 0.001840671231806336
Position 2145: 0.0017815272619706819
Position 898: 0.0017507733466962927
Position 1462: 0.001357549291167263
Position 3144: 0.0012942072710659602
Position 9285: 0.0011070098559817158
Position 8528: 0.0007905405321604082
Position 8758: 0.0006392655565293066
Position 9837: 0.0006327396620776786
Position 251: 0.0006051076409603391
Position 14569: 0.0005332418093275141
Position 6594: 0.0004735850936841787
Position 12959: 0.0003506568631526269
Position 1673: 0.00023514593715462972
Position 2167: 0.00022249897262978757
Position 9290: 0.00018103425521424517
Position 1653: 0.00017371447050266577
Position 1143: 0.0001732324776150996
Position 9004: 0.0001322129545305147
Position 3009: 0.00011858001711642515
Position 6949: 6.40786096557992e-05
Position 1137: 6.249572175048539e-05
Position 538: 5.9472850711706885e-05
Position 1800: 5.745029240558615e-05
Position 2625: 5.414493516098505e-05
Position 6361: 5.4135152006254835e-05
Position 429: 5.1990658026978116e-05
Position 532: 4.849159467574271e-05
Position 2639: 3.084830634029112e-05
Position 486: 2.5117801383571062e-05
Position 410: 2.4927921212684833e-05
Position 2561: 1.8421804532292975e-05
Position 2224: 9.042986366321927e-06
Position 1120: 8.07564184595579e-06
Position 1445: 7.898250953859762e-06
Position 2538: 5.919226815424888e-06
Position 1557: 4.768381320613319e-06
Position 2344: 2.1943093908787415e-06
Position 2787: 2.1089245637469836e-06
Position 652: 2.0843649375082063e-06
Position 1282: 2.0548626480095046e-06
Position 5126: 1.6516315680471824e-06
Position 5070: 1.5885307001781108e-06
Position 1509: 7.69529901629874e-07
Position 177: 3.245779942804486e-07
Position 264: 2.0608117286493138e-07
Position 25: 1.5625060657506506e-07
Position 522: 1.5226898393558888e-07
Position 256: 1.282805342920266e-07
Position 668: 1.2366946665144112e-07
Position 306: 1.1176546431626264e-07
Position 447: 9.003128677897647e-08
Position 696: 6.267633428240566e-08
Position 210: 5.5875860078468125e-08
Position 662: 4.226932358214827e-08
Position 1129: 3.894062339733112e-08
Position 671: 2.406108627059115e-08
Position 1064: 1.1039280561130162e-08
Position 346: 6.385250562007269e-09
Position 644: 4.680842800051637e-09
Position 458: 3.3914764902509023e-09
Position 351: 3.0072558203237058e-09
Position 222: 2.8370994400898385e-09
Position 175: 1.2510384578736795e-09
Position 348: 1.1565234427208339e-09
Position 687: 9.948489771762452e-10
Position 213: 9.928872972403408e-10
Position 280: 5.278264331157424e-10
Position 189: 2.9935674784285316e-10
Position 272: 2.7183844443247367e-10
Position 627: 1.1388145340735691e-10
Position 711: 1.1183987526716597e-10
Position 1037: 1.5474036013947282e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 8511: 0.8259095830581714
Position 16887: 0.6765701743015617
Position 14592: 0.4322419800278706
Position 6677: 0.1563386174323944
Position 13991: 0.12426803050409684
Position 7692: 0.09528346889423436
Position 7362: 0.0900321883750314
Position 12703: 0.06931009255830577
Position 8853: 0.06559482489261038
Position 6740: 0.059147394656275935
Position 2930: 0.059145525235252114
Position 16535: 0.05858841758218409
Position 3092: 0.058053920699933204
Position 10208: 0.05637593478684803
Position 14602: 0.05459314128941339
Position 14158: 0.04387192645112522
Position 7857: 0.04165597060790382
Position 15811: 0.037969052188922894
Position 16848: 0.028894963809089697
Position 8856: 0.027563467052277538
Position 14549: 0.02622113795432403
Position 7739: 0.023569337226330183
Position 7554: 0.020042476573321772
Position 7347: 0.01807898330496216
Position 10805: 0.017963898932975775
Position 5621: 0.016226345122363022
Position 5730: 0.011871516892502551
Position 7897: 0.009551185457088985
Position 7965: 0.009065343231657974
Position 4686: 0.0072132150628914605
Position 1206: 0.006603552181725137
Position 5624: 0.005404063865944709
Position 15807: 0.0052844050532031405
Position 3098: 0.004966403507710765
Position 2041: 0.00474517841938544
Position 5408: 0.004405181898359018
Position 8000: 0.004347372553166558
Position 2952: 0.004327947632599168
Position 827: 0.0042966994616563175
Position 3143: 0.0040208774679584515
Position 6657: 0.0038616273691012906
