Gene = ZBED8
index = 1588
Annotated 5SS: [459]
Annotated 3SS: [4557]
SMsplice 5SS: [459]
SMsplice 3SS: [1566]
top_k =  1000
Partition function (log Z): -11.954148465458859

Sorted 5' Splice Sites (High to Low Probability):
Position 459: 0.46887938393490214
Position 1353: 0.34867704242592595
Position 1118: 0.3091401907931972
Position 789: 0.1595954436317267
Position 1104: 0.11069617236539206
Position 512: 0.10774596767939566
Position 388: 0.05249437630907932
Position 2656: 0.02676704332613503
Position 463: 0.026544371473156428
Position 82: 0.024340323140427406
Position 397: 0.022073824461073484
Position 454: 0.013795694387633922
Position 2982: 0.005101460067925983
Position 133: 0.005009334657200476
Position 1766: 0.004769151635468385
Position 615: 0.0035699056907185487
Position 6018: 0.001868285738542379
Position 163: 0.0018441103216866959
Position 1158: 0.0017344008066680267
Position 1722: 0.001454792985595568
Position 375: 0.0013480470861867715
Position 502: 0.0012925664894406642
Position 4695: 0.0011842859419191921
Position 3335: 0.0010969874936891267
Position 203: 0.0009573328304960232
Position 1327: 0.0008231391452425974
Position 4693: 0.0007411679900239426
Position 353: 0.000739556797163496
Position 704: 0.0006789756765282633
Position 621: 0.0005879730432746409
Position 3151: 0.0005469891058754989
Position 6388: 0.0005467579257882771
Position 608: 0.0005012749415333402
Position 3253: 0.0004947511945520405
Position 718: 0.00048039241837916595
Position 1322: 0.000425101781148793
Position 1100: 0.00029589709731098776
Position 1172: 0.00028012197507389563
Position 3213: 0.0002505693533308142
Position 1410: 0.00021156417730852417
Position 1015: 0.00019889600942047048
Position 1502: 0.0001562920713937745
Position 1023: 0.00015455919855313424
Position 2469: 0.00013707190861874142
Position 1108: 0.00012067243571940714
Position 1450: 0.0001018024402820811
Position 242: 5.893230135856768e-05
Position 939: 4.767575853460926e-05
Position 736: 4.249986411654705e-05
Position 554: 3.9345511469823726e-05
Position 795: 3.7387436062460256e-05
Position 2118: 3.57160039725834e-05
Position 153: 3.450766654444384e-05
Position 1122: 3.266042594243452e-05
Position 1168: 3.0133064020211432e-05
Position 986: 2.9803407754488674e-05
Position 85: 2.9606930963627657e-05
Position 300: 2.943480002315911e-05
Position 697: 2.8180256742518282e-05
Position 1110: 2.288325855136657e-05
Position 1013: 1.3688391141183565e-05
Position 689: 1.0427893475874512e-05
Position 1094: 7.644913268088436e-06
Position 539: 7.070850492416045e-06
Position 823: 5.515312418521585e-06
Position 571: 5.456599103550192e-06
Position 21: 3.5131036809154665e-06
Position 411: 3.338949948106268e-06
Position 1048: 2.0826504915678967e-06
Position 793: 1.500328822978287e-06
Position 516: 9.211077573823828e-07
Position 711: 5.01809004836509e-07
Position 1285: 2.4238806391290813e-07
Position 1313: 5.825098873369416e-08
Position 1357: 4.830670006500968e-08
Position 468: 2.7341847164337526e-08
Position 2252: 2.4892964072134886e-08
Position 738: 2.3636009795303064e-08
Position 1066: 2.5500340968948585e-09
Position 784: 2.6192846711895e-10
Position 675: 6.928271012786412e-11
Position 330: 6.425859087374326e-12
Position 365: 4.826268137774446e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1566: 0.6196641099863921
Position 1278: 0.3486258228112996
Position 884: 0.2557718898157023
Position 642: 0.07571248664662908
Position 4557: 0.048311639984221263
Position 2737: 0.035878904573513275
Position 3404: 0.035633521660463456
Position 2581: 0.03506796407662698
Position 5354: 0.020812212172570666
Position 5900: 0.017392985965647055
Position 1008: 0.01595801951663461
Position 1039: 0.015348136177426206
Position 3250: 0.015249415146407937
Position 2382: 0.011862844660360927
Position 2401: 0.010265903616612733
Position 5915: 0.010147090149467674
Position 3052: 0.00991772295192302
Position 2599: 0.009191297840120611
Position 986: 0.009079481648811253
Position 5542: 0.00883963958614677
Position 1562: 0.00882519488040432
Position 6903: 0.006633413260013806
Position 5939: 0.006253100085877354
Position 4615: 0.005660975470588312
Position 5835: 0.0050603022835889674
Position 675: 0.00499704700191271
Position 2642: 0.004011143527435118
Position 6069: 0.0034656878928791108
Position 5239: 0.0031636150085800666
Position 2883: 0.0031575891976391613
Position 2361: 0.002842045926524115
Position 2539: 0.0026786164198606363
Position 897: 0.0026497410189100833
Position 955: 0.0025949472042994196
Position 4132: 0.0024007997959674173
Position 4383: 0.002398297991325512
Position 1526: 0.0021763855207577914
Position 321: 0.0021607274255956827
Position 2912: 0.0021236468788024183
Position 5052: 0.002082838499767234
Position 4512: 0.0019059213161849737
Position 1545: 0.001790176097273723
Position 2753: 0.001435197655541096
Position 1638: 0.0013847288851611776
Position 717: 0.0013586075252543378
Position 6173: 0.0013281176230382171
Position 1843: 0.0013198734446060554
Position 2702: 0.0011010827148039961
Position 324: 0.000987351649969801
Position 6108: 0.0009570104584490399
Position 5741: 0.0009315673860056029
Position 1187: 0.0007905071930226391
Position 4152: 0.0007777810865508059
Position 2227: 0.0007622707475183091
Position 5513: 0.0006664040535627956
Position 3127: 0.0006649958116469225
Position 2282: 0.0006471005585976545
Position 4764: 0.0005388204054074806
Position 1307: 0.0004959690261950155
Position 1460: 0.00048313146976178886
Position 458: 0.0004538252586448063
Position 6693: 0.00044259995373331905
Position 3105: 0.00043515388914726675
Position 921: 0.00042887419048681294
Position 1765: 0.00040969120599417344
Position 483: 0.00038695226529008003
Position 2019: 0.00032225910313273904
Position 1711: 0.0003023736109212633
