Gene = P4HTM
index = 994
Annotated 5SS: [  722  1026 11740 12708 14372 15282 15979 16299]
Annotated 3SS: [  943 11548 12610 14208 14971 15828 16174 16797]
SMsplice 5SS: [  503  1026 11674 12708 15979 16299]
SMsplice 3SS: [  943 11548 12610 15828 16174 16797]
top_k =  1000
Partition function (log Z): 6.037622068895525

Sorted 5' Splice Sites (High to Low Probability):
Position 1026: 0.997568131446226
Position 12708: 0.9878724136525115
Position 16299: 0.964181877454423
Position 503: 0.8260504258472687
Position 15979: 0.7524422774538458
Position 11674: 0.6240256757498254
Position 14372: 0.5819727982152358
Position 6928: 0.5153274831589202
Position 15043: 0.35247823377914184
Position 9769: 0.27077617246923014
Position 14130: 0.22070073106990692
Position 15702: 0.21395780760699434
Position 4680: 0.210020194327638
Position 14068: 0.2027292622361576
Position 722: 0.19800994192954402
Position 14866: 0.1901472394470611
Position 15829: 0.18770482420700407
Position 7668: 0.16712579025627322
Position 14332: 0.1314065905237745
Position 6528: 0.13136921219034794
Position 13677: 0.11337179294464403
Position 8784: 0.10591836905327025
Position 11735: 0.09065844671040688
Position 14105: 0.08375827645398562
Position 6178: 0.07126041564750892
Position 11740: 0.06550347164187331
Position 6357: 0.061479000755461914
Position 5623: 0.0591504333075414
Position 1530: 0.05827410661409267
Position 15282: 0.05317560864350102
Position 13595: 0.0517912617378749
Position 10267: 0.04862148790966423
Position 15543: 0.04447934704435662
Position 9378: 0.043725745363005296
Position 13685: 0.039086130621326584
Position 4464: 0.03588140433888802
Position 11488: 0.03524315752358235
Position 2381: 0.034957708431441616
Position 4500: 0.0329424301733056
Position 14134: 0.030641474021056287
Position 1336: 0.028278035570091196
Position 13525: 0.027579764466696542
Position 14298: 0.02414755944291702
Position 6374: 0.022658702194031103
Position 13194: 0.019550425590520715
Position 13950: 0.016336874806772355
Position 16273: 0.014461913295407712
Position 585: 0.014121803693571284
Position 14870: 0.01409426114561824
Position 825: 0.013324526554776686
Position 15926: 0.013294015656243996
Position 7199: 0.012688385450302778
Position 7953: 0.012603539846702407
Position 13614: 0.01201778711079832
Position 15030: 0.010530716899116391
Position 60: 0.010425837513646563
Position 11760: 0.010155028190529852
Position 11646: 0.009226326242428163
Position 1451: 0.008865404235179833
Position 829: 0.008731467594394622
Position 1248: 0.008324203466004702
Position 12846: 0.0070093024722979735
Position 13711: 0.006872155816792311
Position 4171: 0.006582168572743609
Position 16677: 0.006052962954127388
Position 15381: 0.004927337273693211
Position 6881: 0.004739266001469411
Position 4195: 0.004199567821650769
Position 12880: 0.004195739885365872
Position 16092: 0.003978852737704835
Position 12740: 0.0036271657523754036
Position 6338: 0.003544937582414673
Position 14290: 0.0031333678118113354
Position 12763: 0.0027652244792114766
Position 13383: 0.0026814136490714725
Position 4698: 0.002672269041970844
Position 11409: 0.0025116232716150054
Position 6866: 0.0021626234869243
Position 12702: 0.0021100462180657443
Position 15162: 0.0019782887134609695
Position 4219: 0.0018277498284895203
Position 13458: 0.0018185287139394677
Position 693: 0.0017620356911172538
Position 1188: 0.0016926573591755855
Position 12987: 0.0014976173494977083
Position 13135: 0.0014919689536967615
Position 73: 0.0014282479770478496
Position 12913: 0.0014028277469363627
Position 7344: 0.0013685581011294464
Position 175: 0.0011591630229709714
Position 14764: 0.0010472732855586067
Position 14019: 0.0009472271581553816
Position 13783: 0.0008437838463229898
Position 13538: 0.0007919834408420549
Position 565: 0.0007011511238585033
Position 5511: 0.0006795620238245557
Position 127: 0.0006763676796806724
Position 1571: 0.0006099359723696946
Position 3093: 0.0005696673511915418
Position 554: 0.00056720535215707
Position 5636: 0.0005217946497388546
Position 13229: 0.0004317408103864845
Position 2348: 0.00038429201579899216
Position 13103: 0.0003840568043374066
Position 12965: 0.00034524831024126143
Position 13041: 0.0003345552427360005
Position 383: 0.00031176371441985135
Position 4064: 0.0003108825027337274
Position 1439: 0.00029182872864708364
Position 3056: 0.00026882742293619764
Position 795: 0.0002583507178521583
Position 13461: 0.00025563044945141756
Position 16803: 0.0002233410528927949
Position 16973: 0.00021594117018614465
Position 6085: 0.00020711260773015268
Position 2742: 0.00019569130088650178
Position 2360: 0.00018748402902580132
Position 16621: 0.00018220259561266508
Position 4304: 0.00014887420897124004
Position 258: 0.00013889275239872028
Position 577: 0.00013607575524768656
Position 4267: 0.00012420217566830246
Position 5382: 0.00012072833673357901
Position 1067: 0.00011150747475603988
Position 12919: 0.00010662150308864204
Position 84: 7.984393352266371e-05
Position 16735: 7.155866883843903e-05
Position 266: 5.884774990064572e-05
Position 17026: 5.7830283527293915e-05
Position 436: 5.455074057947612e-05
Position 16470: 5.3402423550628294e-05
Position 563: 5.324719284569547e-05
Position 507: 4.4016947679535005e-05
Position 7525: 3.845840548884391e-05
Position 16328: 3.253544393548971e-05
Position 16337: 2.9676089112514336e-05
Position 13393: 2.4220755858482258e-05
Position 1400: 2.163172794157949e-05
Position 363: 1.860167598314121e-05
Position 16641: 1.8157360915473044e-05
Position 15120: 1.7004576957881846e-05
Position 299: 1.6700370996428832e-05
Position 12673: 1.508144436406474e-05
Position 1877: 1.4581124402180733e-05
Position 1030: 1.4486075303829626e-05
Position 90: 1.3800445156369211e-05
Position 3760: 1.3674840388584414e-05
Position 590: 1.2288614400533857e-05
Position 957: 1.1170203749849642e-05
Position 3014: 9.24032733707448e-06
Position 3202: 8.740455574019421e-06
Position 16484: 8.53455447158446e-06
Position 1158: 8.29495544281667e-06
Position 1675: 7.293574548265878e-06
Position 2504: 7.03545740344883e-06
Position 2140: 5.573898766003175e-06
Position 660: 4.129256933523229e-06
Position 859: 4.115137637780526e-06
Position 3956: 3.986093789863184e-06
Position 3633: 3.980510726908427e-06
Position 13408: 3.86248331481083e-06
Position 2003: 3.74999259204354e-06
Position 3792: 3.4301950516445397e-06
Position 1412: 3.4155993393654915e-06
Position 3355: 3.3623066943450125e-06
Position 3102: 2.5218442183653874e-06
Position 3915: 2.5171901330927517e-06
Position 1101: 2.092607594269123e-06
Position 904: 2.0715222601300016e-06
Position 514: 1.7099037780080371e-06
Position 944: 1.5972799842162144e-06
Position 125: 1.1536605833970796e-06
Position 962: 1.0924016336160943e-06
Position 1093: 9.853140948773968e-07
Position 58: 9.561472755439895e-07
Position 1072: 7.825632510507844e-07
Position 3207: 5.593311874807141e-07
Position 927: 5.237510440479335e-07
Position 2237: 2.6325174820040807e-07
Position 1263: 1.4862677058141698e-07
Position 569: 7.434484016133086e-08
Position 611: 5.4339150618523445e-08
Position 971: 1.3744373657514392e-09
Position 1090: 4.2366080526080093e-10
Position 296: 2.3087663400578894e-10
Position 26: 1.3881576321391968e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16174: 0.9800501387373464
Position 943: 0.973329472734305
Position 12610: 0.9682327629310461
Position 16797: 0.8652828484634135
Position 11548: 0.7386123181115315
Position 14208: 0.7100735610760915
Position 6837: 0.5215832992872405
Position 15828: 0.44123361827566493
Position 13843: 0.30711687359585554
Position 14971: 0.29437064721023803
Position 15466: 0.24184862301360976
Position 13499: 0.2346201007755626
Position 9599: 0.22788125361768843
Position 13969: 0.2189330372859498
Position 15887: 0.1869125155308517
Position 4609: 0.18643973752815582
Position 15777: 0.16119253961089747
Position 7455: 0.1573115089508769
Position 14735: 0.11033165977027817
Position 8681: 0.10591836905327023
Position 6404: 0.10102789403504239
Position 6268: 0.0941201277175223
Position 621: 0.07118189161082854
Position 16565: 0.06945392791142017
Position 15542: 0.06513235057759582
Position 15800: 0.06498926768537824
Position 14697: 0.06343307590039315
