Gene = SCAI
index = 1228
Annotated 5SS: [   112    864  87621 113853 115105 116685 122824 124390 124698 140028
 140383 141532 143606 148563 167383 171826 172127]
Annotated 3SS: [   818  87488 113756 115017 116585 122726 124290 124544 139925 140280
 141452 143505 148480 167309 171651 172025 190542]
SMsplice 5SS: [   112    864   9893  26423  26563  63897  85907  87621 108873 113853
 116685 118785 122824 124390 124698 132339 140028 140166 140383 141532
 143606 146442 148563 167383 168250 171826 172127]
SMsplice 3SS: [   818   9765  26266  26523  63693  85788  87488 108755 113756 116585
 118679 122726 124290 124544 132258 139925 140106 140280 141452 143505
 146361 148380 167309 168153 171651 172025 190542]
top_k =  1000
Partition function (log Z): -83.32389815281036

Sorted 5' Splice Sites (High to Low Probability):
Position 864: 0.9960197303301701
Position 112: 0.9680583227101787
Position 9893: 0.7865425579885781
Position 19442: 0.21572572251277233
Position 10864: 0.1385497015232486
Position 11136: 0.08639948387434655
Position 2278: 0.08338805818749086
Position 7382: 0.06191088116107718
Position 15906: 0.05191592066897967
Position 15852: 0.03796904693722764
Position 2817: 0.034071324909130805
Position 10405: 0.02512297349038605
Position 4167: 0.025045257376671688
Position 5571: 0.022465974905242218
Position 304: 0.018509011002651295
Position 627: 0.01681214948640566
Position 7227: 0.016119594542710662
Position 13367: 0.01420714483069462
Position 2413: 0.013338174427790433
Position 10979: 0.01288570031253623
Position 16018: 0.012318190746585161
Position 11629: 0.012138083815347348
Position 11706: 0.011931663124811698
Position 2905: 0.01140864946015228
Position 2417: 0.010666559931528506
Position 14652: 0.008895352341525728
Position 11140: 0.006968699559994937
Position 8362: 0.0050526008917005805
Position 1118: 0.0037630043154661913
Position 6008: 0.003737457256969277
Position 2393: 0.003447774363787422
Position 18803: 0.003198339572044577
Position 4253: 0.0029357752571932236
Position 464: 0.0029344648149835116
Position 1836: 0.002438757862836086
Position 6290: 0.0024201953475678105
Position 2093: 0.002375994848834102
Position 2021: 0.002106630177498754
Position 1059: 0.0018224108058603344
Position 5820: 0.0016592840059317874
Position 5920: 0.0014901819067430276
Position 532: 0.0013935202279503993
Position 2925: 0.0013526669150666735
Position 582: 0.0012334002336956812
Position 6153: 0.001118144887001911
Position 9052: 0.001113981973041927
Position 10251: 0.0010592387118896476
Position 62: 0.0009679985390661525
Position 453: 0.0007195761990108795
Position 339: 0.0006688883410238017
Position 11775: 0.0005735363939709064
Position 598: 0.0004732271572009181
Position 689: 0.00038588006514358525
Position 13874: 0.0003108110072720901
Position 522: 0.00024000857912133454
Position 754: 0.00023464413980240443
Position 317: 0.00018575532723133286
Position 653: 0.00017346130228786648
Position 10367: 0.0001389710194793694
Position 9990: 0.00011010708917302939
Position 945: 0.0001035568330116094
Position 9879: 9.298513850199938e-05
Position 149: 7.727041476920201e-05
Position 137: 7.17274884499926e-05
Position 1452: 5.1319573708286716e-05
Position 125: 5.0513612714070347e-05
Position 2014: 4.9177129666044415e-05
Position 2263: 4.7136417998581885e-05
Position 3880: 3.656392306246853e-05
Position 1498: 3.417967493720648e-05
Position 1073: 3.405209306488255e-05
Position 11752: 3.224676488770367e-05
Position 9776: 2.7370818699724e-05
Position 14318: 2.6975307433189303e-05
Position 11152: 2.676820493197224e-05
Position 11232: 2.54844544804398e-05
Position 3954: 2.1368018319658442e-05
Position 3359: 1.6592088723609673e-05
Position 526: 1.4518016370932502e-05
Position 3438: 1.2616496451012563e-05
Position 96: 1.249975027973327e-05
Position 2903: 1.202518777914038e-05
Position 536: 1.0675179291612402e-05
Position 2531: 1.0031883464541494e-05
Position 229: 8.992455601013469e-06
Position 684: 8.847021938681833e-06
Position 1604: 8.66466158011154e-06
Position 3985: 7.254075507767136e-06
Position 949: 7.220214655410198e-06
Position 503: 7.180642759144846e-06
Position 3757: 6.330649897677342e-06
Position 1335: 5.7178445994962734e-06
Position 1361: 5.556953278312967e-06
Position 3229: 5.47372740454614e-06
Position 1597: 4.817527406724049e-06
Position 938: 3.47881896069781e-06
Position 3532: 3.0048605883663845e-06
Position 2888: 2.6503311682733463e-06
Position 3385: 2.30269163556098e-06
Position 1113: 1.915824478383315e-06
Position 647: 1.9135160914619082e-06
Position 570: 1.8971897933439896e-06
Position 2183: 1.8679025773564733e-06
Position 1840: 1.7392433419634633e-06
Position 1961: 1.7271503062760543e-06
Position 2457: 1.696737593880873e-06
Position 1945: 1.542412586095944e-06
Position 1306: 1.4507748496081956e-06
Position 2490: 1.4106821798786334e-06
Position 1736: 1.3950977870828971e-06
Position 2150: 1.3755354493695204e-06
Position 409: 1.3458273973689913e-06
Position 2118: 1.2682749099170529e-06
Position 2135: 1.226076491719137e-06
Position 2248: 1.2102417329634261e-06
Position 729: 1.1616788759249146e-06
Position 2338: 8.665101961744233e-07
Position 726: 7.400632676636632e-07
Position 191: 6.435503294265431e-07
Position 2421: 5.3540680929487e-07
Position 925: 5.067044976984118e-07
Position 2506: 3.5129797293009043e-07
Position 1621: 2.524810627362832e-07
Position 2387: 2.3587756427804221e-07
Position 2224: 2.059260932940641e-07
Position 315: 1.4544286901832605e-07
Position 557: 6.448251076948605e-08
Position 680: 6.378512475387305e-08
Position 716: 3.000224624628472e-08
Position 446: 2.9462390476364495e-08
Position 920: 2.3239235910287087e-08
Position 872: 1.249184804403156e-08
Position 894: 4.295585005143521e-09
Position 777: 2.268168541843631e-09
Position 958: 1.5004184339745264e-09
Position 811: 7.215498867208057e-11
Position 434: 2.4026974207572944e-13
Position 396: 1.4248574454792438e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 818: 0.8532415694324893
Position 9765: 0.7927679741916802
Position 19326: 0.48789383962031546
Position 20596: 0.1915561673203887
Position 791: 0.1415442427389141
Position 23214: 0.12437974961415002
Position 10956: 0.11608812133103827
Position 15734: 0.09100122825119271
Position 16521: 0.08383694223936682
Position 14460: 0.08382752706973577
Position 22617: 0.07319326420384348
Position 10773: 0.0665008851300955
Position 2644: 0.048216162206457636
Position 7140: 0.04689434373116703
Position 2069: 0.043315504718449305
Position 2243: 0.037086761759612896
Position 13289: 0.03627389008121398
Position 15972: 0.03122100462744974
Position 10463: 0.03008963910617716
Position 2170: 0.02537512641234591
Position 4053: 0.023943117793002074
Position 10110: 0.020845362487593753
Position 5383: 0.02023873091847731
Position 10558: 0.01843510463821928
Position 11519: 0.017493127642893954
Position 11539: 0.014790036920526993
Position 7122: 0.014488071635028967
Position 19602: 0.013749555628661949
Position 10832: 0.012422366603694994
Position 18658: 0.011993232143648613
Position 16752: 0.011743767726396154
Position 10184: 0.010421058418648477
Position 10787: 0.009052705882174114
Position 19726: 0.007569899925490564
Position 7159: 0.007499435922767869
Position 10696: 0.007264645164328672
Position 7076: 0.0068078567399397095
Position 19549: 0.005995245474264605
Position 17520: 0.0050460546791954875
Position 984: 0.004895194893522329
Position 4095: 0.004757203860041697
Position 10040: 0.004468487757920871
Position 262: 0.003531327692371759
Position 10299: 0.0032809199168959834
Position 234: 0.0031842160891557116
Position 8180: 0.0031358617841400075
Position 1905: 0.002943002659967029
Position 5920: 0.00278569275011273
Position 12091: 0.002627064206542844
Position 5764: 0.002570146768740056
Position 7136: 0.0024895031595651646
Position 210: 0.0024566496113106293
Position 2135: 0.0021582559439065055
Position 1681: 0.0021029498779716214
Position 10273: 0.0018649455619647122
Position 8926: 0.0018408742502180415
Position 10929: 0.0018084793155123836
Position 2640: 0.0017596133907405468
Position 6067: 0.001747335541013192
Position 16479: 0.001682612538730964
Position 2664: 0.0016798565439222213
Position 15207: 0.0016623959136768634
Position 2809: 0.0016352106081154254
Position 18302: 0.0013950725609177207
Position 514: 0.0013728323504538357
Position 17458: 0.0012982500019236383
Position 17971: 0.0012772951497435443
Position 6228: 0.0012269692876515376
Position 10020: 0.0012092944742292696
Position 11619: 0.001177660290780739
Position 14087: 0.001170588840461621
Position 2150: 0.0010768221292992827
Position 14746: 0.0010564512903028954
Position 17833: 0.0010557275032689177
Position 10534: 0.0010486601632534315
Position 8222: 0.0010195924375118236
Position 5628: 0.001003544112062121
Position 15376: 0.0009541585054205085
Position 8339: 0.0009095251003150237
Position 303: 0.0009071294096839024
Position 13331: 0.0009011824286047704
Position 10270: 0.0008839213113938662
Position 1016: 0.0008801984477580614
Position 13264: 0.0008692303783480379
Position 5327: 0.0008655770655886646
Position 14908: 0.0007780094060821796
Position 13766: 0.000735675492821502
Position 1881: 0.000675829285529137
Position 5396: 0.0006280328410846123
Position 2374: 0.0006157941545366328
Position 2190: 0.0006087106100828956
Position 4166: 0.0005626757100677434
Position 11204: 0.0005556280819002415
Position 4014: 0.0005089987933341009
Position 757: 0.0004962886286097975
Position 8149: 0.0004588634753996518
Position 6187: 0.0004145074428819857
Position 2121: 0.00040818108818311275
Position 2183: 0.00040647244017850124
Position 13661: 0.0004043762064692034
Position 1645: 0.0003811545901373654
Position 8227: 0.00037249398432117416
Position 10339: 0.00036696144875168947
Position 5458: 0.00036472127335443526
Position 5893: 0.0003629452602886423
Position 6070: 0.0003613556924019257
Position 5380: 0.00035941061709894785
Position 3648: 0.00035897100813814877
Position 212: 0.0003538480038929093
Position 3292: 0.0003529991976649878
Position 3874: 0.0003490984050881437
Position 13078: 0.0003218973670968205
Position 372: 0.0002919271624421651
Position 722: 0.0002839502472768412
Position 12257: 0.000251688916505013
Position 2087: 0.00024629068888895925
Position 6192: 0.00024169231773566916
Position 660: 0.00023952691658212576
Position 5584: 0.0002382739963793811
Position 12115: 0.00023524081771392338
Position 196: 0.00022143842606653832
Position 2263: 0.0002210224426062991
Position 738: 0.00022083523525457066
Position 3966: 0.00021490132269561915
Position 1228: 0.00020243842205378828
Position 567: 0.00020005835865713765
Position 9090: 0.00018862805740250496
Position 2835: 0.00018560194560812758
Position 693: 0.0001793244868014141
Position 13054: 0.0001770179209908901
Position 13912: 0.0001751076213109322
Position 1173: 0.0001742975936748118
Position 525: 0.00017281909041633832
Position 5501: 0.00016107210832006804
Position 12679: 0.00015672781187113207
Position 4110: 0.00015514725658367877
Position 1152: 0.00015244339385129697
Position 7531: 0.0001440244394206569
Position 10134: 0.00014369417998633056
Position 11552: 0.00013822738165650877
Position 1684: 0.00013554010883343122
Position 473: 0.0001305815316935994
Position 6433: 0.00012123218772803351
Position 3680: 0.00010949378553910252
Position 6473: 0.00010532602654296222
Position 952: 0.00010389277022398176
Position 178: 9.664287369527184e-05
Position 10961: 9.66113026711271e-05
Position 3773: 8.723293008961105e-05
Position 8361: 8.682056727698949e-05
Position 390: 8.383441706129176e-05
Position 832: 8.332982567779194e-05
Position 1040: 8.325130695731973e-05
Position 531: 7.970951506865597e-05
Position 7870: 7.84165636360887e-05
Position 2051: 7.464538330508551e-05
Position 2276: 7.402177688720248e-05
Position 9513: 6.886723017025712e-05
Position 9103: 6.721747281372134e-05
Position 8951: 6.587552468329361e-05
Position 669: 6.575674873493833e-05
Position 688: 6.46247397150093e-05
Position 2356: 6.408497258212805e-05
Position 2222: 5.8066548722840734e-05
Position 1839: 5.3619492097678845e-05
Position 4250: 5.23771171183569e-05
Position 7903: 4.868385509733802e-05
Position 1067: 4.804830889402362e-05
Position 8008: 4.4133391136697486e-05
Position 1190: 4.3121560570634795e-05
Position 7554: 4.300978892893116e-05
Position 2018: 4.271094840537668e-05
Position 10208: 4.133274229242906e-05
Position 9985: 3.811017183782079e-05
Position 1736: 3.589120248387234e-05
Position 3288: 3.525101296890296e-05
Position 3312: 3.487014656408594e-05
Position 2118: 3.2059339786386574e-05
Position 365: 2.987574727196912e-05
Position 8554: 2.9433000959936677e-05
Position 4445: 2.7033024394031246e-05
Position 6289: 2.7026666206522777e-05
Position 4616: 2.5973135371917154e-05
Position 7719: 2.5419887554095586e-05
Position 446: 2.4891730546352903e-05
Position 424: 2.207969432528322e-05
Position 7839: 2.0318154395939438e-05
Position 510: 1.960471027676525e-05
Position 1428: 1.751379593393485e-05
Position 4816: 1.4692563597695546e-05
Position 4319: 1.4474276002441422e-05
Position 8037: 1.439331233446274e-05
Position 8011: 1.3667666792287985e-05
Position 4343: 1.3071326427431976e-05
Position 1527: 1.2857871271054622e-05
Position 7438: 1.2736282094082792e-05
Position 3069: 1.2656760400001244e-05
Position 4681: 1.0428901052758698e-05
Position 4636: 1.0339626947442111e-05
Position 426: 1.009852449439749e-05
Position 298: 1.0066547124655087e-05
Position 4276: 9.209774197482245e-06
Position 5109: 9.00889553274112e-06
Position 4557: 8.782021937604367e-06
Position 6233: 8.138596641569032e-06
Position 549: 8.074913674236849e-06
Position 6249: 7.928929869921887e-06
Position 3203: 7.89688101126321e-06
Position 593: 7.64589731970583e-06
Position 488: 6.907066234373373e-06
Position 2300: 6.60213030312626e-06
Position 343: 5.770421383594424e-06
Position 3468: 5.76613138652008e-06
Position 478: 5.123095567419311e-06
Position 2044: 5.0142106251425405e-06
Position 4572: 4.64566682166245e-06
Position 2393: 4.615699257909842e-06
Position 1765: 4.4431626854438225e-06
Position 2213: 4.321198921215722e-06
Position 3132: 4.3143369323176976e-06
Position 949: 4.280448435088727e-06
Position 4431: 4.1861288145075245e-06
Position 1294: 4.01372631129142e-06
Position 4698: 3.835308550211456e-06
Position 3338: 3.742616185766245e-06
Position 3815: 3.552326331819203e-06
Position 326: 3.5469565363749196e-06
Position 646: 3.513947463265737e-06
Position 4934: 3.4950022367670337e-06
Position 1913: 3.4495107886907506e-06
Position 1122: 3.40354354679378e-06
Position 3135: 3.3627363003958197e-06
Position 1686: 3.083150205530688e-06
Position 2488: 3.008497887810834e-06
Position 4633: 2.9599097051416025e-06
Position 219: 2.8027837777202105e-06
Position 1403: 2.7469848684106677e-06
Position 1701: 2.646640296326348e-06
Position 2971: 2.5586527018296756e-06
Position 2589: 2.437283256961315e-06
Position 4184: 2.4130263992719566e-06
Position 609: 2.2050754847764305e-06
Position 3448: 2.20284403086502e-06
Position 3007: 2.178316887222453e-06
Position 3376: 2.1268784126519057e-06
Position 860: 1.9473035633848116e-06
Position 2089: 1.933119866937647e-06
Position 1474: 1.9239222852283844e-06
Position 3052: 1.8997730847878916e-06
Position 3515: 1.817483693615688e-06
Position 1434: 1.79066105166236e-06
Position 597: 1.2435694460210299e-06
Position 2523: 1.1825843890723207e-06
Position 724: 1.1258188426515484e-06
Position 1654: 1.1146539607208642e-06
Position 1769: 1.0869050708989562e-06
Position 637: 1.0178977629169216e-06
Position 439: 1.0178698944858239e-06
Position 336: 9.698240820948341e-07
Position 1245: 9.377286533192863e-07
Position 2811: 6.929474139049039e-07
Position 2224: 6.829116551449929e-07
Position 1331: 6.028255517366154e-07
Position 172: 5.483634486474802e-07
Position 631: 5.298992408550534e-07
Position 564: 3.7303904742385343e-07
Position 857: 3.6981132773417766e-07
Position 766: 3.514969539732188e-07
Position 575: 3.4607146534156264e-07
Position 522: 3.0138403780432554e-07
Position 159: 2.9850950271505334e-07
Position 1836: 2.8995100731376035e-07
Position 1742: 2.855891611410622e-07
Position 1945: 2.576116600857516e-07
Position 1953: 2.519998666757242e-07
Position 1597: 2.421651239673087e-07
Position 2031: 2.404496007889115e-07
Position 1752: 2.240628931682157e-07
Position 1579: 2.1653525469585133e-07
Position 1780: 2.0714531125230812e-07
Position 958: 1.9094253575673677e-07
Position 483: 1.884589454995105e-07
Position 308: 9.432399050291317e-08
Position 1541: 9.316841328633543e-08
Position 1975: 7.918693282811367e-08
Position 1665: 7.318292828743246e-08
Position 1249: 7.123887693943146e-08
Position 709: 6.757519712596691e-08
Position 310: 6.354555414622912e-08
Position 1277: 6.158174921230988e-08
Position 2020: 5.0709807483329014e-08
Position 321: 3.494762378753042e-08
Position 1239: 2.8891194232821666e-08
Position 1916: 2.4061070971980377e-08
Position 1932: 2.1060571136504522e-08
