Gene = SCCPDH
index = 1229
Annotated 5SS: [  566  2958 12009 16255 20079 34310 35105 36030 36181 40311 42093]
Annotated 3SS: [ 2844 11927 16124 20028 34178 34986 35909 36123 40198 42010 43147]
SMsplice 5SS: [  566  2958 12009 12182 18518 24884 34310 36030 36181 40311]
SMsplice 3SS: [ 2844 11927 12123 18342 24813 34178 35909 36123 40198 43147]
top_k =  1000
Partition function (log Z): 0.000599108681998306

Sorted 5' Splice Sites (High to Low Probability):
Position 30185: 0.9934703344053963
Position 12009: 0.9717003816772443
Position 34310: 0.9444280483526333
Position 2958: 0.9012384055225526
Position 36030: 0.8891786057473694
Position 40311: 0.8651410594431708
Position 12182: 0.829314476250334
Position 18518: 0.8206139913627315
Position 24884: 0.7682573080419228
Position 36181: 0.5748312657219905
Position 12504: 0.49232118995338203
Position 42296: 0.43681088204760626
Position 42093: 0.422135243394467
Position 35105: 0.39542815707599493
Position 566: 0.3359042471317788
Position 16255: 0.3199679010311132
Position 43283: 0.3088276524961712
Position 35834: 0.26524285533840364
Position 764: 0.22496676053894846
Position 299: 0.2232616976192564
Position 15796: 0.21882880626723789
Position 20079: 0.20526813579771305
Position 469: 0.18648172176876535
Position 41421: 0.1608938431367404
Position 4442: 0.15110993856151672
Position 20156: 0.14845457890948974
Position 40298: 0.11949690164318284
Position 3133: 0.09965854953735913
Position 454: 0.09489139894573621
Position 679: 0.09388522269025304
Position 18457: 0.09262873672860317
Position 7897: 0.08794669669585829
Position 29775: 0.08737748922112533
Position 7788: 0.08710501700205102
Position 4112: 0.08673398201373396
Position 37637: 0.08163401658467377
Position 1177: 0.07605535752014879
Position 37881: 0.0749132476599427
Position 3505: 0.07380567343165698
Position 24880: 0.07179548516910148
Position 11403: 0.05788868296386621
Position 12711: 0.056041556623439535
Position 37587: 0.05496231108040764
Position 43328: 0.051413297665185244
Position 12472: 0.045947949030019065
Position 20091: 0.04182568555085568
Position 2620: 0.04102651672458937
Position 36235: 0.03950246116339103
Position 1723: 0.03869425917829955
Position 36034: 0.03792717727728026
Position 538: 0.035980412488291605
Position 13031: 0.030297335346670628
Position 12937: 0.029819722587776744
Position 6741: 0.029713985825089793
Position 38026: 0.02944262394435588
Position 35550: 0.028400688419481096
Position 43023: 0.02702620379214474
Position 15196: 0.027008865054239727
Position 43216: 0.025990338148114182
Position 15212: 0.025673860925772604
Position 6781: 0.02543479633597554
Position 15754: 0.025144026072807402
Position 12242: 0.02485421187056014
Position 43344: 0.024077015404419762
Position 38031: 0.02402752992486571
Position 1090: 0.022724599036600564
Position 35496: 0.02108700493303926
Position 41721: 0.0175184981004718
Position 28717: 0.016129406208128264
Position 11474: 0.014844595152163978
Position 15990: 0.014569112815954731
Position 28665: 0.014452624146596314
Position 5773: 0.01272824678196648
Position 1211: 0.012481219389558247
Position 8110: 0.012091786976556197
Position 12967: 0.011903272813096062
Position 4593: 0.00941657476178484
