Gene = HRG
index = 664
Annotated 5SS: [ 263 3100 4077 5838 6916 9239]
Annotated 3SS: [ 2982  3985  5670  6834  9136 11094]
SMsplice 5SS: [ 263 3100 5838 6916 8342 9239]
SMsplice 3SS: [ 2982  5670  6834  8204  9136 11094]
top_k =  1000
Partition function (log Z): -1.745288924739656

Sorted 5' Splice Sites (High to Low Probability):
Position 3100: 0.9538189847647205
Position 9239: 0.9337396239613219
Position 5838: 0.8526226949323629
Position 8342: 0.6667322084089154
Position 6916: 0.6177861902203993
Position 263: 0.5811315140313104
Position 134: 0.2833977656053165
Position 4077: 0.2568548453406676
Position 4338: 0.2500833708153663
Position 1603: 0.2148935585813736
Position 4082: 0.17051983759428005
Position 591: 0.13034326287947304
Position 2852: 0.10891017835528118
Position 4004: 0.08420645788866851
Position 6351: 0.08216076725699495
Position 1843: 0.07503250230128278
Position 1640: 0.06588448109032206
Position 10678: 0.054273866811700204
Position 5854: 0.04056093686548568
Position 8593: 0.03679022513794452
Position 11753: 0.02892684660375297
Position 7742: 0.025157814702030042
Position 6593: 0.023000249855729585
Position 9002: 0.020079220517830006
Position 4280: 0.01720767101070042
Position 3602: 0.016027978382384515
Position 1800: 0.016023812866440126
Position 1335: 0.014359893519326435
Position 7083: 0.010536469953421999
Position 11627: 0.010117033727852944
Position 1279: 0.010010170047272617
Position 3297: 0.00935429992705735
Position 6425: 0.009243089362371192
Position 3743: 0.008864125620097215
Position 11684: 0.00848023030793099
Position 2872: 0.007944716126673407
Position 8391: 0.0077783567373371125
Position 6441: 0.007733688969196408
Position 2700: 0.007674116089783193
Position 2457: 0.0065214575596423486
Position 903: 0.006054642159743523
Position 1283: 0.0059952618641281345
Position 4873: 0.005801246445218237
Position 3341: 0.005780525571272077
Position 4342: 0.0054926746610048415
Position 11150: 0.005274661450732578
Position 3065: 0.00516733930356503
Position 1685: 0.005155790414941123
Position 468: 0.004904166444952339
Position 3999: 0.004712749841031889
Position 7994: 0.004679395704602037
Position 748: 0.0035634622403926896
Position 5986: 0.0035488816855484286
Position 11882: 0.0030535655416998814
Position 1748: 0.0029514133683894244
Position 1609: 0.002943844405105694
Position 2105: 0.00286675809638624
Position 1752: 0.0028614111867502597
Position 4286: 0.0027468188551682607
Position 10901: 0.002348599783128967
Position 1874: 0.002173924691870884
Position 3531: 0.0020591879262769467
Position 3104: 0.0017129691531284244
Position 1706: 0.0016493738858827992
Position 1475: 0.0015313874549481253
Position 1225: 0.0014999818597574664
Position 3518: 0.0014424558000315183
Position 1700: 0.0013409300451222542
Position 3451: 0.00134012537663008
Position 364: 0.0012417117310319508
Position 7363: 0.001165392083288688
Position 780: 0.0011187349916624472
Position 2704: 0.001088680604133195
Position 4831: 0.0009490407205349953
Position 1588: 0.0008801556834718808
Position 3694: 0.0008250622282523828
Position 10627: 0.0007287158705688943
Position 6652: 0.0006590351868092392
Position 2898: 0.0005063611002973163
Position 464: 0.0004968189963754605
Position 2671: 0.000495124637055802
Position 10716: 0.0004885682426308091
Position 6672: 0.00045840106318677655
Position 12: 0.00045697894894385793
Position 9333: 0.0004406028599548864
Position 26: 0.0003722448681824025
Position 3887: 0.0003530743014998239
Position 1671: 0.0003029950448676994
