Gene = SLC51A
index = 1271
Annotated 5SS: [  247  1433 10616 11234 11770 12417 13558 16021]
Annotated 3SS: [ 1337 10460 11159 11610 12304 13410 15914 16558]
SMsplice 5SS: [  247  1433  1845 10616 11770 12417 13558 16021]
SMsplice 3SS: [ 1300  1727 10460 11610 12304 13410 15914 16669]
top_k =  1000
Partition function (log Z): 7.156906675488483

Sorted 5' Splice Sites (High to Low Probability):
Position 247: 0.9958850669407556
Position 1433: 0.9861177412229417
Position 11770: 0.9789801608994381
Position 10616: 0.8747197982749652
Position 12417: 0.8383994701284462
Position 16021: 0.6735327903188484
Position 1845: 0.6144896377826853
Position 11234: 0.5382266547362681
Position 13558: 0.42916572506179035
Position 3089: 0.2831905565245375
Position 3099: 0.27481253670145533
Position 546: 0.21029484570200188
Position 13520: 0.17550847986937204
Position 12114: 0.13606420176506903
Position 403: 0.1096223320532772
Position 15806: 0.10212527934995709
Position 589: 0.09338237522557466
Position 12428: 0.07627203333326052
Position 634: 0.07573016546757032
Position 9293: 0.0736246926279575
Position 14727: 0.06590688830592696
Position 14974: 0.06241840074902542
Position 11537: 0.05280980665500919
Position 469: 0.027004384922070853
Position 15970: 0.01776191323240152
Position 7498: 0.017381014303314915
Position 13618: 0.01722151262612254
Position 538: 0.016788985502889466
Position 11786: 0.0158702200487116
Position 1867: 0.01209491722594917
Position 419: 0.009867542848126559
Position 407: 0.00729708162759693
Position 2272: 0.006618930433711477
Position 16431: 0.0065527730259941595
Position 16647: 0.00561575509219844
Position 10671: 0.004572341079021432
Position 13614: 0.004544215212991109
Position 388: 0.004107094747756507
Position 15208: 0.004075369840841186
Position 16013: 0.0036541628206414652
Position 12372: 0.003610095585591834
Position 16642: 0.003595551274664061
Position 12674: 0.0032396653841280758
Position 542: 0.0031427098335971098
Position 16697: 0.0028927833604126527
Position 3640: 0.002551676649330584
Position 2707: 0.0023856888786297262
Position 2287: 0.0023097127977939878
Position 11295: 0.002255362012780513
Position 6865: 0.0021926792639216327
Position 3240: 0.00211242758119459
Position 12644: 0.001977644930594219
Position 9061: 0.001930165723232804
Position 15045: 0.0017394672142484913
Position 14453: 0.001533383977266487
Position 251: 0.001515733562238934
Position 7968: 0.0011116905075671583
Position 11884: 0.0010805018759867178
Position 7978: 0.0010716329638447443
Position 5161: 0.0009597123576226643
Position 675: 0.0008582013433573785
Position 14216: 0.0007884760188531658
Position 3353: 0.0007036451642509286
Position 13291: 0.0006754719866504515
Position 12053: 0.0006455620404087775
Position 21: 0.0005932822000967743
Position 12190: 0.0005874190126187558
Position 7960: 0.0005486254318161912
Position 14388: 0.0005479903303944177
Position 3952: 0.000488594926797639
Position 7074: 0.0004834412172131357
Position 8833: 0.0004677186454303717
Position 3575: 0.000465112104298744
Position 9446: 0.00041456342068041277
Position 1338: 0.0004110212162893608
Position 3103: 0.0003814013160328385
Position 6115: 0.00038093809080219334
Position 11160: 0.00037164537138267134
Position 2340: 0.0003662307674630043
Position 12062: 0.0003636987636950613
Position 8043: 0.00033454183665363065
Position 12233: 0.000255429134107355
Position 10742: 0.00023462920901046576
Position 16836: 0.00022246796840784863
Position 2364: 0.00022119005447163804
Position 1606: 0.0001954660322513783
Position 1360: 0.0001936764017969488
Position 2541: 0.00015451551737368744
Position 13153: 0.00015199404919625148
Position 7482: 0.0001363057384610533
Position 6755: 0.00013561801338359661
Position 9469: 0.00012781670187390844
Position 8657: 0.00012037797253686025
Position 2495: 0.00011153804185121798
Position 1997: 0.00010964091517109166
Position 40: 0.00010633048634784625
Position 455: 9.93067522566454e-05
Position 177: 8.402852070751637e-05
Position 14260: 7.021176883913179e-05
Position 1757: 6.319888156903758e-05
Position 12068: 5.1323950543240313e-05
Position 1602: 4.623807171589077e-05
Position 1619: 4.6026389324341764e-05
Position 897: 4.318601307542186e-05
Position 1965: 3.9048613111068225e-05
Position 12266: 3.356542860732634e-05
Position 11711: 3.2019176466323894e-05
Position 1836: 3.099665431659247e-05
Position 2209: 2.8848899047083998e-05
Position 2711: 2.4621766400453476e-05
Position 1437: 1.95812956990558e-05
Position 2200: 1.770473898332562e-05
Position 1765: 1.715221449077363e-05
Position 3259: 1.614940347250688e-05
Position 1839: 1.3970738079124933e-05
Position 2047: 1.2911150137672182e-05
Position 1784: 9.638189354167415e-06
Position 2664: 9.456167108420592e-06
Position 421: 7.839521620746263e-06
Position 5100: 6.434123571348816e-06
Position 2428: 6.085150351779986e-06
Position 1951: 6.053818949588188e-06
Position 1553: 5.342103587054531e-06
Position 4488: 5.137145474368627e-06
Position 380: 4.5077530364093e-06
Position 1953: 4.203464173697599e-06
Position 1610: 3.821636328057898e-06
Position 752: 3.373390863415722e-06
Position 3157: 3.0692972739873314e-06
Position 6162: 2.6438671598422173e-06
Position 1656: 2.358168276233709e-06
Position 966: 1.9065159299810265e-06
Position 1518: 1.839814526091998e-06
Position 3760: 1.6280629467073688e-06
Position 593: 1.2024609840198975e-06
Position 3060: 1.1176985045372563e-06
Position 979: 8.267699837398874e-07
Position 837: 7.060245095519526e-07
Position 3075: 7.015640826168335e-07
Position 2970: 6.747918133436452e-07
Position 3136: 6.331785773327701e-07
Position 824: 6.227611009742304e-07
Position 816: 5.062904293656476e-07
Position 289: 1.9216752260734567e-07
Position 2039: 1.0391883242108741e-07
Position 1961: 8.416654578861694e-08
Position 2094: 2.2153174789507465e-08
Position 2121: 1.0874062216242927e-08
Position 275: 7.664105272278948e-09
Position 486: 1.769490110574249e-09
Position 1568: 3.0760041066724816e-10
Position 310: 1.0660655496575448e-10
Position 1555: 5.5404068062961725e-11
Position 1245: 3.371136300010216e-11
Position 1878: 1.3032123926337457e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 11610: 0.9497633233675693
Position 15914: 0.9308805769035184
Position 12304: 0.9024958368673199
