Gene = ACKR1
index = 24
Annotated 5SS: [ 164 1674]
Annotated 3SS: [ 973 2153]
SMsplice 5SS: [ 257 1674]
SMsplice 3SS: [1552 2386]
top_k =  1000
Partition function (log Z): -8.872267201292917

Sorted 5' Splice Sites (High to Low Probability):
Position 1674: 0.9069406299094331
Position 257: 0.7013834472127481
Position 2141: 0.12699125381087129
Position 12: 0.08307598181026832
Position 1328: 0.0780315216524186
Position 2293: 0.07199605840443174
Position 287: 0.060120093195066254
Position 2224: 0.04354241643734181
Position 2205: 0.041590149704810786
Position 2540: 0.03967055364865386
Position 329: 0.03905054900391041
Position 1385: 0.03213546025691202
Position 280: 0.028330543002185633
Position 1519: 0.018186361834892275
Position 644: 0.016984147239305823
Position 2257: 0.016409253297270453
Position 2494: 0.01482815301534669
Position 2347: 0.013210815309456298
Position 604: 0.006859354816371132
Position 2839: 0.005828303444817525
Position 498: 0.003621018263423833
Position 2185: 0.0029944400317642385
Position 2803: 0.0028034707187924945
Position 1678: 0.0024946568207184112
Position 1175: 0.0015584417600277818
Position 201: 0.0011738161600777014
Position 2928: 0.0009320129708428022
Position 2616: 0.0009089633404130065
Position 2226: 0.000849942379972457
Position 852: 0.0007337725895219458
Position 1648: 0.0006242839987697899
Position 738: 0.0004358290580789472
Position 748: 0.00039297642188693523
Position 2013: 0.00035927984883463095
Position 568: 0.00032821107580446066
Position 575: 0.0003252547529994012
Position 112: 0.0003146626927816923
Position 509: 0.0002546962168944767
Position 1027: 0.00017684057138579046
Position 2469: 0.00017213861830809088
Position 712: 0.00015545789789090603
Position 1880: 0.00012429203144683233
Position 2766: 0.00011729270035006803
Position 16: 0.00011582139386774036
Position 415: 0.00010484522621038856
Position 1036: 9.877210134600976e-05
Position 1041: 9.659782978912096e-05
Position 810: 7.15932969728481e-05
Position 2118: 6.76070660315917e-05
Position 1181: 5.2140636431127206e-05
Position 453: 4.747857413905575e-05
Position 1475: 4.494433595616344e-05
Position 800: 4.135566280874179e-05
Position 223: 3.648433435480154e-05
Position 14: 2.6205759406604546e-05
Position 1236: 2.3889434044008815e-05
Position 1082: 2.2788799781835905e-05
Position 464: 2.2255219741250657e-05
Position 225: 2.1115335775348227e-05
Position 1404: 2.0629220625842867e-05
Position 53: 1.8568700206716433e-05
Position 1066: 1.5075514796692717e-05
Position 365: 1.485820167342871e-05
Position 1895: 1.011939170628175e-05
Position 1903: 6.074488965267779e-06
Position 1858: 1.4636585792610308e-06
Position 55: 6.171092294924428e-07
Position 2518: 4.575998222010925e-07
Position 2576: 3.496251090641043e-07
Position 2116: 3.305273745197228e-07
Position 386: 5.9132694219244876e-08
Position 688: 1.3742935212729302e-08
Position 1093: 7.60109917939516e-09
Position 704: 7.3002412047417665e-09
Position 2338: 2.557620601694708e-09
Position 1663: 1.7150204582850686e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1552: 0.8142610143070922
Position 2386: 0.35224186345259423
Position 2153: 0.2222058174804337
Position 2103: 0.14429368380262797
Position 1962: 0.12814350425358684
Position 2405: 0.09403746509861487
Position 2244: 0.09290838309159491
Position 2913: 0.0702830504519397
Position 96: 0.06520859833121323
Position 3102: 0.044700252072871406
Position 2969: 0.02872073828972858
Position 2695: 0.02729395381537475
Position 1987: 0.02690155746566523
Position 2038: 0.026840756235585548
Position 1572: 0.026250295938491233
Position 2972: 0.022759270559285262
Position 1938: 0.015392726695349713
Position 1594: 0.01525162162048484
Position 1154: 0.013566402387020166
Position 1811: 0.012621897826491703
Position 1274: 0.01143597132567662
Position 1210: 0.009552922793209791
Position 1599: 0.00933996557883404
Position 1744: 0.008624020230077845
Position 2487: 0.007313439388867784
Position 1840: 0.006940288574457
Position 3062: 0.006598759715106248
Position 1459: 0.006064902177985664
Position 1428: 0.0056227099406278335
Position 1884: 0.0047886314764827905
Position 2435: 0.004131302139559278
Position 2599: 0.0040453327728774795
Position 2731: 0.003953787886839479
Position 2338: 0.0036557816505158156
Position 1423: 0.0034314142506927715
Position 1880: 0.0032285863199724364
Position 784: 0.0031636915373961997
Position 1236: 0.002561073544599058
Position 631: 0.0021723638952711685
Position 152: 0.0019563548446439715
Position 1944: 0.001933193007294373
Position 473: 0.0018533161284938625
Position 2932: 0.0015766622449714892
Position 1672: 0.0011947275920627298
Position 2106: 0.001024669487579571
Position 1487: 0.0010054235339206827
Position 3000: 0.0007963808262461641
Position 2355: 0.0006743518653584144
Position 1082: 0.0005496876385166317
Position 2521: 0.00048614027300699367
Position 279: 0.00048501078514979925
Position 2250: 0.0003880891026812775
Position 1618: 0.0002213767628121041
Position 1294: 0.00020861080509510004
Position 999: 0.00020056316747896872
Position 644: 0.0001976640891505612
Position 1091: 0.00018766059691203236
Position 2939: 0.00016696239616548498
Position 602: 0.00015791120952147043
Position 2819: 0.00015666024086380222
Position 2177: 0.00013592500926089499
Position 2271: 0.0001238212815126633
Position 2202: 0.00012327463576341046
Position 2850: 0.00012149474449251546
Position 453: 0.0001168440104199587
Position 2574: 0.00011493640178879852
Position 2550: 0.00011484606597757414
Position 2185: 9.253185612411345e-05
Position 2159: 9.085701461851027e-05
Position 1504: 8.411317595391738e-05
Position 1438: 8.118313398131688e-05
Position 804: 8.003343872876919e-05
Position 117: 6.465842154385454e-05
Position 302: 5.609968627059085e-05
Position 529: 5.3185371953403956e-05
Position 3133: 5.107765168129789e-05
Position 347: 4.652808611654757e-05
Position 2274: 4.4370525131141124e-05
Position 1160: 4.029471109282054e-05
Position 325: 3.551076619625555e-05
Position 3174: 3.4347158726480495e-05
Position 1848: 3.3812766748121986e-05
Position 947: 2.947585168290873e-05
Position 398: 2.903165284590441e-05
Position 1351: 2.8476213216741615e-05
Position 1463: 2.5046454553846447e-05
Position 1508: 2.4102582596427875e-05
