Gene = GGPS1
index = 589
Annotated 5SS: [  149  7985 14429]
Annotated 3SS: [ 7891 14357 14660]
SMsplice 5SS: [  149  7985 14429]
SMsplice 3SS: [ 7891 14357 14660]
top_k =  1000
Partition function (log Z): -9.836111705903338

Sorted 5' Splice Sites (High to Low Probability):
Position 7985: 0.9183013569443041
Position 149: 0.7792475708760579
Position 14429: 0.6758314483559389
Position 1149: 0.4078256273475665
Position 10204: 0.1292567502800371
Position 2024: 0.09811395514853924
Position 2636: 0.08208782811022769
Position 4173: 0.06300922140958376
Position 2097: 0.05318742537425278
Position 14226: 0.03708147115480079
Position 582: 0.0365242184563008
Position 8061: 0.03355906762065568
Position 1168: 0.02792344168290639
Position 10193: 0.025199068969558668
Position 8712: 0.025113036135756876
Position 227: 0.023048438010258628
Position 2530: 0.020600574504038814
Position 731: 0.020435066051678472
Position 1429: 0.01993991718996439
Position 4222: 0.019443195465806924
Position 1834: 0.016078704225726107
Position 2790: 0.015612206877857943
Position 10213: 0.012249849806504585
Position 2610: 0.01193402186375433
Position 658: 0.011841408612881027
Position 3704: 0.011519912732898999
Position 1817: 0.010579519521225185
Position 13613: 0.010071433433096622
Position 108: 0.009463952012067543
Position 8154: 0.008140968919886617
Position 2158: 0.006909074347433085
Position 8097: 0.006721055688208936
Position 2796: 0.006610742390579772
Position 14612: 0.006405303445926626
Position 8677: 0.005747328154532459
Position 10077: 0.005739519214731969
Position 9319: 0.0051619852405694585
Position 14997: 0.004713055200437266
Position 275: 0.004638222592250022
Position 5458: 0.0044404248058155125
Position 2814: 0.004390077084413128
Position 14222: 0.004098759101085911
Position 855: 0.004042904012987314
Position 14543: 0.0036058754945291
Position 225: 0.0031492530896240407
Position 2515: 0.0026763411812065004
Position 13036: 0.0025552439262337026
Position 3253: 0.0025480483150237838
Position 3216: 0.00232533787728487
Position 13600: 0.002198983133872543
Position 4137: 0.0021373779661698587
Position 2920: 0.0020218185315255236
Position 5008: 0.0019851610028841895
Position 4402: 0.0016091998594977557
Position 3481: 0.0012959868721916334
Position 1299: 0.0010198178896113318
Position 4404: 0.00100422812245109
Position 3120: 0.000919102764166678
Position 2999: 0.000867929153495627
Position 4653: 0.0008333011944211119
Position 1798: 0.0006050543025418994
Position 14977: 0.0005991117267394837
Position 13024: 0.00051013976040147
Position 3724: 0.0004920253687945493
Position 1914: 0.0004282135501645753
Position 10338: 0.0004136899419344197
Position 2952: 0.00040534447389698646
Position 615: 0.00039675183412115033
Position 1322: 0.00026804160076750194
Position 1521: 0.00025447980150692344
Position 450: 0.00024342675702769084
Position 8860: 0.00019082957426221636
Position 8305: 0.0001731788311792889
Position 773: 0.00013926997304230867
Position 1550: 0.00011221283828127698
Position 1736: 8.917882787983788e-05
Position 525: 7.336796711376097e-05
Position 37: 5.017743929209701e-05
Position 740: 4.9974206582764356e-05
Position 1039: 4.804095896553176e-05
Position 1376: 2.4773692243872242e-05
Position 1606: 2.2588182798180518e-05
Position 2054: 2.2043458200704123e-05
Position 1597: 1.9508465651467726e-05
Position 281: 1.4779065445752194e-05
Position 943: 1.4099802083670306e-05
Position 1262: 1.1377158850025213e-05
Position 81: 6.916023525543115e-06
Position 1141: 6.30816494996499e-06
Position 590: 5.597836032997279e-06
Position 457: 5.509354487558458e-06
Position 949: 3.592803448703917e-06
Position 1193: 2.68685775128496e-06
Position 1686: 1.7008039162424324e-06
Position 1291: 7.740033591396e-07
Position 1101: 6.980502067943877e-07
Position 984: 6.024235748935537e-07
