Gene = F3
index = 520
Annotated 5SS: [ 264 1544 5836 8711 9480]
Annotated 3SS: [ 1431  5635  8531  9319 11203]
SMsplice 5SS: [ 264 1544 5836 8711]
SMsplice 3SS: [ 1431  5635  8531 11203]
top_k =  1000
Partition function (log Z): -3.348744163936313

Sorted 5' Splice Sites (High to Low Probability):
Position 264: 0.953733983283697
Position 8711: 0.9329803431270494
Position 5836: 0.9257087536716624
Position 1544: 0.7614806622838943
Position 9480: 0.47993899885255925
Position 6043: 0.153648801391365
Position 6135: 0.14503359349651385
Position 3145: 0.10040528134833178
Position 2649: 0.09141868324030225
Position 1229: 0.07271721712969251
Position 9888: 0.05822625827107838
Position 9443: 0.050168716576647
Position 909: 0.0357332778829626
Position 931: 0.029934114615290722
Position 3014: 0.020414784901943695
Position 6103: 0.020193148920794962
Position 5956: 0.020005098223087988
Position 8570: 0.019349423487411636
Position 7586: 0.01911740705766618
Position 6446: 0.01856311825928789
Position 6089: 0.017200523149511298
Position 11064: 0.014173539841994154
Position 588: 0.012949918167016735
Position 2710: 0.012257266020374216
Position 1352: 0.009885358133812909
Position 5993: 0.009489777455808522
Position 248: 0.008893288903771954
Position 5779: 0.008645832219571844
Position 2545: 0.008367226683441406
Position 1824: 0.007886469669158161
Position 8975: 0.006900817583483761
Position 6876: 0.006464378943865285
Position 6495: 0.0059415266049005705
Position 5377: 0.005012278700027967
Position 786: 0.0048706398406845415
Position 7142: 0.004744453479382539
Position 5798: 0.004091681858633463
Position 6414: 0.0039852681416789205
Position 4897: 0.0038936040934963484
Position 4416: 0.0038014768657192166
Position 651: 0.0035190572307399544
Position 4888: 0.003415924838848186
Position 2553: 0.0031339376914495875
Position 2362: 0.0030714795671304487
Position 3209: 0.0030513152186802256
Position 9511: 0.002983023819808192
Position 6663: 0.0027559830291061425
Position 1939: 0.002515762844423483
Position 1330: 0.002514915753591058
Position 1553: 0.002488883827115818
Position 9450: 0.0024862182918432172
Position 8962: 0.002466454062934229
Position 3514: 0.0021419153215085965
Position 2525: 0.002134499306199537
Position 1256: 0.0020451646760818185
Position 2195: 0.0019613278750382737
Position 6718: 0.0017400141023432589
Position 6758: 0.0017353565320384207
Position 2830: 0.001734670093750964
Position 10300: 0.0016797553324157766
Position 8132: 0.0016743215748896121
Position 3162: 0.0016692240570823427
Position 11851: 0.0016671177649451724
Position 2535: 0.001626637918791232
Position 985: 0.0016151272936952297
Position 10268: 0.0015463755676349738
Position 1574: 0.0014654770083900655
Position 1689: 0.0013882594737103908
Position 6193: 0.0012916872596247437
Position 955: 0.0011019874640992267
Position 1008: 0.0010512367777858634
Position 1342: 0.0010146361668202483
Position 427: 0.0009564753919741001
Position 158: 0.0009512717131618541
Position 3466: 0.0007681230706672129
Position 520: 0.0007063505794178267
Position 4904: 0.0006821147583228926
Position 4460: 0.0006132650635287307
Position 2020: 0.000612935408853441
Position 8700: 0.0006110725959021143
Position 2653: 0.000586705840903805
Position 1836: 0.000583126179202452
Position 6000: 0.0005780709816810144
Position 3184: 0.0005555254675663169
Position 6965: 0.0005254200588411282
Position 935: 0.0005124410695915384
Position 3115: 0.0005041341144711846
Position 4464: 0.0005033813295199785
Position 5718: 0.00047092920058523205
Position 9216: 0.00045750115396987474
Position 820: 0.00042742315131213396
Position 12329: 0.000417220445578178
Position 3469: 0.00041440459842510634
Position 6059: 0.0003922070246252026
Position 7490: 0.00038404487417105916
Position 6813: 0.00031162776441384936
Position 5766: 0.00024227774559962403
Position 990: 0.00023038002481037676
Position 1335: 0.00018614778882872847
Position 3090: 0.00018318362178574923
Position 5742: 0.0001720317090981974
Position 734: 0.00016059526986433403
Position 1360: 0.00015784739797321327
Position 2114: 0.00015677892683239392
Position 4376: 0.00013082887552440345
Position 6011: 0.00011916005725326587
Position 2487: 0.00011765636549439212
Position 4821: 0.00011514768590138879
Position 4514: 0.00011450124910117817
Position 4446: 0.00010097684395663937
Position 855: 9.440518791774937e-05
Position 1153: 9.05728366307597e-05
Position 2268: 7.949739591688428e-05
Position 5852: 7.016303343332645e-05
Position 822: 5.6725156102336755e-05
Position 740: 5.279650265265455e-05
Position 947: 5.109170623993702e-05
Position 1347: 5.061956387063228e-05
Position 188: 4.374709444331951e-05
Position 8821: 3.080819938027832e-05
Position 514: 3.0558735308861625e-05
Position 2109: 2.5662932386287087e-05
Position 976: 2.3398665971650475e-05
Position 1211: 2.3351058931065852e-05
Position 1148: 1.6215690700482485e-05
Position 1036: 1.606327703678056e-05
Position 1838: 1.3423892226253624e-05
Position 512: 1.2674204378563045e-05
Position 236: 1.1121345674697204e-05
Position 1034: 1.0120534701223895e-05
Position 8936: 8.950916936647095e-06
Position 1847: 7.98827215576646e-06
Position 1957: 5.807855529886673e-06
Position 8582: 5.494733646223602e-06
Position 1793: 3.4471298213296204e-06
Position 5860: 1.3911919368271928e-06
Position 5729: 1.361267888265597e-06
Position 911: 6.024324615033311e-07
Position 431: 5.703352740098304e-07
Position 676: 5.076667560996179e-07
Position 2688: 4.5579660468768065e-07
Position 2971: 4.3057223018454774e-07
Position 462: 4.0622498147676315e-07
Position 707: 2.9891050395443984e-07
Position 592: 2.6950729968805516e-07
Position 531: 2.079195397417396e-07
