Gene = CAPZB
index = 277
Annotated 5SS: [    42  65817  99973 106938 128056 128843 140291 141120]
Annotated 3SS: [ 65726  99850 106823 127913 128725 140224 141042 145859]
SMsplice 5SS: [    42  14323  16439  41987  46447  48435  49179  65453  65817  71057
  71724  73413  79181  98432  99973 103284 106938 122098 128056 128843
 135099 135251 140291 141120]
SMsplice 3SS: [ 14235  16304  41917  46323  48351  49081  65339  65726  70967  71626
  73165  78943  98359  99850 102963 106823 121936 127913 128725 135027
 135223 140224 141042 145859]
top_k =  1000
Partition function (log Z): -64.93600838658875

Sorted 5' Splice Sites (High to Low Probability):
Position 42: 0.8429788840264599
Position 14323: 0.713864342224689
Position 6393: 0.5617246690653172
Position 4338: 0.5402846288836382
Position 16439: 0.5015328858625602
Position 1594: 0.3872819510554308
Position 10747: 0.3492739972521836
Position 9504: 0.3173926592003235
Position 6738: 0.3068081415735516
Position 1288: 0.17191134513296777
Position 16001: 0.12573488323098347
Position 1023: 0.07303412816608185
Position 8634: 0.06624357093885157
Position 16620: 0.058332815086041656
Position 5520: 0.05787302162533804
Position 2672: 0.04827030673666527
Position 2544: 0.047935111403951194
Position 15096: 0.04106450428563421
Position 2188: 0.039672929115187314
Position 15114: 0.031099715547689432
Position 6006: 0.030240673493441773
Position 5613: 0.026242738460250017
Position 5552: 0.02523694482214799
Position 1340: 0.023077227398038774
Position 7117: 0.022436146434866848
Position 2987: 0.015247853371930827
Position 10583: 0.015068455409338169
Position 2129: 0.014775472104960502
Position 3098: 0.011741597051421129
Position 543: 0.01082155767102431
Position 6631: 0.010650308307219017
Position 15205: 0.009322653842117804
Position 15201: 0.009274269457535081
Position 13475: 0.00897010812255285
Position 416: 0.008806017050298511
Position 1861: 0.007696423153826683
Position 9639: 0.007451508091584817
Position 2886: 0.006530153987758712
Position 5958: 0.0058738229991724105
Position 568: 0.0058087919015159875
Position 2668: 0.005326752095923909
Position 16425: 0.004892587159377756
Position 2414: 0.0047746477917067825
Position 5702: 0.004426890234145993
Position 16652: 0.004360001599811646
Position 2482: 0.004240825605215519
Position 5515: 0.004212875937620084
Position 3389: 0.0036329709545228936
Position 307: 0.003553739973659705
Position 1725: 0.0034616678219124264
Position 129: 0.0033304441013949607
Position 9656: 0.003288759397457399
Position 142: 0.0032743281121094896
Position 2200: 0.003146604141835096
Position 8522: 0.00297496780529016
Position 372: 0.0025956612269547024
Position 1014: 0.0022950352067732734
Position 14398: 0.002264523272431016
Position 2480: 0.0022067187672749344
Position 4144: 0.002018617833033755
Position 1778: 0.0016294257377306425
Position 726: 0.0015565480957110418
Position 4076: 0.001493738001753155
Position 7846: 0.0013354433979897453
Position 2486: 0.0012686632278653793
Position 7532: 0.001262259288938652
Position 3893: 0.0011858054895132514
Position 2720: 0.0011454524157284752
Position 8081: 0.001144769773792634
Position 4735: 0.001070306537086076
Position 2559: 0.0009713373534517886
Position 6801: 0.0008375701166421417
Position 297: 0.0008149138979520894
Position 1139: 0.0006971812028855629
Position 3342: 0.0005476874782362843
