Gene = MYD88
index = 903
Annotated 5SS: [ 551 1521 2091 2371]
Annotated 3SS: [1385 1909 2278 2653]
SMsplice 5SS: [ 795 1521 2115 2371 2998]
SMsplice 3SS: [1385 1909 2278 2889 3372]
top_k =  1000
Partition function (log Z): 6.15903176473849

Sorted 5' Splice Sites (High to Low Probability):
Position 1521: 0.9715539086838694
Position 2371: 0.9536805689460515
Position 2998: 0.94708657324452
Position 2115: 0.43831073110764107
Position 795: 0.370678467619978
Position 2528: 0.35203909713840925
Position 551: 0.3109746270445147
Position 56: 0.2411335572543157
Position 587: 0.19099886503818578
Position 3378: 0.13659315599648522
Position 1303: 0.13031832894618148
Position 2072: 0.12564682864694157
Position 2091: 0.1187240747314669
Position 2111: 0.11870135929254776
Position 236: 0.09421583862354711
Position 2724: 0.07931582673451933
Position 745: 0.0741286907533062
Position 2021: 0.06216485987581785
Position 2016: 0.06111408342543501
Position 2769: 0.048039146191267375
Position 3625: 0.03862700858940821
Position 249: 0.027910116360962762
Position 2512: 0.02405447228100493
Position 2814: 0.01751031834049584
Position 1203: 0.017240248888001772
Position 2829: 0.016439524053166434
Position 349: 0.016089602818610396
Position 50: 0.014177818128456343
Position 3658: 0.013523154592236505
Position 1751: 0.012878160734825363
Position 2019: 0.012031818554362804
Position 2549: 0.011832478448328571
Position 1340: 0.008851008989192832
Position 865: 0.008233111215359022
Position 2061: 0.007915583613551073
Position 4284: 0.007901788357925486
Position 393: 0.005351362072859689
Position 1552: 0.0050727413394295396
Position 337: 0.004432968349501875
Position 2504: 0.004336709080708795
Position 2685: 0.0043252751959674965
Position 1448: 0.002748712107614816
Position 1332: 0.0025547108991491605
Position 2654: 0.00245150954496607
Position 2411: 0.0018203576239438834
Position 2038: 0.001623307148316473
Position 3309: 0.0016029475622141342
Position 2538: 0.0011253281389388278
Position 307: 0.0010753913754727215
Position 2415: 0.0010662154993381797
Position 2056: 0.0008762173855416139
Position 1110: 0.0008613966646559563
Position 150: 0.0008277835401653471
Position 99: 0.0008025385176312932
Position 2734: 0.0007800020143512201
Position 2023: 0.0007258363382807016
Position 2025: 0.0007072777282939808
Position 262: 0.0007040019631752858
Position 3650: 0.0006780985229367132
Position 1029: 0.000646479059598323
Position 4182: 0.0006202290983564389
Position 1328: 0.0005835599377041137
Position 478: 0.0005656716463908702
Position 3888: 0.0005594839706390514
Position 2054: 0.0005136120539185518
Position 2833: 0.0004958342286165226
Position 2532: 0.00041757537660266713
Position 2514: 0.0004111329467247346
Position 2837: 0.00040641042284069953
Position 2197: 0.00037878220221272967
Position 1527: 0.0003563057498650465
Position 1693: 0.00032544724916463015
Position 1605: 0.0003126680362061988
Position 2831: 0.00025009037406326345
Position 2796: 0.0002438283380973945
Position 2145: 0.00023636130464004652
Position 3274: 0.0002047207958157879
Position 848: 0.00019485079015709806
Position 721: 0.00018815486388833695
Position 2119: 0.00018391333537258055
Position 1965: 0.00017091403185726388
Position 2506: 0.0001640236133426226
Position 3911: 0.00011163188274881705
Position 692: 0.00010692913913123292
Position 523: 0.00010164284982592613
Position 3187: 8.976973117753903e-05
Position 1726: 7.71285273151382e-05
Position 576: 7.567387032666076e-05
Position 1811: 7.064990228188268e-05
Position 1207: 5.082469803534955e-05
Position 715: 4.0532338620751696e-05
Position 903: 2.8990922624677594e-05
Position 1794: 2.396497926432803e-05
Position 2857: 1.9181759955553126e-05
Position 1714: 1.4476095656291326e-05
Position 1572: 1.4318152918327856e-05
Position 1969: 9.152921683389322e-06
Position 2526: 6.894357023117092e-06
Position 2279: 6.464674878861736e-06
Position 2516: 6.228690810644501e-06
Position 1537: 5.7776986771120954e-06
Position 1033: 5.6874771992540414e-06
Position 1467: 5.57328570030311e-06
Position 2706: 5.503316417723396e-06
Position 3438: 4.194849220511956e-06
Position 1621: 4.189816080082876e-06
Position 1402: 3.7636714435618043e-06
Position 1567: 3.2268823953703187e-06
Position 1585: 2.772625704114564e-06
Position 3119: 2.501913337140148e-06
Position 3177: 2.4392835012530713e-06
Position 1645: 1.522364744786518e-06
Position 1457: 1.2147922481986991e-06
Position 2947: 1.1322001743579014e-06
Position 559: 1.1247012884076867e-06
Position 1570: 1.0210804313566292e-06
Position 3631: 9.75115998561199e-07
Position 2332: 7.387274354253223e-07
Position 2431: 6.8432724904135e-07
Position 2976: 4.516622652254305e-07
Position 2540: 3.1112930991908394e-07
Position 2292: 2.9559509575579466e-07
Position 2409: 2.8409063893697264e-07
Position 3009: 2.2255307710068817e-07
Position 327: 1.668456316090881e-07
Position 321: 1.5984143806789258e-07
Position 3550: 9.60873183171366e-08
Position 3500: 9.496037949895206e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1385: 0.966563348733318
Position 2278: 0.9656868122144195
Position 2889: 0.9580099245079853
Position 1909: 0.9121899090090587
Position 3372: 0.4772452253540336
Position 2450: 0.3131559860080249
Position 4139: 0.2643581973594244
Position 2653: 0.18382612266069903
Position 481: 0.1680875223844427
Position 3180: 0.15537258006940005
Position 665: 0.08608575966762011
Position 1172: 0.07301482367713849
Position 348: 0.048690299910552653
Position 3554: 0.04270524441623374
Position 2435: 0.0380971489125378
Position 1955: 0.03631153992664357
Position 3490: 0.03253246834252295
Position 1207: 0.030372530011248587
Position 1122: 0.027913809596009358
Position 3472: 0.026419485170346993
Position 615: 0.025495547755651514
Position 3693: 0.01855034340949612
Position 3222: 0.01599705444047873
Position 4211: 0.015798864412953393
Position 4268: 0.01519607067193883
Position 3493: 0.014263624461354407
Position 4162: 0.013934537508240958
Position 2321: 0.012817992245210618
Position 4393: 0.010952968184573439
Position 440: 0.010145137914342586
Position 668: 0.0099313552190911
Position 1417: 0.00959878913153331
Position 3861: 0.009534454997319107
Position 3887: 0.009197421009871531
Position 2464: 0.008307497013823606
Position 636: 0.008288850514844346
Position 2927: 0.00797300130035075
Position 3577: 0.006394751860748091
Position 1645: 0.005940251990710796
Position 232: 0.005825379235697019
Position 158: 0.005621552306772927
