Gene = NELFB
index = 936
Annotated 5SS: [  305   764  1122  1748  7916  9051 10673 11120 11780 12040 16916 17309]
Annotated 3SS: [  599  1021  1516  7729  8937 10569 11023 11636 11932 16773 17199 17474]
SMsplice 5SS: [  305   764  1122  7916  9043 10673 11120 11780 12040 16688 16916 17309]
SMsplice 3SS: [  599  1021  7729  8937 10569 11023 11636 11932 16576 16773 17199 17474]
top_k =  1000
Partition function (log Z): 28.691336971419936

Sorted 5' Splice Sites (High to Low Probability):
Position 12040: 0.996451010296564
Position 16916: 0.9881092276655661
Position 11120: 0.960654499828273
Position 764: 0.9338782490507124
Position 11780: 0.9185204940750723
Position 17309: 0.8662839829253691
Position 7916: 0.8194944570137697
Position 305: 0.8076043216280329
Position 1122: 0.6918504643322708
Position 16688: 0.6874537820029114
Position 10673: 0.6461192779099495
Position 9043: 0.6265264261682925
Position 11528: 0.37231234042741307
Position 9051: 0.3336767543184758
Position 16672: 0.24020666573028104
Position 518: 0.22134657942210037
Position 16220: 0.21915762237994243
Position 15927: 0.19760238569742672
Position 2960: 0.1525419810737595
Position 1748: 0.15084000275855594
Position 8559: 0.1494688497664164
Position 1097: 0.1493969582090312
Position 6851: 0.10415876611823284
Position 10841: 0.09143620807102745
Position 8112: 0.08970023196277566
Position 1583: 0.08703460352729657
Position 6878: 0.07115079799786077
Position 1250: 0.06650159161716716
Position 7880: 0.06551186080864078
Position 7956: 0.06481921303049888
Position 11533: 0.0547074440627867
Position 9322: 0.05061884821020169
Position 789: 0.05017646899587148
Position 1631: 0.04635615195286655
Position 3831: 0.03322220858907449
Position 11524: 0.031204948748875114
Position 8186: 0.02749348616951835
Position 11789: 0.02685939964500047
Position 16700: 0.025799356797088398
Position 11099: 0.02042726172237365
Position 8973: 0.020293653793829275
Position 8776: 0.018998796135895515
Position 11800: 0.01815723487554757
Position 16692: 0.01683794891653797
Position 9057: 0.0138915588354094
Position 14725: 0.013794216197633179
Position 4282: 0.012931568156309733
Position 13529: 0.012079415321600458
Position 17403: 0.010927488411272532
Position 11486: 0.009040002809472347
Position 11323: 0.008826477061082593
Position 131: 0.008756824112358178
Position 3952: 0.008603925689092986
Position 7530: 0.008336463663771469
Position 1022: 0.00787120933320193
Position 17020: 0.007866264224568336
Position 14539: 0.007576876002215006
Position 14103: 0.007002601101997084
Position 1008: 0.0068775142264232555
Position 1065: 0.006394811975384072
Position 12463: 0.006283057743347479
Position 11413: 0.006082702347140747
Position 7884: 0.006007057438307795
Position 17359: 0.0056573086104460485
Position 768: 0.005559258242789081
Position 13816: 0.005358429140385934
Position 8029: 0.005266679736335886
Position 5424: 0.005100075159303307
Position 15997: 0.004853659679180014
Position 11867: 0.004587898203607268
Position 11429: 0.004442584907919698
Position 18067: 0.004028264720510881
Position 4052: 0.003374905067390348
Position 1316: 0.00332151038921126
Position 3751: 0.0032283040616406526
Position 3621: 0.0032253025827661632
Position 9984: 0.00306971970267257
Position 17703: 0.0029089970118394816
Position 5382: 0.002864916424331242
Position 14720: 0.0026735816917192036
Position 17399: 0.002671643694473929
Position 11203: 0.0026580127495629156
Position 1180: 0.0025390408449763174
Position 690: 0.002523528593368198
Position 10763: 0.0025218912764606526
Position 16929: 0.00208277134820376
Position 1683: 0.002082207818496194
Position 12796: 0.002021983969522812
Position 17643: 0.0020083531069903927
Position 3384: 0.002000024283360044
Position 133: 0.0019471461732171015
Position 1092: 0.0018322447265750918
Position 12090: 0.0017746183531545268
Position 8238: 0.0016363139903731927
Position 11470: 0.0016306491238998984
Position 12109: 0.001585816548058653
Position 11285: 0.0014768669201892925
Position 781: 0.0014141696987767327
Position 1561: 0.0013358225040447057
Position 12688: 0.0013226271636921489
Position 10953: 0.0012918206917628483
Position 11416: 0.0011963403717725207
Position 10958: 0.0011236612537272909
Position 12626: 0.0010881888245579756
Position 728: 0.0010606523755628625
Position 6610: 0.0010562355766545299
Position 13748: 0.000855679774771242
Position 8707: 0.0008434802037686072
Position 11565: 0.000822111129440659
Position 7784: 0.0007572291550801296
Position 7165: 0.0007500439911021522
Position 6580: 0.0007443897771004329
Position 8450: 0.0007397589510274934
Position 10864: 0.0006967838553596017
Position 10649: 0.0006632552143612983
Position 11808: 0.0006276470852263076
Position 17255: 0.0005425661516615131
Position 99: 0.0005240276229546897
Position 7774: 0.0005212334331056301
Position 8808: 0.00048112547325367106
Position 15182: 0.0004604495269407153
Position 17361: 0.00044577577853053814
Position 873: 0.00042589523330408
Position 9103: 0.0004088937289690726
Position 17392: 0.00040472138939380873
Position 10946: 0.0004031717158643842
Position 1347: 0.00039246880480090597
Position 17386: 0.00036850560112812903
Position 13700: 0.00035785236236575245
Position 7826: 0.0003557426780045484
Position 17313: 0.00035505836549355757
Position 14: 0.00034657432960435015
Position 17012: 0.00032970977479271384
Position 938: 0.00032839930228599983
Position 12867: 0.00032535354546455147
Position 16293: 0.0003177935125163871
Position 16227: 0.0002938887087345438
Position 11640: 0.0002783241700415141
Position 967: 0.0002764054640318289
Position 17345: 0.0002763120747069141
Position 1310: 0.0002652166409690798
Position 11706: 0.00026351041555947323
Position 16737: 0.00026102586259247517
Position 10264: 0.00023887536600910507
Position 12829: 0.00022964715850500928
Position 16982: 0.00022164177123362225
Position 10438: 0.00021360971368657262
Position 2685: 0.0002073562303802024
Position 9529: 0.00019923611201704117
Position 11433: 0.00019091527120529428
Position 11833: 0.00017232918945794693
Position 15886: 0.00017231721856989266
Position 11451: 0.00016951900686563927
Position 9126: 0.0001679298437692091
Position 2475: 0.00016643653383130084
Position 17024: 0.00015190010642096742
Position 1651: 0.00013038922785589858
Position 11134: 0.00012880370379284478
Position 14345: 0.00012777561821303545
Position 16231: 0.00012164247399779873
Position 10884: 0.00011625620950522763
Position 9009: 0.00010611982425365119
Position 408: 0.00010343726718487141
Position 16963: 9.674787755306403e-05
Position 10743: 9.155013816510634e-05
Position 11685: 8.471195421451946e-05
Position 9533: 8.205541031039208e-05
Position 11657: 8.162291581209705e-05
Position 1513: 6.629028726755666e-05
Position 1483: 6.105230496052038e-05
Position 11175: 5.383794797728879e-05
Position 40: 4.5876715136649476e-05
Position 1396: 4.136967828432577e-05
Position 11161: 4.066776193890508e-05
Position 435: 3.5548169740518556e-05
Position 1343: 3.445774031755201e-05
Position 488: 3.3659838540501566e-05
Position 551: 3.274520798199543e-05
Position 11353: 3.0102460938831877e-05
Position 2291: 2.9645210003047834e-05
Position 11384: 2.9535828756289185e-05
Position 416: 2.8855666292444463e-05
Position 11147: 2.7962350560490617e-05
Position 686: 2.5916976241465363e-05
Position 726: 2.4932782333736918e-05
Position 11871: 2.2258078939081467e-05
Position 11315: 2.1639958429193483e-05
Position 479: 2.0813203014536994e-05
Position 953: 1.847250677946778e-05
Position 5023: 1.5460903411737682e-05
Position 11355: 1.5434185626966196e-05
Position 469: 1.4560970245919428e-05
Position 11742: 1.4384715894648912e-05
Position 17062: 1.4073497680561791e-05
Position 11293: 1.2602013614733394e-05
Position 11345: 1.2269158484168728e-05
Position 610: 1.0935798666431224e-05
Position 11164: 1.0113541058354281e-05
Position 11386: 9.890299800878013e-06
Position 9094: 9.723491617246112e-06
Position 430: 9.312873899935382e-06
Position 1238: 8.12733804700977e-06
Position 185: 8.036590210403275e-06
Position 389: 6.860426709650581e-06
Position 205: 6.7934876975024955e-06
Position 11295: 6.270169398984978e-06
Position 12057: 5.9719925873805025e-06
