Gene = HAX1
index = 639
Annotated 5SS: [ 266 1088 1451 2491 2750 2973]
Annotated 3SS: [ 824 1262 2438 2642 2881 3104]
SMsplice 5SS: [ 266 1451 2491 2768 2973]
SMsplice 3SS: [1262 2397 2642 2881 3104]
top_k =  1000
Partition function (log Z): 9.269823357271662

Sorted 5' Splice Sites (High to Low Probability):
Position 2973: 0.9962842467463064
Position 2491: 0.9924019132935114
Position 266: 0.6581475255190862
Position 1451: 0.6550993744651681
Position 2768: 0.4878640831862393
Position 2750: 0.48180480987125346
Position 538: 0.2624617443558195
Position 272: 0.2074662888344242
Position 1088: 0.17771518096067282
Position 921: 0.17661416397436508
Position 507: 0.14267494769686345
Position 1126: 0.11535624628646375
Position 1293: 0.07740125388969346
Position 626: 0.06840175257812277
Position 530: 0.06590069293734076
Position 3187: 0.057316037687210934
Position 276: 0.03763208165021416
Position 106: 0.03550032175377732
Position 193: 0.028452911967572627
Position 417: 0.02691845660235262
Position 1339: 0.023824946047024603
Position 600: 0.019653159577891006
Position 1134: 0.01958429664016925
Position 1024: 0.01879301403392774
Position 2778: 0.016579324930474298
Position 513: 0.014687908385737972
Position 475: 0.011905810553788268
Position 1669: 0.010431073813443902
Position 1130: 0.00913747154055599
Position 1455: 0.004573143262072462
Position 293: 0.0040927286002305115
Position 1475: 0.0026979051964384918
Position 2016: 0.0021523824547496416
Position 1398: 0.0013061356785267733
Position 152: 0.0013058961347902044
Position 1521: 0.0012287567876112762
Position 205: 0.0012198588127626388
Position 602: 0.0011376536828510378
Position 3181: 0.0010478704756069761
Position 429: 0.0008688832216427689
Position 1972: 0.00083094128875718
Position 1584: 0.0008043350920627032
Position 1566: 0.000642433336367841
Position 1272: 0.0005873400696580275
Position 1485: 0.0005571781195847665
Position 54: 0.00047541314727941257
Position 908: 0.00046097979668126575
Position 1616: 0.0003232517978146783
Position 36: 0.0002876327066495127
Position 111: 0.00027675640620693085
Position 2936: 0.00023708850035804332
Position 1138: 0.00022725009191533046
Position 2546: 0.00018713430677311913
Position 1181: 0.00014191425507317348
Position 929: 0.00013629881844692555
Position 3171: 0.00013616528844766576
Position 2448: 0.00013390172882161806
Position 2512: 0.00013187109035391344
Position 299: 9.728008192133298e-05
Position 2073: 8.862331707699435e-05
Position 81: 8.29235752400449e-05
Position 2541: 7.599823941060626e-05
Position 2657: 7.361488591217046e-05
Position 185: 6.721882466096757e-05
Position 2993: 5.705021802948961e-05
Position 1090: 5.6815302762977785e-05
Position 2268: 5.503544686557983e-05
Position 666: 5.492898395060495e-05
Position 2817: 5.030345872751134e-05
Position 2913: 4.8466184131003305e-05
Position 1675: 4.473128528470953e-05
Position 1376: 4.317022263402118e-05
Position 2970: 3.937969823332387e-05
Position 1728: 3.272092130847429e-05
Position 3175: 3.0849292028945055e-05
Position 2754: 2.2559343396328543e-05
Position 2977: 1.9630882209696026e-05
Position 2681: 1.3967166480216504e-05
Position 3195: 1.3605487965665026e-05
Position 1119: 1.3172832131261644e-05
Position 2495: 9.776217172150822e-06
Position 2723: 7.150170359912885e-06
