Gene = UQCRQ
index = 1534
Annotated 5SS: [128 476]
Annotated 3SS: [308 927]
SMsplice 5SS: [132 476]
SMsplice 3SS: [308 927]
top_k =  1000
Partition function (log Z): -6.39949811365857

Sorted 5' Splice Sites (High to Low Probability):
Position 132: 0.8393587016886809
Position 476: 0.5219232253163166
Position 128: 0.14122255962389604
Position 1042: 0.013507680458115616
Position 101: 0.00749430126479246
Position 1149: 0.004466703451483556
Position 156: 0.0037720386032071237
Position 834: 0.0032112445256203817
Position 1296: 0.0018423257149948226
Position 141: 0.0012643841870112595
Position 1088: 0.00119685632081361
Position 695: 0.0007545421851712919
Position 1121: 0.0007061715713716206
Position 704: 0.0003486333752321921
Position 575: 0.00021964489516361713
Position 146: 0.00020810443807609775
Position 136: 0.0001390602450602137
Position 469: 0.00013236070147806044
Position 466: 8.475763272647462e-05
Position 433: 8.118303353042988e-05
Position 1079: 6.062450656363349e-05
Position 728: 4.109510953177483e-05
Position 384: 3.388331918145648e-05
Position 1093: 3.297725390774776e-05
Position 1130: 2.2467221371292415e-05
Position 1242: 1.9818676323137918e-05
Position 361: 1.812479678081235e-05
Position 1318: 1.231928486705363e-05
Position 894: 1.0459534625090994e-05
Position 21: 8.91394871763972e-06
Position 755: 7.89422956144869e-06
Position 1049: 7.336574982057888e-06
Position 832: 6.382290208775882e-06
Position 1322: 6.085115924081536e-06
Position 107: 5.528957650459864e-06
Position 1091: 4.974019131483385e-06
Position 1347: 4.727249352544893e-06
Position 10: 4.489594284880435e-06
Position 1133: 3.2070896875464245e-06
Position 629: 3.180339699010305e-06
Position 1229: 3.1153111960092877e-06
Position 453: 2.039095289788969e-06
Position 1397: 1.9114594238689636e-06
Position 1286: 1.0084773631486258e-06
Position 1341: 9.894447978857176e-07
Position 232: 9.561989066913793e-07
Position 88: 8.914120894407553e-07
Position 149: 5.28938983986398e-07
Position 300: 3.1751934668359276e-07
Position 154: 9.990651654899457e-08
Position 160: 9.014148589095931e-08
Position 776: 7.137595883255755e-08
Position 333: 4.974481702396262e-08
Position 225: 4.679275674799619e-08
Position 34: 4.226706560833119e-08
Position 211: 3.954261737168904e-08
Position 788: 3.271503889264433e-08
Position 480: 2.902262841614091e-08
Position 529: 1.9097045225794837e-08
Position 378: 7.964192052578794e-09
Position 585: 3.4763230026639815e-09
Position 896: 5.473135560343481e-10
Position 289: 8.213098323132023e-12
Position 409: 5.0874981649791944e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 308: 0.698975000745418
Position 927: 0.537683480854907
Position 1441: 0.12072921083700776
Position 1465: 0.05239717397721654
Position 781: 0.03637738704000064
Position 969: 0.02082617680908054
Position 393: 0.013099842453014038
Position 784: 0.008018658383738074
Position 929: 0.006817550935710645
Position 274: 0.006543950637187369
Position 1156: 0.005068300388571824
Position 625: 0.005046702103872012
Position 742: 0.0034585657224929373
Position 421: 0.0027962127918350955
Position 1205: 0.002209855596105383
Position 936: 0.002198897026789195
Position 752: 0.0021557325727812253
Position 278: 0.001961380121024679
Position 1183: 0.0018424552249916022
Position 368: 0.0016656057374590278
Position 1059: 0.0013646282301483894
Position 1370: 0.0012182860976532042
Position 1447: 0.0011308326432562152
Position 713: 0.0009303828417770453
Position 971: 0.0009228010132415074
Position 1282: 0.0009160711250986373
Position 374: 0.0008054244874873351
Position 849: 0.0005868127384678393
Position 821: 0.0005702705525437805
Position 694: 0.0005448622392683261
Position 567: 0.0004725870569976246
Position 202: 0.00035925139100174064
Position 390: 0.0002780430038267945
Position 999: 0.00021553736147698224
Position 1091: 0.00019966737319376885
Position 1248: 0.00018924639454207009
Position 1414: 0.00016197520610667328
Position 846: 0.00015227766053966139
Position 1023: 0.00013438759595094774
Position 727: 0.00011380447937950732
Position 673: 0.000112961562105357
Position 550: 0.00011086336338844873
Position 1253: 9.705784581528882e-05
Position 1404: 9.036562242188018e-05
Position 1079: 8.813427867721773e-05
Position 333: 6.620493765308889e-05
Position 222: 4.6776000729594974e-05
Position 992: 4.6273326678760414e-05
Position 986: 4.562766190441574e-05
Position 208: 4.1411867330984276e-05
Position 1219: 3.9368133760388555e-05
Position 1153: 3.25973424003305e-05
Position 1295: 3.1152263021470214e-05
Position 1074: 2.9912678108198324e-05
Position 225: 2.8750272110569822e-05
Position 216: 2.634264084745405e-05
Position 832: 2.262764959497161e-05
Position 1286: 2.1562671761798024e-05
Position 505: 1.4506158476172919e-05
Position 520: 1.349308657551931e-05
Position 1192: 1.336888362346691e-05
Position 1289: 1.3293037820135322e-05
Position 526: 1.1994307443371694e-05
Position 453: 1.1193031400327257e-05
Position 523: 1.0639980384916249e-05
Position 1211: 9.32294917362252e-06
Position 480: 9.148107521090892e-06
Position 517: 8.338491172816195e-06
Position 1101: 7.284278099806137e-06
Position 1250: 5.141229323376464e-06
Position 283: 4.374509802870707e-06
Position 211: 3.6801072903203484e-06
Position 797: 3.142890263563986e-06
Position 499: 2.1846082409897983e-06
Position 788: 1.5541547492079343e-06
Position 529: 1.2717665792084546e-06
Position 178: 2.4431437699234333e-08
Position 173: 1.4221837834924574e-08
Position 667: 8.31791227288969e-09
Position 88: 6.662077893854211e-10
Position 112: 1.2294635577146678e-11
Position 154: 1.0638696379351399e-11
Position 118: 1.798876962270091e-12
Position 123: 7.142960337157305e-15
Position 136: 1.9746011767618096e-15
