Gene = DAP3
index = 428
Annotated 5SS: [  117 20767 28071 32561 36433 36962 38681 40065 40309 42358 42976 48006]
Annotated 3SS: [20714 27947 32458 36323 36868 38549 39983 40149 42297 42885 47887 49098]
SMsplice 5SS: [  117  2450  5856  9096 28071 38681 40065 40309 42358 42976 49240]
SMsplice 3SS: [ 2340  5732  8976 27947 38549 39983 40149 42297 42885 49098 49550]
top_k =  1000
Partition function (log Z): -19.230002563822985

Sorted 5' Splice Sites (High to Low Probability):
Position 5856: 0.970657546296431
Position 2450: 0.8984329448837726
Position 9096: 0.6438049814421248
Position 117: 0.5289874717550657
Position 186: 0.418731008314646
Position 3433: 0.3519926256332274
Position 18827: 0.31470549577481843
Position 8365: 0.27899410218335835
Position 8111: 0.1698338403209864
Position 20767: 0.14146952216627143
Position 21723: 0.10193913517645248
Position 19620: 0.09008361081623253
Position 5215: 0.06360913989478566
Position 4296: 0.06122791181625102
Position 9042: 0.052686507390490495
Position 5652: 0.052263084779977875
Position 2445: 0.049390266401757775
Position 3964: 0.04001327724798802
Position 5467: 0.033031612605493844
Position 6374: 0.029834507933553
Position 2862: 0.024190983850931408
Position 5426: 0.021584836370773974
Position 5629: 0.02072187183790488
Position 10011: 0.0187750465176087
Position 5648: 0.01854888241133091
Position 2201: 0.01825341145601888
Position 2995: 0.016371262306058895
Position 139: 0.015448663991600338
Position 8003: 0.014466438725643445
Position 8274: 0.01326460298772098
Position 202: 0.01285603237681487
Position 8149: 0.01226108920787657
Position 9171: 0.011355416285222367
Position 4140: 0.010080906307312851
Position 19133: 0.00996848844713736
Position 9584: 0.009942745999893313
Position 3526: 0.008596763998841713
Position 6058: 0.008348772571812534
Position 2845: 0.007708553436580732
Position 1354: 0.0073739573215886815
Position 6394: 0.0072213796697038445
Position 386: 0.006901741025838056
Position 3988: 0.006772692864845986
Position 8164: 0.006251459145318263
Position 3297: 0.00565155972717218
Position 6297: 0.0054057404778703
Position 4132: 0.005224169568733873
Position 3534: 0.004835346291264673
Position 8455: 0.004341836712054202
Position 2568: 0.0042770256013716385
Position 193: 0.004167330109423398
Position 7076: 0.003730391407221272
Position 6226: 0.0036086477125882098
Position 8317: 0.003088802810347757
Position 12789: 0.0030115817193036016
Position 6491: 0.0029359370888407195
Position 7936: 0.0022859352826707638
Position 412: 0.0021151312752377316
Position 11552: 0.002004578817406337
Position 9994: 0.001902630071573702
Position 6830: 0.0018827466763839018
Position 6425: 0.0017762540802889856
Position 3706: 0.0017270564039966328
Position 7712: 0.0016338351382969313
Position 673: 0.001594974958747096
Position 490: 0.0012775665033482443
Position 1126: 0.0012285879745721913
Position 282: 0.0012222436873947152
Position 1313: 0.0012065281540186471
Position 2722: 0.001048111984772923
Position 9214: 0.0008872871408614726
Position 4156: 0.0008480216309648155
Position 4455: 0.000841155067438307
Position 74: 0.0008269888401281008
Position 641: 0.0007573974406477194
Position 5387: 0.0007216684040182517
Position 78: 0.0006986462770426789
Position 549: 0.00062975361562701
Position 919: 0.0005603953453940869
Position 6258: 0.0005248123305320902
Position 3775: 0.0004990063562325012
Position 553: 0.00047763811988704323
Position 1122: 0.00042512949833546464
Position 1459: 0.00038323553169627566
Position 2129: 0.00031678476139991856
Position 1945: 0.00026880571493832404
Position 435: 0.00026369611849145477
Position 796: 0.0002605891498867388
Position 2559: 0.00022850340906401266
Position 144: 0.00022648352960254962
Position 481: 0.0002202842277267616
Position 449: 0.00020087092148434957
Position 986: 0.00019388033377970123
Position 1634: 0.00019089685381789445
Position 1601: 0.0001764361456840372
Position 5329: 0.00014096839422970565
Position 2499: 0.00011919856721335499
Position 2726: 0.00010171161646130296
Position 461: 9.79791637773142e-05
Position 1236: 9.795369355449816e-05
Position 3178: 9.554598586183253e-05
Position 399: 8.962817382510591e-05
Position 269: 8.929919377362544e-05
Position 3059: 8.920994739433542e-05
Position 1135: 7.2065151114041e-05
Position 1192: 6.846999361184968e-05
Position 352: 6.418618459578168e-05
Position 973: 5.869610140074649e-05
Position 3809: 5.6875106754341146e-05
Position 979: 5.5230819973240414e-05
Position 2735: 5.241289139321715e-05
Position 82: 4.7704468253936937e-05
Position 511: 4.744443486858139e-05
Position 886: 4.486071432271492e-05
Position 629: 4.468644989284372e-05
Position 3033: 4.4474039555137806e-05
Position 279: 4.0591019614237214e-05
Position 1050: 3.895615346013497e-05
Position 2803: 3.372411467987097e-05
Position 969: 3.140373119219508e-05
Position 2259: 2.820657099865163e-05
Position 1531: 2.4842679868919263e-05
Position 1131: 2.400514863123921e-05
Position 2355: 2.297503524643495e-05
Position 1006: 2.2131600995293298e-05
Position 3076: 2.2090729374806622e-05
Position 1876: 2.2066253885073052e-05
Position 5872: 2.0795567763828753e-05
Position 76: 2.0183968543510533e-05
Position 284: 1.8783663956338527e-05
Position 3675: 1.6285541842003114e-05
Position 1549: 1.6079086691793565e-05
Position 2937: 1.5349475911524773e-05
Position 6050: 1.4701768273855352e-05
Position 3813: 1.4615124634698066e-05
Position 3553: 1.4031270778056351e-05
Position 276: 1.3000358536954746e-05
Position 731: 1.2663367338965307e-05
Position 5342: 9.547197231932018e-06
Position 9273: 7.366177783693376e-06
Position 3460: 7.2492169941169215e-06
Position 1424: 7.239708908091245e-06
Position 718: 6.515518873939356e-06
Position 1671: 5.579209223731388e-06
Position 683: 4.699189362698279e-06
Position 2007: 4.550360055616373e-06
Position 1039: 4.303896021738682e-06
Position 1047: 3.990124307087346e-06
Position 2032: 2.8077138848433625e-06
Position 3475: 2.774428180534743e-06
Position 90: 2.718709770389593e-06
Position 103: 2.7049115515923265e-06
Position 1554: 2.4800512907393106e-06
Position 9427: 1.064314829155332e-06
Position 7289: 1.0559710899592976e-06
Position 4064: 8.308848089668567e-07
Position 3509: 7.914202982553196e-07
Position 3823: 6.196486564970498e-07
Position 2966: 2.180282747303231e-07
Position 2698: 5.020437835900035e-08
Position 2688: 4.586468717692847e-08
Position 2378: 3.036816185040092e-08
Position 2852: 2.3748078583080805e-08
Position 3027: 2.3633040389309224e-08
Position 509: 8.389847144995947e-09
Position 299: 2.7796891415699787e-09
Position 240: 2.7470947737137955e-09
Position 356: 1.4995379815742073e-09
Position 296: 1.4634492596391887e-09
Position 293: 1.0648915624497783e-09
Position 926: 7.642964554179926e-10
Position 245: 7.000925349006399e-10
Position 3: 4.561153082949317e-10
Position 470: 2.9233395274342885e-10
Position 336: 1.7778065131991246e-10
Position 715: 1.2183096725774444e-10
Position 977: 8.154097638553532e-11
Position 991: 7.194407591154743e-11
Position 949: 6.196727790780249e-11
Position 494: 4.933738052065489e-11
Position 36: 3.5222273325743146e-11
Position 848: 3.163872255704556e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2340: 0.9512751774174498
Position 5732: 0.7539248632396396
Position 8976: 0.6396038315865625
Position 19508: 0.4843751617404044
Position 3387: 0.31269063217437487
Position 18697: 0.2856236858176555
Position 21638: 0.2285522782833101
Position 5763: 0.20165827992350524
Position 20714: 0.17318801947438153
Position 8277: 0.14405858202699842
Position 19013: 0.10982323621124171
Position 18642: 0.10823793684527974
Position 5451: 0.09600549994417168
Position 7915: 0.08662550633684481
Position 8209: 0.08650089890719857
Position 8028: 0.07768612358385994
Position 24172: 0.058828871089293876
Position 8882: 0.05323362035695889
Position 8352: 0.041628205020789115
Position 8031: 0.04122773358754569
Position 22029: 0.040131903451583496
Position 3880: 0.03442985920400729
Position 6138: 0.03276471441419687
