Gene = CENPP
index = 346
Annotated 5SS: [   622   6868  12146  20304  54376 285910 287131]
Annotated 3SS: [  6685  12056  20214  54278 285829 287038 287534]
SMsplice 5SS: [   622   6868  12146  20304  54376  70196 135336 137850 148165 272657
 275025 280414 285910]
SMsplice 3SS: [  6685  12056  20214  54278  70094 135216 137658 148046 272568 274945
 280253 285829 287938]
top_k =  1000
Partition function (log Z): -123.11963861320743

Sorted 5' Splice Sites (High to Low Probability):
Position 12146: 0.991566523628175
Position 20304: 0.9743853760139461
Position 6868: 0.7947660720062054
Position 622: 0.4417401995425164
Position 4861: 0.2876925866629689
Position 22023: 0.2631392618759482
Position 15559: 0.25954924839034815
Position 536: 0.22295904969033994
Position 217: 0.17734073680117773
Position 28597: 0.0846490808039932
Position 10510: 0.060805641488854305
Position 6288: 0.04822789370719724
Position 1047: 0.04565823679568165
Position 30970: 0.04545839473195396
Position 1116: 0.04528092777273398
Position 10218: 0.04183388907918181
Position 8913: 0.040712347298564454
Position 16986: 0.04045226174251813
Position 17316: 0.0395882489487101
Position 785: 0.03906192758735798
Position 14524: 0.0379827536003115
Position 969: 0.03761242332522436
Position 17191: 0.037538318365753214
Position 6790: 0.03554304611393699
Position 1523: 0.03489506684740168
Position 2364: 0.03429048407884608
Position 6963: 0.03348038369892171
Position 118: 0.030030435189958796
Position 106: 0.029922837731624383
Position 7705: 0.02727162259958409
Position 6449: 0.02429399983750938
Position 579: 0.023994462259096558
Position 2531: 0.021215800777703298
Position 816: 0.02074166220629396
Position 16495: 0.016753364962750292
Position 2864: 0.016423122083475312
Position 4854: 0.013316515691979502
Position 16635: 0.011440544961261085
Position 10888: 0.011411968398047685
Position 2620: 0.011306084100765936
Position 4717: 0.010343329890975958
Position 2371: 0.009542635123071994
Position 12310: 0.008501127283266354
Position 401: 0.008363226635807741
Position 15443: 0.0070889896961767816
Position 8560: 0.0065880403969238045
Position 8403: 0.006273953632784626
Position 7747: 0.006151155736525085
Position 906: 0.006126813846148671
Position 100: 0.005360838574931975
Position 916: 0.005350106632832397
Position 23785: 0.004016271106313633
Position 680: 0.003694853107795468
Position 2132: 0.003570972748693251
