Gene = TM4SF19-TCTEX1D2
index = 1404
Annotated 5SS: [  110 10984 11419 14103 14630]
Annotated 3SS: [10781 11340 13932 14375 22141]
SMsplice 5SS: [  110 10984 11487]
SMsplice 3SS: [10781 11340 18751]
top_k =  1000
Partition function (log Z): -9.896972607403082

Sorted 5' Splice Sites (High to Low Probability):
Position 110: 0.9095819739141333
Position 10984: 0.7743836266165738
Position 11487: 0.5868674299488771
Position 11419: 0.3042517273158588
Position 19032: 0.29125995244424463
Position 18852: 0.16453501596423137
Position 14103: 0.15491865623207432
Position 5692: 0.0916189076555525
Position 12015: 0.09023470756135099
Position 14630: 0.07920695749453793
Position 10829: 0.07308192519081536
Position 11247: 0.06931595721678376
Position 20251: 0.06815661497921408
Position 11396: 0.0640346276700165
Position 5759: 0.05882805508410792
Position 18151: 0.05472015020552296
Position 911: 0.051021758541315486
Position 12606: 0.03785868420395547
Position 14699: 0.03772020863451429
Position 128: 0.033253317004097546
Position 5277: 0.03257778788556368
Position 14099: 0.030635081720221412
Position 4945: 0.030467795418513056
Position 4204: 0.03044379261681354
Position 11689: 0.02569181844712673
Position 11155: 0.024251782480436152
Position 8189: 0.020325231185502217
Position 7752: 0.018344277728836064
Position 70: 0.016471615275092673
Position 1883: 0.016421741114389692
Position 11208: 0.016318378124856217
Position 523: 0.015347229477899372
Position 133: 0.015156307440437831
Position 9199: 0.012595400082884485
Position 12791: 0.011336763128232055
Position 18514: 0.010750760769942027
Position 7362: 0.009354773033670657
Position 13933: 0.008173535330203244
Position 13955: 0.008169633520437153
Position 2633: 0.0077432741678609765
Position 188: 0.007264246860560673
Position 638: 0.006952219473115569
Position 19303: 0.006452717153950565
Position 2463: 0.006407756774543789
Position 5673: 0.005438874472144738
Position 19320: 0.005393152161367507
Position 2801: 0.005362141661930059
Position 9231: 0.005172103437385857
Position 18970: 0.0043081946245543
Position 5217: 0.004070178391743073
Position 11045: 0.003176922102689105
Position 11524: 0.0031254096034016026
Position 18214: 0.003110509190473968
Position 4196: 0.0027934868448904067
Position 12941: 0.0022225845401999326
Position 11341: 0.0021101902568848242
Position 14285: 0.0019332737351188249
Position 13609: 0.001565713230608766
Position 11107: 0.0014036814381922984
Position 13651: 0.0012464065011463517
Position 11160: 0.0011764500253805018
Position 8271: 0.0010835292386626478
Position 3721: 0.0010061979615270042
Position 1987: 0.0009799714362677756
Position 12598: 0.0009773861220918115
Position 8197: 0.0008920180921813389
Position 433: 0.0008462150592130694
Position 2681: 0.0007901192151618515
Position 5365: 0.0006443431495159693
Position 2496: 0.000642345556654359
Position 11663: 0.0005566121487119459
Position 4718: 0.0004920202790637116
Position 9755: 0.00043984671619829693
Position 1647: 0.00032289112259431335
Position 11746: 0.00030241514619745046
Position 11945: 0.0002859941698674161
Position 7223: 0.0002487760109996404
Position 12168: 0.0002198401634877149
Position 11735: 0.0002188602831923265
Position 11543: 0.00016216312466629717
Position 14248: 0.00014832820630218647
Position 11947: 0.00012990886193951505
Position 12: 8.249661223149231e-05
Position 11402: 5.512997167932771e-05
Position 11677: 5.292393524936581e-05
Position 11713: 3.0314183997554655e-05
Position 1429: 2.6930818484305615e-05
Position 612: 2.347808550616986e-05
Position 11519: 2.3394585653125124e-05
Position 576: 2.124805957023113e-05
Position 1029: 2.1088124437163297e-05
Position 5745: 1.5261713490962996e-05
Position 304: 1.4376645090767453e-05
Position 212: 1.3194020734324833e-05
Position 385: 1.2400576742831852e-05
Position 617: 7.63129535308946e-06
Position 802: 5.071595852444617e-06
Position 258: 4.871202446332282e-06
Position 323: 4.627336476880899e-06
Position 395: 4.1505185352857435e-06
Position 2476: 2.2731788342593172e-06
Position 1236: 2.2294555836988343e-06
Position 905: 1.9626115499272405e-06
Position 216: 1.9595262183494854e-06
Position 1518: 1.864463984482715e-06
Position 2005: 1.3636188395082467e-06
Position 527: 1.2623267806294722e-06
Position 218: 1.1785537888289455e-06
Position 662: 7.370552453132761e-07
Position 728: 6.809056384474342e-07
Position 465: 4.520216669199723e-07
Position 1991: 3.781311238371335e-07
Position 2153: 3.1769255849376224e-07
Position 452: 2.863518303727467e-07
Position 2349: 2.852718247636598e-07
Position 170: 2.7838215982591624e-07
Position 556: 2.2847888274985954e-07
Position 667: 1.925234979846329e-07
Position 1171: 1.2714186173705026e-07
Position 742: 1.213709115622724e-07
Position 954: 9.548745118623017e-08
Position 75: 5.325920258929513e-08
Position 570: 3.12168604530707e-08
Position 415: 2.873257936796167e-08
Position 249: 2.211315819772607e-08
Position 34: 4.974589035316411e-09
Position 262: 1.9923921573548332e-09
Position 314: 1.478200762673296e-10
Position 745: 1.488937390052851e-12
Position 359: 5.167785675484798e-13
Position 442: 1.7951817838487545e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11340: 0.9697908667621383
Position 18751: 0.614707471445357
Position 10781: 0.3655392246906308
Position 10806: 0.2680726148948642
Position 22141: 0.2277790960570063
Position 13932: 0.201719266385519
Position 10746: 0.19351184879605546
Position 19625: 0.15592655242452166
Position 11866: 0.15517401740326633
Position 11077: 0.11454958858208224
Position 5595: 0.07761457730148431
Position 17969: 0.07204997045306688
Position 20141: 0.06733608567913289
Position 20328: 0.06204123892267384
Position 5623: 0.056981605024433564
Position 14540: 0.056485055399005474
Position 14375: 0.05493203139662754
Position 20180: 0.041970502375230555
Position 12477: 0.039879967008590214
Position 13954: 0.037883299907147734
Position 19137: 0.036696340942177996
Position 13881: 0.03406854477227845
Position 4095: 0.02630049484132107
Position 18274: 0.024857840650040656
Position 841: 0.02381528849901727
Position 5111: 0.022441053824366574
Position 8080: 0.022405243631407445
Position 11582: 0.021081843713095086
Position 8965: 0.01799724632245025
Position 1757: 0.017051363152569724
Position 17775: 0.01690938080432587
Position 374: 0.016412170127433408
Position 13777: 0.015019285732258338
Position 10749: 0.01458326225582489
Position 14519: 0.014253144793609394
Position 19121: 0.013909023779267754
Position 5691: 0.013542619139059128
Position 4861: 0.013482453828959651
Position 13702: 0.012342956181017939
Position 11588: 0.01198739214007658
Position 14477: 0.011406421064322006
Position 20517: 0.011097422861423081
Position 4855: 0.010897184142781015
Position 5028: 0.010709814178895249
Position 2538: 0.010494190186417314
Position 12689: 0.009896123648978634
Position 10940: 0.00940127396420815
Position 17875: 0.009121616120403818
Position 7266: 0.006995340067632139
Position 5572: 0.0061396813280700496
Position 7636: 0.006095460686432809
Position 846: 0.005572950473485192
Position 15338: 0.005206480776031662
Position 7604: 0.004866153561257678
Position 11802: 0.004608280070837993
Position 2346: 0.004539123001536701
Position 12597: 0.004421882841067534
Position 4107: 0.004372167670785214
Position 14659: 0.004053610239474892
Position 20331: 0.003977911907433344
Position 19285: 0.0033546222484731126
Position 7679: 0.003233443823301273
Position 4840: 0.0031834152444614443
Position 702: 0.0030610671181600553
Position 7586: 0.003060898836583424
Position 16166: 0.002943625607853078
Position 14994: 0.002798738996277019
Position 13485: 0.002790455098155627
Position 12553: 0.0026873923856217323
Position 7099: 0.0026157903104764785
Position 4118: 0.002544681058505583
Position 11219: 0.0024743064412955144
Position 286: 0.002410096752989484
Position 5077: 0.0021667226463587255
Position 19218: 0.0021523665486981093
Position 14137: 0.001916080217803811
Position 4881: 0.0019016959279861787
Position 20548: 0.0018851443310828801
Position 11909: 0.0017599189022044091
Position 12656: 0.0016960010351132163
Position 12818: 0.0014520181372991794
Position 13743: 0.0013242762730828605
Position 2669: 0.0011958307808914049
Position 2782: 0.0011481197454418133
Position 13527: 0.001108590099040325
Position 5139: 0.0011081108368440095
Position 7552: 0.001088320821260873
Position 5666: 0.001035380950543941
Position 789: 0.0010346809013435248
Position 16262: 0.0010252184169567136
Position 4636: 0.0009701040703540717
Position 378: 0.0009254488348061465
Position 2654: 0.0009018837358069293
Position 5119: 0.0008379493623048098
Position 2413: 0.0007451199759182348
Position 11543: 0.0007246992731081902
Position 2291: 0.0006924943437489972
Position 13576: 0.0006312538945851396
Position 11711: 0.0005990265030284765
Position 2364: 0.0005552318768361963
Position 5643: 0.0005333168398453133
Position 12741: 0.0005281716022788193
Position 15898: 0.000519993697330046
Position 449: 0.0004930451725405091
Position 9581: 0.00047521750776146715
Position 3578: 0.00047517482047826907
Position 4717: 0.0004684182257397889
Position 258: 0.0004375849741770152
Position 11993: 0.0004208005099174317
Position 12132: 0.00031293172810503873
Position 2324: 0.0003119287457154065
Position 671: 0.0003112115569710313
