Gene = UCN2
index = 1526
Annotated 5SS: [71]
Annotated 3SS: [636]
SMsplice 5SS: [71]
SMsplice 3SS: [636]
top_k =  1000
Partition function (log Z): -9.421779003163024

Sorted 5' Splice Sites (High to Low Probability):
Position 71: 0.8921711987835422
Position 657: 0.2903472916940995
Position 1465: 0.024609842742066155
Position 1309: 0.014957667182575702
Position 110: 0.008305221609028026
Position 86: 0.00543697397307941
Position 1673: 0.004787480728893076
Position 1155: 0.0042091134490632506
Position 1692: 0.0028682693770660903
Position 81: 0.002721872041152255
Position 1698: 0.002094712696630716
Position 126: 0.0019935457665943676
Position 65: 0.0013652166327386072
Position 1314: 0.001286816027577754
Position 973: 0.0006704651836981235
Position 1644: 0.0005609728858217219
Position 321: 0.00047480119225560543
Position 121: 0.0003095980367170258
Position 679: 0.00024670995079956225
Position 813: 0.00020559975648577525
Position 5: 0.00017961265309166373
Position 305: 0.00016762848935884532
Position 1189: 0.00016761052528191297
Position 687: 0.0001617640844526341
Position 712: 0.00014993743235215521
Position 101: 0.00011657061231837159
Position 1008: 0.00010889751668356885
Position 345: 5.0615833312339226e-05
Position 279: 4.559453177950962e-05
Position 1683: 3.6566324197398624e-05
Position 524: 3.430228838079337e-05
Position 327: 3.299614021255954e-05
Position 703: 2.5373495285463073e-05
Position 212: 2.4697924204926606e-05
Position 472: 2.4540704447899406e-05
Position 697: 1.0380751634457164e-05
Position 273: 4.5176921012641455e-06
Position 1119: 3.7859304151018743e-06
Position 1088: 3.448400772955855e-06
Position 115: 3.041249507030216e-06
Position 271: 2.9555715495590093e-06
Position 1002: 2.5355929045236802e-06
Position 262: 2.333002074911339e-06
Position 309: 1.6822311470639084e-06
Position 1230: 1.418852685779862e-06
Position 1260: 1.2382740824540904e-06
Position 450: 1.139593465014165e-06
Position 1191: 9.497357838564595e-07
Position 865: 6.997456699879982e-07
Position 1117: 3.423403953731761e-07
Position 400: 3.2871498148389356e-07
Position 1284: 3.222562190846795e-07
Position 1225: 3.181118714702119e-07
Position 1171: 2.998871600149629e-07
Position 659: 2.8989960718649704e-07
Position 1086: 2.358175978466816e-07
Position 1193: 2.3267018030501815e-07
Position 486: 1.827979743148953e-07
Position 1346: 1.2179499330757917e-07
Position 595: 1.1346532015371091e-07
Position 880: 1.0493802252563595e-07
Position 416: 1.012355020383402e-07
Position 526: 8.343743410114921e-08
Position 971: 8.320454675755487e-08
Position 669: 8.221494445600892e-08
Position 8: 6.603112600028178e-08
Position 554: 3.7689260866962035e-08
Position 392: 2.3557759499621068e-08
Position 430: 2.1262304747301395e-08
Position 706: 4.3139571090714765e-09
Position 331: 3.056441373896709e-09
Position 575: 9.897945809237549e-10
Position 581: 6.120771469044035e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 636: 0.40482960365044107
Position 735: 0.218386075684525
Position 900: 0.13637139763608105
Position 1272: 0.09878783866410037
Position 345: 0.0868988674322228
Position 1356: 0.06944524340946526
Position 747: 0.04852443551100006
Position 595: 0.035734744128878435
Position 1408: 0.0326720863599514
Position 1804: 0.015919188739907653
Position 225: 0.015760598793866654
Position 759: 0.011293733031682691
Position 1537: 0.0083832193638799
Position 1541: 0.008100427287234528
Position 784: 0.007095138659309035
Position 1480: 0.006460842777108656
Position 1362: 0.005881197466869369
Position 1750: 0.005872438924885997
Position 1313: 0.005830310331906891
Position 1553: 0.004700352105982018
Position 192: 0.00445897314094889
Position 154: 0.0033780299156713003
Position 1293: 0.0027403270271538645
Position 1582: 0.0027352358964816644
Position 1154: 0.0025138786351796647
Position 1086: 0.002484580472297798
Position 1387: 0.0022521927241242324
Position 1947: 0.0019372508414934619
Position 656: 0.001173993648959393
Position 712: 0.0011356757114875265
Position 825: 0.0010103756740798835
Position 1825: 0.0007695326732448962
Position 1815: 0.0007418866528933426
Position 1907: 0.0007410678692738465
Position 1464: 0.0007279319020423136
Position 1770: 0.000669997996237775
Position 1117: 0.0006540675319850937
Position 695: 0.0006131832391735564
Position 1181: 0.0005887780568991858
Position 1990: 0.0005021842202411677
Position 1987: 0.00048658139715208697
Position 1690: 0.0004194363771601149
Position 1202: 0.0002114117503808012
Position 1622: 0.00015793749652490312
Position 141: 0.00015503200643324417
Position 2010: 0.00011701925105694448
Position 1164: 8.108551747596164e-05
Position 1446: 7.201737717377303e-05
Position 836: 6.992138542495398e-05
Position 1411: 6.0133273744817363e-05
Position 1670: 5.230353088221017e-05
Position 1046: 4.970291667241037e-05
Position 603: 4.754716462910744e-05
Position 1602: 4.048167535255679e-05
Position 1754: 2.7228987975348577e-05
Position 1225: 2.32815742627623e-05
Position 618: 1.999987838807872e-05
Position 2007: 1.9562080958334258e-05
Position 1492: 1.8698805685767135e-05
Position 935: 1.7416002403465743e-05
Position 1054: 1.3737973533318384e-05
Position 697: 1.3129312533697724e-05
Position 1189: 9.627842740675785e-06
Position 912: 8.140971906697638e-06
Position 1590: 4.418752045041355e-06
Position 1246: 3.913428654849078e-06
Position 1183: 3.2326193451703417e-06
Position 1570: 3.1772359982313935e-06
Position 605: 2.785729360983148e-06
Position 1033: 2.6589751189652377e-06
Position 1606: 2.2885376863783572e-06
Position 1140: 1.7657286757359277e-06
Position 1008: 2.8692889616356154e-07
Position 1425: 1.7110586358520151e-07
Position 232: 1.6933456416943614e-07
Position 1014: 1.488941456243795e-07
Position 916: 1.311913107530913e-07
Position 245: 6.888886268834077e-08
Position 926: 6.783464637026571e-08
Position 827: 1.0769749772396668e-09
Position 74: 1.0560464372806106e-11
Position 1041: 7.064576864812695e-12
Position 942: 6.806398329166414e-12
Position 115: 3.562894596290276e-12
Position 988: 3.4493629099001602e-12
Position 99: 2.811523501508802e-12
Position 109: 1.6152373270871925e-12
