Gene = MMACHC
index = 852
Annotated 5SS: [ 361 7498 8312]
Annotated 3SS: [7302 8158 8742]
SMsplice 5SS: [ 361 7498 8312]
SMsplice 3SS: [ 7302  8158 12046]
top_k =  1000
Partition function (log Z): -5.678236021011844

Sorted 5' Splice Sites (High to Low Probability):
Position 361: 0.9910163423738562
Position 8312: 0.9395344922633837
Position 7498: 0.8898702305580412
Position 11877: 0.20153419334726635
Position 10629: 0.05552568548825414
Position 6321: 0.042293889740928
Position 8753: 0.039337152122951066
Position 3775: 0.030080755241680388
Position 6158: 0.029325766469812973
Position 3287: 0.024965087307669873
Position 1665: 0.022532355111876977
Position 3115: 0.021943910417439063
Position 599: 0.020347366261389457
Position 3721: 0.01985765824723194
Position 5213: 0.016501583012504612
Position 7375: 0.013713967368225773
Position 6397: 0.011925999695614501
Position 1156: 0.011106742394092702
Position 11154: 0.011023788924841594
Position 3945: 0.009757574712064513
Position 8350: 0.009585387150853256
Position 162: 0.009280836322223056
Position 7602: 0.008792055831645823
Position 1018: 0.008383732183450818
Position 6368: 0.008024460105181194
Position 6714: 0.007499048309831811
Position 2516: 0.007474892261974098
Position 42: 0.006165584379258177
Position 1386: 0.00516423105732084
Position 11403: 0.004815195383728736
Position 2783: 0.004781689744481987
Position 5379: 0.0047520525285905625
Position 7464: 0.004725209342037049
Position 346: 0.004127984424107894
Position 10739: 0.004033596104662445
Position 4718: 0.003687553242368681
Position 7761: 0.0033186972735975346
Position 5791: 0.0027382252412325725
Position 3119: 0.002552613833492943
Position 1262: 0.002525901353812914
Position 4222: 0.0025085099361836613
Position 2779: 0.002115877196468616
Position 3788: 0.0020293801615834817
Position 63: 0.001863283151940014
Position 8030: 0.0017504780128493754
Position 219: 0.0016953421126416793
Position 8879: 0.001439237240874457
Position 3858: 0.001425319923097168
Position 3133: 0.0012858554111510898
Position 6301: 0.0012774995524278527
Position 1698: 0.0012705559875696582
Position 8824: 0.001266938806844129
Position 7956: 0.0012027631902668168
Position 4149: 0.0011366257616535723
Position 6884: 0.0011015125510534568
Position 11328: 0.0010722088674157441
Position 3679: 0.0010379830320092216
Position 6372: 0.0009466531370279532
Position 519: 0.0009458505712459738
Position 6152: 0.0008338740294935477
Position 8326: 0.000744932798562081
Position 1677: 0.0007430121040356072
Position 3478: 0.0006823226217877898
Position 8036: 0.0006705267924018374
Position 5256: 0.0006468777309108657
Position 7673: 0.0006379004612485607
Position 631: 0.0005711160655696125
Position 1511: 0.000546269787890305
Position 11856: 0.0004474312323599335
Position 5169: 0.0003169528872353569
Position 1093: 0.00030811568694481036
Position 1713: 0.0003078837953406073
Position 8552: 0.0002906944779512615
Position 8249: 0.00028468487992842174
Position 2186: 0.00028285877844567666
Position 7489: 0.00026543127749749037
Position 7466: 0.0002556530355964922
Position 3200: 0.0002226346479759976
Position 5048: 0.0002105975819246068
Position 5223: 0.0001972502409475745
Position 1039: 0.00018659008783392046
Position 3923: 0.00018588877980657632
Position 1224: 0.00018360335031481878
Position 5181: 0.00018090943667003632
Position 11341: 0.00017395080669062784
Position 2888: 0.00017328114550694423
Position 6401: 0.00017236476841379214
Position 6073: 0.00015380932719085574
Position 3995: 0.00013882665490040768
Position 5636: 0.00013596517023505575
Position 2057: 0.00013035956089836514
Position 959: 0.00012852378413526121
Position 10053: 0.00012432577993048914
Position 4531: 0.0001240057113698133
Position 13: 0.00010944080151398616
Position 7311: 8.929455584593498e-05
Position 9888: 3.206190612608609e-05
Position 9503: 2.5712284204109113e-05
Position 105: 1.8377407625467364e-05
Position 8201: 1.7940089209765417e-05
Position 83: 1.660949889580291e-05
Position 273: 1.5479980449944484e-05
Position 9194: 1.504698649489849e-05
