Gene = DPM2
index = 466
Annotated 5SS: [ 667 1051 1932]
Annotated 3SS: [ 960 1828 2703]
SMsplice 5SS: [  94  667 1932]
SMsplice 3SS: [ 447 1828 2703]
top_k =  1000
Partition function (log Z): -5.8080329102717485

Sorted 5' Splice Sites (High to Low Probability):
Position 94: 0.8890604437061146
Position 667: 0.7971918885421484
Position 1932: 0.6396958669719096
Position 1051: 0.23579154612144632
Position 2376: 0.15868308365833603
Position 545: 0.11827987974632251
Position 2401: 0.07320807644543428
Position 2368: 0.0719193160471628
Position 2372: 0.06486412296044436
Position 2397: 0.0640531427443973
Position 2393: 0.0529605572413493
Position 2765: 0.051989239313531506
Position 43: 0.02589739409445429
Position 2598: 0.012860234498080039
Position 2534: 0.007811987683205514
Position 1039: 0.00542855827699689
Position 1641: 0.0042922276819956865
Position 377: 0.004168191248327529
Position 644: 0.004031687269705163
Position 2341: 0.003734282410750134
Position 2381: 0.0023896051871174057
Position 1201: 0.0021454397343864647
Position 2078: 0.0020683628214365054
Position 2824: 0.0020420831174247514
Position 979: 0.0019241336575578792
Position 1513: 0.001797832221480828
Position 1738: 0.0016292655924977845
Position 2405: 0.001389210093139952
Position 6: 0.0011848793699638742
Position 2082: 0.001107233930595728
Position 1760: 0.0011007940133988573
Position 2325: 0.0010761404463552485
Position 1562: 0.001034356893129333
Position 217: 0.00078357696793478
Position 3121: 0.0007454143844616962
Position 681: 0.0006366429687137433
Position 39: 0.0006221247402355733
Position 1334: 0.0004942486860778658
Position 1557: 0.00032778736548093134
Position 71: 0.0002825147024743671
Position 1576: 0.0002188714687990901
Position 1928: 0.0001512098895531019
Position 180: 0.00014842582912553894
Position 229: 0.00011888078338945462
Position 523: 0.00011751805846350035
Position 2383: 0.0001101160755432323
Position 1861: 0.00010099595386827181
Position 982: 9.104058087062509e-05
Position 237: 8.696870851146748e-05
Position 2356: 6.76173069335132e-05
Position 628: 5.7399281332649326e-05
Position 708: 5.0230946637813966e-05
Position 533: 4.714391355111936e-05
Position 2101: 3.124714948731394e-05
Position 782: 2.7381437735138065e-05
Position 15: 1.4870356642993275e-05
Position 720: 1.4676263074678586e-05
Position 683: 1.2953239643357551e-05
Position 434: 1.1584129491078594e-05
Position 610: 8.503819016787998e-06
