Gene = GCSAML
index = 582
Annotated 5SS: [  176 19997 42163 49409 56582 58902]
Annotated 3SS: [19881 42077 49348 56531 58872 67084]
SMsplice 5SS: [  176 12350 19997 33603 40296 49409 56582 67231 67721]
SMsplice 3SS: [12116 19881 33530 40208 49348 56531 67084 67662 68258]
top_k =  1000
Partition function (log Z): -30.26132187318308

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9534218385781903
Position 19997: 0.9497897243832852
Position 12350: 0.8175688462944107
Position 12618: 0.1761162407320146
Position 12472: 0.09715685224384289
Position 5879: 0.08126725106278927
Position 16532: 0.06941295929572079
Position 10461: 0.06885770661062235
Position 12615: 0.06877878446782938
Position 12283: 0.05414502173140654
Position 21568: 0.043101842390836836
Position 5872: 0.03707191975759006
Position 6250: 0.0328733431584292
Position 225: 0.03182331062134925
Position 12570: 0.030291316738618047
Position 14988: 0.030054862531402424
Position 5079: 0.027943580249343056
Position 12309: 0.027006637870625797
Position 17803: 0.026187364343331354
Position 3632: 0.022432700722816976
Position 5094: 0.02215506279649122
Position 5903: 0.01868644879217812
Position 15826: 0.017301960234570223
Position 1760: 0.017285361219817306
Position 11551: 0.015026601004085875
Position 1547: 0.014271730420952006
Position 5497: 0.013106966625856413
Position 9300: 0.01260895760969434
Position 9625: 0.012343885419257405
Position 6069: 0.011154515319414905
Position 1571: 0.011137208266102648
Position 5810: 0.010636174231925085
Position 2277: 0.010595532885794122
Position 809: 0.010417748143042657
Position 519: 0.00887509175072614
Position 16396: 0.008655236523952526
Position 1821: 0.008240393405342631
Position 3753: 0.00685615675190841
Position 17417: 0.006459904619577031
Position 4848: 0.006350677807241827
Position 1738: 0.006072278031002473
Position 9089: 0.005762816724809869
Position 1815: 0.005660648227784468
Position 3953: 0.0044276820305024205
Position 10432: 0.004181404786955331
Position 22008: 0.003774818479071055
Position 12622: 0.003107247473845148
Position 12337: 0.0026286692914594735
Position 586: 0.0018718543483149499
Position 486: 0.0017745670896978927
Position 21279: 0.0017732959435975862
Position 640: 0.0008484809249983658
Position 20477: 0.0008431447146985379
Position 5303: 0.0008227602825796143
Position 4814: 0.0006481375269421971
Position 3179: 0.0006407743596376344
Position 20322: 0.0005396933868632768
Position 4948: 0.00041659108417898617
Position 326: 0.00040999062704704026
Position 871: 0.0003592711935745791
Position 2494: 0.0003105989329456942
Position 1166: 0.00026876944082891463
Position 4594: 0.0002263969230819688
Position 4027: 0.00022081541310900457
Position 5098: 0.00020797289388021882
Position 4919: 0.0002028016219372905
Position 1843: 0.00015958772677384045
Position 180: 0.0001479357269234901
Position 633: 0.00010400283868426267
Position 4959: 6.317423413947914e-05
Position 4821: 6.313023066959465e-05
Position 5258: 5.8194334711772505e-05
Position 206: 5.51747472843977e-05
Position 5881: 3.5608590306980396e-05
Position 1396: 2.826750831339337e-05
Position 232: 2.3551197135432363e-05
Position 1587: 1.901173254186018e-05
Position 819: 1.7189274301157503e-05
Position 2935: 1.398113004676702e-05
Position 2133: 1.2430368656312623e-05
Position 1637: 1.2202483404340428e-05
Position 1985: 1.1547833089773978e-05
Position 3719: 1.0611694873332059e-05
Position 3258: 8.928878125713948e-06
Position 4032: 8.838024949852469e-06
Position 2924: 8.503903003232835e-06
Position 2560: 7.510143457499713e-06
Position 2929: 6.866107472630215e-06
Position 1871: 6.529350403251392e-06
Position 997: 4.354160341188071e-06
Position 727: 3.0036815803642015e-06
Position 162: 2.536994687703294e-06
Position 962: 2.142536655785622e-06
Position 331: 1.6433248525348557e-06
Position 458: 1.215943881367607e-06
Position 821: 9.92714990779663e-07
Position 548: 8.90879071501183e-07
Position 1318: 7.129265559990942e-07
Position 227: 5.578656059307489e-07
Position 199: 5.33199924369283e-07
Position 702: 4.667332952431722e-07
Position 680: 4.0952622338523487e-07
Position 551: 3.942867376627484e-07
Position 1078: 3.66561627123844e-07
Position 644: 1.696419682912517e-07
Position 532: 1.3234616433168982e-07
Position 661: 1.1219250660569244e-07
Position 229: 7.34557456439162e-08
Position 513: 6.318092964571956e-08
Position 23: 3.6431798424748926e-08
Position 19: 3.468730160007555e-08
Position 490: 2.6218204209659768e-08
Position 642: 2.5044735198270142e-08
Position 504: 1.3909215710550297e-08
Position 649: 1.3593686782952025e-08
Position 523: 1.291841425436099e-08
Position 919: 9.575361885032803e-09
Position 669: 8.603820199965597e-09
Position 663: 5.6529378226239045e-09
Position 51: 5.362736762104275e-09
Position 921: 3.306286236595069e-09
Position 927: 3.2735297750713153e-09
Position 705: 3.1249608270841165e-09
Position 46: 3.0195399154114837e-09
Position 692: 2.9670128231971972e-09
Position 283: 2.800091565647336e-09
Position 3236: 2.160696052040088e-09
Position 197: 1.7335175018197254e-09
Position 1646: 1.1745530643934602e-09
Position 748: 1.091765758067012e-09
Position 1766: 9.952366360680053e-10
Position 707: 8.520269948682191e-10
Position 894: 8.390687108536108e-10
Position 712: 7.249544558397723e-10
Position 882: 6.885795467435066e-10
Position 973: 6.406226477670498e-10
Position 380: 6.229738048767666e-10
Position 2041: 5.71751187518405e-10
Position 358: 3.7995544629860545e-10
Position 1618: 3.1021724430477147e-10
Position 1580: 2.702435754815725e-10
Position 540: 9.191214173791903e-11
Position 1797: 1.650461638855379e-11
Position 827: 5.453187886518635e-16

