Gene = LSM3
index = 802
Annotated 5SS: [ 524 3313 5675]
Annotated 3SS: [ 3201  5578 19677]
SMsplice 5SS: [ 524 3313 5675]
SMsplice 3SS: [ 3201  5578 19677]
top_k =  1000
Partition function (log Z): -7.253724181460809

Sorted 5' Splice Sites (High to Low Probability):
Position 5675: 0.997985794566278
Position 3313: 0.9390164932400469
Position 524: 0.8343650781206989
Position 5469: 0.335628287802416
Position 9013: 0.12391941114119791
Position 292: 0.11709688425598697
Position 8829: 0.1114681866524891
Position 19467: 0.07174839759122886
Position 15828: 0.06804726013571753
Position 813: 0.0644151717323954
Position 4658: 0.060497928232034
Position 15050: 0.0577242748005554
Position 8460: 0.048525516685158844
Position 4474: 0.04142648836594758
Position 1826: 0.03931814465496594
Position 14875: 0.03873524667546883
Position 11983: 0.03399424640073285
Position 5019: 0.027863317659754368
Position 1057: 0.02701048351477875
Position 15821: 0.026725878531050313
Position 1491: 0.024222292118478653
Position 15936: 0.020624642652489828
Position 13737: 0.017527129137585
Position 7347: 0.016414191677725298
Position 4458: 0.016399594306987973
Position 995: 0.014712363929813538
Position 11533: 0.013303012906299665
Position 8801: 0.012713932719530153
Position 9379: 0.010243160606386881
Position 1009: 0.010157854439286303
Position 4880: 0.00976574683304609
Position 13072: 0.008470561592919387
Position 10620: 0.0076860807613199885
Position 13613: 0.007293232108171964
Position 427: 0.0059601190127118635
Position 4342: 0.005765035032648523
Position 5293: 0.005592797325130871
Position 2804: 0.005012319269737988
Position 3317: 0.004940471044906965
Position 16245: 0.004242079467820117
Position 9069: 0.004138372679280538
Position 2815: 0.003232632655587816
Position 4127: 0.0032298988114417664
Position 4928: 0.003045158206947819
Position 2074: 0.002163343405369228
Position 1497: 0.0021582415236069035
Position 15874: 0.0021547006516552843
Position 16643: 0.0019360794703019565
Position 403: 0.001815024867004358
Position 4872: 0.001518291854804614
Position 2210: 0.0013891839309007855
Position 1830: 0.0013506246025604318
Position 3721: 0.0011104959763831555
Position 5378: 0.0010700369849596574
Position 654: 0.0010596719947547615
Position 3108: 0.0009885682553552333
Position 10516: 0.0009080106918427597
Position 5333: 0.0008852341449326439
Position 1885: 0.0008491470320541358
Position 4906: 0.0008284021393311048
Position 5431: 0.0008191551579309803
Position 678: 0.0008120351471634294
Position 1259: 0.0007341040345771159
Position 2956: 0.0006817742428626947
Position 6936: 0.0006402768574230612
Position 4655: 0.000587590774004504
Position 4530: 0.0005819554494995957
Position 8864: 0.0004458306250552159
Position 1466: 0.00040562094423948194
Position 494: 0.00039374264565193175
Position 9354: 0.000376956279623659
Position 5977: 0.0003255065869698049
Position 543: 0.00031939526403606367
Position 5273: 0.0003004498055468115
Position 5323: 0.000287144621319716
Position 4114: 0.00028140133818624536
Position 8850: 0.0002768958562698406
Position 3399: 0.0002752764724716102
Position 8551: 0.0002624995408823681
Position 898: 0.00024415929029377175
Position 3686: 0.0002423138791022222
Position 242: 0.00021144609831588702
Position 5197: 0.00020628431664892664
Position 5912: 0.00020389865483513324
Position 2799: 0.0001586803358043965
Position 1840: 0.00015245115047969477
Position 4503: 0.00014979847333616898
Position 5047: 0.00014883558431051037
Position 4225: 0.00014560745406994082
Position 6217: 0.00014038478181670064
Position 7039: 0.00013970724398030746
Position 841: 0.00013468332900223358
Position 8597: 0.00011853016824708543
Position 4950: 0.0001182972290360596
Position 10246: 0.00011822404534713186
Position 1512: 0.00011807056790816276
Position 3874: 8.008660381973792e-05
Position 7807: 7.997943638464225e-05
Position 5387: 7.91581597405727e-05
Position 4700: 6.225837152766975e-05
Position 8838: 5.3381062178012016e-05
Position 9845: 4.2059091102097964e-05
Position 7353: 3.678833636489693e-05
Position 821: 3.20485713772205e-05
Position 8465: 2.7786471330621506e-05
Position 3375: 2.7295835204264946e-05
Position 74: 1.5842161148196118e-05
Position 7377: 1.5193328508803041e-05
Position 6979: 1.076575681153218e-05
Position 1577: 1.0479450402793557e-05
Position 420: 9.185085146942398e-06
Position 530: 8.389804998618893e-06
Position 6182: 8.253857603617755e-06
Position 4296: 8.240708722079872e-06
Position 1278: 8.101610498221386e-06
Position 1542: 7.5455107390084425e-06
Position 422: 7.078062999276025e-06
Position 1098: 6.830185560613159e-06
Position 1300: 6.371607440066168e-06
Position 7844: 6.167465768952658e-06
Position 326: 5.641775191431574e-06
Position 1076: 4.5356013780414444e-06
Position 700: 4.211404005338667e-06
Position 6924: 4.187395129421778e-06
Position 4261: 3.610500547987027e-06
Position 893: 3.1456563724255235e-06
Position 563: 3.009229766367365e-06
Position 1527: 2.5905743189550542e-06
Position 1614: 2.330282603051643e-06
Position 622: 2.146687643185317e-06
Position 1027: 1.6850088897513488e-06
Position 1209: 1.574477473708002e-06
Position 789: 1.525783025676639e-06
Position 756: 1.4835921252176974e-06
Position 1032: 1.4749157251551686e-06
Position 165: 1.1099333425601026e-06
Position 515: 7.28585687577297e-07
Position 1603: 6.501626191669993e-07
Position 1239: 2.3900364356856376e-07
Position 528: 1.5999114975435145e-07
Position 437: 1.1244082000683569e-07
Position 218: 1.0796402730131019e-07
Position 1679: 9.78354353093512e-08
Position 198: 8.508632989095895e-08
Position 2920: 7.611265954210116e-08
Position 211: 3.0374560068790395e-08
Position 6003: 1.4407091381182373e-08
Position 27: 1.2387224579485973e-08
Position 602: 8.477317129314145e-09
Position 5957: 6.769447701258362e-09
Position 314: 4.607612907232546e-09
Position 464: 4.2030236302086316e-09
Position 462: 3.0904799117348427e-09
Position 171: 2.4888295637609935e-09
Position 7236: 1.2125338241190122e-09
Position 605: 9.875848541029888e-10
Position 360: 7.040595418206479e-10
Position 645: 5.465791440390274e-10
Position 453: 3.041511498634901e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 5578: 0.9981513361273265
Position 3201: 0.7309374464254165
Position 19677: 0.6153041895026684
Position 15663: 0.24695931947719515
Position 5377: 0.19733210471534562
Position 3083: 0.1420028162482931
Position 4433: 0.10762803745649964
Position 16119: 0.10274811977154989
Position 5186: 0.09181803881141135
Position 8684: 0.08134670217280612
Position 8930: 0.07534843042562904
Position 19393: 0.07314962318154913
Position 14975: 0.06484716631665159
Position 14768: 0.05587087858307439
Position 8337: 0.04894772258093248
Position 1699: 0.039986389057946874
Position 8751: 0.03807804390780562
