Gene = RFESD
index = 1133
Annotated 5SS: [1221 5478 7383 7514]
Annotated 3SS: [5282 7206 7478 9191]
SMsplice 5SS: [ 212 7383]
SMsplice 3SS: [7272 9191]
top_k =  1000
Partition function (log Z): -9.465379925020494

Sorted 5' Splice Sites (High to Low Probability):
Position 7383: 0.7987252898271264
Position 212: 0.6343855478180132
Position 6361: 0.46237935433614347
Position 5478: 0.43552066177292914
Position 1907: 0.40997747834504517
Position 1221: 0.3576935483851491
Position 7514: 0.2913120392306744
Position 493: 0.07894724157376302
Position 460: 0.05898413697668133
Position 9262: 0.058814416225877575
Position 8295: 0.045001225893779064
Position 1225: 0.035566843566786764
Position 8737: 0.02793066837631863
Position 8683: 0.02785854834573843
Position 1665: 0.024486954305164815
Position 477: 0.023982803024203393
Position 101: 0.017387123505895462
Position 4413: 0.014729065423583024
Position 1613: 0.00934411067246043
Position 112: 0.007747504964746171
Position 420: 0.007118462100306288
Position 4704: 0.004851461033755352
Position 932: 0.0044639834533943285
Position 5101: 0.0038453154703543342
Position 7457: 0.00310711751656204
Position 5134: 0.0023835151633918015
Position 1496: 0.002230697559780579
Position 9435: 0.0021549621262544403
Position 879: 0.0021363895513513906
Position 648: 0.002089311354212543
Position 2686: 0.0018141410111861445
Position 4440: 0.0013487005025483714
Position 688: 0.0012805959284092462
Position 1018: 0.0012239871415273636
Position 4353: 0.0011319273562588063
Position 268: 0.0010378469663816403
Position 220: 0.0008807005250442936
Position 366: 0.0006934236759736224
Position 1689: 0.0005667792074141991
Position 3931: 0.0005419310336699334
Position 4821: 0.0005139838910507111
Position 1527: 0.00041972612742773203
Position 330: 0.00030458734206583756
Position 1183: 0.0002796706153023761
Position 389: 0.00026961692990397004
Position 601: 0.00022943897325577786
Position 748: 0.00022367314998165323
Position 94: 0.00019389998884486963
Position 740: 0.00014814963901928923
Position 1009: 0.00014580804431180372
Position 817: 0.00012842318122699775
Position 336: 0.00012474467220727802
Position 1621: 0.0001161792863947018
Position 88: 0.00010917720581855396
Position 403: 9.915308665764263e-05
Position 576: 9.408626185814596e-05
Position 105: 3.387822185284427e-05
Position 1349: 2.6222701837985102e-05
Position 973: 1.7220439794511872e-05
Position 8481: 1.5767814591759867e-05
Position 711: 6.425634054028656e-06
Position 661: 3.7590762074696615e-06
Position 520: 2.168812225687996e-06
Position 536: 1.9155395833343017e-06
Position 334: 1.4913257042128777e-06
Position 164: 3.499949326502463e-07
Position 52: 2.659861802515397e-07
Position 371: 3.832878378920281e-08
Position 522: 3.4653785663215384e-08
Position 249: 8.729111718678866e-09
