Gene = NOL9
index = 950
Annotated 5SS: [  429  4140  4965  9491  9710 12706 21256 22073 22568 25542 27840]
Annotated 3SS: [ 3919  4836  9354  9612 12607 21093 21774 22455 25363 27705 28531]
SMsplice 5SS: [  429  2191 16437 16673 16949 21256 22568 25542 27840]
SMsplice 3SS: [ 2143 16274 16546 16790 21093 22455 25363 27705 28531]
top_k =  1000
Partition function (log Z): -1.7858201461456442

Sorted 5' Splice Sites (High to Low Probability):
Position 21256: 0.94959187088285
Position 16949: 0.9233558654433918
Position 16673: 0.9134501616921078
Position 429: 0.8261790635446158
Position 22568: 0.8172270434770286
Position 27840: 0.8061252978294032
Position 25542: 0.7662967294777676
Position 16437: 0.6698049204880603
Position 2191: 0.6498340228996429
Position 9491: 0.574938961829119
Position 4965: 0.5613887060747549
Position 19286: 0.324168620776333
Position 20895: 0.28711927864358877
Position 6032: 0.24767610786478977
Position 613: 0.22791789021910275
Position 9710: 0.2136602721938826
Position 26035: 0.18587943229113163
Position 20963: 0.16138492780396574
Position 21881: 0.16016348999475094
Position 4140: 0.1366593789170816
Position 22002: 0.11965016335409306
Position 23664: 0.11049976998948678
Position 22073: 0.10069757862112319
Position 22328: 0.09629971642486665
Position 2404: 0.08790460151862296
Position 30237: 0.07704001061375101
Position 17241: 0.07065918653167479
Position 378: 0.0694467567525899
Position 20959: 0.056111579532291775
Position 7571: 0.048209017463532136
Position 21853: 0.03848292692806993
Position 954: 0.038434448424186335
Position 4157: 0.03829246493691583
Position 7872: 0.038071238960302206
Position 23090: 0.03432270628277546
Position 21298: 0.033817828108165374
Position 158: 0.02897352787264015
Position 32720: 0.019988612907069287
Position 16675: 0.019843264072978282
Position 2037: 0.01851442871410465
Position 2423: 0.018192365225502796
Position 28087: 0.014560119152481251
Position 2216: 0.014058980494556715
Position 18114: 0.013954289212677416
Position 6158: 0.013116586164572935
Position 6140: 0.012697760267991338
Position 28122: 0.010258226058270254
Position 433: 0.00994467663910237
Position 606: 0.009606887231428763
Position 22395: 0.00902809165456797
Position 17831: 0.00861879467533766
Position 31500: 0.008544012896319885
Position 26078: 0.007792639108164097
Position 28779: 0.00573469534997135
Position 3974: 0.0055677176464572885
Position 2261: 0.0047846816516580746
Position 573: 0.0044637199900140695
Position 28660: 0.004195438138514081
Position 446: 0.004105312277236784
Position 22030: 0.0036028801831134868
Position 23011: 0.0035104114149468245
Position 5123: 0.0032667288227281313
Position 13: 0.003187399949587809
Position 4939: 0.0031823108895984425
Position 29357: 0.002868446134791209
Position 4914: 0.0027647587144773176
Position 163: 0.0026120163373041473
Position 28678: 0.002493976810578577
Position 4047: 0.002378565102615442
Position 90: 0.0019850201775631713
Position 28166: 0.001974595310992013
Position 237: 0.0018566048767760148
Position 22007: 0.0017377011184306567
Position 18110: 0.0017106651615793245
Position 1493: 0.0016841594944043965
Position 5125: 0.001587679533941501
Position 2626: 0.001396221267670898
Position 21997: 0.0013590226679711258
Position 1393: 0.0013041094420891514
Position 25902: 0.0012205861000017997
Position 3334: 0.0011705056574014216
Position 3559: 0.0011700219624070744
Position 185: 0.001167584873371157
Position 2461: 0.001111309046654442
Position 2274: 0.0010986922630703375
Position 20036: 0.0010555101432505932
Position 21132: 0.0010170829517365987
Position 28033: 0.0009324891448664512
Position 22852: 0.000910735609955036
Position 3968: 0.0006408364337589603
Position 27893: 0.0005867321039474896
Position 5090: 0.0005799433088381969
Position 3776: 0.0005712261893001823
Position 179: 0.0005016541512293949
Position 2234: 0.0004769862932097439
Position 1156: 0.0004458532856035473
Position 27883: 0.00041266052954970386
Position 4304: 0.0004075344609123194
Position 27227: 0.00038216908302935815
Position 5714: 0.000377305387199517
Position 502: 0.0003384680947802542
Position 5056: 0.0003197425373737643
Position 28210: 0.00029504652743381936
Position 5032: 0.00027513217194722955
Position 4272: 0.00022762161059687488
Position 3733: 0.0002268403034911599
Position 203: 0.0002195252796246185
Position 1151: 0.00020244026698203277
Position 1940: 0.00017010001513043324
