Gene = TSEN2
index = 1496
Annotated 5SS: [  138  5499  7727 12064 19294 20741 32171 34707 44434 45383 47169]
Annotated 3SS: [ 5292  7644 12026 18770 20662 32119 34567 44396 45270 47078 48170]
SMsplice 5SS: [  390  5499  7727 12064 13747 20741 30361 34707 45383 47169]
SMsplice 3SS: [ 5292  7644 12026 13668 20662 30230 34567 45270 47078 47427]
top_k =  1000
Partition function (log Z): -17.247023392666993

Sorted 5' Splice Sites (High to Low Probability):
Position 5499: 0.8959715277388155
Position 7727: 0.8259691944892579
Position 12064: 0.7701938226856945
Position 3856: 0.7129660595100191
Position 390: 0.7072991356075023
Position 14700: 0.6519396774724387
Position 13747: 0.6279551955258965
Position 20741: 0.4824568834097066
Position 4517: 0.35673981278622346
Position 701: 0.3227766701212835
Position 22345: 0.23930354650927768
Position 2670: 0.2232291115434607
Position 27: 0.1930756166031856
Position 888: 0.15891918790618
Position 16895: 0.15701419325608867
Position 12751: 0.1431222504719955
Position 12247: 0.13410455213507025
Position 138: 0.12806692411606377
Position 735: 0.1112363127193901
Position 4936: 0.09276792898443323
Position 4238: 0.08921254540683783
Position 13755: 0.07169756271068747
Position 9815: 0.07012889289751954
Position 914: 0.05443772107679139
Position 18440: 0.053640030731389246
Position 17234: 0.05322778117352674
Position 4583: 0.05250345376220779
Position 1683: 0.05242486450145407
Position 1165: 0.05147052749142888
Position 923: 0.05123427417644933
Position 15289: 0.04336234390777553
Position 5518: 0.0424913672496588
Position 6043: 0.04001218523981535
Position 1134: 0.039568668684967404
Position 14752: 0.03424054691164423
Position 715: 0.032667591924585924
Position 15924: 0.03237778821148207
Position 660: 0.03187749114781716
Position 2684: 0.030402329234147957
Position 1821: 0.028341278168594386
Position 584: 0.028256206396118925
Position 16667: 0.025496096483374128
Position 11850: 0.02444695265261525
Position 19230: 0.023330561637309316
Position 1161: 0.021954013420606922
Position 4234: 0.020186638717294435
Position 1933: 0.018786776625858103
Position 4647: 0.018529105805688
Position 4711: 0.01677473721764183
Position 19294: 0.015199838913094767
Position 10033: 0.015181940965742807
Position 5027: 0.014022233809755046
Position 18979: 0.012322205437940239
Position 305: 0.012041013290250148
Position 4811: 0.011486430264320058
Position 15361: 0.01143374823201929
Position 5737: 0.010952343105509263
Position 358: 0.010797738898501132
Position 6366: 0.01076760200055775
Position 3806: 0.00945315885572399
Position 12258: 0.009286439704929164
Position 1398: 0.009093042384820208
Position 488: 0.008396920934684094
Position 13393: 0.008026949704434355
Position 6779: 0.0078302597139569
Position 353: 0.007787170838046011
Position 4549: 0.007598224709483727
Position 4168: 0.007399072894350011
Position 1612: 0.007326674415487025
Position 470: 0.006567512683977135
Position 15081: 0.006447669102866779
Position 14547: 0.005930367411358364
Position 5215: 0.004142730311054574
Position 2749: 0.003398422686806298
Position 956: 0.0033911427587937255
Position 366: 0.003133072142865606
Position 6146: 0.0030681357499896702
Position 287: 0.0029670884823046256
Position 556: 0.002621864300020634
Position 14845: 0.0026208461578234848
Position 200: 0.002307454164333718
Position 15502: 0.001632679927267387
Position 722: 0.001496627305382369
Position 15940: 0.0012565685078257832
Position 1502: 0.0011668375651689965
Position 2260: 0.0009326633799851825
Position 939: 0.0006880201158853489
Position 18368: 0.0006878656665970696
Position 1703: 0.0006596789882990503
Position 5108: 0.000618458536613702
Position 5681: 0.0003853115004726013
Position 235: 0.00038096226124659417
Position 4499: 0.00037988135993399455
Position 209: 0.000366782162070184
Position 2105: 0.0003343106247640444
Position 343: 0.00031879467423342854
Position 761: 0.0002824590095580689
Position 1989: 0.0002792434357170229
Position 348: 0.0002450167353824391
Position 436: 0.00013314331810517616
Position 485: 0.00010156537206613979
Position 5244: 8.330717625760596e-05
Position 690: 6.859256868835778e-05
Position 7114: 6.793425784353846e-05
Position 402: 5.580581811224198e-05
Position 107: 5.5289941338729674e-05
Position 276: 4.0698900003165495e-05
Position 143: 3.3117349403003636e-05
Position 1605: 3.298463215937474e-05
Position 360: 2.5155381801202134e-05
Position 253: 2.457415993831879e-05
Position 3764: 2.3012309769935617e-05
Position 1041: 2.0248233707848514e-05
Position 151: 9.694455334272712e-06
Position 65: 8.576305508821251e-06
Position 70: 8.280123800519812e-06
Position 12: 6.6228104610682455e-06
Position 172: 5.2428536679119334e-06
Position 369: 4.762479253646541e-06
Position 1203: 2.377389737047331e-06
Position 563: 1.38625970652196e-06
Position 72: 4.2858490026879514e-07
Position 1073: 3.551440426475053e-07
Position 1120: 2.808138945147962e-07
Position 430: 1.3925046109342093e-09
Position 443: 6.501229814412299e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 12026: 0.7798576148144644
Position 5292: 0.7529080698089733
Position 7644: 0.7105722850188971
Position 13668: 0.6687414418166625
Position 20662: 0.6029727372581578
Position 3680: 0.4534808032670212
Position 14617: 0.4255068726952228
Position 459: 0.3441894573019238
Position 809: 0.3299342725344957
Position 4328: 0.2668739455833322
Position 2551: 0.25703539182221524
Position 3707: 0.2472248915210863
Position 18770: 0.24027563140105887
Position 22248: 0.2340093329445165
Position 23929: 0.22857503533336213
Position 16778: 0.1761171800875541
Position 4331: 0.1405030555673208
Position 12632: 0.14033633890943034
Position 14455: 0.13298809307282058
Position 26302: 0.13270616595975124
Position 14652: 0.1132310202705384
Position 5191: 0.09780843807151102
Position 7498: 0.09442828237472062
Position 4892: 0.09312047567917059
Position 246: 0.0825797346252712
Position 24734: 0.07919774349718116
Position 12181: 0.07640781008989726
Position 583: 0.0752264821007663
Position 18281: 0.06672162244808212
Position 4130: 0.0657666824028246
Position 281: 0.06428300730228953
Position 22282: 0.057975022737820084
Position 17176: 0.05771870463185375
Position 4582: 0.05705691403755003
Position 4074: 0.05628648058852248
Position 1583: 0.05429602701407145
Position 5396: 0.05426921072355129
Position 11765: 0.04539148654473603
Position 15110: 0.04385813445952112
Position 5878: 0.0426913183101538
Position 13691: 0.035724122740649636
Position 21775: 0.033261568517021084
Position 15891: 0.030293843962230387
Position 9717: 0.030207951466861515
Position 5339: 0.028244635808174517
Position 19072: 0.02755354200226159
Position 16513: 0.02733228940028972
Position 12184: 0.026278607663491382
Position 651: 0.02452084565677039
Position 491: 0.02394579897836346
Position 15266: 0.023026575704808996
Position 1758: 0.0219498685121428
Position 20912: 0.020491722368021256
Position 1133: 0.020143538291474323
Position 9594: 0.01891373784816703
Position 1808: 0.01885727368411502
Position 1338: 0.018087005240610365
Position 3578: 0.016460071530134342
Position 7533: 0.015210116106356378
Position 5574: 0.011366881630662665
Position 9943: 0.011023492239053448
Position 884: 0.010785267064680491
Position 13302: 0.010677611240689128
Position 14479: 0.010138671130749104
Position 9609: 0.01005017685001762
Position 12141: 0.010032010385368405
Position 5316: 0.008630952249310809
Position 17304: 0.007563308669083351
Position 9561: 0.0070611549144415425
Position 14816: 0.006822966881841989
Position 14461: 0.006357781468748117
Position 12649: 0.0059949939332648436
Position 24414: 0.005953662280204721
Position 6524: 0.005514611783058994
Position 3543: 0.005276464357271545
Position 1070: 0.005193728925150885
Position 15742: 0.005034378595735002
Position 15704: 0.004773437954555506
Position 7247: 0.0047152602094162315
Position 4286: 0.004598628479080991
Position 6182: 0.004580415284709077
Position 606: 0.004523690028616519
Position 9914: 0.00421507906206046
Position 4802: 0.0041305986411797075
Position 14436: 0.004092662198898067
Position 15441: 0.003896910830091413
Position 9769: 0.0038958718180318527
Position 14699: 0.00389321899427317
Position 6204: 0.0034284396901704175
Position 22757: 0.002894143040582943
Position 598: 0.0027965620505940388
Position 6234: 0.002755891405394226
Position 14402: 0.002613612759457893
Position 17051: 0.002379973285912944
Position 443: 0.0022899249772763168
Position 12728: 0.002057076963650005
Position 16272: 0.0020549425908827908
Position 14897: 0.0019927234446246766
Position 6594: 0.0019754331241743617
Position 13913: 0.0018019437555478477
Position 1608: 0.0016523248594659831
Position 12413: 0.00158938433359248
Position 12472: 0.0015652011334672353
Position 14989: 0.0013833904440844608
Position 13976: 0.0012934634915180222
Position 12144: 0.0012777905683026946
Position 7699: 0.0011773690320223472
Position 1254: 0.0011272338595317032
Position 159: 0.0010932396685077506
Position 1501: 0.0010380464899751114
Position 656: 0.0009709729134832396
Position 15598: 0.0009679242450462095
Position 107: 0.0009503849567353497
Position 18219: 0.0009196248070299424
Position 612: 0.0008792515407098195
Position 1108: 0.000863916890533235
Position 14951: 0.0008535591577196151
Position 5155: 0.0007886691114171329
Position 304: 0.0007336728127981124
Position 12356: 0.0007140115682638109
Position 2057: 0.0007092252454687695
Position 551: 0.0007031845292707286
Position 14954: 0.000623075696394339
Position 17233: 0.0005656965203965259
Position 1975: 0.0005578226538354134
Position 6017: 0.0005559329729455415
Position 16242: 0.0005081531618057545
Position 16651: 0.00046537059713797145
Position 12389: 0.00043786233828485956
Position 6685: 0.0003737623037939401
Position 1397: 0.00035759387922222114
Position 14246: 0.0003071438896864294
Position 115: 0.0002541519884382971
Position 8574: 0.00021413207690745766
Position 8839: 0.00020904133623708313
Position 12841: 0.0001510124548506334
Position 1094: 0.00013052411520188503
Position 1647: 0.0001297904135570618
Position 1202: 0.0001243975863118253
Position 1719: 0.00011176727319046919
Position 751: 0.00011081790454932896
Position 191: 0.00010270801389096908
Position 6924: 8.42066839279714e-05
Position 14034: 7.550661369237584e-05
Position 14064: 6.999706330033126e-05
Position 856: 5.695680017511489e-05
Position 828: 5.604552527673613e-05
Position 172: 5.316087181015464e-05
Position 7413: 5.2769871172409184e-05
Position 8633: 4.9628685421477794e-05
Position 8135: 4.474731398403607e-05
Position 8056: 4.368870960031716e-05
Position 700: 4.013820855488782e-05
Position 5631: 3.993338772003422e-05
Position 6921: 3.900634536363374e-05
Position 7921: 3.8315022200478145e-05
Position 7958: 3.695034807135494e-05
Position 913: 3.191615921156815e-05
Position 474: 3.0324879326321216e-05
Position 7798: 3.006757600975727e-05
Position 8891: 2.8613976490927257e-05
Position 8461: 2.7948677169522317e-05
Position 8791: 2.74189070327013e-05
Position 953: 1.9416947488708072e-05
Position 608: 1.8973318392685727e-05
Position 310: 1.558706097217909e-05
