Gene = TFB2M
index = 1395
Annotated 5SS: [  499  1979  8944  9752 15112 17780 21804]
Annotated 3SS: [ 1889  8789  9602 15021 17716 21642 25121]
SMsplice 5SS: [  499 17780 21804 25387]
SMsplice 3SS: [17716 21642 25121 25547]
top_k =  1000
Partition function (log Z): -7.802865924120759

Sorted 5' Splice Sites (High to Low Probability):
Position 499: 0.9892490962721217
Position 17780: 0.9833500488088035
Position 21804: 0.8776681347717157
Position 9752: 0.4348628729357014
Position 25387: 0.34204419296149935
Position 8944: 0.33201173353538727
Position 2000: 0.29785132271087095
Position 18038: 0.21278083362343672
Position 6600: 0.21119628792330905
Position 7798: 0.19959592927998965
Position 1979: 0.14896468151151535
Position 2026: 0.11595597483926567
Position 12376: 0.11420378770271018
Position 9421: 0.1080713080408414
Position 15112: 0.09633260449937617
Position 9313: 0.07901246794236293
Position 24918: 0.07660589812649157
Position 153: 0.07581233966892044
Position 10105: 0.07430660449469723
Position 8988: 0.053021786108105526
Position 24604: 0.047914491547118625
Position 1798: 0.039464613375043596
Position 6641: 0.03664001494436873
Position 11171: 0.03591368775673948
Position 25635: 0.025173703991473246
Position 5208: 0.023937373965173436
Position 3790: 0.022517358659194672
Position 8669: 0.021841117339593104
Position 15: 0.014199385085739176
Position 7870: 0.013926271840474501
Position 111: 0.013486378630774221
Position 24922: 0.013183623504859103
Position 6376: 0.012889684525583103
Position 21903: 0.010422572589121971
Position 22713: 0.010145649428153387
Position 4117: 0.00964628831272375
Position 6329: 0.008553040238050797
Position 3311: 0.007342920053300902
Position 5885: 0.007169253257714138
Position 22275: 0.007101334650993087
Position 4625: 0.006966298500405628
Position 25290: 0.004072554649885769
Position 19503: 0.0036038323513316157
Position 7536: 0.002852356000134433
Position 137: 0.002771488020504163
Position 130: 0.002539086663549536
Position 247: 0.0020337768366230327
Position 1414: 0.001790277014883881
Position 7565: 0.0017817167055756184
Position 266: 0.0013125866894747422
Position 6673: 0.0013107518350228779
Position 6380: 0.0010645531656512579
Position 4195: 0.0009872793668609856
Position 125: 0.0009137209867509067
Position 5318: 0.0007185733440939079
Position 4907: 0.0006270729076791654
Position 408: 0.0006129200984112088
Position 6365: 0.0004909395389951161
Position 140: 0.0004268272314158722
Position 958: 0.0004233342155675284
Position 873: 0.0004223616105840711
Position 4765: 0.00037365065182466624
Position 4615: 0.0003627230160276465
Position 44: 0.00036123673759438284
Position 5337: 0.00035631171028857654
Position 188: 0.00022677461552321723
Position 1446: 0.0002136275800572163
Position 2300: 0.0001793468911193334
Position 463: 0.00016122797258927597
Position 2389: 0.00013903314860405543
Position 846: 0.0001336224991170487
Position 2198: 9.04692980173532e-05
Position 1352: 8.890992524848594e-05
Position 201: 8.748839034528398e-05
Position 1254: 6.975602752494181e-05
Position 690: 6.62082973485012e-05
Position 980: 5.938129786738102e-05
Position 66: 5.745280721089208e-05
Position 1569: 5.472513109012257e-05
Position 810: 5.373904555293571e-05
Position 1312: 5.1634528765382595e-05
Position 9719: 4.896264178179488e-05
Position 949: 4.86488419525946e-05
Position 503: 4.503715350326243e-05
Position 549: 3.62677013254649e-05
Position 1612: 3.303909839284354e-05
Position 1831: 2.8801382959245195e-05
Position 954: 2.41707792725953e-05
Position 1651: 1.9471144940956627e-05
Position 104: 1.661239108497545e-05
Position 1806: 1.473480355651107e-05
Position 1198: 1.3192522633140851e-05
Position 1826: 1.137039256021724e-05
Position 310: 1.061504431641235e-05
Position 963: 1.043257341880753e-05
Position 722: 7.660719407119784e-06
Position 901: 7.604383444183519e-06
Position 1325: 6.997853720735824e-06
Position 2762: 5.795213082652246e-06
Position 3466: 4.673810018229628e-06
Position 829: 4.548825169177759e-06
Position 64: 3.816151918592895e-06
Position 1456: 2.9947983989765456e-06
Position 198: 2.587248626019775e-06
Position 4445: 1.9926217803136546e-06
Position 2218: 1.8044009758021543e-06
Position 4245: 1.0056416224473687e-06
Position 5722: 9.696736797918457e-07
Position 1717: 4.829342757784646e-07
Position 1808: 4.498552138072362e-07
Position 2939: 3.8462780462499607e-07
Position 2983: 2.938075006766313e-07
Position 2010: 7.410972858684782e-08
Position 530: 1.3802677825637528e-08
Position 1890: 1.0215614034267484e-08
Position 567: 3.881004968952109e-09
Position 1233: 3.8608695526615616e-09
Position 1950: 2.7099772365338852e-09
Position 683: 2.310184563845668e-09
Position 1202: 2.1434255938743373e-09
Position 488: 7.459563694699058e-10
Position 589: 5.754912176041207e-10
Position 338: 3.4900132384638884e-10
Position 377: 3.330086027414123e-10
Position 622: 2.640367475466043e-10
Position 1101: 4.803638578807144e-11
Position 403: 3.4940297885570634e-11
Position 651: 1.1780132009643253e-11
Position 797: 5.309422393881311e-12
Position 646: 5.2568931522263103e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 17716: 0.9955302511522125
Position 21642: 0.903538800312412
Position 25121: 0.602019291999633
Position 1889: 0.5414116540532097
Position 25547: 0.4656437355818512
Position 9602: 0.434912431897512
Position 8789: 0.3488895287140392
Position 6507: 0.23902470917284008
Position 24821: 0.21293062184498024
Position 17893: 0.1847943430695707
Position 7735: 0.10624427117856516
Position 15021: 0.09633260449937617
Position 9126: 0.09408700297019504
Position 9217: 0.08201929473622759
Position 264: 0.06498422992243141
Position 12172: 0.06012411626219169
Position 7732: 0.0568711088711959
Position 7456: 0.051524745745321246
Position 24534: 0.051206325586518504
Position 12197: 0.04980326084997192
Position 9880: 0.04384108655629981
Position 335: 0.042142958574664637
Position 10759: 0.03629895634672508
Position 8850: 0.029284950444445942
Position 25004: 0.026831717730575178
Position 6146: 0.02116934350318978
Position 24710: 0.018477371061292387
Position 9835: 0.018164476528119644
Position 1752: 0.018050438578278805
Position 17846: 0.01764516955986278
Position 22077: 0.017471125959828197
Position 22583: 0.016064378688615506
Position 5116: 0.015212587037277544
Position 25668: 0.014432587230814763
Position 21896: 0.013678890786527585
Position 25761: 0.01293574463514317
Position 1909: 0.012091680143878878
Position 9950: 0.011265432331362457
Position 9054: 0.011000430948448924
Position 25731: 0.010539102207784144
Position 3732: 0.008955639622450452
Position 3709: 0.008550997570165558
Position 8348: 0.008434776457969128
Position 24221: 0.008217466453528593
Position 25526: 0.008029598730487055
Position 8796: 0.006969668304869562
Position 4067: 0.006928201685916815
Position 5807: 0.006176825911859416
Position 25383: 0.006143325553725136
Position 19421: 0.0061420210751752915
Position 8317: 0.006008252655763858
Position 4507: 0.005732089095295812
Position 3240: 0.005609855487339947
Position 8389: 0.005541927380561764
Position 1784: 0.005209442537629104
Position 3694: 0.005158035985866953
Position 358: 0.005010981896836777
Position 1708: 0.004973462457832574
Position 24124: 0.004897595936947374
Position 6512: 0.004774951724813859
Position 1680: 0.004363850716377654
Position 12341: 0.0042827464008729065
Position 1797: 0.003612704480256887
Position 7559: 0.003521982224927774
Position 25739: 0.003150940832943261
Position 5052: 0.0030784042627048152
Position 6433: 0.0027331266761896206
Position 6483: 0.002641621418097606
Position 1309: 0.002409910316687209
Position 5184: 0.0023943656051907333
Position 5070: 0.0023481973721730174
Position 3964: 0.002205846673749178
Position 5094: 0.0019200530932602983
Position 8252: 0.0018561608452983666
Position 22167: 0.00172188973805695
Position 22335: 0.0013811228998778548
Position 1659: 0.0013639536542859661
Position 3273: 0.001188065735619897
Position 6259: 0.0011034978931044874
Position 10050: 0.0010748549774564147
Position 5803: 0.0010081001410665528
Position 4547: 0.0009780623895329732
Position 4527: 0.0009647034921566449
Position 22341: 0.0009035119956925608
Position 22557: 0.0009002197155804046
Position 18146: 0.0008297322094838343
Position 3961: 0.0008206240892850176
Position 616: 0.0007995184827718782
Position 25602: 0.0007733769776242902
Position 22966: 0.0007668977361246252
Position 22777: 0.0006751312906528024
Position 4768: 0.0006269770080783932
Position 22361: 0.0006253567495269377
Position 4015: 0.0005354338201228414
Position 1598: 0.0005192073054743114
Position 1922: 0.0004994379929594692
Position 6263: 0.0004892823711360262
Position 22411: 0.0004849145126341037
Position 22101: 0.00047993543302154973
Position 3276: 0.0004683719723182388
Position 20519: 0.00040827937771283833
Position 1610: 0.00036816156143348427
Position 1311: 0.00034533464947902464
Position 1387: 0.0003417446814871458
Position 19576: 0.00033717816348094627
Position 18128: 0.0003341654415590949
Position 2120: 0.0003068136288211585
Position 21123: 0.00030233986818435106
Position 19737: 0.00028257532328992025
Position 22032: 0.0002720255352205448
Position 1378: 0.0002689442622253252
Position 6321: 0.00023815561634081949
Position 18803: 0.00022080490141708134
Position 18096: 0.00022050562297849606
Position 18443: 0.00021970962748792347
Position 1650: 0.00018579408242044778
Position 1685: 0.0001789950392816295
Position 18983: 0.00017731376686989833
Position 845: 0.0001760140006160041
Position 19713: 0.00016934411840105088
Position 18246: 0.00014362721265682838
Position 22187: 0.0001340170204876531
Position 18037: 0.0001306760814353887
Position 18760: 0.00011280278814164682
Position 1513: 0.00010070149703054873
Position 1239: 8.554491252407518e-05
Position 1194: 8.15710808249104e-05
Position 639: 7.9708281923568e-05
Position 1115: 7.197037439748714e-05
Position 1554: 6.382449043698989e-05
Position 3172: 5.654125501013031e-05
Position 20039: 5.572163331858187e-05
Position 1826: 5.3171291717768624e-05
Position 1755: 5.201682993422068e-05
Position 1643: 4.383785775041706e-05
Position 779: 3.8801667051757374e-05
Position 4946: 3.62234512201668e-05
