Gene = IMMP2L
index = 700
Annotated 5SS: [   441  40979  75054 598792 675699]
Annotated 3SS: [ 40841  74949 598725 675595 898569]
SMsplice 5SS: [   441  18490  40979  69941  74626  75054 145033 163819 168011 221494
 259990 287364 295121 325464 395393 482147 513476 598792 651126 675699
 702273 726937 770961 779902 861656 890147 890364]
SMsplice 3SS: [ 18403  40841  69776  74499  74949 144948 163674 167906 221403 259880
 287137 295039 325360 395304 482075 513354 598725 651034 675595 702105
 726781 770860 779678 861503 890064 890284 898621]
top_k =  1000
Partition function (log Z): -394.15135906913355

Sorted 5' Splice Sites (High to Low Probability):
Position 441: 0.951286400044113
Position 18490: 0.27566904876921994
Position 11552: 0.24745215540172083
Position 244: 0.18749029287601685
Position 296: 0.1682025811499357
Position 17704: 0.13902674916858665
Position 32: 0.05489304432282602
Position 9588: 0.027224825481030772
Position 2862: 0.02403271337886299
Position 4695: 0.016889770099312123
Position 1602: 0.012438406610536055
Position 7162: 0.011547589461667054
Position 299: 0.01058562779763201
Position 445: 0.008556543070998209
Position 3119: 0.007409710340791012
Position 1562: 0.0066489102288936
Position 3995: 0.005968744691376153
Position 6590: 0.004811743361342548
Position 4636: 0.004272616095779151
Position 59: 0.0033150782921933164
Position 4350: 0.0033016514658710393
Position 5497: 0.0032943990619731228
Position 2794: 0.002908480448540721
Position 287: 0.0025583680129629923
Position 9087: 0.0020594208458734604
Position 6620: 0.002049052384945507
Position 8488: 0.0018422564877629902
Position 223: 0.0016560715663140155
Position 11792: 0.0015792807395886078
Position 3816: 0.0014129537133777564
Position 9350: 0.0013549444541005587
Position 36: 0.0012524098781003662
Position 10422: 0.0012375179840467586
Position 30: 0.0011976224567422664
Position 257: 0.0011958628400527652
Position 10573: 0.001037850723637632
Position 4077: 0.0009616986901834957
Position 837: 0.00023543740100323657
Position 93: 0.00021957642881209377
Position 1220: 0.00019886838935754563
Position 111: 0.00019376176785757123
Position 817: 0.00018403490785946338
Position 3820: 0.0001813785313830905
Position 285: 0.00017334497251573415
Position 1432: 0.00016738247360870595
Position 455: 0.00012792723661423017
Position 1029: 0.00010371625015765693
Position 871: 9.718560454563835e-05
Position 910: 5.567517201555543e-05
Position 4009: 5.3004226292817224e-05
Position 204: 4.026319546233983e-05
Position 1554: 3.403858187365573e-05
Position 1824: 3.1899400068601464e-05
Position 2556: 2.5947415796297438e-05
Position 81: 2.050254762213697e-05
Position 6754: 1.877930617652876e-05
Position 3524: 1.5680373991190527e-05
Position 3616: 1.2409416744354042e-05
Position 1191: 1.1909843000570212e-05
Position 5719: 1.0611039946266405e-05
Position 309: 9.780311406392825e-06
Position 1425: 8.948436462048029e-06
Position 9: 8.813420923615448e-06
Position 342: 7.610539679237737e-06
Position 1186: 7.607460842806735e-06
Position 1103: 6.5048074247638626e-06
Position 16: 6.090835324916347e-06
Position 3675: 5.060456171409132e-06
Position 2097: 4.909447166156087e-06
Position 340: 4.07132895974374e-06
Position 641: 3.6067792894469696e-06
Position 1693: 3.307604527132499e-06
Position 4012: 1.7579376035822541e-06
Position 2831: 1.6392929261172597e-06
Position 44: 1.4192227222566645e-06
Position 733: 1.2722852612861236e-06
Position 1461: 1.2410679971242959e-06
Position 1904: 1.0966608269358723e-06
Position 42: 9.841747818102047e-07
Position 1940: 9.428388599148182e-07
Position 659: 7.804621811693346e-07
Position 1916: 7.573787878987399e-07
Position 1749: 5.168650567135172e-07
Position 346: 4.902783881807171e-07
Position 531: 1.1354298254972807e-08
Position 350: 9.095928801537477e-09
Position 746: 6.524745632299366e-09
Position 1118: 4.457064184269276e-09
Position 517: 2.5121531844864915e-09
Position 591: 2.313150096871916e-09
Position 462: 2.2706773260970692e-09
Position 369: 1.0351804881203946e-09
Position 750: 8.387076925422362e-10
Position 632: 2.1835356327244403e-10
Position 743: 1.446483717312029e-10
Position 615: 6.042733245604128e-11
Position 353: 3.3065788850119585e-11
Position 822: 1.7924193641704601e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 19383: 0.4310623235629482
Position 367: 0.40113955548123736
Position 18403: 0.3839312668186921
Position 11338: 0.38376647187178065
Position 17462: 0.16428403557146046
Position 2697: 0.043810210290189396
Position 16351: 0.029575792854752102
Position 6958: 0.02890170305731219
Position 9490: 0.027982797793884233
Position 15428: 0.0192803445216336
Position 18319: 0.016470166408099392
Position 13104: 0.015461879909734801
Position 11352: 0.015271675338354244
Position 11096: 0.014091709796033096
Position 4460: 0.011978786761026525
Position 1502: 0.011372206668756334
Position 15762: 0.00925511144897393
Position 11756: 0.009085221475158684
Position 6345: 0.008732154524167523
Position 4294: 0.00866281703657398
Position 6444: 0.008344258562766875
Position 11249: 0.008021679613836628
Position 3943: 0.007827961339881685
Position 3892: 0.007561476471896195
Position 13802: 0.007289162153525372
Position 2724: 0.0065112726733433275
Position 13404: 0.00649499228657357
Position 14148: 0.006263793899036593
Position 4132: 0.0061986352624539215
Position 11397: 0.005390829220270457
Position 11378: 0.004986375245194775
Position 3013: 0.00497418944774086
Position 14187: 0.004873576747560107
Position 5370: 0.004801802302607819
Position 1338: 0.004421666037792072
Position 8988: 0.0037034159213128596
Position 15298: 0.0037026046974695335
Position 10360: 0.00341179488584588
Position 2940: 0.0031677260444152528
Position 8820: 0.0030699287952576466
Position 11667: 0.0030082651591846333
Position 4522: 0.0029501421825711676
Position 10451: 0.002804773251059461
Position 893: 0.0024720097450003694
Position 9239: 0.002277182873139609
Position 4633: 0.0019196798209015487
Position 8324: 0.0018563697703747003
Position 2664: 0.0018263357220265645
Position 9512: 0.0018200966773266958
Position 10504: 0.0017225394011236338
Position 4362: 0.0015861558181154347
Position 11313: 0.0015138950065621106
Position 10948: 0.0015031820264983097
Position 5275: 0.0014531565481238878
Position 12377: 0.001274098108240858
Position 7059: 0.0012614095943452824
Position 8452: 0.0012078609441496541
Position 1457: 0.0011589143793810169
Position 2766: 0.0010312084709164073
Position 10168: 0.0008987721865380523
Position 423: 0.0008815361971436309
Position 3718: 0.0008100014382843418
Position 10214: 0.0007970952630898377
Position 4602: 0.0007533817416362813
Position 7242: 0.0007341970834737842
Position 8913: 0.0006735972613133331
Position 6841: 0.0006725253774830844
Position 10563: 0.0006478256194172396
Position 1740: 0.0006373671036857251
Position 5710: 0.0006286828568187362
Position 10645: 0.0005314162917095129
Position 3726: 0.0004955602957785275
Position 1365: 0.00045827382093423745
Position 1425: 0.00042463469606637
Position 8788: 0.0004082334577052329
Position 10077: 0.0003966096312391017
Position 4217: 0.00038187105455668365
Position 8073: 0.0003730721477129856
Position 2443: 0.00036430298865264336
Position 11381: 0.0003629108348647696
Position 1540: 0.0003628643492862338
Position 7075: 0.0003510246601920418
Position 8799: 0.0003385560747415628
Position 5876: 0.00030741202170874674
Position 7298: 0.00029842384174782143
Position 3571: 0.0002841874621654804
Position 772: 0.00027275523391681307
Position 2906: 0.00027022919126719086
Position 2503: 0.000261778526769792
Position 4483: 0.0002463952019489967
Position 3898: 0.0002447813601442808
Position 743: 0.00022399621889460786
Position 3276: 0.0002129468352487093
Position 549: 0.00021249847883810853
Position 1638: 0.00020670723267477036
Position 1557: 0.00020497636637745889
Position 6910: 0.00020193057495902016
Position 689: 0.00019115864480492023
Position 622: 0.00018393167297997746
Position 6447: 0.0001751417221489959
Position 1275: 0.00017387498057330034
Position 3187: 0.00015587288661557183
Position 4108: 0.0001500964076738554
Position 673: 0.00014554899669420705
Position 956: 0.00014171201386616448
Position 2123: 0.0001409366217943797
Position 869: 0.00013995944512546247
Position 3605: 0.00013388050516284944
Position 3523: 0.00012544212234649513
Position 1692: 0.0001223121952316164
Position 6714: 0.00011694820512361196
Position 8755: 0.0001016605370989484
Position 6585: 9.73776885880957e-05
Position 1811: 9.468227621214669e-05
Position 3674: 9.08031756004824e-05
Position 336: 8.98699709491065e-05
Position 3200: 8.401130301639219e-05
Position 1979: 8.30175315090149e-05
Position 7990: 8.076856147238554e-05
Position 5817: 8.07139109172679e-05
Position 3305: 8.05747670614855e-05
Position 8153: 7.811485798552943e-05
Position 3287: 7.631076855297909e-05
Position 3358: 7.360795719898846e-05
Position 3459: 7.013007243917501e-05
Position 5744: 6.534818175616406e-05
Position 4391: 6.078222421285026e-05
Position 2381: 5.9739010760645926e-05
Position 1065: 5.441238829792936e-05
Position 3093: 5.313781809800847e-05
Position 2888: 4.889011353214648e-05
Position 7024: 4.81348463597009e-05
Position 4694: 4.634535432806833e-05
Position 4322: 4.1081490555852757e-05
Position 3220: 4.021288904364292e-05
Position 2862: 3.689753776855724e-05
Position 427: 3.642932203943372e-05
Position 3413: 3.330696015001976e-05
Position 1219: 3.262742383697056e-05
Position 1113: 3.2372833337898756e-05
Position 1718: 3.130693200934241e-05
Position 3642: 2.4563043475923208e-05
Position 1861: 2.4546304370448196e-05
Position 3165: 2.4118298824631362e-05
Position 2778: 2.1055919095720315e-05
Position 2033: 1.948859830245675e-05
Position 1822: 1.9227655689096094e-05
Position 903: 1.8304936758258992e-05
Position 4343: 1.8255343447899285e-05
Position 2994: 1.7219254854243e-05
Position 3678: 1.60903172250898e-05
Position 1286: 1.4772141280202774e-05
Position 597: 1.4258630603497671e-05
Position 776: 1.3039982259144385e-05
Position 576: 1.1808870307453027e-05
Position 3030: 8.698871114597892e-06
