Gene = HOXA10-HOXA9
index = 661
Annotated 5SS: [  368 15136]
Annotated 3SS: [15045 16171]
SMsplice 5SS: [  368 15136]
SMsplice 3SS: [15045 16171]
top_k =  1000
Partition function (log Z): -5.73678599991151

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.984942113789117
Position 15136: 0.7597450745418094
Position 199: 0.562618558879929
Position 10720: 0.28437837290634765
Position 4974: 0.2683813370496032
Position 8268: 0.2305644189521983
Position 6665: 0.14679119080315076
Position 13279: 0.1166074425533355
Position 3631: 0.11001086516569782
Position 5312: 0.04958339415405636
Position 9583: 0.044738697534567134
Position 947: 0.028324811872255936
Position 4592: 0.026705849035666463
Position 3082: 0.01773993941051882
Position 1048: 0.017244907532908874
Position 3556: 0.015428025497771749
Position 10454: 0.011317970883787588
Position 5239: 0.011306533701572233
Position 5040: 0.010102092258044582
Position 10547: 0.009980008143281963
Position 5662: 0.009926294736960686
Position 4829: 0.007251275223033779
Position 3199: 0.004319053948883778
Position 12807: 0.004063012233369373
Position 2613: 0.003960243489100522
Position 4237: 0.0035225146279250735
Position 16299: 0.0032278738574122176
Position 13294: 0.0031636057478647223
Position 1521: 0.002760404905925067
Position 12911: 0.002691368197907285
Position 10793: 0.002637118416759266
Position 3547: 0.0018714648210576444
Position 901: 0.0017467761226184566
Position 15205: 0.0017443845163231076
Position 10458: 0.001447579033692791
Position 171: 0.0013084713750624712
Position 3395: 0.0011115485281527854
Position 925: 0.001072565643667878
Position 1266: 0.0009113794215104083
Position 4807: 0.0009047608775674121
Position 4629: 0.0007920242680335079
Position 2079: 0.000736402433763519
Position 4721: 0.0006381446873874232
Position 1596: 0.0005891158727486575
Position 1410: 0.0005426235564183339
Position 3343: 0.0004484264688728185
Position 5168: 0.0003768487737726794
Position 4746: 0.00035427824351192034
Position 704: 0.0003104375715906439
Position 1922: 0.0002241995014606801
Position 2138: 0.00019559712503247688
Position 477: 0.0001851608367702711
Position 4282: 0.00012030577401974957
Position 401: 6.316697557478336e-05
Position 123: 5.957191137679776e-05
Position 460: 3.582305668388856e-05
Position 382: 1.9378766355404933e-05
Position 3657: 1.598586898837111e-05
Position 508: 1.295069445591357e-05
Position 2091: 1.2338002410635876e-05
Position 2916: 1.2171524926489143e-05
Position 268: 8.963752632454058e-06
Position 420: 8.962719256111174e-06
Position 273: 7.176045056475811e-06
Position 47: 5.885535096368229e-06
Position 2893: 5.5712438856930466e-06
Position 1042: 3.5499789907095922e-06
Position 714: 3.1376993381975937e-06
Position 41: 3.0091465158095873e-06
Position 469: 1.4533689267782474e-06
Position 9876: 1.1056922425478589e-06
Position 540: 1.045725775153423e-06
Position 1903: 9.655188809866985e-07
Position 4159: 6.254199488788803e-07
Position 729: 5.913495036661233e-07
Position 1259: 5.453340585409547e-07
Position 2775: 5.374302587968401e-07
Position 346: 5.135422420287999e-07
Position 215: 5.054558141146389e-07
Position 360: 4.914038029700349e-07
Position 753: 4.4090160507843587e-07
Position 675: 4.102951846415429e-07
Position 660: 1.3833314480878154e-07
Position 808: 1.288757183581501e-07
Position 827: 1.0085614334981335e-07
Position 362: 7.969810773411063e-08
Position 261: 7.692413805237485e-08
Position 412: 5.910754974671807e-08
Position 1291: 5.19180251701698e-08
Position 759: 4.7094624685286955e-08
Position 649: 3.312688849401953e-08
Position 396: 2.6272257080305272e-08
Position 678: 2.374161132008785e-08
Position 1313: 2.0633079691123896e-08
Position 597: 1.6752322814576554e-08
Position 799: 1.4223922971954111e-08
Position 750: 1.2744290894286614e-08
Position 1012: 1.0591282424886474e-08
Position 532: 1.045670362663838e-08
Position 914: 4.483115727273995e-09
Position 1118: 4.045639046896371e-09
Position 464: 2.06272997087916e-09
Position 651: 4.204720926738593e-11
Position 429: 1.4140835894256136e-11
Position 335: 8.195712273924008e-12
Position 452: 2.5009244327451537e-12
Position 312: 1.293495957329584e-12
Position 954: 2.448184888544674e-13
Position 931: 2.0964758269086325e-14
Position 894: 2.091599884599939e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 16171: 0.9522828567588018
Position 15045: 0.7685123855002288
Position 283: 0.3587940544189115
Position 8177: 0.223401630560783
Position 4920: 0.21833856226070625
Position 10660: 0.19987791170498262
Position 300: 0.18793543094559104
Position 3501: 0.11263416052250401
Position 13192: 0.0997335468182396
Position 10637: 0.07771465364319467
Position 6360: 0.0581872333240902
Position 4895: 0.04630067225470484
Position 4661: 0.0400040642145821
Position 9388: 0.037631036736080786
Position 5161: 0.037010424468104305
Position 6551: 0.03581403567903174
Position 6438: 0.030815773599744918
Position 826: 0.02642955188261014
Position 4493: 0.02410504780720303
Position 10242: 0.023126328202694432
Position 13122: 0.02093004133649693
Position 851: 0.019103598037878068
Position 6475: 0.01612768432448713
Position 2989: 0.015189507887009953
Position 16064: 0.010838233467282968
Position 10603: 0.009893531038847702
Position 5534: 0.008506768755078664
Position 12685: 0.00830516027538473
Position 3554: 0.008045537453035177
Position 6189: 0.005979261989714725
Position 15427: 0.0059211694891022505
Position 16023: 0.005407744782160621
Position 2915: 0.004586397520400475
Position 8036: 0.0043369160393251
Position 9328: 0.00423918501270628
Position 4091: 0.0037993345629989904
Position 5190: 0.0034876950601296797
Position 8125: 0.0034307568376127076
Position 9483: 0.0033780036238378174
Position 3246: 0.003043799025423758
Position 15289: 0.0029195611583821084
Position 879: 0.002755300425115517
Position 4520: 0.002586558686401693
Position 4929: 0.002487700263341944
Position 3282: 0.0020690309802537214
Position 2542: 0.0020369690178853638
Position 15204: 0.001926079717618648
Position 3315: 0.0018119092499247517
Position 16364: 0.0016783605651706736
Position 2539: 0.0016693550629978098
Position 16430: 0.0015495132922415402
Position 5167: 0.0015086453250830996
Position 3011: 0.0014976469736748604
Position 16153: 0.0014976223048054473
Position 11378: 0.001228184172773515
Position 16289: 0.0012242281383860938
Position 1351: 0.0011752754006237932
Position 1225: 0.0011336354569517289
Position 236: 0.0010512243978512803
Position 1332: 0.0010375243965769115
Position 3473: 0.0009943604026636619
Position 5480: 0.000934808566706061
Position 261: 0.0008381290735160521
Position 4427: 0.0008005972622473867
Position 7839: 0.0007471089637154931
Position 15823: 0.0007055339558078889
Position 346: 0.0006231169819095514
Position 1427: 0.0006065730669405137
Position 11882: 0.000527821554954425
Position 5500: 0.00048615685816932663
Position 4950: 0.0004790565764540656
Position 1956: 0.00041556269805367537
Position 1553: 0.00033112554912895654
Position 2934: 0.00032073618758931785
Position 1004: 0.00031141141673302275
Position 3424: 0.0003090265208969539
Position 2770: 0.00030061207031723295
Position 1936: 0.000284992402081828
Position 13923: 0.0002629754110976131
Position 600: 0.0002455939475805494
Position 15497: 0.00024419635412119473
Position 507: 0.00020921091194408005
Position 12284: 0.00019042599702220753
Position 2519: 0.00018590292635020802
Position 1780: 0.0001788978151284736
Position 1978: 0.00014868268512725788
Position 6323: 0.00013689812986397514
Position 2560: 0.00012926622928719216
Position 3146: 0.00012920222187071212
Position 3394: 0.00011772227235616912
Position 11188: 0.00011653181743781252
Position 2069: 0.00010705292039036209
Position 1073: 0.00010503457992682157
Position 790: 9.981481228059392e-05
Position 2727: 9.897534096882358e-05
Position 3023: 8.539209115887091e-05
Position 1259: 8.367138536948661e-05
Position 1826: 8.187784546177472e-05
Position 6889: 7.60882476034164e-05
Position 9761: 7.183929500381038e-05
Position 4668: 6.94451259177761e-05
Position 6052: 6.234952294154099e-05
Position 966: 5.775913567890064e-05
Position 980: 5.523048318120549e-05
Position 1166: 4.989636251413609e-05
Position 6853: 4.971834088984776e-05
Position 1451: 4.070973733474608e-05
Position 328: 3.6917126082587824e-05
Position 1678: 3.610324275850832e-05
Position 7154: 3.570880033276291e-05
Position 6123: 3.41330361283119e-05
Position 9602: 3.042039043147542e-05
Position 9567: 2.5606189393220025e-05
Position 6903: 2.257773380439578e-05
Position 5457: 2.148442667196639e-05
Position 3730: 2.036502026341997e-05
Position 5934: 1.4991664816454152e-05
Position 3911: 1.2264164607290853e-05
Position 3060: 1.1340290747122402e-05
Position 3630: 1.1008936518527603e-05
Position 6863: 8.919137590304915e-06
Position 1375: 7.739306837696508e-06
Position 1380: 7.548158117691203e-06
Position 3686: 6.4489440327537906e-06
Position 325: 6.189496206211807e-06
Position 6120: 6.140150077347398e-06
Position 438: 5.035686545606635e-06
Position 1852: 4.777432046827823e-06
Position 1608: 4.527108103894871e-06
Position 3753: 4.4851441453774286e-06
Position 1410: 4.406556858092038e-06
Position 1784: 3.5016765868983465e-06
Position 2683: 3.454686969545621e-06
Position 1628: 3.2069598842273467e-06
Position 6153: 2.91372572096617e-06
Position 2487: 2.4529995098584013e-06
Position 799: 1.359202270714702e-06
Position 1639: 1.2751801841961061e-06
Position 1583: 1.1797554669738238e-06
Position 1614: 8.897306553337448e-07
Position 796: 6.865911635498951e-07
Position 566: 6.203031218837029e-07
Position 579: 4.2031638771963e-07
Position 553: 3.829970784063675e-07
Position 310: 2.926380959149231e-07
Position 480: 2.5011181524268407e-07
Position 258: 2.3413821492306422e-07
Position 2545: 1.8025460831921832e-07
Position 332: 1.262443556622058e-07
Position 242: 1.0972518972910899e-07
Position 1015: 7.596269695604946e-08
Position 1018: 7.245272746854899e-08
Position 1339: 5.571594860812365e-08
Position 774: 5.5117224613241155e-08
Position 1519: 5.1370882831853104e-08
Position 435: 5.124740883307711e-08
Position 519: 4.971764647052931e-08
Position 1084: 4.747881754053881e-08
Position 1387: 4.127031807373098e-08
Position 367: 3.9717362183702336e-08
Position 1798: 3.898779414244958e-08
Position 920: 3.19096421197479e-08
Position 894: 2.9429272180197146e-08
Position 1101: 2.6464666877583465e-08
Position 2465: 2.271411059194664e-08
Position 610: 2.059090027104262e-08
Position 912: 1.8404441471334404e-08
Position 756: 1.701148456234497e-08
Position 3176: 1.4938971842514886e-08
Position 914: 1.4036562027896505e-08
Position 516: 7.834891831923769e-09
Position 947: 6.888931951050719e-09
Position 671: 6.704769304647288e-09
Position 396: 6.430617050229618e-09
Position 615: 3.991307193759064e-09
Position 858: 3.124302608775605e-09
Position 535: 2.6016804374753297e-09
Position 759: 2.007683480752394e-09
Position 1414: 1.9843542578479586e-09
Position 657: 9.058836501437746e-10
Position 1285: 8.251197428543457e-10
Position 625: 7.556224851693291e-10
Position 532: 6.775673929932156e-10
Position 525: 6.122892895645153e-10
Position 189: 5.488801411858634e-10
Position 484: 3.415266153429971e-10
Position 642: 2.55155008011678e-10
Position 372: 2.191434717188281e-10
Position 194: 1.5746396946159168e-10
Position 634: 9.126767522102565e-11
Position 387: 3.8044812244674976e-11
Position 412: 3.1343767283106476e-11
Position 703: 2.958523335569017e-11
Position 891: 1.848483274580917e-11
Position 925: 8.311149178107748e-12
Position 779: 5.257435006553518e-12
Position 419: 8.665895092647334e-13
Position 649: 8.653687303477119e-13
Position 129: 5.752784169696148e-13
Position 374: 2.5242280731373347e-13
Position 1433: 1.8424638420047502e-13
Position 1463: 1.3051673008880797e-13
Position 540: 1.2087026490418563e-13
Position 382: 9.629527554546133e-14
Position 191: 2.6374529446146676e-14
Position 153: 9.691301915577966e-15
Position 807: 2.3639305181953407e-15
Position 140: 1.456747320635175e-15
