Gene = NIT2
index = 944
Annotated 5SS: [   98  4505  5235  6461 10978 11555 14181 17802 20127]
Annotated 3SS: [ 4385  5113  6371 10883 11479 14101 17702 20070 20475]
SMsplice 5SS: [   98  4505  5235  6461 11555 14181]
SMsplice 3SS: [ 4385  5113  6371 11479 14101 20475]
top_k =  1000
Partition function (log Z): -3.2173103241323617

Sorted 5' Splice Sites (High to Low Probability):
Position 14181: 0.9514761579976784
Position 11555: 0.9495375202721541
Position 4505: 0.8862660119192473
Position 6461: 0.8277883824509852
Position 98: 0.7663211560294504
Position 20127: 0.5638600711706746
Position 5235: 0.5413437134487108
Position 8782: 0.5266707092879896
Position 17802: 0.4939316736957417
Position 22903: 0.4423107860894624
Position 16688: 0.2923829359914213
Position 1910: 0.28506057837748333
Position 23644: 0.19883686767306874
Position 16038: 0.1675759909941923
Position 4261: 0.15538633787675418
Position 3964: 0.1458960108598287
Position 5254: 0.13368903056078935
Position 3692: 0.1306907181814228
Position 9810: 0.08843364217208359
Position 3938: 0.07760184197515384
Position 10856: 0.076929399998039
Position 9529: 0.07090760739505772
Position 412: 0.06629758452852576
Position 22511: 0.05462103847983916
Position 16059: 0.05328983321095942
Position 16694: 0.05122911743814067
Position 8377: 0.046592109965470495
Position 22347: 0.04615818279327032
Position 478: 0.04226359867422631
Position 738: 0.04157393598162487
Position 397: 0.040453961928493785
Position 70: 0.03890543559740307
Position 15090: 0.03846272838508096
Position 5070: 0.03276089205098717
Position 19015: 0.03165764370547549
Position 11766: 0.03134136000219706
Position 10978: 0.024644379485631418
Position 1564: 0.02389177868682397
Position 9769: 0.02276745569752961
Position 20569: 0.022013340087489654
Position 5507: 0.019032667572459257
Position 2196: 0.018248296796035443
Position 9538: 0.0182092555130263
Position 984: 0.018147746195739504
Position 1864: 0.017223431555975725
Position 11030: 0.01633232027733934
Position 17806: 0.015053047489985523
Position 16033: 0.014362281791307744
Position 1591: 0.014248142671240487
Position 18827: 0.01350904613462728
Position 239: 0.011945744909473876
Position 5294: 0.011676534419884718
Position 3876: 0.01095749686295505
Position 5733: 0.010428636470632796
Position 13620: 0.009678068455715191
Position 19988: 0.009614043817642838
Position 10181: 0.008920892555488395
Position 885: 0.008797997464803536
Position 11971: 0.008171204360207544
Position 24556: 0.007628199305972147
Position 12538: 0.0067611163642657375
Position 15179: 0.006758399273942076
Position 18583: 0.0058415879411683426
Position 4585: 0.005774913479413417
Position 945: 0.005522520033559475
Position 7513: 0.005121088507538301
Position 14690: 0.004930698978459184
Position 6178: 0.00426356123111682
Position 11581: 0.003623232622639491
Position 5391: 0.003273570017020748
Position 1725: 0.0029955673404823864
Position 1490: 0.0029362394492773855
Position 1890: 0.0027700971791657135
Position 13378: 0.0027656559810305204
Position 7649: 0.0022339415228632776
Position 4509: 0.002217232534040462
Position 14404: 0.002193530950552739
Position 20850: 0.002104846201135846
Position 6348: 0.0020522575356164523
Position 8231: 0.0019647398505170744
Position 13135: 0.0017967016141946632
Position 1632: 0.0017668977538260495
Position 243: 0.001726967188734702
Position 1169: 0.0016586645524352729
Position 15991: 0.0016365050151316014
Position 16671: 0.0016329321434450455
Position 23510: 0.0015511361987204722
Position 8163: 0.0014980142663028823
Position 18960: 0.0014953039873959126
Position 15003: 0.00149375007631632
Position 2201: 0.0011846083281552577
Position 15547: 0.0010816692985164604
Position 384: 0.0010788086196454176
Position 73: 0.0009208496221495589
Position 18685: 0.0006620700865927754
Position 2318: 0.0006467098949542027
Position 20858: 0.0006012149138227667
Position 3181: 0.0005755635640547981
Position 15628: 0.0005105143752188249
Position 20153: 0.00046614560503248646
Position 14252: 0.0004489814813141682
Position 15083: 0.00044046215625549316
Position 2685: 0.0003660883582546653
Position 18906: 0.0003540620193577408
Position 442: 0.0003505282486256826
Position 8519: 0.0003497760045629565
Position 409: 0.00034589616560387463
Position 2725: 0.0003394788673492114
Position 743: 0.00030143565492122203
Position 6451: 0.0002891666218415127
Position 34: 0.00028366104907181567
Position 18740: 0.00024717480591316494
Position 5981: 0.00024404006428221605
Position 8831: 0.00021574762145671356
Position 18889: 0.0002149791745673755
Position 5971: 0.0002129009151616815
Position 7942: 0.0001992454320026439
Position 5643: 0.00019803483972914379
Position 496: 0.00019044119297098824
Position 9586: 0.00018357453654827303
Position 208: 0.00013016261446618428
Position 9022: 0.0001270577456028183
Position 6811: 0.00012519884890676577
Position 489: 0.00011417588504837505
Position 3712: 8.776360765051893e-05
Position 14300: 7.913268194993427e-05
Position 880: 7.898290338997213e-05
Position 610: 7.417865490095083e-05
Position 7598: 7.134858554499209e-05
Position 876: 6.980630367820452e-05
Position 591: 6.613844277974478e-05
Position 399: 5.843041670064322e-05
Position 1143: 5.211708974279023e-05
Position 13086: 5.0702925822922724e-05
Position 1711: 5.066762336643389e-05
Position 129: 5.009335094216869e-05
Position 9293: 4.792250363488767e-05
Position 650: 4.6394791967927846e-05
Position 941: 4.6224739187651806e-05
Position 710: 4.5233733970408904e-05
Position 1603: 4.486674546240348e-05
Position 563: 3.715049296158553e-05
Position 20584: 3.208582426789663e-05
Position 1139: 3.191644514803502e-05
Position 889: 2.9829456248483836e-05
Position 167: 2.553687293182433e-05
Position 233: 2.2682675996723023e-05
Position 558: 2.0531625843735695e-05
Position 858: 1.7787271583033983e-05
Position 432: 1.659040623128073e-05
Position 57: 1.602171489788429e-05
Position 923: 1.5020893587310004e-05
Position 644: 1.1390994204717342e-05
Position 79: 1.0968796351989022e-05
Position 620: 1.0760429715142034e-05
Position 16829: 9.595808755734726e-06
Position 652: 5.948622651815201e-06
Position 821: 5.23469369027746e-06
Position 954: 4.695659282910195e-06
Position 680: 4.1887637722491724e-06
Position 1653: 2.579498893325386e-06
Position 1790: 1.7228931075078606e-06
Position 1769: 1.6157479935709214e-06
Position 14241: 1.581791363418195e-06
Position 300: 1.007851080170227e-06
Position 571: 6.816270934984943e-07
Position 382: 5.415820100425028e-07
Position 447: 5.378528764585171e-07
Position 102: 3.4414347404317106e-07
Position 544: 2.9040503261745096e-07
Position 694: 2.517134840017408e-07
Position 598: 2.0397924012890523e-07
Position 88: 1.361401661565025e-07
Position 2460: 6.770773379327616e-08
Position 20: 2.934319400915174e-08
Position 1045: 2.1684357543895048e-08
Position 6: 1.797043761312252e-08
Position 255: 6.880871511996981e-09
Position 199: 5.264380012687898e-09
Position 434: 4.1891197830147375e-09
Position 546: 2.158911878694878e-09
Position 356: 2.6131467243651615e-11
Position 691: 4.2402345045766107e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 14101: 0.9361557337809348
Position 4385: 0.795577694766798
Position 11479: 0.7537903667046445
Position 6371: 0.6514960356148738
Position 5113: 0.6063566453784678
Position 8717: 0.5062066947535169
Position 20070: 0.4894085352740803
Position 17702: 0.44306154431814687
Position 20475: 0.37503294958685945
Position 16544: 0.3438545630993193
Position 1670: 0.3023135638892873
Position 22671: 0.2329113624465118
Position 24776: 0.2105186568842792
Position 11359: 0.17866015022011092
Position 15894: 0.16047576962648571
Position 23428: 0.1546902739648184
Position 6323: 0.14263010476506569
Position 22802: 0.13506003398518127
Position 22965: 0.11857847885546416
Position 4190: 0.11168563453724811
Position 9429: 0.10888004011203903
Position 3785: 0.10796962005227512
Position 3739: 0.10659165447144976
Position 22304: 0.10282395541232768
Position 19869: 0.09046561235594704
Position 22748: 0.08023910390200907
Position 26633: 0.07956466531155935
Position 10779: 0.07511086257984911
Position 9671: 0.061176211368288845
Position 18684: 0.06057714071180168
Position 5162: 0.059748605822054476
Position 17718: 0.05933326313987431
Position 23531: 0.050829625382627974
Position 3617: 0.04590780735734371
Position 23856: 0.04285603347763057
Position 24510: 0.042297596177550245
Position 8146: 0.04052811715811856
Position 10883: 0.03866707664327701
Position 14950: 0.037612970652013286
Position 4225: 0.03756544731393995
Position 4408: 0.03707424948079838
Position 3515: 0.0352624215458427
Position 3578: 0.03385004611482526
Position 11673: 0.03040504049309702
Position 15936: 0.027421609163437253
Position 4993: 0.022553245624829125
Position 11438: 0.022412894114623313
Position 15853: 0.02230771089748887
Position 15939: 0.02186727778629199
Position 801: 0.02108689898096362
Position 5390: 0.020083343480556563
Position 4433: 0.018941673213901448
Position 23779: 0.018030111384405783
Position 6292: 0.017598999668631026
Position 1412: 0.01754203968982027
Position 516: 0.01654207439874509
Position 9605: 0.014525790240520458
Position 9451: 0.014350443179510891
Position 3782: 0.014166664246145563
Position 4455: 0.0138508979609417
Position 8657: 0.013728102808993316
Position 26794: 0.013611635221831484
Position 2003: 0.012960040530389853
Position 4924: 0.012433438951805452
Position 25436: 0.012401447786594577
Position 24811: 0.012255692798228504
Position 20682: 0.01214756275049249
Position 4955: 0.011803387237409183
Position 25281: 0.011719844436264103
Position 4112: 0.011676168814613431
Position 6214: 0.01148069853922691
Position 6022: 0.011187078339461438
Position 24166: 0.01111599093023854
Position 3565: 0.010893266235525825
Position 1533: 0.009927543057796341
Position 1451: 0.009805962016332864
Position 24828: 0.008420477741257247
Position 14125: 0.007929029578913305
Position 8334: 0.007754772488137291
Position 5594: 0.007240037357055742
Position 4143: 0.0067342738870328584
Position 14931: 0.006704157377194591
Position 7479: 0.006577181435322928
Position 12418: 0.006315579826942801
Position 25051: 0.005640621863483456
Position 13540: 0.00561378323213888
Position 13214: 0.005505587216437461
Position 8744: 0.005352667065405168
Position 9965: 0.005168677766371793
Position 13932: 0.005055859756776276
Position 15906: 0.004657690470179901
Position 16522: 0.00440257958006064
Position 4340: 0.004360364873996645
Position 710: 0.004161128003031032
Position 10817: 0.0041281605378836435
Position 11879: 0.0038839464480352557
Position 17624: 0.003779951272354661
Position 4116: 0.003565501612767676
Position 5188: 0.003397837157777121
Position 18826: 0.00334973477064283
Position 17734: 0.0033301801437998022
Position 442: 0.0032013984231597558
Position 3582: 0.0031662725653498454
Position 2032: 0.003125923686946816
Position 4971: 0.002884026805040451
Position 10063: 0.0027703757287038857
Position 14313: 0.0027632613409374726
Position 4246: 0.002734768547264701
Position 18416: 0.0027289342573788636
Position 14596: 0.002719396702655055
Position 14290: 0.0026727727706743355
Position 14109: 0.002600596343812765
Position 2078: 0.0022862726539840564
Position 24668: 0.002233945420661825
Position 24694: 0.0022325265619056183
Position 24247: 0.0022050987797328767
Position 4359: 0.002176510115329524
Position 3766: 0.002128914790112006
Position 742: 0.002002365671358794
Position 14994: 0.0019565229974303467
Position 11924: 0.0019316797759689043
Position 18514: 0.0018441362917775612
Position 21286: 0.0018338292103701114
Position 16487: 0.001824896280902119
Position 23784: 0.0017552188152791253
Position 8722: 0.0016372579241679013
Position 9637: 0.00158703683893989
Position 3809: 0.0014339690060147956
Position 4978: 0.001380556219494814
Position 11870: 0.0013778326124511769
