Gene = MTHFR
index = 891
Annotated 5SS: [  365  2085  3034  7040  8148  8517  8888  9339 10968 12039]
Annotated 3SS: [ 1845  2922  6845  7896  8381  8706  9155 10865 11918 12346]
SMsplice 5SS: [  365  3034  7040  8148  8517  8888  9339 10968 12039]
SMsplice 3SS: [ 2922  6845  7917  8381  8767  9155 10865 11918 14078]
top_k =  1000
Partition function (log Z): 8.319732649679342

Sorted 5' Splice Sites (High to Low Probability):
Position 10968: 0.9610986907614161
Position 12039: 0.959916856002571
Position 365: 0.91047812730165
Position 8517: 0.9023000937838175
Position 8888: 0.8490057602544749
Position 3034: 0.8144503847550567
Position 8148: 0.8064943299093157
Position 7040: 0.7839401742075168
Position 9339: 0.6490944935631648
Position 14993: 0.4817289230860227
Position 557: 0.4735856992418815
Position 5382: 0.427613931965285
Position 11609: 0.3364916501922721
Position 15406: 0.2828954898586687
Position 2085: 0.23410077471374563
Position 4040: 0.2282388816449461
Position 9344: 0.1951605152859977
Position 14230: 0.18507879643894376
Position 2998: 0.1511184643503584
Position 9025: 0.1436974760798941
Position 8023: 0.10631335280025718
Position 11640: 0.10421242057765516
Position 14153: 0.10366548630824042
Position 12497: 0.09781977676524126
Position 13515: 0.08557418887816154
Position 13393: 0.0747235285718156
Position 982: 0.048183799147133714
Position 5639: 0.03578436255380283
Position 14418: 0.030573319304977746
Position 1905: 0.027787675761398862
Position 3170: 0.02687845263011983
Position 386: 0.023148579952791966
Position 9228: 0.022902261981666856
Position 1446: 0.020950533510369358
Position 5534: 0.01785524569568358
Position 52: 0.0175572583042889
Position 295: 0.01734907933799042
Position 2442: 0.015848914701543725
Position 8110: 0.015231188339329186
Position 9300: 0.01471427122209817
Position 5684: 0.014529356528936905
Position 941: 0.013334100215245392
Position 9654: 0.012953258345768376
Position 14283: 0.012840696510240088
Position 11148: 0.012255440983627321
Position 8434: 0.010815902229591586
Position 14579: 0.007882253624397612
Position 7755: 0.007849796962894657
Position 380: 0.007737258126176473
Position 5428: 0.006295776713785842
Position 11820: 0.005599873980037627
Position 2735: 0.004635761743517888
Position 12333: 0.004488597785991466
Position 9385: 0.003791161126901087
Position 5876: 0.003648825673696942
Position 2665: 0.0035965772844165794
Position 1582: 0.0033656699599359553
Position 2419: 0.0031313936697714533
Position 6091: 0.00290009716998254
Position 10941: 0.002775237048867708
Position 2852: 0.0027175710098088506
Position 498: 0.0021566841008050807
Position 15400: 0.0021392076977394016
Position 13040: 0.0020989612407480538
Position 302: 0.0020043463620847747
Position 4210: 0.0018546493216932735
Position 6806: 0.0018287585795281457
Position 1624: 0.0014819365099573707
Position 10928: 0.0014342776250355987
Position 2429: 0.0014046740050930237
Position 1866: 0.0013600517838562767
Position 1620: 0.0012994850792616885
Position 6911: 0.0012140692873824745
Position 2709: 0.001045161442664799
Position 71: 0.0009796369501124888
Position 1210: 0.0009344430238328515
Position 10225: 0.0008610586042959424
Position 2249: 0.0008182770240272376
Position 13446: 0.0007925452348386074
Position 7337: 0.0007842320287342113
Position 196: 0.0007421509004154321
Position 132: 0.0006627361810035638
Position 1846: 0.0006399935979057572
Position 666: 0.0006047539802117706
Position 532: 0.0005717350682214913
Position 10431: 0.0005342344476595334
Position 11692: 0.0005307291689160053
Position 2627: 0.00047537648500156973
Position 685: 0.0004369707660740163
Position 2141: 0.0004350708287843386
Position 12317: 0.000422305104838605
Position 10962: 0.00040403548474741925
Position 3383: 0.00038025005388931624
Position 4815: 0.0003730059866298792
Position 9586: 0.0003685643165285713
Position 11651: 0.00033027698425965995
Position 7942: 0.0002567070495424551
Position 3455: 0.00024091266731146046
Position 9359: 0.0001977229011509249
Position 8892: 0.00018583904634099453
Position 11328: 0.00017371787554770624
Position 3007: 0.00015203813906304999
Position 2982: 0.00010951658723479169
Position 9938: 9.63756629088882e-05
Position 8800: 9.622499520602763e-05
Position 11581: 8.38201776709999e-05
Position 13535: 7.219423552065504e-05
Position 8915: 6.41218483991226e-05
Position 8820: 5.8975189156537686e-05
Position 8480: 5.747001884605084e-05
Position 115: 5.4206249962172416e-05
Position 3854: 5.074480755353561e-05
Position 2004: 4.9944300103187785e-05
Position 5407: 4.931185190260362e-05
Position 11292: 4.8397510608586606e-05
Position 3966: 4.795826027535447e-05
Position 1737: 4.740130422592692e-05
Position 4740: 4.43415644138225e-05
Position 64: 4.382949527556094e-05
Position 787: 4.1723041024631216e-05
Position 4768: 4.1598539699455256e-05
Position 12712: 4.0452583213058635e-05
Position 12006: 3.934635725774223e-05
Position 4931: 3.823152592678493e-05
Position 4811: 3.7691311843738775e-05
Position 62: 3.6524926829967054e-05
Position 8880: 2.8017148173150673e-05
Position 12449: 2.696519053881176e-05
Position 8829: 2.6047816752472014e-05
Position 11111: 2.2976861971958435e-05
Position 12303: 2.1979639451218336e-05
Position 12305: 2.1335130978000084e-05
Position 8840: 2.1186629119510837e-05
Position 3199: 2.0130161772018702e-05
Position 12018: 1.92290744948388e-05
Position 12321: 1.865740510206521e-05
Position 12325: 1.4022563977323324e-05
Position 305: 1.3329681372951834e-05
Position 12301: 1.2874405069332068e-05
Position 2885: 9.152965078909387e-06
Position 582: 8.856735396831079e-06
Position 11187: 7.474950930719071e-06
Position 12315: 7.250615299805079e-06
Position 8903: 6.506342460655397e-06
Position 929: 5.014922930814067e-06
Position 9156: 4.391870169291776e-06
Position 1430: 3.592448178738338e-06
Position 1038: 2.9609964275680995e-06
Position 646: 2.6615782912494637e-06
Position 11: 2.0503022425085484e-06
Position 538: 1.9726375618364994e-06
Position 4700: 1.780832789659697e-06
Position 875: 1.7348595858995153e-06
Position 591: 1.5672878728941632e-06
Position 54: 1.46189394680387e-06
Position 73: 1.150007312417452e-06
Position 110: 1.0979531717967732e-06
Position 1167: 1.0568966223436337e-06
Position 214: 1.024480134452818e-06
Position 1203: 8.349565159008736e-07
Position 1803: 6.964146887956046e-07
Position 405: 6.440885313310636e-07
Position 905: 5.316141772111275e-07
Position 606: 4.393676880759053e-07
Position 502: 4.155060368808645e-07
Position 1119: 3.1863558840372823e-07
Position 1173: 2.952857247249324e-07
Position 423: 2.4264392849603913e-07
Position 1235: 1.8445619455090955e-07
Position 551: 1.6923186106053275e-07
Position 348: 8.817147616209268e-08
Position 13: 7.833141523099757e-08
Position 8773: 6.051888552956857e-08
Position 223: 2.6741672588116452e-08
Position 181: 1.2620494565676386e-08
Position 402: 2.738141712424566e-09
Position 190: 1.0049875132143268e-09
Position 399: 4.9114311464602366e-11
Position 549: 5.907368462217361e-12
Position 641: 4.1378065373797685e-12
Position 866: 2.1121545524492392e-12
Position 855: 1.6329516122452883e-12
Position 525: 6.967195852827965e-13
Position 771: 9.364712570110956e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 10865: 0.9644173793377125
Position 11918: 0.926954192933462
Position 2922: 0.9149732018928874
Position 9155: 0.8586375915673137
Position 6845: 0.6492040980281879
Position 7917: 0.5859769209534069
Position 8381: 0.4667092146452687
Position 459: 0.4587490472423722
Position 11499: 0.4489496444624171
Position 8767: 0.42902132664119436
Position 8706: 0.3537280260327833
Position 8405: 0.34719866228070284
Position 7896: 0.3293643262575365
Position 14078: 0.31483883045129857
Position 15289: 0.29028419388912524
Position 15515: 0.2690523654454895
Position 5234: 0.2059901651737314
Position 14909: 0.19195355809648448
Position 14929: 0.18363017872496318
Position 17028: 0.1466328133572419
Position 15236: 0.14393578856257033
