Gene = ERO1B
index = 508
Annotated 5SS: [  304 12111 28564 29936 32101 38564 45708 46197 49158 51762 55339 55717
 56916 60062 61154]
Annotated 3SS: [11990 28479 29893 32017 38489 45586 46149 49145 51734 55245 55469 56845
 59974 61019 63408]
SMsplice 5SS: [  304  5401 12111 24356 24638 28564 28757 29936 32101 38564 39157 46197
 55339 55717 60062 60379 61154 65852]
SMsplice 3SS: [ 5311 11990 24112 24527 28479 28641 29787 32017 38489 39075 46149 55245
 55469 59974 60264 61019 65762 65949]
top_k =  1000
Partition function (log Z): 2.2855445616767702

Sorted 5' Splice Sites (High to Low Probability):
Position 12111: 0.9999428848358223
Position 55339: 0.9799228529228267
Position 46197: 0.9777955616627434
Position 28564: 0.9735856542092952
Position 60062: 0.946513821115919
Position 61154: 0.9184717980224202
Position 39157: 0.8762848366833033
Position 24638: 0.8709416184801675
Position 38564: 0.8298850282777747
Position 304: 0.8265210336629382
Position 55717: 0.8042117046819414
Position 5401: 0.6812641604750961
Position 29936: 0.6551419637038273
Position 28757: 0.6468625446521765
Position 60379: 0.6185269391022897
Position 24356: 0.610682889499119
Position 21871: 0.5984940233315973
Position 65852: 0.5419925608610485
Position 519: 0.384146386632264
Position 45708: 0.3395473214218975
Position 63678: 0.31555836314097063
Position 905: 0.2770062523694491
Position 1956: 0.26317483645787365
Position 49158: 0.2568336999428089
Position 47802: 0.25346705083488136
Position 21023: 0.23416762926055215
Position 10525: 0.21271225910137195
Position 24229: 0.19570112391054628
Position 56916: 0.1738837397495192
Position 22601: 0.16763287436762825
Position 57908: 0.16051207301088596
Position 10476: 0.1460926452863356
Position 11848: 0.13934479217431547
Position 57750: 0.13664946252963917
Position 1267: 0.12376310005240858
Position 10469: 0.11818231533624078
Position 58496: 0.11817345292278345
Position 23763: 0.11730640198448976
Position 49466: 0.11584143687237002
Position 19144: 0.11568064967469996
Position 25054: 0.10811321615963712
Position 49289: 0.09996629702516946
Position 14642: 0.09415388630271851
Position 19089: 0.07653413903410357
Position 56796: 0.07570027932857284
Position 26082: 0.06254626743486257
Position 38963: 0.061328486797363385
Position 1941: 0.06034401784605697
Position 45810: 0.05859884164773313
Position 22098: 0.044860112386273375
Position 28773: 0.04260527402567397
Position 25303: 0.03616398127657991
Position 48513: 0.03340614145148111
Position 65884: 0.032190447259632333
Position 25890: 0.030586580174754633
Position 196: 0.0300285421491289
Position 63466: 0.029007132193972884
Position 51762: 0.028460817424656056
Position 10572: 0.027118074182974683
Position 545: 0.025821076022221973
Position 55613: 0.0254994934716953
Position 676: 0.025157469643321658
Position 10542: 0.025092885199970077
Position 64424: 0.021479672690188703
Position 39427: 0.021235374056381314
Position 64142: 0.018456446118006092
Position 63462: 0.016477978394126066
Position 63885: 0.015428712540882452
Position 28743: 0.015292979484057116
Position 11593: 0.013298747247712031
Position 14157: 0.011634691216530376
Position 15943: 0.011520747203786182
Position 14217: 0.010914223035489262
Position 25181: 0.010853736239602521
Position 64136: 0.010853129582904495
Position 57708: 0.010144647314459496
Position 66214: 0.010059612394808654
Position 2839: 0.010039938489889143
Position 48225: 0.009406416027519359
Position 15335: 0.00931825964500239
Position 15718: 0.008849330930506882
Position 1958: 0.0073836489952002725
Position 26801: 0.007280383312881588
Position 25592: 0.007187717191939964
Position 1203: 0.006647091947502292
Position 416: 0.00659364879806203
Position 23631: 0.006327344884366848
Position 9374: 0.006029525244463763
Position 697: 0.005826099254630194
Position 64512: 0.0049524600556654355
Position 26178: 0.004556718861623353
Position 1196: 0.0041129079091720535
Position 60557: 0.003810439345762565
Position 987: 0.0034709537231416457
Position 62689: 0.0034396165108065845
Position 3752: 0.003415485630256094
Position 60386: 0.0032649202753972355
Position 61474: 0.002959787577647025
Position 3642: 0.002740955660039414
Position 13862: 0.0026730668628278395
Position 46321: 0.002605802724697688
Position 64184: 0.002559770707334907
Position 63881: 0.002513090981756971
Position 23759: 0.002264531917035727
Position 66062: 0.0022528743960814556
Position 551: 0.0021987435130095562
Position 60503: 0.0020559242911882478
Position 61239: 0.0020348514454988577
Position 63297: 0.002023197137959785
Position 16008: 0.0019767945399926335
Position 496: 0.001972229277181055
Position 13867: 0.0019313016840451299
Position 169: 0.0018956293810403124
Position 27652: 0.001726119017276422
Position 26575: 0.0017095031080387605
Position 62983: 0.0016771638324413777
Position 61234: 0.0016544679547116836
Position 64754: 0.0016261124177457194
Position 60757: 0.0015448979912986247
Position 60746: 0.0014972266627872716
Position 1605: 0.001484584280914716
Position 64188: 0.0013303859840351035
Position 190: 0.001227910819990459
Position 184: 0.0011408573024059149
Position 4436: 0.0011140662585670043
Position 14141: 0.0011003754491209713
Position 47845: 0.001077312308291964
Position 1968: 0.0009844569822139856
Position 701: 0.000944760863955404
Position 29401: 0.0008427617229825361
Position 24318: 0.0008273048976570165
Position 1628: 0.0005952791372314358
Position 46745: 0.0004247175354876245
Position 214: 0.0004044523315365784
Position 14123: 0.0003625516553677344
Position 186: 0.00035838989853464624
Position 61451: 0.0003298189294485261
Position 3322: 0.00031694199660289195
Position 1279: 0.0002779393392787425
Position 61838: 0.00021268559158293265
Position 1524: 0.0001692931482152548
Position 982: 0.00010861010374841443
Position 1125: 0.00010501724630440243
Position 25338: 9.474077577638559e-05
