Gene = SDHA
index = 1234
Annotated 5SS: [  178  5328  6281  7322  7807 10093 12760 15405 17099 18359 22236 32863
 33228 36266]
Annotated 3SS: [ 5240  6118  7177  7641  9943 12634 15235 16902 18186 22116 32750 33096
 36151 38092]
SMsplice 5SS: [  178  5328  7807 10093 12760 15405 16664 18359 22236 24521 30095 32863
 33228 36266]
SMsplice 3SS: [ 5240  7641  9943 12634 15235 16515 18186 22116 24369 29933 32750 33096
 36151 38092]
top_k =  1000
Partition function (log Z): 23.92492424721081

Sorted 5' Splice Sites (High to Low Probability):
Position 22236: 0.9983992663217083
Position 33228: 0.9975951735599823
Position 178: 0.9733330122651297
Position 18359: 0.9723748112530181
Position 36266: 0.9710338552736045
Position 15405: 0.957797892997839
Position 10093: 0.9550656934806608
Position 5328: 0.9295881865196685
Position 7807: 0.9199854054803753
Position 16664: 0.9191656383963712
Position 12760: 0.8548752238191388
Position 32863: 0.8043539191527935
Position 30095: 0.7477351771733544
Position 24521: 0.6000370181430137
Position 17099: 0.5451768636821465
Position 19707: 0.4963326151121253
Position 10459: 0.4757045606173809
Position 7322: 0.3107784415166493
Position 6281: 0.3030794954839509
Position 2097: 0.29349692925541593
Position 14636: 0.2106695340017377
Position 25627: 0.17977346257615726
Position 17598: 0.16331066533800107
Position 19378: 0.15795090770154407
Position 34840: 0.14341029710778977
Position 36463: 0.13949519269254845
Position 23947: 0.10394381836505033
Position 17680: 0.09616317584899857
Position 23598: 0.07421722553731036
Position 15846: 0.06843394787470468
Position 22421: 0.06021155244091613
Position 24525: 0.05719944038213294
Position 22865: 0.05603042298047752
Position 9477: 0.052384397973380306
Position 36552: 0.052009481214214094
Position 34608: 0.05083830580136694
Position 19461: 0.04394912540092298
Position 23349: 0.04387191558655879
Position 6100: 0.0346368858027134
Position 34281: 0.034507198843763215
Position 22417: 0.03428967846449615
Position 10455: 0.0319269290202796
Position 17595: 0.03179685948687491
Position 17654: 0.02706326513817323
Position 22522: 0.026901508543663962
Position 34334: 0.026271905651072444
Position 5378: 0.025394860598084944
Position 32498: 0.023721851390967493
Position 7047: 0.023018102310556
Position 9516: 0.02274437747278753
Position 10292: 0.022675722252420778
Position 6167: 0.022348803494633675
Position 21176: 0.022231835245809885
Position 7072: 0.02109743048478388
Position 7390: 0.020967534331685637
Position 15638: 0.02094562814725958
Position 1865: 0.02078217602818303
Position 25337: 0.018955142555428916
Position 26658: 0.018444007179157347
Position 228: 0.018091138984430846
Position 5149: 0.01685559035169354
Position 2850: 0.01582051385437204
Position 3237: 0.01540835234105474
Position 15463: 0.014101194669426578
Position 10266: 0.013655803669251003
Position 803: 0.013560955003353322
Position 15695: 0.01309365946789417
Position 5942: 0.012712396284320377
Position 24534: 0.012522735981474428
Position 35018: 0.012017051171614803
Position 33890: 0.012013767325079312
Position 20893: 0.011112808943616503
Position 34661: 0.010923460422875923
Position 25984: 0.010277082392551276
Position 28941: 0.01027109846493022
Position 18262: 0.010190999146022126
Position 10887: 0.010183640508855346
Position 29319: 0.010167804333251432
Position 23922: 0.010109372344001355
Position 9696: 0.010092882472500463
Position 20890: 0.009804337842754878
Position 9401: 0.00902172344140716
Position 15819: 0.00894086954666769
Position 9115: 0.008850633328912965
Position 35992: 0.008761870219647775
Position 7749: 0.007431986652535364
Position 34228: 0.007282365211916008
Position 13206: 0.007016616125541244
Position 2497: 0.006878427562641921
Position 33492: 0.006467725056857566
Position 1466: 0.006275031367918685
Position 6292: 0.006213057165320931
Position 32914: 0.006133737965694411
Position 7154: 0.006027250538240695
Position 3194: 0.005835379237219081
Position 3360: 0.005720802666868514
Position 34758: 0.005719121033864552
Position 16049: 0.005703475451724829
Position 30175: 0.005634021027725808
Position 36500: 0.005615826456275531
Position 3065: 0.005473096525526269
Position 38194: 0.005316964461509253
Position 9176: 0.005266535935338439
Position 25577: 0.00516638908145994
Position 6679: 0.005144113413428851
Position 15642: 0.005008328979630316
Position 19339: 0.004889040831726128
Position 10933: 0.004659945354629167
Position 16394: 0.004587605816719037
Position 5706: 0.004583371714941906
Position 24553: 0.004530359934754874
Position 4974: 0.00446940208335299
Position 15750: 0.004451181728989762
Position 7354: 0.004356867486934215
Position 26464: 0.004293843190506239
Position 27247: 0.004211444946113989
Position 662: 0.004143269732678045
Position 19747: 0.004122596487513363
Position 12808: 0.00407144765955422
Position 33609: 0.004060530926799256
Position 17105: 0.004003492881818834
Position 6321: 0.003964015332026849
Position 26076: 0.003952350188746879
Position 24890: 0.0039061340200342663
Position 9049: 0.003763937529008555
Position 7427: 0.00370183437665925
Position 15754: 0.0036741127493686494
Position 22767: 0.003588614911668036
Position 11149: 0.003454780543498885
Position 17879: 0.003354304144584308
Position 12786: 0.003289253154439104
Position 24215: 0.003239722418854872
Position 19548: 0.0032216074718700778
Position 30164: 0.0031993708983597794
Position 10429: 0.0031834283496170596
Position 3886: 0.0029691079013956304
Position 6612: 0.0028779576928557897
Position 33552: 0.0027406619619559365
Position 7889: 0.002615253309441736
Position 17212: 0.0025333242641438587
Position 19684: 0.002483839479549323
Position 9296: 0.0024560450543032308
Position 36535: 0.002361543408771244
Position 9441: 0.0022480655621981657
Position 21463: 0.0022224153438233545
Position 21109: 0.0021992221512804645
Position 34974: 0.002159653164221771
Position 15898: 0.002138437945700292
Position 17577: 0.002136800098189741
Position 19334: 0.002098406686764531
Position 15861: 0.0020673120583637817
Position 15996: 0.002048330988129401
Position 2478: 0.002031989845091783
Position 7841: 0.0020052728885804885
Position 15964: 0.002001778152389872
Position 37319: 0.0019978699087022465
Position 329: 0.0019557932635300315
Position 22645: 0.001881969818563359
Position 14642: 0.0018665379953283407
Position 13440: 0.0018159758438251075
Position 9132: 0.0017899434633045492
Position 34501: 0.0017525414573368473
Position 2886: 0.001690522027486249
Position 36502: 0.0016566568893922574
Position 20902: 0.0016322675122250425
Position 30679: 0.0016146297105166514
Position 33666: 0.0015971220848452568
Position 16876: 0.0015325363447577028
Position 10584: 0.001525310454153693
Position 11403: 0.0015193537291273436
Position 36859: 0.0015139593664122949
Position 7543: 0.0014702743444497165
Position 36549: 0.0014493443275983358
Position 12891: 0.0014323832672782982
Position 9345: 0.0014196628192927976
Position 36601: 0.0014105945234794044
Position 34444: 0.0013808051758896136
Position 1870: 0.0013364795930283964
Position 4812: 0.0013334192209859947
Position 4473: 0.001332988666158065
Position 17507: 0.0013208537294922705
Position 34171: 0.00131517014931219
Position 9467: 0.001289625070355586
Position 6130: 0.0012399761112651595
Position 4335: 0.0011415910056057307
Position 14734: 0.0011369919060770994
Position 25714: 0.0011149581721751128
Position 5646: 0.001088634241312391
Position 21970: 0.0010594227625640939
Position 33277: 0.001054940601088094
Position 19428: 0.0010291207250288771
Position 18868: 0.0010223033482533504
Position 4878: 0.0009491322552787614
Position 13908: 0.0009363187424174819
Position 10319: 0.000909125808651928
Position 13106: 0.0008712766042012206
Position 5720: 0.0008472932354157421
Position 24664: 0.00083887560502929
Position 14982: 0.0008203036429316839
Position 37102: 0.000818466644492851
Position 182: 0.0008177077861575188
Position 15545: 0.000816202966776368
Position 3566: 0.0008027087128558058
Position 4570: 0.0007806379644431336
Position 12737: 0.0007576982988426554
Position 35125: 0.0007431009200261756
Position 34387: 0.0007172318199451717
Position 34057: 0.0007049778773511385
Position 4250: 0.0006835010265728544
Position 16433: 0.0006746865232802718
Position 34554: 0.0006668216824208439
Position 5137: 0.0006417083829587379
Position 10048: 0.0006362187500120917
Position 9685: 0.0006224774078034559
Position 640: 0.0006167769579207264
Position 253: 0.0005944133090663736
Position 676: 0.0005869962821279265
Position 1380: 0.0005742508359991372
Position 1812: 0.0005402577545495532
Position 18761: 0.0005267827469462969
Position 36792: 0.0005244671936025317
Position 1948: 0.0005081825115705983
Position 5272: 0.0005040618231418597
Position 18820: 0.00047957009786644874
Position 1306: 0.0004773277841158526
Position 36781: 0.00047636370546048955
Position 956: 0.0004715773060580713
Position 7164: 0.00046798933220648284
