Gene = BLVRA
index = 135
Annotated 5SS: [   55 12491 29346 32689 34133 41893 45168]
Annotated 3SS: [12457 29223 32568 34034 41784 44995 48296]
SMsplice 5SS: [   55 12491 34133 41893 45168]
SMsplice 3SS: [12457 33974 41784 44995 48296]
top_k =  1000
Partition function (log Z): -22.077536419696237

Sorted 5' Splice Sites (High to Low Probability):
Position 55: 0.9854557402317764
Position 12491: 0.9821607995476379
Position 19502: 0.2817154285045173
Position 11513: 0.14022938342275232
Position 5626: 0.09855468614234494
Position 3673: 0.09158109017725692
Position 13067: 0.06336623137597817
Position 5272: 0.060688739601492105
Position 3785: 0.046660033332131264
Position 3388: 0.04651888401860044
Position 9694: 0.04567411704178734
Position 11308: 0.04242470736283854
Position 1800: 0.04019111585326433
Position 9628: 0.03965805880368561
Position 9659: 0.03936547980941664
Position 8014: 0.0310935643342823
Position 11836: 0.0306580168623483
Position 6114: 0.029967749511110683
Position 4095: 0.029227469246453718
Position 6498: 0.02843009399037219
Position 1088: 0.02281433374499338
Position 19094: 0.01752828710775297
Position 1848: 0.014626825382602278
Position 11632: 0.0128802292557347
Position 4459: 0.011140554095646949
Position 1870: 0.009382489408244507
Position 13443: 0.008024844084352913
Position 11846: 0.007195388536705805
Position 10218: 0.006739207483746075
Position 5003: 0.0066430750043431986
Position 11693: 0.006641008941506524
Position 1431: 0.004582046428401638
Position 9688: 0.004576925504802643
Position 4815: 0.004242219324399638
Position 4291: 0.004218195653662309
Position 677: 0.0010641385727651765
Position 3456: 0.0008522398103104182
Position 600: 0.0006009307711822976
Position 236: 0.0004725711306647321
Position 15601: 0.0004233781989882878
Position 6109: 0.0003940658897230129
Position 2825: 0.00036247190630078665
Position 8865: 0.0003609557752506705
Position 3199: 0.0003312611914597032
Position 866: 0.0002598053126728889
Position 1551: 0.0002394802023480567
Position 247: 0.00023258144061928367
Position 1036: 0.00022192171974274954
Position 13557: 0.00020949621492736775
Position 13858: 0.00018572428191796305
Position 3831: 0.0001392977863860868
Position 3054: 0.00012133831436133961
Position 3669: 0.00011746919043716678
Position 268: 0.0001110391121132422
Position 2551: 0.00010685309585292986
Position 3272: 8.320322859687274e-05
Position 4983: 8.143585799029838e-05
Position 1094: 6.482462558633131e-05
Position 3545: 6.104873023140258e-05
Position 4654: 5.482838314166188e-05
Position 5506: 4.664986703677374e-05
Position 494: 3.992728938508919e-05
Position 5843: 3.716003038082431e-05
Position 331: 3.107975076405505e-05
Position 602: 3.0236485234029687e-05
Position 4515: 2.8648809222215537e-05
Position 4957: 2.8364904349358984e-05
Position 5854: 2.625347291282906e-05
Position 4075: 2.609726959234614e-05
Position 1679: 2.4347691081536373e-05
Position 1048: 2.397996719748235e-05
Position 1194: 2.3563716846409595e-05
Position 5035: 1.831055786347311e-05
Position 1543: 1.6295573714335244e-05
Position 42: 1.4261566843737221e-05
Position 860: 1.1176293708289858e-05
Position 6066: 1.081828560423142e-05
Position 2467: 1.055944072605912e-05
Position 2454: 1.018872170017736e-05
Position 626: 6.412796984413135e-06
Position 2300: 4.475472191759407e-06
Position 1525: 4.12503332010454e-06
Position 50: 3.7424887276870107e-06
Position 13845: 3.6744174823893717e-06
Position 1242: 3.5898616728191804e-06
Position 13914: 3.5243591942936334e-06
Position 2834: 3.2964510855627255e-06
Position 1838: 3.2093849779413087e-06
Position 1841: 3.187428024497395e-06
Position 3023: 2.885007387101186e-06
Position 2409: 2.7642549090528758e-06
Position 1213: 2.4182355714615736e-06
Position 1184: 2.3355549492249415e-06
Position 1458: 2.32785611882777e-06
Position 2190: 1.852396709658168e-06
Position 79: 8.496748668456176e-07
Position 854: 6.355078750062118e-07
Position 319: 5.5955896954216e-07
Position 797: 5.253568504940247e-07
Position 818: 3.0670536927355777e-07
Position 964: 3.0283770365818966e-07
Position 631: 2.3085489597715643e-07
Position 441: 1.1716935881307101e-07
Position 970: 9.981971728669423e-08
Position 649: 9.901061696397972e-08
Position 100: 9.85435728736362e-08
Position 14: 6.506473390549566e-08
Position 608: 6.23847869561717e-08
Position 1406: 5.3454329520627946e-08
Position 756: 2.9242370231911626e-08
Position 886: 2.5997353104070764e-08
Position 399: 1.7611219137640897e-08
Position 621: 1.5240887694341416e-08
Position 1123: 1.2492668910637804e-08
Position 1010: 1.2097314898192927e-08
Position 353: 8.54633940075161e-09
Position 347: 7.386006770316385e-09
Position 593: 3.7872618896193737e-10
Position 344: 2.0309983994906453e-10
Position 1019: 1.401992728891974e-10
Position 402: 5.951574984686463e-11
Position 361: 5.936300353476941e-11
Position 386: 3.354288854666984e-11
Position 305: 1.03441623726392e-11
Position 392: 7.645674334119381e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 12457: 0.9829276736218677
Position 29223: 0.3641226659656195
Position 19421: 0.2898406506388487
Position 29954: 0.2618479904162195
Position 11447: 0.1610872836786555
Position 9536: 0.1300593500722395
Position 3620: 0.07379889433944833
Position 5528: 0.06854794996788156
Position 20395: 0.05734100047122137
Position 5140: 0.05019066105319264
Position 12911: 0.049162953377824545
Position 18812: 0.04180578700056774
Position 3263: 0.04023084856456206
Position 11681: 0.038660889479917936
Position 19244: 0.03705323004055638
Position 11192: 0.03316965675007347
Position 3585: 0.03278661370596401
Position 1665: 0.029070327676700196
Position 20074: 0.026500388886802846
Position 3952: 0.02164488938107227
Position 7879: 0.020406786936694826
Position 5163: 0.01937089908186277
Position 5924: 0.018738550208358542
Position 3554: 0.017657128416489334
Position 12558: 0.01754555935014606
Position 21938: 0.017517465914986655
Position 21914: 0.01624294881233185
Position 1652: 0.014344597833106246
Position 1713: 0.014208239499808687
Position 6312: 0.014068994109667995
Position 12577: 0.012577206037857138
Position 3597: 0.011849910318659361
Position 5953: 0.011813413785337802
Position 12939: 0.011659110702865308
Position 15406: 0.011610573129155182
Position 20997: 0.011215633399796351
Position 19667: 0.009924239357039769
Position 7812: 0.009908210027903534
Position 4311: 0.009901872738065311
Position 10951: 0.009549328274401565
Position 13357: 0.009204489174738715
Position 13279: 0.009193964338773767
Position 25206: 0.007507041890720588
Position 19682: 0.007133970454044468
Position 12845: 0.006894505777016185
Position 6291: 0.006841675355383899
Position 10105: 0.006775706743880679
Position 3976: 0.006527594807621745
Position 19961: 0.006516796865947721
Position 15922: 0.006461101784286015
Position 5510: 0.006456355128251094
Position 14579: 0.00626114711079483
Position 19753: 0.00611676872825006
Position 14627: 0.005545814971908237
Position 5566: 0.005406656461811629
Position 19093: 0.005385081615078951
Position 1336: 0.005322553968362588
Position 12194: 0.004792034939261677
Position 6192: 0.0038579394711525847
Position 18773: 0.0038155365058517125
Position 4982: 0.003781844558763778
Position 3319: 0.0037195845328256757
Position 13533: 0.0036699033651376046
Position 948: 0.003321233560482385
Position 6398: 0.00318016759161402
Position 5385: 0.0030670948798517885
Position 13096: 0.0029284063558243575
Position 3289: 0.002690455672215612
Position 19756: 0.0025565810225999294
Position 12971: 0.002464251104631758
Position 4026: 0.002375945604968649
Position 13815: 0.002349631914965317
Position 14732: 0.002313631406751574
Position 1622: 0.0022456374402711173
Position 18318: 0.0022147868724023906
Position 771: 0.0021654296604133078
Position 17020: 0.0021183272543825954
Position 18623: 0.002091647950293314
Position 5537: 0.0020711159919984535
Position 4807: 0.002029371282788491
Position 17534: 0.0019788560564477074
Position 4845: 0.0018663355993909813
Position 13236: 0.0017997152365219421
Position 4600: 0.0017921067031621842
Position 16800: 0.0017319289676942446
Position 5466: 0.0016055808700400128
Position 3242: 0.001571536563597196
Position 17365: 0.0014914516120061673
Position 939: 0.0014578007380460433
Position 5426: 0.0014102523675586134
Position 17063: 0.0013852279437123443
Position 13162: 0.0013779169164319432
Position 1048: 0.001333913214018445
Position 21219: 0.0012968814488417413
Position 1332: 0.00127077871559567
Position 4377: 0.0011829663491925856
Position 3225: 0.0011457199152107237
Position 1746: 0.0011035943525525345
Position 889: 0.0010064576788043052
Position 4580: 0.0009886826125031052
Position 998: 0.0009321804634825407
Position 17227: 0.0009076161405074863
Position 16218: 0.0008622318178725288
Position 3734: 0.0008578078977610152
Position 4116: 0.0008302536086314416
Position 16944: 0.0007991436961468942
Position 7881: 0.0007908464466871756
Position 4714: 0.0007278139557515247
Position 17600: 0.0007209879195851361
Position 4200: 0.0007209490912539187
Position 5320: 0.0006718097636621755
Position 6357: 0.0006559123988282884
Position 1807: 0.0006315503492098141
Position 4898: 0.0005639973008768632
Position 12614: 0.0005555484442110606
Position 13629: 0.0005521803077812963
Position 18534: 0.0005042202457154971
Position 1730: 0.00047407479856475084
Position 13132: 0.00044271647082057785
Position 4173: 0.00043957085074951974
Position 1715: 0.0004243478158365452
Position 15517: 0.0004224513630304664
Position 13717: 0.0004190334073006947
Position 14029: 0.000412574984939776
Position 596: 0.0004039163152677022
Position 8712: 0.0003909996154419091
Position 4512: 0.00038679571983755425
Position 16141: 0.0003744577391511844
Position 13437: 0.0003668573455898318
Position 3123: 0.00032253933714280634
Position 14178: 0.00032015608904924437
Position 14940: 0.0003197275696689108
Position 13626: 0.00031085961648438234
Position 929: 0.00030444877148863434
Position 364: 0.0002978199394737949
Position 4113: 0.00029566177273482005
Position 17643: 0.00028384826200702275
Position 14086: 0.0002598250510254292
Position 4214: 0.0002548162838020271
Position 13551: 0.0002304513673404184
Position 12715: 0.00021911355714981327
Position 14903: 0.00019632237537685725
Position 16690: 0.00019283901767396195
Position 2771: 0.00018085117751451987
Position 14313: 0.00015762774761991604
Position 12648: 0.0001513924378110483
Position 2744: 0.00014654077647779926
Position 2957: 0.00012682364914836904
Position 13658: 0.00012365636021002862
Position 15639: 0.00011842878863614144
Position 1763: 0.0001039691096198015
Position 886: 9.847546706328516e-05
Position 3089: 9.697077694937635e-05
Position 5807: 9.46326808085977e-05
Position 2406: 8.68129015267125e-05
Position 3720: 8.601052131315688e-05
Position 14392: 7.863432650857104e-05
Position 7851: 7.126010237653273e-05
Position 14511: 6.974496498172078e-05
