Gene = SNAP47
index = 1287
Annotated 5SS: [  504 13238 24490 32088]
Annotated 3SS: [12695 23998 31962 45530]
SMsplice 5SS: [  333  7975  8863 24490 32088 35537 43643]
SMsplice 3SS: [ 7884  8732 24247 31962 35420 43520 45530]
top_k =  1000
Partition function (log Z): -17.918256226868674

Sorted 5' Splice Sites (High to Low Probability):
Position 8863: 0.7782630242579825
Position 13238: 0.5551761253016084
Position 333: 0.5163127366362105
Position 9045: 0.5040414865626123
Position 504: 0.4661294177405228
Position 11466: 0.38048630673993467
Position 14310: 0.3713918327311627
Position 22302: 0.3682746032012302
Position 7975: 0.3355700233619772
Position 24490: 0.309193033226659
Position 8001: 0.27265664052567773
Position 12845: 0.24696222286615443
Position 14185: 0.202003548957373
Position 11264: 0.19129277804770983
Position 3809: 0.1577232211359525
Position 7982: 0.11223005743982369
Position 9416: 0.1030030962826815
Position 15090: 0.07070469686823319
Position 9353: 0.06922642191676084
Position 17451: 0.05841563297715435
Position 9111: 0.054653616750703696
Position 8126: 0.048979471737396245
Position 11594: 0.04705176085269997
Position 4307: 0.038593804234576395
Position 13473: 0.03693751167611914
Position 14341: 0.035964858911213635
Position 2770: 0.03330402172083826
Position 11252: 0.026585473102986663
Position 632: 0.021981766544314194
Position 6727: 0.021226562067995253
Position 5302: 0.02008212231695803
Position 7382: 0.018476740081526097
Position 12876: 0.018384721269967166
Position 4000: 0.017967995746188136
Position 2745: 0.01677537822495582
Position 18913: 0.0156665632444866
Position 11435: 0.014838832516908113
Position 12096: 0.014087105199896423
Position 9027: 0.01398087431463416
Position 14511: 0.01350613932621159
Position 7486: 0.013479943502596884
Position 11934: 0.012417392916292689
Position 14248: 0.01116556307808008
Position 9158: 0.010423474687837843
Position 122: 0.010390356031130237
Position 791: 0.010382882317125313
Position 1492: 0.009805641229331327
Position 872: 0.009657716050465542
Position 25908: 0.009338287715583312
Position 10331: 0.009284170650663356
Position 15223: 0.008874341051170914
Position 6609: 0.008798252656528354
Position 17: 0.007650137796440863
Position 16362: 0.0070454439516436295
Position 7942: 0.006980249873801183
Position 10460: 0.006921628438802725
Position 7700: 0.006744530874971656
Position 10929: 0.0065952534425844115
Position 12598: 0.006053061492435269
Position 24279: 0.005555917129184056
Position 8787: 0.004586117001719686
Position 9115: 0.0043920801232829
Position 735: 0.0037774760367708655
Position 14958: 0.003660915067431274
Position 8012: 0.0035864951491181704
Position 5688: 0.0035266321731474318
Position 8067: 0.0033909598803045183
Position 13227: 0.003346842795645634
Position 7465: 0.003233977816824901
Position 9306: 0.0030760374308168308
Position 12133: 0.0030112020101085908
Position 10939: 0.0029339426557136233
Position 8872: 0.0025900189357615446
Position 7791: 0.002504622562742294
Position 2712: 0.002148944322939193
Position 1448: 0.0020779691889525544
Position 695: 0.0018618763512140222
Position 4923: 0.0018394576114313529
Position 4963: 0.0018019446196635683
Position 16701: 0.0017379708870555743
Position 1919: 0.0016120408398333948
Position 4851: 0.0015920770968585937
Position 8153: 0.0015143966235591192
Position 917: 0.0014945591222802488
Position 3887: 0.001449798839237717
Position 21: 0.0013715239359677227
Position 11398: 0.0013582570037457883
Position 9098: 0.00128655022573975
Position 1804: 0.001219321173559732
Position 1047: 0.0012082627806195645
Position 14231: 0.0011964599956875244
Position 16581: 0.0011840073061392682
Position 16284: 0.001157253366686203
Position 2165: 0.0011514686157662374
Position 1290: 0.0010449561987412245
Position 13439: 0.0010009708096034011
Position 2776: 0.0009677810250709553
Position 6458: 0.0009061623701787807
Position 8265: 0.0008934003021095722
Position 4424: 0.0008139060284040909
Position 8203: 0.0007888645982473757
Position 2273: 0.0007794484945970394
Position 9012: 0.0007054690406625959
Position 4596: 0.0007022624091273286
Position 12283: 0.0006587744697992481
Position 6632: 0.0006023455804223198
Position 11836: 0.0005950739359665314
Position 1892: 0.0005479482881810834
Position 9034: 0.0004835268294857117
Position 8948: 0.0004351978533710717
Position 32: 0.00033238035315964076
Position 155: 0.00019756567358217828
Position 8867: 0.00017612134207657424
Position 520: 0.00017034065937058615
Position 1260: 0.0001677732273967675
Position 625: 0.0001535713846460752
Position 811: 0.00015076168670513464
Position 962: 0.0001428715790088872
Position 292: 0.00012911952378941573
Position 1307: 0.00012526409067219502
Position 937: 0.0001131683332639307
Position 772: 0.00010532357862028928
Position 8882: 0.000103748465292864
Position 472: 0.0001004582903382211
Position 1150: 9.385123385417262e-05
Position 1173: 8.190414020916561e-05
Position 9005: 6.868851857208985e-05
Position 1072: 6.342009573142978e-05
Position 2107: 6.074233604576219e-05
Position 2887: 5.4151044239260845e-05
Position 264: 4.536907010628699e-05
Position 242: 3.3691752234646046e-05
Position 248: 3.0455231531375644e-05
Position 93: 2.8683892617925314e-05
Position 2069: 2.6606740104759287e-05
Position 272: 1.7871737498551316e-05
Position 149: 9.999062999371276e-06
Position 1129: 5.629899273271365e-06
Position 41: 2.6868659004333823e-06
Position 1277: 1.1421578433641112e-06
Position 1027: 7.863655812470933e-07
Position 514: 6.720238537038633e-07
Position 1303: 5.137958126871092e-07
Position 35: 1.877859267102584e-07
Position 516: 1.5015815344011304e-07
Position 555: 8.460870621574483e-08
Position 571: 7.594400566578457e-08
Position 60: 3.8968237311747764e-08
Position 433: 2.9411607173010516e-08
Position 687: 2.4675888812432862e-08
Position 373: 2.368350547776163e-08
Position 524: 2.275513285593898e-08
Position 672: 2.1916228140914055e-08
Position 25: 1.0512125661657724e-08
Position 831: 2.6647167482308134e-09
Position 582: 2.096989149957438e-09
Position 550: 1.9397412557472593e-09
Position 1631: 9.45156253442887e-10
Position 1548: 4.4444996148304e-10
Position 1836: 2.8982402489586616e-10
Position 1295: 1.8026734017356253e-10
Position 1806: 9.451336021609029e-11
Position 488: 3.724130649240228e-11
Position 796: 2.7899908220860137e-15
Position 897: 1.8321930464940376e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 8732: 0.7850721748799213
Position 7884: 0.7153377445977778
Position 23998: 0.5798605118724169
Position 14082: 0.5213597126432677
Position 11359: 0.44243683807571005
Position 22161: 0.3937526038551014
Position 24247: 0.2869611289611562
Position 12695: 0.2767525593894259
Position 12937: 0.26605274330590506
Position 8984: 0.2570105462280107
Position 8947: 0.2553674350536667
Position 13087: 0.2475433526795361
Position 11193: 0.21607327773285748
Position 25794: 0.17403229899846703
Position 3702: 0.15470354189215482
Position 9198: 0.13660723512915846
Position 35574: 0.13187380790560435
Position 14854: 0.08716895011759733
Position 14061: 0.08167650474398404
Position 8931: 0.07408827161924654
Position 17303: 0.05910139857571031
Position 7911: 0.057753303538885234
Position 25731: 0.04303372828810949
Position 447: 0.042475119498983194
Position 4209: 0.0360547230260115
Position 13169: 0.03214019201944119
Position 13345: 0.02862645272870571
Position 26273: 0.027671043659204475
Position 11828: 0.02467846080097617
Position 14227: 0.021877033403206778
Position 18750: 0.021787578392174524
Position 14368: 0.02079192765427119
Position 6529: 0.016955679219180703
Position 7283: 0.016569136096759744
Position 6532: 0.013213248620134262
Position 2595: 0.013095232025095167
Position 10790: 0.012043630695737119
Position 2508: 0.011361727881405367
Position 9326: 0.010237875589135716
Position 3759: 0.010216700405329446
Position 2658: 0.009770325396159681
Position 7259: 0.00949886529357553
Position 7193: 0.009225764403467908
Position 2562: 0.00917074627741665
Position 5149: 0.009089005314127842
Position 16212: 0.008662817972457614
Position 24718: 0.00830642997880912
Position 9167: 0.007130789085600517
Position 13386: 0.007070084739456814
Position 10330: 0.007023952232331666
Position 8953: 0.006931099892861452
Position 8916: 0.006901926202817416
Position 12495: 0.0060530614924352725
Position 10220: 0.006013095328110931
Position 22935: 0.00572030251718432
Position 5157: 0.005698749213884623
Position 3670: 0.00525216130147037
Position 25934: 0.005063482206180615
