Gene = GLMN
index = 597
Annotated 5SS: [   52  1016  1573  7559  8779 10063 12487 27512 29254 30872 31064 32277
 32558 34423 35354 36114 51099 51915]
Annotated 3SS: [  946  1446  7438  8669  9824 12383 27323 29199 30840 30973 32234 32483
 34337 35243 36049 50986 51831 52329]
SMsplice 5SS: [   52  1016  1573  7559  8779 12487 18393 27512 31064 34423]
SMsplice 3SS: [  946  1446  7438  8645 12383 18261 27323 30840 34337 51831]
top_k =  1000
Partition function (log Z): -8.887491465740807

Sorted 5' Splice Sites (High to Low Probability):
Position 7559: 0.9544301181742703
Position 27512: 0.9530112826079249
Position 18393: 0.9495462744431482
Position 52: 0.8854853201794282
Position 1573: 0.8587956097289894
Position 31064: 0.8504827124430892
Position 8779: 0.8216892662655222
Position 1016: 0.7681892301867036
Position 12487: 0.7043895509916441
Position 10063: 0.5742187690834215
Position 34423: 0.5664326993487192
Position 35354: 0.5558266889798255
Position 32558: 0.40668982751147087
Position 12465: 0.25729117485923503
Position 29254: 0.19393922957934193
Position 34921: 0.15099897035940943
Position 9285: 0.145919635116772
Position 491: 0.14549782949322748
Position 26123: 0.13335312637493452
Position 30872: 0.13120649305871396
Position 9289: 0.12441990827959788
Position 34923: 0.11365408722476225
Position 13298: 0.10835731493753838
Position 12123: 0.10659619651166315
Position 5057: 0.1058341790613924
Position 36114: 0.0895630102291023
Position 10810: 0.07292327608053673
Position 15066: 0.07189286215031204
Position 4669: 0.06015429301219455
Position 30360: 0.058706501954860366
Position 34498: 0.05723294001398585
Position 32277: 0.05696820716858988
Position 12822: 0.05683113606693067
Position 3191: 0.04692898720580434
Position 32437: 0.036103714885901
Position 35359: 0.0347695720452012
Position 15740: 0.028420749716989675
Position 13712: 0.02769293271856337
Position 14436: 0.026296833018321072
Position 1826: 0.02573737300087253
Position 34789: 0.024535692611119722
Position 35649: 0.024054360670338126
Position 13584: 0.023807051181957348
Position 10781: 0.02342783673971157
Position 13245: 0.02231659646328382
Position 36140: 0.022270320219414226
Position 3486: 0.02185030206529911
Position 5096: 0.02085149834238115
Position 7553: 0.01887159924108476
Position 2482: 0.017725665258724432
Position 36022: 0.017693167396521426
Position 7883: 0.016314712091794636
Position 1183: 0.015944218298356693
Position 34467: 0.013141972552101948
Position 6936: 0.010994722249974227
Position 3237: 0.01058201685511533
Position 12301: 0.010462443663353268
Position 3320: 0.009222658685307722
Position 5222: 0.00870557976066247
Position 10776: 0.0071931184543139425
Position 7955: 0.006943005480031154
Position 36323: 0.005742965096779495
Position 35383: 0.00521386036529637
Position 15983: 0.005085833726116526
Position 2435: 0.0050522753217756055
Position 8885: 0.0027957811860892393
Position 4824: 0.0022911172615253566
Position 2570: 0.0022783143885339472
Position 7066: 0.002054005274602382
Position 1246: 0.002006679440432507
Position 2429: 0.0019420712322672186
Position 1288: 0.0017898507289461694
Position 4326: 0.0017625642395893211
Position 17: 0.0015612570576879505
Position 32647: 0.0015423748318811547
Position 1020: 0.001412900282449143
Position 149: 0.0013527874879855693
Position 1263: 0.0012148201722766304
Position 639: 0.0011764668328896831
Position 325: 0.0009105851480864151
Position 542: 0.0007921036883265436
Position 9318: 0.0006857126613647861
Position 32954: 0.000661294988379898
Position 7636: 0.0006082097240456832
Position 102: 0.0005860901755370881
Position 72: 0.0005680201791935757
Position 486: 0.0005598876310707552
Position 7515: 0.0005477219826847848
Position 1032: 0.0004905741626998875
Position 7577: 0.0004587767453155246
Position 8865: 0.0003629138155287691
Position 4147: 0.0003491604087692736
Position 369: 0.0003409251656144567
Position 7842: 0.0003219170201946855
Position 9334: 0.00029188376563791466
Position 361: 0.000243403819581985
Position 13787: 0.00022046353808685898
Position 9951: 0.00016820676873150058
Position 11666: 0.00015045927581654363
Position 353: 0.00014943725749086518
Position 1139: 0.00013840377504590037
Position 9193: 0.00010777644866391134
Position 12491: 0.00010464273869420516
Position 8970: 9.68505621574752e-05
Position 121: 9.591011882968772e-05
Position 10101: 9.452520151270036e-05
Position 1307: 9.372411038583265e-05
Position 1276: 8.703447765144709e-05
Position 855: 8.324005053399007e-05
Position 10039: 7.887923917803338e-05
Position 8966: 7.361366707500637e-05
Position 666: 5.966394168070353e-05
Position 762: 4.8582588736631634e-05
Position 2497: 4.8279250818924654e-05
Position 4619: 4.7803759819081286e-05
Position 2726: 4.455366243793683e-05
Position 227: 3.749278734514674e-05
Position 1251: 3.726825853305867e-05
Position 12446: 3.583476837504333e-05
Position 576: 3.508588836076831e-05
Position 602: 3.455304493706749e-05
Position 13525: 3.054387515099304e-05
Position 1577: 2.9324984076520663e-05
Position 1887: 2.28656128262917e-05
Position 95: 2.181997909120636e-05
Position 42: 2.1611922520898448e-05
Position 1093: 1.7261748182634997e-05
Position 10067: 1.6555993033683498e-05
Position 359: 1.6420277125625926e-05
Position 13404: 1.6125429927141264e-05
Position 79: 1.4973044153204835e-05
Position 229: 1.4938524395943383e-05
Position 2889: 1.4563707799352426e-05
Position 61: 1.4538174796558579e-05
Position 906: 1.3944081921079767e-05
Position 1686: 1.2901573859741296e-05
Position 152: 1.0570546291266244e-05
Position 1152: 8.390472712384282e-06
Position 1014: 7.845391127675922e-06
Position 3738: 6.404534566261767e-06
Position 983: 5.992797637661252e-06
Position 10349: 4.9735060512626005e-06
Position 928: 4.535090058650256e-06
Position 2221: 3.460471355012811e-06
Position 56: 3.168447340429782e-06
Position 1375: 2.628806155989768e-06
Position 606: 2.58389670140025e-06
Position 2357: 2.5247577687249823e-06
Position 1497: 1.7338452887548037e-06
Position 628: 1.0575012663333204e-06
Position 348: 6.661212085255265e-07
Position 2396: 6.446877012009139e-07
Position 1588: 3.373361318020678e-07
Position 467: 2.906229491241141e-07
Position 2408: 8.951264914391738e-08
Position 64: 1.0487776444004592e-09
Position 345: 6.031754932806614e-11
Position 469: 4.773036993517436e-11
Position 997: 1.2017912675445044e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 27323: 0.9530925873598285
Position 18261: 0.9242520343862587
Position 12383: 0.9225397731965573
Position 1446: 0.8368229122796471
Position 946: 0.7512520256988842
Position 7438: 0.7346487396875966
Position 35243: 0.6740284625508332
Position 30840: 0.6634246756096011
Position 34337: 0.6375481199632981
Position 8645: 0.5711553833313016
Position 34669: 0.41621359318293905
Position 32483: 0.3778781956944389
Position 30973: 0.3201646525256246
Position 35694: 0.243980739594527
Position 9788: 0.22274478747365228
Position 7347: 0.22005158460660962
Position 8669: 0.2084541260332683
Position 29199: 0.19550110060454695
Position 45312: 0.19269744126093175
Position 9824: 0.1732400423950452
Position 35551: 0.1579668169509129
Position 9119: 0.1367168037673602
Position 25969: 0.13335312637493468
Position 32234: 0.12693902458308057
