Gene = LRRC31
index = 792
Annotated 5SS: [  233  8196  9305 13161 13530 15053 18247 21746]
Annotated 3SS: [ 8051  9136 12992 13361 14884 18078 21577 29551]
SMsplice 5SS: [  233  4208 13161 13530 16029]
SMsplice 3SS: [ 4068 13081 13361 15885 25799]
top_k =  1000
Partition function (log Z): -2.363530540598863

Sorted 5' Splice Sites (High to Low Probability):
Position 233: 0.9995399526101745
Position 13530: 0.988133902498997
Position 16029: 0.9824496550715254
Position 13161: 0.8469430601294292
Position 4208: 0.6710880880442579
Position 18247: 0.4575728095558047
Position 17113: 0.3555895750632512
Position 15053: 0.34745456242958245
Position 19646: 0.33701697863479807
Position 4144: 0.19523507700662507
Position 9238: 0.1642830342132425
Position 23896: 0.1509780702081687
Position 18714: 0.1393907289480263
Position 9305: 0.13217706389764053
Position 22850: 0.13032201766930754
Position 7725: 0.11411366001467574
Position 19238: 0.11208990244982159
Position 15487: 0.09649840575717872
Position 13832: 0.09070789932436683
Position 13898: 0.08160763585097801
Position 19519: 0.08135521217570676
Position 1932: 0.06789982194649968
Position 19940: 0.06162070733167897
Position 17901: 0.05017700694217422
Position 3803: 0.04290590663732523
Position 16720: 0.03612303071743727
Position 13258: 0.03321588651667597
Position 14477: 0.03175535018956224
Position 18740: 0.024099534137800426
Position 1909: 0.014235764333142407
Position 7808: 0.0121158722655881
Position 11729: 0.008417265625783288
Position 8196: 0.007950108860625462
Position 15971: 0.007437996646836188
Position 5596: 0.007028074343454415
Position 7886: 0.006425455256262655
Position 15186: 0.006062068388526835
Position 6733: 0.005756079042868169
Position 16322: 0.005727058077616722
Position 16447: 0.005588638225043608
Position 14906: 0.0045062514589179255
Position 10510: 0.004352276485432277
Position 19400: 0.0039657960493085466
Position 13919: 0.0038317625097136518
Position 18226: 0.0037436398245611034
Position 15040: 0.003736477770142587
Position 17937: 0.0032822400959031423
Position 18035: 0.0031622407432083293
Position 5318: 0.003093165029507509
Position 4069: 0.0027649316884108557
Position 19248: 0.002691759013963462
Position 757: 0.0023922580276819995
Position 7363: 0.0023427789335438904
Position 9062: 0.0022899545519890546
Position 4286: 0.0019411458092989243
Position 3297: 0.0016670337731496479
Position 14416: 0.0016445639867992941
Position 8200: 0.0016251809734505506
Position 14835: 0.001572326617722124
Position 2408: 0.0015360405411084439
Position 4567: 0.001457064385742018
Position 13784: 0.001430428056569174
Position 2981: 0.0014107742174542476
Position 2739: 0.0013605486635152088
Position 713: 0.0012047472967161544
Position 9246: 0.0011750828687052159
Position 15707: 0.0010407792587101947
Position 9058: 0.0010078746024938519
Position 3029: 0.0009355802123063271
Position 17968: 0.0008704839709817631
Position 6751: 0.0008614002093215086
Position 17159: 0.0007777755430025653
Position 17210: 0.0007762088807943325
Position 16485: 0.0007424724819001615
Position 15234: 0.0007035659146295152
Position 5277: 0.0007017085800193851
Position 18084: 0.0006755550111932454
Position 14898: 0.0006738346828101896
Position 3420: 0.0006227421005618254
Position 18421: 0.0006138916397340375
Position 755: 0.0005987438268698354
Position 13478: 0.0005657726071839742
Position 3124: 0.0005535624335770707
Position 18759: 0.0005110985811970492
Position 11942: 0.0004654795410991339
Position 18578: 0.00045877831377032766
Position 3954: 0.0004229548821010104
Position 18919: 0.0004201056175396475
Position 3151: 0.00040275346130596017
Position 18288: 0.0003944320301223976
Position 1381: 0.00036047568813021044
Position 16599: 0.00032306956011552584
Position 7039: 0.00032200361301378694
Position 14436: 0.0003063332420446129
