Gene = DNAJC8
index = 457
Annotated 5SS: [  105  4104 18086 22455 23054 24684 27768 29279]
Annotated 3SS: [ 4001 18028 22387 22958 24611 27675 29202 31654]
SMsplice 5SS: [  105  4104 18086 23054 24684 27768 29279 31770]
SMsplice 3SS: [ 4001 18028 22958 24611 27675 29202 31654 31996]
top_k =  1000
Partition function (log Z): 1.3006393766399007

Sorted 5' Splice Sites (High to Low Probability):
Position 18086: 0.9998705883464597
Position 4104: 0.9917714227857977
Position 31770: 0.9842771711785189
Position 29279: 0.9634899069810704
Position 23054: 0.8612659273311583
Position 27768: 0.8053454193037681
Position 24684: 0.7880940798596455
Position 105: 0.4809913091892626
Position 2895: 0.40876197286089355
Position 22455: 0.3315458983735242
Position 15861: 0.32264905671642746
Position 7534: 0.2482837007537631
Position 24297: 0.18476772498314717
Position 100: 0.17426765461748692
Position 11323: 0.15022085126625706
Position 11587: 0.10034925694469177
Position 29626: 0.08772899670334391
Position 12202: 0.08645770387083347
Position 116: 0.08592652509675668
Position 10319: 0.08172861941662801
Position 31577: 0.07966670759879445
Position 245: 0.07708539115750662
Position 14576: 0.06637395273877673
Position 15853: 0.06434429706990075
Position 23630: 0.060637061754774964
Position 29994: 0.0603768016546244
Position 628: 0.0382071906898086
Position 329: 0.037941374229487165
Position 28764: 0.030176083594041475
Position 690: 0.029498944264906582
Position 583: 0.023678109452532056
Position 29292: 0.022800734903494272
Position 27924: 0.022743277175624164
Position 29904: 0.022354373289697436
Position 28410: 0.01942953810539281
Position 336: 0.017683631615606033
Position 249: 0.016548801234766736
Position 28740: 0.015721520226079873
Position 24739: 0.015632789470136046
Position 916: 0.012917449124984682
Position 29825: 0.011365854578483008
Position 29762: 0.01024729963411443
Position 29435: 0.008490725799090867
Position 28768: 0.008408731804531687
Position 606: 0.008050714193400135
Position 28886: 0.00713823605073621
Position 6375: 0.006275101744294781
Position 31497: 0.006082447300171379
Position 2866: 0.005782759367621408
Position 3038: 0.005601436025721631
Position 2447: 0.005185387824478977
Position 3514: 0.005068616845390596
Position 708: 0.0049187864339665655
Position 31787: 0.004882484290554191
Position 237: 0.004311041577339697
Position 378: 0.004199850737837882
Position 29910: 0.003649619621724298
Position 7546: 0.0036106046259099366
Position 1058: 0.002966942394655819
Position 31754: 0.0027840832980764478
