Gene = TSC1
index = 1494
Annotated 5SS: [   79  9589 15855 17421 19035 21274 22803 23259 32340 33169 33620 34051
 37321 37891 39041 40211 40971 42017 43033 43907 47199 47438]
Annotated 3SS: [ 9525 15668 17316 18881 21128 22647 23184 32163 33052 33507 33928 37250
 37785 38481 40166 40803 41833 42921 43783 47010 47275 47866]
SMsplice 5SS: [   79  9589 10156 17421 19035 19807 21274 22803 23259 32340 33169 37321
 37891 39041 40971 43033 43907 44426 47199 47438]
SMsplice 3SS: [ 9525  9841 17316 18881 19681 21128 22647 23184 32163 33052 37250 37785
 38908 40803 42921 43783 44180 47010 47275 48844]
top_k =  1000
Partition function (log Z): 35.466976314701334

Sorted 5' Splice Sites (High to Low Probability):
Position 47199: 0.9954250572664213
Position 17421: 0.994004549464378
Position 37321: 0.9900845495690727
Position 22803: 0.9814043577582284
Position 9589: 0.9757195024936757
Position 43907: 0.9507300069766691
Position 21274: 0.9412803814301424
Position 47438: 0.9293895158925479
Position 40971: 0.9193461417598995
Position 43033: 0.9104414133341912
Position 32340: 0.8921075317817203
Position 23259: 0.8865817871940833
Position 39041: 0.8110554693688351
Position 19035: 0.7873038029953972
Position 44426: 0.775628643934482
Position 33169: 0.7283017898299929
Position 37891: 0.588214138713338
Position 10156: 0.5801749714935661
Position 23812: 0.5470372587894415
Position 19807: 0.4508740490376799
Position 34051: 0.4403883718303082
Position 79: 0.4069548461936281
Position 1154: 0.39192574829049165
Position 22035: 0.38149318943067
Position 50: 0.3705049572184856
Position 25525: 0.31496831776834694
Position 40126: 0.3105843297946727
Position 13413: 0.30929727947134994
Position 43453: 0.3047292157006055
Position 21838: 0.27060023207585077
Position 42652: 0.2499377268081588
Position 9842: 0.2431996534907167
Position 33620: 0.2348452571136528
Position 42017: 0.22556155892376223
Position 19783: 0.21279707128875222
Position 38039: 0.19995535505700116
Position 37716: 0.19403456001474575
Position 2407: 0.1916213417797697
Position 4122: 0.16180373801641332
Position 41181: 0.16108253378776743
Position 75: 0.15833920829821557
Position 28919: 0.1436944745491115
Position 40211: 0.14159116046349265
Position 44074: 0.13295086101260525
Position 23543: 0.12796340797368175
Position 43301: 0.11784474555228344
Position 18194: 0.11344008561930688
Position 30647: 0.10146463883651909
Position 4282: 0.09986319113779782
Position 15807: 0.0972997431223026
Position 23322: 0.0910874088151632
Position 20424: 0.0897267549309754
Position 16422: 0.08680178701559058
Position 16432: 0.08232292348437534
Position 42991: 0.08121201827775565
Position 21860: 0.08054493128505072
Position 1036: 0.0778620838741421
Position 5306: 0.07612829409793964
Position 15604: 0.07469684472786994
Position 33212: 0.07389828870323921
Position 4720: 0.06599432886776717
Position 15855: 0.06452855245758886
Position 5026: 0.062203916236660474
Position 37896: 0.06219732509762935
Position 23735: 0.06070380221801052
Position 41879: 0.058005341708668244
Position 30023: 0.056349564983827
Position 47938: 0.05480459785349158
Position 26086: 0.05419314663915956
Position 32356: 0.05289272306168339
Position 20895: 0.05193942443364459
Position 33240: 0.05133761390188663
Position 40929: 0.05113073667474134
Position 43240: 0.04885382079790825
Position 21311: 0.048784716762391045
Position 16436: 0.048141438627692025
Position 38001: 0.04711582031659719
Position 21794: 0.044353870931726255
Position 12449: 0.04355051156950945
Position 51499: 0.04350078573506002
Position 41939: 0.0421797309335239
Position 29213: 0.04142747946688898
Position 45858: 0.04090771376098832
Position 18297: 0.04086442529023225
Position 18157: 0.037522636562378406
Position 11357: 0.035636700528792885
Position 1947: 0.035618010753932484
Position 43328: 0.03524884795603646
Position 40135: 0.03388736943330844
Position 45167: 0.031063713457946743
Position 4613: 0.031014730038033955
Position 41683: 0.03064084317466564
Position 41468: 0.030541647490530163
