Gene = AAED1
index = 0
Annotated 5SS: [ 192  577 3623 3892 9389]
Annotated 3SS: [  507  3568  3785  9256 13394]
SMsplice 5SS: [ 192 3623 3892 9389]
SMsplice 3SS: [ 3568  3785  9256 13394]
top_k =  1000
Partition function (log Z): -3.126955187862446

Sorted 5' Splice Sites (High to Low Probability):
Position 3892: 0.9894039386647026
Position 192: 0.9440025039954303
Position 9389: 0.8835231831223491
Position 3623: 0.5148796656128384
Position 577: 0.3201358199894999
Position 1961: 0.2670113115363797
Position 6183: 0.19167379584434524
Position 9137: 0.16405262331589424
Position 12992: 0.1371457275425315
Position 803: 0.10359920725352494
Position 772: 0.055182465956573064
Position 13072: 0.050329448542530644
Position 138: 0.03988378047128329
Position 10342: 0.02627297738132741
Position 13279: 0.02268592962606718
Position 3158: 0.020376156618633647
Position 3019: 0.01689113239669246
Position 438: 0.015231409037072013
Position 6178: 0.012149867753588464
Position 11407: 0.01130169584574266
Position 1408: 0.010776259204618764
Position 11031: 0.0098772177672938
Position 6432: 0.008850015938308321
Position 720: 0.007918251010811544
Position 3871: 0.007003862892827224
Position 10140: 0.005644997524179383
Position 4129: 0.005517602995729774
Position 8152: 0.003804198702940532
Position 6524: 0.0036033336112338108
Position 8261: 0.003600338118658733
Position 182: 0.0028511379659174594
Position 1209: 0.0028481566159592195
Position 8096: 0.002760105883092743
Position 11787: 0.002701726407017977
Position 464: 0.0025925452350434295
Position 2661: 0.002560575699558349
Position 2656: 0.0025373094264080002
Position 7949: 0.0021948510249251794
Position 3353: 0.001792732190289184
Position 1894: 0.0017693716092689225
Position 13141: 0.0017521693298430422
Position 6349: 0.0017075821820808422
Position 5177: 0.001706895231733421
Position 3702: 0.0016430470119407378
Position 727: 0.0016427661425980843
Position 1241: 0.0016251281483689432
Position 2979: 0.0015732358402819186
Position 9407: 0.0015505498527225452
Position 6942: 0.001459598834922359
Position 4081: 0.0014338877557432711
Position 13186: 0.0014254780729351082
Position 30: 0.001243643843463764
Position 9035: 0.001081969436258238
Position 2018: 0.0010563222016271446
Position 12490: 0.0010424761487442705
Position 759: 0.0009423606388633311
Position 2844: 0.0008107128625033196
Position 1757: 0.0007939911746058498
Position 10172: 0.00077037765147128
Position 9365: 0.0007251829501444916
Position 8377: 0.0007038791193201409
Position 1856: 0.0006613147391888299
Position 9051: 0.0005993315672176449
Position 769: 0.0005802273164016139
Position 1729: 0.0004962790615074988
Position 114: 0.00048783380856491236
Position 186: 0.0003856554213043656
Position 1034: 0.0003834857758507042
Position 3931: 0.0002767782741782738
Position 5935: 0.00026549601449786997
Position 2316: 0.00023777993836965886
Position 1700: 0.00021473250503109383
Position 940: 0.00018994183308538383
Position 1022: 0.00018565830496049054
Position 4803: 0.0001827233536709906
Position 3634: 0.00017965297475187232
Position 4501: 0.00013826480577853518
Position 2654: 0.00013485760410996526
Position 391: 0.00012249754978997657
Position 177: 9.458550914744761e-05
Position 1365: 9.345927087778955e-05
Position 591: 8.794402606499136e-05
Position 143: 7.770244575392923e-05
Position 5827: 7.240117515768815e-05
Position 1539: 6.256935860896806e-05
Position 1778: 6.242955796216816e-05
Position 864: 5.122515933252674e-05
Position 5358: 3.713082063497402e-05
Position 778: 3.099092029435725e-05
Position 5497: 3.092069830529377e-05
Position 155: 3.0312987870702074e-05
Position 180: 2.7665354830075116e-05
Position 538: 2.3815170168304742e-05
Position 1806: 2.0124502243837034e-05
Position 1663: 1.5978919959941527e-05
Position 2672: 1.54360217433668e-05
Position 4525: 1.2800545552196625e-05
Position 10350: 1.1252252571699327e-05
Position 790: 1.0217772344742996e-05
Position 581: 8.983050719380893e-06
Position 232: 8.830694274203856e-06
Position 793: 7.075403159326605e-06
Position 1300: 6.757304204426792e-06
Position 423: 6.67276948479651e-06
Position 1671: 5.781442051888788e-06
Position 174: 5.573366206603585e-06
Position 1232: 3.724698509608236e-06
Position 1580: 2.606621074105556e-06
Position 603: 9.442176731063842e-07
Position 18: 7.966033252906147e-07
Position 566: 7.05213069818955e-07
Position 51: 6.805348242951615e-07
Position 408: 4.7587086964520904e-07
Position 306: 3.9616356630300427e-07
Position 3926: 2.552336590150068e-07
Position 516: 3.004630356171081e-09
Position 99: 1.9477252569084162e-10
Position 494: 1.3002997879741145e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 3785: 0.988493845398384
Position 9256: 0.7802243062798399
Position 3568: 0.48668755224007476
Position 13394: 0.4447973522790332
Position 1893: 0.2668018662110726
Position 507: 0.26647819197643213
Position 12909: 0.19472780815194846
Position 6094: 0.19297387606383481
Position 690: 0.12075335777474987
Position 15190: 0.100510207488664
Position 9058: 0.06888388489495507
Position 9346: 0.0674921867698707
Position 11156: 0.06723669909087657
Position 278: 0.058879713505971536
Position 13465: 0.0563303474159633
Position 9292: 0.05234541943482636
Position 8910: 0.049676628756833124
Position 15169: 0.04124009470967176
Position 14452: 0.03884797575465952
Position 15215: 0.029059589508298435
Position 13032: 0.025544335788654456
Position 12329: 0.022747303888911267
Position 14149: 0.021339676390612905
Position 10062: 0.020415572736148992
Position 6099: 0.020197656431108064
Position 327: 0.018273792927581495
Position 618: 0.01785003475962718
Position 3460: 0.017160895323439087
Position 13100: 0.016976341835730734
Position 8947: 0.016246409509909812
Position 11152: 0.014146730229776007
Position 12859: 0.013894973911338903
Position 2787: 0.013677940749234764
Position 8950: 0.013472987115590954
Position 9011: 0.012863747271829522
Position 9873: 0.012154173117340355
Position 11545: 0.011588398135529613
Position 10969: 0.011479017259626816
Position 4006: 0.010154353389783518
Position 12921: 0.009922274131494732
Position 3059: 0.008203562379732358
Position 2763: 0.008010545376163313
Position 9932: 0.0077848142946474385
Position 1175: 0.007311982250218104
Position 3590: 0.0069132109306690595
Position 14767: 0.006852493649006413
Position 9998: 0.006828372368566153
Position 8028: 0.006684101915376643
Position 3572: 0.006418151765014887
