Gene = DPH2
index = 462
Annotated 5SS: [ 319  705 1186 2067 2331]
Annotated 3SS: [ 591  961 1382 2153 2410]
SMsplice 5SS: [ 319  705 2067 2331]
SMsplice 3SS: [ 591 1937 2153 3006]
top_k =  1000
Partition function (log Z): -1.6417657461063337

Sorted 5' Splice Sites (High to Low Probability):
Position 2067: 0.9423258180439626
Position 2331: 0.7919623339534033
Position 705: 0.6329469306080742
Position 319: 0.6209028871742095
Position 1186: 0.5827977082000062
Position 267: 0.19502440504308105
Position 814: 0.18613680265232863
Position 723: 0.14168773459160797
Position 506: 0.10862975875997524
Position 1411: 0.10474061688558811
Position 2482: 0.06566567438742857
Position 1788: 0.055861927061993985
Position 1748: 0.040445095101415626
Position 1721: 0.03387457704954433
Position 1217: 0.03217760735333694
Position 1159: 0.02763937745039516
Position 1454: 0.02384402660646157
Position 309: 0.021638943788677298
Position 1537: 0.010405284490020662
Position 2542: 0.006382678885676667
Position 982: 0.0061674524722050575
Position 1542: 0.004573716814974906
Position 1618: 0.00382535639075547
Position 1629: 0.0026692402287559454
Position 137: 0.002019220965532363
Position 686: 0.001940793672817894
Position 341: 0.001934109210157751
Position 2879: 0.0014997484594302367
Position 411: 0.0013410876657541982
Position 397: 0.0011704963603628039
Position 1553: 0.0009889460235663278
Position 2857: 0.0009319020716656829
Position 975: 0.0009169479984763474
Position 1204: 0.0007664143802049745
Position 53: 0.0006966421523311979
Position 295: 0.0005830794095868483
Position 226: 0.0005777588925742614
Position 283: 0.0005541102569472004
Position 2337: 0.0005323466248637639
Position 2120: 0.0004861613367805097
Position 1149: 0.00047022067229153156
Position 969: 0.00046890922722751414
Position 511: 0.000400858907442708
Position 1427: 0.00039601997452599425
Position 789: 0.00035938993984993334
Position 311: 0.0003231966363726048
Position 2459: 0.00017633966020475265
Position 2343: 0.00017544007517736822
Position 7: 0.00014573861129339743
Position 1895: 0.0001344657320763366
Position 666: 0.00012048878230856377
Position 2071: 0.00011557292459822071
Position 467: 0.00010992220021576676
Position 1983: 0.00010852766633247803
Position 773: 0.00010634816430429359
Position 354: 9.709206410789817e-05
