Gene = POP7
index = 1054
Annotated 5SS: [252]
Annotated 3SS: [767]
SMsplice 5SS: [344]
SMsplice 3SS: [767]
top_k =  1000
Partition function (log Z): -11.103864340612247

Sorted 5' Splice Sites (High to Low Probability):
Position 344: 0.7100764586441617
Position 252: 0.21688269142426345
Position 548: 0.035613264631098776
Position 685: 0.02029608135762305
Position 50: 0.01735568461728692
Position 389: 0.00849300285758787
Position 1281: 0.00510001437426226
Position 405: 0.004072653938470612
Position 665: 0.0029135246355511285
Position 962: 0.0024851573443724615
Position 710: 0.0022905460091201973
Position 1335: 0.0021735374986401592
Position 321: 0.0017935479548667288
Position 167: 0.0014388767369359408
Position 391: 0.0009080160323346383
Position 1197: 0.0008045586694232687
Position 62: 0.000590029096717738
Position 803: 0.00039957260771216065
Position 161: 0.0003959700401193513
Position 656: 0.0003047515649255354
Position 1329: 0.000250487026644825
Position 1069: 0.00024024015781326963
Position 80: 0.00023676477962127348
Position 727: 4.486604094897636e-05
Position 348: 3.9873581405838806e-05
Position 696: 3.7742037980221045e-05
Position 501: 2.1710936348795497e-05
Position 1349: 1.9268722545671023e-05
Position 284: 1.479001702641718e-05
Position 1059: 1.2054879726313388e-05
Position 648: 1.1535126920201461e-05
Position 1256: 8.295011365566465e-06
Position 1358: 7.256986325103835e-06
Position 196: 4.2470049668728825e-06
Position 1186: 2.93655847390208e-06
Position 393: 1.6881912604346993e-08
Position 456: 1.5204305132304746e-08
Position 471: 5.590110560429726e-09
Position 577: 4.763528411438022e-09
Position 238: 4.7206913536128716e-09
Position 434: 2.3262211549651345e-09
Position 621: 9.217345015314275e-10
Position 476: 2.8746297502390565e-10
Position 422: 1.1709528162258547e-10
Position 428: 4.9424633030067874e-11
Position 587: 6.647807249562061e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 767: 0.39932155456593454
Position 1068: 0.27576633351807284
Position 444: 0.07220300525424125
Position 595: 0.04764618336539509
Position 575: 0.03425954798772762
Position 875: 0.03162670395252879
Position 1038: 0.026046887942016074
Position 469: 0.01955808396769646
Position 571: 0.014573696591911597
Position 465: 0.012892236986267095
Position 1432: 0.01217682399924668
Position 903: 0.011435654263605648
Position 845: 0.01040753281614671
Position 966: 0.009958316756129215
Position 621: 0.009582687293196527
Position 1044: 0.008770941968343306
Position 648: 0.006334766400149598
Position 939: 0.005848887744468104
Position 440: 0.00550426071065378
Position 936: 0.0040768372499645055
Position 776: 0.0037097403370979255
Position 1358: 0.002484279885309271
Position 701: 0.0024539777086782315
Position 915: 0.0019106161301096793
Position 1095: 0.001106637240264707
Position 860: 0.0007613212379182288
Position 1162: 0.0007338667392317886
Position 684: 0.0007182058394952196
Position 851: 0.0006646895544714812
Position 1184: 0.00045400341032487355
Position 446: 0.0003041156554266373
Position 813: 0.00019629277189523283
Position 1117: 0.00018642852220947416
Position 921: 0.00016386651220721185
Position 829: 0.00015414990961703376
Position 662: 0.00014842297473417716
Position 1113: 0.00012113391463627092
Position 1107: 0.00012036314733354985
Position 504: 0.00011095023959762974
Position 1306: 8.044103132552362e-05
Position 1274: 7.735209480094045e-05
Position 1256: 7.095631199854691e-05
Position 981: 6.60797481522191e-05
Position 707: 6.317150569305835e-05
Position 1362: 6.092069507679686e-05
Position 784: 5.4179814424264815e-05
Position 1134: 4.27805753959574e-05
Position 1313: 3.832222375725269e-05
Position 525: 3.455875627220357e-05
Position 1197: 3.2834091906922574e-05
Position 1052: 2.797769214270135e-05
Position 248: 2.394198958736627e-05
Position 1276: 2.2155980801700653e-05
Position 1376: 2.122943615923231e-05
Position 655: 1.737624421939903e-05
Position 196: 1.2695546480556033e-05
Position 471: 1.2051125779425087e-05
Position 231: 1.0708124109648312e-05
Position 348: 9.819582562383191e-06
Position 379: 9.64415704807451e-06
Position 1208: 9.205191985461409e-06
Position 343: 7.327907930480951e-06
Position 328: 6.8250758062514746e-06
Position 952: 6.5393096237850395e-06
Position 737: 5.99725555602122e-06
Position 1119: 5.882729397055564e-06
Position 1327: 5.339738613226703e-06
Position 793: 4.170094175462728e-06
Position 372: 2.738880525798744e-06
Position 250: 1.0523775153589128e-06
Position 211: 4.848379058467804e-07
Position 1177: 4.1014840981297767e-07
Position 252: 3.1318030699834496e-07
Position 476: 2.4827692753034016e-07
Position 290: 1.362207815505017e-07
Position 275: 1.038725922038011e-07
Position 256: 4.9835796602234104e-08
Position 284: 1.6551877901345e-08
Position 114: 1.0364732404219691e-08
Position 362: 1.439294873986262e-09
Position 713: 1.2293506092986695e-09
Position 264: 1.1371995340782005e-09
Position 354: 8.431991619569493e-10
Position 389: 6.17770790339996e-10
Position 669: 4.451980146615673e-10
Position 356: 4.123170414111767e-10
