Gene = RP11-544M22.13
index = 1176
Annotated 5SS: [   65 16195 17557 17935 37660 37925 38314 38799 39069 39305 39549 39902]
Annotated 3SS: [16116 17456 17831 37590 37816 38166 38595 38965 39196 39535 39852 40037]
SMsplice 5SS: [   65   394  1032 17557 17935 25119 25446 29121 37660 37925 38314 38799
 39069 39305 39549 39902]
SMsplice 3SS: [  270   788 17456 17831 24993 25213 29009 37590 37816 38166 38595 38965
 39196 39535 39852 40037]
top_k =  1000
Partition function (log Z): -18.692155961619385

Sorted 5' Splice Sites (High to Low Probability):
Position 1032: 0.9669252127427204
Position 394: 0.9156106506106134
Position 17935: 0.7234999947150318
Position 65: 0.6885518729387604
Position 17557: 0.43556199505117554
Position 18108: 0.36220601884038073
Position 200: 0.3040980062277817
Position 420: 0.048145452432378805
Position 1527: 0.011010615741333279
Position 1339: 0.00914063785225084
Position 1248: 0.009065715123037808
Position 1042: 0.00656183637267378
Position 1229: 0.006388219557367548
Position 446: 0.005338972991383905
Position 1637: 0.005315754239001856
Position 401: 0.001477676875562734
Position 1165: 0.0014328305397302964
Position 1314: 0.0013467229189359246
Position 336: 0.0013461149099784177
Position 1768: 0.000891223236817045
Position 1151: 0.0008826923072480201
Position 1742: 0.0008503138832531001
Position 437: 0.0008433290439041711
Position 750: 0.0007994921865651678
Position 102: 0.0006932344216902715
Position 870: 0.0005900988278640288
Position 93: 0.0005134277918809026
Position 1659: 0.0004800853799274286
Position 537: 0.000396480367834972
Position 111: 0.0003560138628733073
Position 5789: 0.00033120492773634265
Position 1062: 0.000306786716412739
Position 718: 0.00024000928773185626
Position 971: 0.00023949008928026276
Position 5095: 8.925390557449657e-05
Position 715: 8.850868090812483e-05
Position 722: 5.615218513396921e-05
Position 1272: 5.596786276668397e-05
Position 744: 4.964979478330438e-05
Position 1471: 3.847514386166134e-05
Position 423: 3.6601964846603e-05
Position 876: 3.1557154218892434e-05
Position 884: 3.137727011542744e-05
Position 503: 3.0506885930067994e-05
Position 163: 2.350928615620349e-05
Position 129: 1.897803042236792e-05
Position 40: 1.5140314316495309e-05
Position 134: 1.3387028364690698e-05
Position 1334: 1.0636187747618057e-05
Position 279: 1.0085132593756115e-05
Position 868: 8.65347690478217e-06
Position 1531: 6.111049022606717e-06
Position 1332: 5.679789077608711e-06
Position 1016: 5.363811005175657e-06
