Gene = SELK
index = 1243
Annotated 5SS: [ 219 3596 5138 6163]
Annotated 3SS: [3504 5053 6075 6426]
SMsplice 5SS: [ 219 1063 3596 5138 6163]
SMsplice 3SS: [ 927 3504 5053 6075 6426]
top_k =  1000
Partition function (log Z): 4.226357092515247

Sorted 5' Splice Sites (High to Low Probability):
Position 5138: 0.9784154969428596
Position 6163: 0.9717120961863556
Position 219: 0.9437998093348163
Position 3596: 0.7685596758265958
Position 1063: 0.6294561823490605
Position 1938: 0.22296331171566647
Position 6531: 0.2198472127691555
Position 1785: 0.07637399253488202
Position 2714: 0.0695146399833916
Position 1157: 0.05926518436793402
Position 3642: 0.05207877188666052
Position 1162: 0.044312286999538666
Position 3057: 0.033802760141010364
Position 2490: 0.02223426178815712
Position 1076: 0.016240399144255107
Position 5601: 0.015229512928515807
Position 420: 0.015224914490434076
Position 257: 0.013813188154212635
Position 310: 0.01364908463417454
Position 732: 0.013586202893809404
Position 698: 0.01333182324586825
Position 2402: 0.012390108709816855
Position 5203: 0.008319984269375217
Position 527: 0.00771747337333904
Position 542: 0.0075653960665584595
Position 6576: 0.005913319673629654
Position 3836: 0.00537618910031892
Position 2645: 0.005293677731968549
Position 1169: 0.004669025527117754
Position 1020: 0.0042321636496027
Position 6792: 0.003981113811914073
Position 250: 0.0036860485180421616
Position 3860: 0.0031714933554047127
Position 441: 0.0031322909593954527
Position 2860: 0.0029682457008341876
Position 3405: 0.002842868187772732
Position 1976: 0.0026695279449820255
Position 2486: 0.002524495191971883
Position 2778: 0.002495763826157715
Position 4931: 0.002485269514764397
Position 3807: 0.002277120386389294
Position 4781: 0.0019426770576919377
Position 6519: 0.001728289405606713
Position 5593: 0.001511918873907665
Position 2342: 0.001354568518510131
Position 2604: 0.001248798444275541
Position 2788: 0.0012249869181348723
Position 1165: 0.001141791397180997
Position 2738: 0.0009692163467532063
Position 274: 0.0009395375977020354
Position 1873: 0.00090759173505007
Position 857: 0.0008112539746960746
Position 2814: 0.0007974416116716718
Position 2451: 0.00076352579185006
Position 1029: 0.000705463148756435
Position 3600: 0.0006561906518044849
Position 436: 0.0006442581985762397
Position 1618: 0.0006229451043743304
Position 523: 0.0005517225658494663
Position 3581: 0.0005298169864572104
Position 2593: 0.0005284353482997522
Position 5664: 0.000525176737711282
