Gene = LCE6A
index = 770
Annotated 5SS: [144]
Annotated 3SS: [631]
SMsplice 5SS: [144]
SMsplice 3SS: [631]
top_k =  1000
Partition function (log Z): -8.94084933173069

Sorted 5' Splice Sites (High to Low Probability):
Position 144: 0.7264195503614137
Position 41: 0.29150225492320264
Position 446: 0.029274290704145993
Position 450: 0.021693898408304657
Position 918: 0.013250112226257353
Position 369: 0.009853308333020977
Position 348: 0.009498977959629123
Position 642: 0.003694446447495467
Position 237: 0.0017455701697291146
Position 527: 0.0016383679309903457
Position 304: 0.0014708971749314722
Position 496: 0.001313585087731735
Position 160: 0.0012027781271456233
Position 390: 0.0005323868435433614
Position 950: 0.00045681096994552845
Position 774: 0.00040292343794326175
Position 534: 0.0003882366171310736
Position 376: 0.00035723558519053423
Position 906: 0.00023531916182999981
Position 84: 0.00022416987737487176
Position 803: 0.00013774375828081668
Position 439: 8.849799860378747e-05
Position 75: 8.056482178872481e-05
Position 268: 6.185593162775106e-05
Position 846: 4.6334165910445024e-05
Position 522: 4.293794843767234e-05
Position 180: 2.193742612559621e-05
Position 566: 1.6946425158323505e-05
Position 531: 1.6678801105244314e-05
Position 604: 1.0973820802765748e-05
Position 116: 7.608273420747187e-06
Position 281: 6.451810099612831e-06
Position 756: 6.210009484043136e-06
Position 882: 3.731285931829904e-06
Position 923: 3.2276113103053177e-06
Position 880: 1.5820037884111992e-06
Position 692: 9.837923216510903e-07
Position 20: 9.237556825343173e-08
Position 486: 2.82510261515526e-08
Position 98: 2.786129092549459e-08
Position 454: 3.5658922121572156e-09
Position 399: 2.440000037286376e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 631: 0.4563222881562239
Position 560: 0.22572811502267776
Position 127: 0.20329455802466864
Position 417: 0.051851982249258584
Position 516: 0.036455603979258816
Position 1021: 0.033854011397329575
Position 347: 0.023787933717095904
Position 717: 0.018361965709376322
Position 770: 0.017804025236271073
Position 1085: 0.011793291880335042
Position 522: 0.009641167182526214
Position 486: 0.009275144227028768
Position 566: 0.006976297447625571
Position 786: 0.0020836852947919903
Position 1027: 0.001691411248344342
Position 773: 0.0012237046245994873
Position 292: 0.0008342494555827447
Position 421: 0.000766910305104207
Position 734: 0.0006579451530524134
Position 496: 0.0006007633621342119
Position 664: 0.00041484797221239347
Position 795: 0.00037542282428050896
Position 975: 0.0003266071952541089
Position 586: 0.0002462917214046094
Position 971: 0.0002330478243180153
Position 446: 0.0002307921985074444
Position 645: 0.00017260478388326516
Position 228: 0.00010580633434989634
Position 849: 8.977865774959674e-05
Position 527: 6.832449032788767e-05
Position 832: 5.2139350944476574e-05
Position 580: 4.552334009348316e-05
Position 1090: 4.077191120682192e-05
Position 466: 3.00274534621817e-05
Position 131: 2.674385547361001e-05
Position 1001: 2.4528819235962054e-05
Position 667: 2.3001024804115778e-05
Position 872: 2.2851500077284932e-05
Position 661: 1.5875230487092536e-05
Position 802: 1.4314939776435142e-05
Position 578: 1.2839170344038962e-05
Position 808: 1.0977144605604772e-05
Position 450: 9.098480308668098e-06
Position 224: 8.740640469611885e-06
Position 682: 7.731684647476205e-06
Position 298: 7.254391705132947e-06
Position 846: 6.744314506365802e-06
Position 234: 6.649476641831824e-06
Position 650: 5.668615578098989e-06
Position 1032: 5.405950969663649e-06
Position 200: 5.272812013175251e-06
Position 670: 5.121341821341735e-06
Position 302: 4.520456490779036e-06
Position 816: 4.1372566886021995e-06
Position 811: 3.5022290777007267e-06
Position 878: 3.4511914282211602e-06
Position 268: 3.437103450574099e-06
Position 278: 3.367222770363147e-06
Position 170: 3.33149500972601e-06
Position 237: 2.841179702135376e-06
Position 1042: 2.830606547202527e-06
Position 874: 2.8072320204479674e-06
Position 196: 2.62526181999863e-06
Position 1029: 2.573717244070323e-06
Position 380: 2.461245824177508e-06
Position 589: 1.967754371115014e-06
Position 575: 1.92542301732449e-06
Position 163: 1.627964141773117e-06
Position 167: 1.3433220798614705e-06
Position 318: 1.0745617222459238e-06
Position 1101: 9.549068047650745e-07
Position 272: 8.512450256295769e-07
Position 254: 6.719454533866909e-07
Position 257: 5.893345694226852e-07
Position 249: 1.6615288701634247e-07
Position 369: 1.4938829777573774e-07
Position 390: 6.8281578343813e-08
Position 143: 6.815420103312938e-08
Position 139: 5.8852144489506285e-08
Position 313: 5.498063053297433e-08
Position 309: 4.334995516145334e-08
Position 241: 4.1024217039902746e-08
Position 320: 4.066482540118719e-08
Position 259: 3.5616941857952034e-08
Position 304: 2.1781379177611205e-08
Position 281: 1.9349702811267496e-08
Position 180: 8.797404123067836e-09
Position 243: 6.650215208793864e-09
Position 315: 2.6864052129719466e-09
Position 147: 3.4421688073278145e-10
Position 454: 2.8471463581342704e-10
Position 150: 1.2335090427666632e-10
Position 177: 2.605274900676368e-11
Position 175: 1.8009096649614286e-11
Position 94: 1.430172272908019e-12
Position 98: 5.404106642080911e-13
Position 84: 2.2706565633816638e-13
