Gene = UBA3
index = 1517
Annotated 5SS: [   75   297  2611  4979  8874 12481 16341 16970 17427 18332 18595 23153
 23630 23797 24226 24409 24558]
Annotated 3SS: [  254  2489  4897  8790 12399 16296 16904 17270 18228 18480 23098 23592
 23714 24124 24344 24502 24882]
SMsplice 5SS: [   75   489  2611  8874 12481 17427 18332 18595 23797 24226 24667]
SMsplice 3SS: [  254  2489  8790 12399 17331 18228 18480 23714 24124 24502 24882]
top_k =  1000
Partition function (log Z): 1.5855883841740508

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.966260866458711
Position 17427: 0.9480539868268102
Position 12481: 0.8508635943073801
Position 2611: 0.8478484941148748
Position 24226: 0.7711451600203414
Position 18595: 0.7312432605061864
Position 18332: 0.6345974545075668
Position 8874: 0.6305322410187101
Position 23797: 0.6289453455276297
Position 489: 0.5683142572658579
Position 16584: 0.5215587048678691
Position 16970: 0.5184485111095419
Position 16341: 0.4184855576686282
Position 24558: 0.3769847146493026
Position 24667: 0.3545238506860415
Position 478: 0.3067894286995099
Position 7213: 0.22957364566158409
Position 10380: 0.172333426256093
Position 21675: 0.1582994517490095
Position 20454: 0.15185956891404537
Position 18712: 0.1255155488659626
Position 23153: 0.0850122583634817
Position 10311: 0.08119348737919119
Position 297: 0.07516000440875387
Position 9996: 0.05788037955031774
Position 9265: 0.05548424559756025
Position 21099: 0.0550885966337239
Position 24409: 0.04514640324306799
Position 12621: 0.03750710636601011
Position 985: 0.03601445190102542
Position 4979: 0.035944732998403596
Position 743: 0.03558027305912187
Position 883: 0.034706646320570377
Position 22153: 0.033372793572458655
Position 24573: 0.03309780369265023
Position 10066: 0.032674969413203823
Position 3522: 0.030059976118276054
Position 134: 0.026488490844792663
Position 10493: 0.023498558453338692
Position 9177: 0.021854881735745058
Position 9234: 0.019531861839888778
Position 7903: 0.019115778189422398
Position 6985: 0.017251427301066883
Position 11254: 0.016124929508369558
Position 6917: 0.015778403831053
Position 3808: 0.014751186856143348
Position 11267: 0.013987840401955852
Position 18672: 0.012109173147199264
Position 12054: 0.01142192218067323
Position 7639: 0.010939062722374845
Position 7541: 0.010172295440992945
Position 23630: 0.010080070929654232
Position 8748: 0.009409667605141381
Position 16814: 0.008759744209644168
Position 19959: 0.008352040409170786
Position 18983: 0.008118593697388845
Position 3017: 0.007004482731591121
Position 17123: 0.006395289413297781
Position 23015: 0.005988493241075395
Position 2620: 0.005900092225774672
Position 5565: 0.005768283664599695
Position 4959: 0.005419105096290296
Position 17928: 0.005206672201420127
Position 1776: 0.005164803366672085
Position 1529: 0.004618284629648955
Position 25151: 0.004300703251536414
Position 118: 0.004153911961310015
Position 559: 0.003924081126897143
Position 18288: 0.002320424722451728
Position 11793: 0.002295875135895266
Position 3111: 0.0017103695102695584
Position 24506: 0.001694926853689256
Position 4130: 0.0015963792924282264
Position 24662: 0.0015855164272540526
Position 19487: 0.0015273473290345074
Position 9255: 0.0014865731404705921
Position 3932: 0.001393960320838938
Position 1399: 0.0013567064811600103
Position 10331: 0.001343925163102059
Position 7772: 0.001327269236269422
Position 24617: 0.001254209376087597
Position 17843: 0.0011606206009256677
Position 9146: 0.0011486473010173068
Position 1642: 0.0009897087351067359
Position 1326: 0.0008693016098763381
Position 2389: 0.0008284742871750345
Position 511: 0.0007623805129164902
Position 10833: 0.0007609347148406207
Position 1277: 0.0006509198542369859
Position 1454: 0.0005560476279368832
Position 1248: 0.000550494554261531
Position 79: 0.0004660908562916272
Position 10096: 0.00033678836578075223
Position 18915: 0.0003290273997795821
Position 2504: 0.0003112604893850436
Position 1263: 0.0002970202038642284
Position 4447: 0.00028752320448286714
Position 18292: 0.0002841113407120726
Position 544: 0.00026893416698027224
Position 2534: 0.0002416769128962112
Position 700: 0.00023360158594661442
Position 20488: 0.00021712895710813694
Position 7508: 0.0002149094618540163
Position 807: 0.00021014799682772797
Position 115: 0.00020080989471764777
Position 1515: 0.00017446840056845164
Position 1902: 0.0001705248492146557
Position 5281: 0.00016507130365744075
Position 3481: 0.0001225395446424619
Position 7908: 0.00011702012069007346
Position 5372: 0.00011177534804725148
Position 7207: 9.223046392757722e-05
Position 1038: 6.954182422633264e-05
Position 2394: 6.765619309687907e-05
Position 160: 5.992297777004161e-05
Position 497: 5.696850545908399e-05
Position 1687: 3.272268120315839e-05
Position 2548: 3.059633266779105e-05
Position 141: 2.443873007713731e-05
Position 25: 1.68132476530767e-05
Position 212: 1.6198166788268492e-05
Position 301: 8.128352331654694e-06
Position 216: 6.452646443503406e-06
Position 3237: 6.135752984416599e-06
Position 606: 2.070587257667636e-06
Position 553: 1.821377141162982e-06
Position 3527: 1.4706570503096532e-06
Position 3724: 1.4146758099702966e-06
Position 2937: 1.095550768828481e-06
Position 738: 1.053146341584776e-06
Position 2908: 8.055370968270315e-07
Position 615: 6.153609600064321e-07
Position 703: 4.3405033513055763e-07
Position 748: 3.7345625530804887e-07
Position 21618: 2.3257264801701723e-07
Position 675: 1.6764258408541966e-07
Position 1222: 1.5363810975704024e-07
Position 623: 8.773285896402372e-08
Position 578: 3.1010310877759746e-08
Position 180: 2.576556752448739e-08
Position 214: 2.327938102773636e-08
Position 1175: 2.2592439489695038e-08
Position 979: 4.71265216427564e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 24882: 0.925786537934704
Position 254: 0.9243052659845175
Position 12399: 0.8883708861652055
Position 18480: 0.8514789306942486
Position 17331: 0.7528472834950027
Position 24502: 0.6696161996135722
Position 2489: 0.6459173209784387
Position 23714: 0.6207694695570538
Position 24124: 0.6092043520218292
Position 16470: 0.5215587048678691
Position 8790: 0.5121330866385893
Position 18228: 0.5098323444916019
Position 16904: 0.4846645450987135
Position 16254: 0.36525930221362846
Position 7084: 0.22920425956156049
Position 10181: 0.18906281131973574
Position 2465: 0.172798570790977
Position 17270: 0.15476984137259453
Position 23933: 0.13471058516105208
Position 21513: 0.1235115288845889
Position 24344: 0.11957957045669736
Position 8582: 0.11331988799195794
Position 18266: 0.10537747859686851
Position 20371: 0.0961963905630661
Position 9922: 0.09089213732930233
Position 10271: 0.07955492129377614
Position 23098: 0.07442434013014312
Position 9145: 0.05968784683959837
Position 16296: 0.05322625545499977
Position 21492: 0.040775676941804
Position 21052: 0.03856457410882593
Position 16696: 0.037869660337416865
Position 20348: 0.036751093018369964
Position 9021: 0.03191009401543755
Position 864: 0.03179274502241653
Position 2388: 0.031736633485798964
Position 17249: 0.03152134317385245
Position 6839: 0.030564028464437145
Position 355: 0.029797902977363778
Position 24439: 0.028073776479229522
Position 4897: 0.025220992988057044
Position 11125: 0.020080605057397345
Position 23592: 0.01874531401751777
Position 610: 0.018217163992091813
Position 23900: 0.018139730714880623
Position 21981: 0.017906996987951042
Position 22874: 0.016531186633363504
Position 3338: 0.016118243533122845
Position 775: 0.015596450769704489
Position 3706: 0.015486110821207797
Position 24018: 0.014763325735295752
Position 7553: 0.014583857675324071
Position 24486: 0.014207909612645573
Position 18210: 0.01375500533828562
Position 742: 0.012449480982062177
Position 21959: 0.012282404921599223
Position 4848: 0.012231318918004774
Position 18483: 0.01209072558060214
Position 16757: 0.011502267846205418
Position 11920: 0.01142192218067323
Position 3395: 0.010458947876979542
Position 7715: 0.010326343556776075
Position 11191: 0.010032164852928066
Position 7413: 0.0095910761166065
Position 8807: 0.00797358795027806
Position 20890: 0.007753034411443547
Position 24938: 0.00761854711132895
Position 20313: 0.007465605902406035
Position 25462: 0.007406680159789853
Position 17742: 0.00721298352226458
Position 17122: 0.007086293896317467
Position 2900: 0.006900333747003371
Position 25226: 0.006701976659318543
Position 20221: 0.006546301048868523
Position 24972: 0.005998089657504131
Position 8811: 0.0057719194272510075
Position 19877: 0.005566093984349115
Position 1344: 0.005562288624841028
Position 10204: 0.0053343868734191755
Position 652: 0.005291228946463592
Position 18639: 0.005254899307997226
Position 5397: 0.005160717914245756
Position 450: 0.005137953255982411
Position 9100: 0.005075745070714006
Position 25553: 0.005025473799761607
Position 24408: 0.004679626633412517
Position 7439: 0.00433216632402869
Position 558: 0.003993844776012307
Position 17986: 0.003957411341725655
Position 615: 0.0038957574932109973
Position 20338: 0.003570186158420162
Position 21789: 0.003552900068198277
Position 794: 0.003527942228461882
Position 20870: 0.003514346644867245
Position 4790: 0.0029887472195980285
Position 18868: 0.002934385934119209
Position 20977: 0.0028183426417961047
Position 24722: 0.0023422095378680553
Position 18781: 0.0023278673213440503
Position 11703: 0.002295875135895266
Position 2524: 0.002192352545293771
Position 6828: 0.002079077445749219
Position 10369: 0.0020344898843046586
Position 25502: 0.0019199012280762193
Position 3435: 0.0018798137613431905
Position 9103: 0.0018675157338572399
Position 10398: 0.0018594341341938137
Position 1050: 0.0018416223507507063
Position 1580: 0.001814462019878856
Position 21013: 0.0015926251902936566
Position 1669: 0.0015899141493224832
Position 18042: 0.0015500581761783195
Position 18901: 0.0015463169060754313
Position 25052: 0.001474156504956681
Position 1528: 0.0014727167802557424
Position 19818: 0.0014651062112671306
Position 20293: 0.0014426919167945136
Position 7862: 0.001409555484630904
Position 17108: 0.0013962963391912521
Position 824: 0.0013576277684631648
Position 18023: 0.0013218171402631807
Position 3874: 0.001247062872781718
Position 24793: 0.0012367343932820141
Position 18842: 0.0011114881731212028
Position 2964: 0.0010838727272606307
Position 9116: 0.0009650526996641608
Position 24719: 0.0009196722952042075
Position 19778: 0.0009106324664528564
Position 20813: 0.00090189402569826
Position 25127: 0.0008942455265957352
Position 7679: 0.0008766428908269433
Position 2231: 0.0008554917830473388
Position 6904: 0.0008483417858847339
Position 361: 0.0008356919447238429
Position 3109: 0.0007997169372860454
Position 24843: 0.0007725694766921187
Position 10683: 0.0007609347148406199
Position 1630: 0.0007561723921543341
Position 8625: 0.0007434728585189325
Position 3899: 0.000737800447407547
Position 4868: 0.0007152553434669431
Position 891: 0.0006963622524415031
Position 1242: 0.000693114121828421
Position 19448: 0.0006868093840819278
Position 957: 0.0006657979114895481
Position 7467: 0.0006655685867692439
Position 19387: 0.0006454725034455483
Position 17927: 0.0006346159473794614
Position 212: 0.0006340400353871562
Position 3507: 0.0006141073013269479
Position 10132: 0.0005233537462955564
Position 18914: 0.0004914417801306851
Position 2385: 0.00044860167988494855
Position 21239: 0.00041320431656989803
Position 22908: 0.0004080867330110341
Position 414: 0.00038721129154187527
Position 19685: 0.00035352215361075513
Position 25131: 0.00034505043509179176
Position 261: 0.00034384621534841713
Position 1641: 0.0003297438483569508
Position 763: 0.00028305855358992286
Position 3228: 0.000272920330682803
Position 1402: 0.0002674877117966272
Position 2429: 0.00025562601118517416
Position 2533: 0.00024153466238259263
Position 2325: 0.0002330334278351166
Position 4247: 0.00022412338425170338
Position 2928: 0.0002171007157019023
Position 2553: 0.00021360706397623058
Position 18947: 0.00020851102752061075
Position 4916: 0.00020421806110122224
Position 1536: 0.00020066042764936375
Position 922: 0.00020057343180322957
Position 3949: 0.00015637674456348054
Position 2435: 0.00014920021637103838
Position 5210: 0.00014614428902809555
Position 5513: 0.00014284554195148497
Position 19416: 0.0001418820918775255
Position 18543: 0.0001404911592301748
Position 5456: 0.00014044574888727294
Position 3010: 0.00013639262115400192
Position 3485: 0.00013051809668784546
Position 1016: 0.00012985729806548835
Position 5480: 0.0001272064878827006
Position 1019: 0.000126117303654984
Position 4087: 0.00011282626849856711
Position 5399: 0.00011267016525518127
Position 1419: 0.00011139479748991753
Position 3267: 0.00010875703827751015
Position 24767: 0.00010824577432208397
Position 19365: 0.00010371231243341283
Position 1276: 0.00010177401355187984
Position 2196: 0.00010140471424589334
Position 7295: 0.00010112453664126959
Position 658: 9.709693830411196e-05
Position 20411: 9.643729340095849e-05
Position 5170: 9.554655498419381e-05
Position 2815: 9.205808098842235e-05
Position 3447: 9.18710891310796e-05
Position 570: 9.111354053655494e-05
Position 2556: 8.70504689316945e-05
Position 5363: 8.439780637730043e-05
Position 20434: 7.361272852046406e-05
Position 755: 7.120944447443615e-05
Position 630: 6.447293243497246e-05
Position 531: 5.925886352686508e-05
Position 19915: 5.668559349092606e-05
Position 1061: 5.4474950476760815e-05
Position 1686: 5.1870951364874e-05
Position 1263: 4.235165976425494e-05
Position 4357: 4.104010381796325e-05
Position 1182: 3.517042247467968e-05
Position 1222: 3.1230234615505494e-05
Position 21462: 2.863739101595671e-05
Position 1797: 2.8153553592223447e-05
Position 18848: 2.6831135378102013e-05
Position 804: 2.5644861917593464e-05
Position 1492: 2.536030784090709e-05
Position 4308: 2.235971641320041e-05
Position 5054: 1.9839120390644324e-05
Position 522: 1.9260646125676134e-05
Position 4906: 1.8480099160992127e-05
Position 1603: 1.712128288728847e-05
Position 1219: 1.669439923969666e-05
Position 566: 1.6654670818604973e-05
Position 21132: 1.562096926556728e-05
Position 1479: 1.4395548420800035e-05
Position 612: 1.2738522375040438e-05
Position 1283: 1.0783540597767818e-05
Position 1709: 9.863122585302769e-06
Position 1469: 6.833289679623946e-06
Position 395: 5.019261849294926e-06
Position 507: 4.958377309583605e-06
Position 700: 4.726047737917671e-06
Position 375: 4.725239731971225e-06
Position 4037: 1.6360420992788528e-06
Position 258: 1.0737502624394045e-06
Position 2789: 5.199033322558695e-07
Position 2982: 4.1268121587722943e-07
Position 369: 2.631890468337434e-07
Position 666: 2.308054297284822e-07
Position 219: 1.9855070271384498e-07
Position 297: 1.6161356534600514e-07
Position 5099: 1.4215260664525878e-07
Position 3034: 1.2287590899905845e-07
Position 3549: 1.1949764920952154e-07
Position 409: 7.696780902833798e-08
Position 1022: 6.188213918374132e-08
Position 696: 5.046348756710049e-08
Position 301: 3.082104058382744e-08
Position 269: 2.5751217536500332e-08
Position 1247: 2.5670536851405725e-08
Position 806: 2.1242209035053065e-08
Position 903: 1.370763797949368e-08
Position 1427: 1.175107006051121e-08
Position 1225: 9.527434749142042e-09
Position 277: 7.05924499707064e-09
Position 266: 6.1072384410284425e-09
Position 2751: 6.007239675466774e-09
Position 887: 5.054568309908518e-09
Position 2832: 4.452063393495739e-09
Position 2936: 4.340046302417056e-09
Position 703: 4.281987814288622e-09
Position 313: 3.970954641088779e-09
Position 1497: 3.4599813185542785e-09
Position 279: 2.959601064609833e-09
