Gene = PSMB4
index = 1087
Annotated 5SS: [ 194  654 1055 1312 1822 2097]
Annotated 3SS: [ 446  907 1229 1704 2007 2282]
SMsplice 5SS: [ 194  654 1312 1822 2097]
SMsplice 3SS: [ 446 1229 1704 2007 2282]
top_k =  1000
Partition function (log Z): 1.5342164873349162

Sorted 5' Splice Sites (High to Low Probability):
Position 1822: 0.9637049761677179
Position 2097: 0.897674823408454
Position 1312: 0.8687370673228114
Position 194: 0.7800444474580905
Position 654: 0.6487063761652652
Position 276: 0.1964002688416132
Position 1055: 0.159472192210815
Position 1587: 0.15410024082602225
Position 1319: 0.07341928102193426
Position 689: 0.01849858193354033
Position 774: 0.015203841988012097
Position 1026: 0.0045936803042635295
Position 830: 0.004179122754947098
Position 1331: 0.003474666020138563
Position 77: 0.0034198102606967256
Position 835: 0.0021960216688650894
Position 2135: 0.0016645573477373345
Position 596: 0.0010996551362536047
Position 175: 0.0009481358302566734
Position 1196: 0.0008072840518796854
Position 2101: 0.0007980600334096522
Position 1831: 0.0007708547821233093
Position 97: 0.0007431472132927092
Position 502: 0.0006486295550576949
Position 1111: 0.0006298686883470963
Position 624: 0.0005922418164399026
Position 983: 0.0005919873504272855
Position 1458: 0.0004342172395988138
Position 1503: 0.00041904978513196097
Position 1295: 0.00039870145543092074
Position 1791: 0.00034182087353518646
Position 584: 0.0003210635384756297
Position 1877: 0.0002873997181906744
Position 1137: 0.000268025554810422
Position 244: 0.00026590865932207505
Position 652: 0.00024970273537849207
Position 637: 0.000155676139200662
Position 1786: 0.00014965916735374074
Position 1100: 0.00013566192211610884
Position 2119: 0.00013423389488518932
Position 1108: 0.0001203767314555098
Position 457: 0.00012035358569449664
Position 386: 0.00011740753061825778
Position 2036: 0.00011565357897554429
Position 1289: 9.87557758946792e-05
Position 678: 9.192915753418396e-05
Position 198: 8.56461383595227e-05
Position 71: 7.535827389372734e-05
Position 1599: 6.668094278344728e-05
Position 1316: 5.4720247796597556e-05
Position 1238: 5.462922288953087e-05
Position 813: 5.1278785280075306e-05
Position 574: 4.836107943221733e-05
Position 1549: 4.653933141150697e-05
Position 658: 3.34612546431382e-05
Position 1507: 2.4289272031329243e-05
Position 234: 2.1191331152086646e-05
Position 2215: 1.941423504945672e-05
Position 45: 1.4927773829968592e-05
Position 1768: 1.4433418172216339e-05
Position 545: 1.4259873644919412e-05
Position 486: 1.1698577495161812e-05
Position 1913: 1.1173409465584163e-05
Position 219: 1.0885208012667724e-05
Position 1258: 1.0245744764529788e-05
Position 257: 8.704417165713855e-06
Position 1911: 8.313924879447615e-06
Position 1577: 7.883781046148542e-06
Position 815: 5.540257671006355e-06
Position 2207: 4.999589579664444e-06
Position 681: 4.823895546031138e-06
Position 1323: 4.649771289079458e-06
Position 2201: 2.721969216555169e-06
Position 2194: 2.61639130135195e-06
Position 158: 2.5583976419218765e-06
Position 799: 1.6726668038328545e-06
Position 329: 1.4441071575380405e-06
Position 213: 1.2584823907851032e-06
Position 701: 7.474743983772986e-07
Position 787: 2.9975767255351317e-07
Position 128: 2.337962921153025e-07
Position 481: 2.1815934451366309e-07
Position 764: 1.7564440233457268e-07
Position 113: 7.983792973466819e-08
Position 12: 3.850897095016352e-08
Position 406: 2.1883370312892522e-08
Position 499: 6.757910360556586e-09
Position 1462: 9.874960137299658e-10
Position 472: 7.009586592958889e-10
Position 62: 1.383871409432163e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1704: 0.9239846034624888
Position 2282: 0.8919755015290324
Position 2007: 0.8548539323041592
Position 446: 0.5759750597548063
Position 1229: 0.3691416547159632
Position 1137: 0.2909891976341935
Position 1179: 0.2297708002499254
Position 907: 0.1393589335482329
Position 1964: 0.1273020891548729
Position 1447: 0.08844970833339401
Position 514: 0.06376936811753635
Position 1157: 0.03775332597431114
Position 1639: 0.037028203744948474
Position 1480: 0.036895235048179646
Position 976: 0.03346339576849371
Position 1461: 0.02499567304032222
Position 423: 0.02258600702523554
Position 486: 0.0057048457839272955
Position 2354: 0.0055148080583929315
Position 2302: 0.005399327697593768
Position 1720: 0.004647724276744996
Position 1431: 0.004330827635209108
Position 988: 0.0029224924763244153
Position 748: 0.002884799277817695
Position 172: 0.002638735565770374
Position 1100: 0.002627436484510576
Position 1898: 0.002549623021526524
Position 812: 0.002336251652871907
Position 2035: 0.002025503187417024
Position 2382: 0.001567797110354479
Position 624: 0.001261416368306863
Position 2201: 0.0011300316490676031
Position 1972: 0.0010943348394221763
Position 1666: 0.0008650212136630247
Position 472: 0.0008394393456106767
Position 2215: 0.0008093048346609958
Position 2180: 0.0007391727513859682
Position 940: 0.0007284116984449104
Position 1893: 0.0006053736372869671
Position 1401: 0.0005897513594026292
Position 2220: 0.000505191227724178
Position 1184: 0.0004500374926518356
Position 799: 0.00044418778377659676
Position 2230: 0.0004057068698448674
Position 1261: 0.00035190661689433735
Position 1001: 0.000317306787250131
Position 2315: 0.0002666994951023096
Position 1939: 0.0002468331875383613
Position 264: 0.00023170764872321872
Position 1575: 0.00020820720247385845
Position 1195: 0.00016031399683487277
Position 1731: 0.00014872742323530021
Position 2170: 0.00014454903348869652
Position 310: 0.00013492146719925
Position 574: 0.00012911710485616833
Position 584: 0.00011784617362104001
Position 860: 0.00011772645639654454
Position 952: 0.00011023864823638331
Position 1111: 0.00010513477323749534
Position 1549: 9.368026976809557e-05
Position 1734: 9.140043373906737e-05
Position 222: 8.24353476728544e-05
Position 930: 7.795621365186332e-05
Position 1771: 7.74575228269286e-05
Position 2065: 7.470479949652032e-05
Position 1487: 6.585632923793267e-05
Position 2365: 5.9857728279638005e-05
Position 1572: 5.979913963994257e-05
Position 946: 5.7504009191247695e-05
Position 1717: 5.239622712820051e-05
Position 920: 4.8724000414870656e-05
Position 344: 4.7938429574881953e-05
Position 365: 4.2659711859128894e-05
Position 492: 3.882242423910442e-05
Position 2361: 3.2955944035927425e-05
Position 2047: 2.9278214280441684e-05
Position 1654: 2.4695338261768727e-05
Position 499: 2.2478937314345494e-05
Position 1510: 2.047567321636828e-05
Position 174: 2.0146895935558974e-05
Position 1768: 1.813136427720281e-05
Position 1534: 1.7479111726957035e-05
Position 648: 1.6482352292850944e-05
Position 633: 1.3075415187595575e-05
Position 1507: 1.3025370246360519e-05
Position 266: 1.2960405286444251e-05
Position 406: 1.2599137503375017e-05
Position 1646: 1.2448551276217946e-05
Position 1749: 1.2032639822608846e-05
Position 1559: 1.2017466006108703e-05
Position 2323: 8.852113560707534e-06
Position 356: 7.765210236648902e-06
Position 829: 7.68515634005073e-06
Position 2153: 7.353712723035331e-06
Position 1577: 6.2190635915255975e-06
Position 692: 5.39959963244663e-06
Position 2049: 5.273194289761724e-06
Position 1311: 5.203395330917483e-06
Position 1035: 4.9882819656750445e-06
Position 2096: 4.212128663706934e-06
Position 320: 4.1493666250286416e-06
Position 917: 4.141300249469641e-06
Position 108: 3.888436114590839e-06
Position 373: 3.5983482671410735e-06
